from_year,source_vintage,county_norm,from_precinct_norm,src_vtdst,dst_vtd20,weight,match_method,confidence_tier,match_score
2000,2000,BEDFORD,103 VOC SCHOOL,0216,000101,0.54420522,tail_fuzzy_name,low,0.740741
2000,2000,BEDFORD,103 VOC SCHOOL,0216,000107,0.21208358,tail_fuzzy_name,low,0.740741
2000,2000,BEDFORD,103 VOC SCHOOL,0216,000109,0.12791916,tail_fuzzy_name,low,0.740741
2000,2000,BEDFORD,103 VOC SCHOOL,0216,000108,0.10687097,tail_fuzzy_name,low,0.740741
2000,2000,BEDFORD,103 VOC SCHOOL,0216,000110,0.00776262,tail_fuzzy_name,low,0.740741
2000,2000,BEDFORD,103 VOC SCHOOL,0216,000106,0.00098401,tail_fuzzy_name,low,0.740741
2000,2000,BEDFORD,103 VOC SCHOOL,0216,000103,0.00017444,tail_fuzzy_name,low,0.740741
2000,2000,BLOUNT,32 ROCKFORD CO,0492,000406,0.99422187,tail_fuzzy_name,low,0.842105
2000,2000,BLOUNT,32 ROCKFORD CO,0492,000408,0.00488223,tail_fuzzy_name,low,0.842105
2000,2000,BLOUNT,32 ROCKFORD CO,0492,000410,0.00061182,tail_fuzzy_name,low,0.842105
2000,2000,BLOUNT,32 ROCKFORD CO,0492,000429,0.00028249,tail_fuzzy_name,low,0.842105
2000,2000,BLOUNT,32 ROCKFORD CO,0492,000431,1.59e-06,tail_fuzzy_name,low,0.842105
2000,2000,BLOUNT,36 TOWNSEND CO,0504,000401,0.99946167,tail_fuzzy_name,low,0.842105
2000,2000,BLOUNT,36 TOWNSEND CO,0504,000418,0.00023906,tail_fuzzy_name,low,0.842105
2000,2000,BLOUNT,36 TOWNSEND CO,0504,000435,0.00016276,tail_fuzzy_name,low,0.842105
2000,2000,BLOUNT,36 TOWNSEND CO,0504,000426,0.0001365,tail_fuzzy_name,low,0.842105
2000,2000,BLOUNT,38 UNION CO,0508,000403,0.69583906,tail_fuzzy_name,low,0.769231
2000,2000,BLOUNT,38 UNION CO,0508,000431,0.30094492,tail_fuzzy_name,low,0.769231
2000,2000,BLOUNT,38 UNION CO,0508,000425,0.00164041,tail_fuzzy_name,low,0.769231
2000,2000,BLOUNT,38 UNION CO,0508,000430,0.00084744,tail_fuzzy_name,low,0.769231
2000,2000,BLOUNT,38 UNION CO,0508,000427,0.00043514,tail_fuzzy_name,low,0.769231
2000,2000,BLOUNT,38 UNION CO,0508,000424,0.00029302,tail_fuzzy_name,low,0.769231
2000,2000,BLOUNT,40 WM BLOUNT,0520,000436,0.50470798,tail_fuzzy_name,low,0.782609
2000,2000,BLOUNT,40 WM BLOUNT,0520,000417,0.42770891,tail_fuzzy_name,low,0.782609
2000,2000,BLOUNT,40 WM BLOUNT,0520,000414,0.06318763,tail_fuzzy_name,low,0.782609
2000,2000,BLOUNT,40 WM BLOUNT,0520,000416,0.00323955,tail_fuzzy_name,low,0.782609
2000,2000,BLOUNT,40 WM BLOUNT,0520,000419,0.00080742,tail_fuzzy_name,low,0.782609
2000,2000,BLOUNT,40 WM BLOUNT,0520,000421,0.00020891,tail_fuzzy_name,low,0.782609
2000,2000,BLOUNT,40 WM BLOUNT,0520,000412,7.792e-05,tail_fuzzy_name,low,0.782609
2000,2000,BLOUNT,40 WM BLOUNT,0520,000415,3.341e-05,tail_fuzzy_name,low,0.782609
2000,2000,BLOUNT,40 WM BLOUNT,0520,000420,2.828e-05,tail_fuzzy_name,low,0.782609
2000,2000,BRADLEY,203 CHARLSTN HGH,0544,000505,0.99924293,tail_fuzzy_name,low,0.846154
2000,2000,BRADLEY,203 CHARLSTN HGH,0544,000517,0.00042684,tail_fuzzy_name,low,0.846154
2000,2000,BRADLEY,203 CHARLSTN HGH,0544,000508,0.00021738,tail_fuzzy_name,low,0.846154
2000,2000,BRADLEY,203 CHARLSTN HGH,0544,000504,0.00011286,tail_fuzzy_name,low,0.846154
2000,2000,BRADLEY,204 CHARLSTN CTY,0548,000505,1.0,forced_best_name,low,0.625
2000,2000,BRADLEY,303 BRADLEY JR,0560,000509,0.50087656,forced_best_name,low,0.65
2000,2000,BRADLEY,303 BRADLEY JR,0560,000506,0.45879263,forced_best_name,low,0.65
2000,2000,BRADLEY,303 BRADLEY JR,0560,000502,0.03777408,forced_best_name,low,0.65
2000,2000,BRADLEY,303 BRADLEY JR,0560,000507,0.00255673,forced_best_name,low,0.65
2000,2000,BRADLEY,304 SR CTR,0564,000506,0.95298415,forced_best_name,low,0.526316
2000,2000,BRADLEY,304 SR CTR,0564,000508,0.04522947,forced_best_name,low,0.526316
2000,2000,BRADLEY,304 SR CTR,0564,000504,0.00160485,forced_best_name,low,0.526316
2000,2000,BRADLEY,304 SR CTR,0564,000509,9.82e-05,forced_best_name,low,0.526316
2000,2000,BRADLEY,304 SR CTR,0564,000507,8.334e-05,forced_best_name,low,0.526316
2000,2000,BRADLEY,502 BIG SPRINGS,0584,000510,0.73075878,tail_fuzzy_name,low,0.952381
2000,2000,BRADLEY,502 BIG SPRINGS,0584,000514,0.26754649,tail_fuzzy_name,low,0.952381
2000,2000,BRADLEY,502 BIG SPRINGS,0584,000512,0.00168826,tail_fuzzy_name,low,0.952381
2000,2000,BRADLEY,502 BIG SPRINGS,0584,000509,6.47e-06,tail_fuzzy_name,low,0.952381
2000,2000,BRADLEY,603 WATERVLLE,0600,000513,0.99020305,tail_fuzzy_name,low,0.947368
2000,2000,BRADLEY,603 WATERVLLE,0600,000514,0.00500708,tail_fuzzy_name,low,0.947368
2000,2000,BRADLEY,603 WATERVLLE,0600,000511,0.00289219,tail_fuzzy_name,low,0.947368
2000,2000,BRADLEY,603 WATERVLLE,0600,000515,0.00179838,tail_fuzzy_name,low,0.947368
2000,2000,BRADLEY,603 WATERVLLE,0600,000512,9.93e-05,tail_fuzzy_name,low,0.947368
2000,2000,BRADLEY,605 BLUE SPGS,0013,0013,1.0,tail_fuzzy_name,low,0.857143
2000,2000,BRADLEY,703 CLEVELAND HI,0618,000507,0.99796284,tail_fuzzy_name,low,0.923077
2000,2000,BRADLEY,703 CLEVELAND HI,0618,000506,0.00158399,tail_fuzzy_name,low,0.923077
2000,2000,BRADLEY,703 CLEVELAND HI,0618,000502,0.00045316,tail_fuzzy_name,low,0.923077
2000,2000,CAMPBELL,08 EAST LAFOLLETT,0672,000608,0.97938806,tail_fuzzy_name,low,0.965517
