from_year,to_year,county_norm,from_precinct_norm,to_precinct_norm,method,score
2006,2008,FAYETTE,LAGRANGE,LAGRANGE,exact_norm,1.0
2006,2008,FAYETTE,LONGTOWN,LONGTOWN,exact_norm,1.0
2006,2008,FAYETTE,MACON,MACON,exact_norm,1.0
2006,2008,FAYETTE,MOSCOW,MOSCOW,exact_norm,1.0
2006,2008,FAYETTE,OAKLAND,OAKLAND,exact_norm,1.0
2006,2008,FAYETTE,PARKS,PARKS,exact_norm,1.0
2006,2008,FAYETTE,PIPERTON,PIPERTON,exact_norm,1.0
2006,2008,FAYETTE,ROSSVILLE,ROSSVILLE,exact_norm,1.0
2006,2008,FAYETTE,SOMERVILLE CITY,SOMERVILLE CITY,exact_norm,1.0
2006,2008,FAYETTE,WARREN,WARREN,exact_norm,1.0
2006,2008,FAYETTE,WILLISTON,WILLISTON,exact_norm,1.0
2006,2008,FENTRESS,ABSENTEE,ABSENTEE,exact_norm,1.0
2006,2008,FENTRESS,ALLARDT,ALLARDT,exact_norm,1.0
2006,2008,FENTRESS,ARMATHWAITE,ARMATHWAITE,exact_norm,1.0
2006,2008,FENTRESS,BANNER SPRINGS,BANNER SPRINGS,exact_norm,1.0
2006,2008,FENTRESS,CLARKRANGE,CLARKRANGE,exact_norm,1.0
2006,2008,FENTRESS,COMMUNITY CENTER,COMMUNITY CENTER,exact_norm,1.0
2006,2008,FENTRESS,COURTHOUSE,COURTHOUSE,exact_norm,1.0
2006,2008,FENTRESS,CROSSROADS,CROSSROADS,exact_norm,1.0
2006,2008,FENTRESS,GRIMSLEY,GRIMSLEY,exact_norm,1.0
2006,2008,FENTRESS,PALL MALL,PALL MALL,exact_norm,1.0
2006,2008,FENTRESS,PINE HAVEN,PINE HAVEN,exact_norm,1.0
2006,2008,FENTRESS,SHIRLEY,SHIRLEY,exact_norm,1.0
2006,2008,FENTRESS,WEST FENTRESS,WEST FENTRESS,exact_norm,1.0
2006,2008,FENTRESS,YORK ELEMENTARY,YORK ELEMENTARY,exact_norm,1.0
2006,2008,FRANKLIN,3 1 BROADVIEW,3 1 BROADVIEW,exact_norm,1.0
2006,2008,FRANKLIN,3 2 HUNTLAND,3 2 HUNTLAND,exact_norm,1.0
2006,2008,FRANKLIN,3 3 OLD SALEM,3 3 OLD SALEM,exact_norm,1.0
2006,2008,FRANKLIN,4 1 BELVIDERE,4 1 BELVIDERE,exact_norm,1.0
2006,2008,FRANKLIN,4 2 COWAN,4 2 COWAN,exact_norm,1.0
2006,2008,FRANKLIN,4 3 LIBERTY,4 3 LIBERTY,exact_norm,1.0
2006,2008,FRANKLIN,5 2 SEWANEE,5 2 SEWANEE,exact_norm,1.0
2006,2008,FRANKLIN,5 3 SHERWOOD,5 3 SHERWOOD,exact_norm,1.0
2006,2008,FRANKLIN,6 3 UTSI,6 3 UTSI,exact_norm,1.0
2006,2008,FRANKLIN,7 1 NORTH LAKE,7 1 NORTH LAKE,exact_norm,1.0
2006,2008,FRANKLIN,8 1 DECHERD,8 1 DECHERD,exact_norm,1.0
2006,2008,FRANKLIN,EARLY VOTING,EARLY VOTING,exact_norm,1.0
2006,2008,GIBSON,1 3 SOUTH GIBSON,1 3 SOUTH GIBSON,exact_norm,1.0
2006,2008,GIBSON,1 5 HUMBOLDT AIRPORT,1 5 HUMBOLDT AIRPORT,exact_norm,1.0
2006,2008,GIBSON,10 TRENTON CITY HALL,10 TRENTON CITY HALL,exact_norm,1.0
2006,2008,GIBSON,11 1 CONCORD,11 1 CONCORD,exact_norm,1.0
2006,2008,GIBSON,11 2 MOORE S CHAPEL,11 2 MOORE S CHAPEL,exact_norm,1.0
2006,2008,GIBSON,11 3 UNION CENTRAL,11 3 UNION CENTRAL,exact_norm,1.0
2006,2008,GIBSON,11 4 GANN,11 4 GANN,exact_norm,1.0
2006,2008,GIBSON,11 5 SKULLBONE,11 5 SKULLBONE,exact_norm,1.0
2006,2008,GIBSON,12 MILAN EXPRESS,12 MILAN EXPRESS,exact_norm,1.0
2006,2008,GIBSON,13 MILAN POLK CLARK,13 MILAN POLK CLARK,exact_norm,1.0
2006,2008,GIBSON,14 MILAN 1STASSEMBLY,14 MILAN 1STASSEMBLY,exact_norm,1.0
2006,2008,GIBSON,15 MILAN MUNICIPAL,15 MILAN MUNICIPAL,exact_norm,1.0
2006,2008,GIBSON,16 1 YORKVILLE,16 1 YORKVILLE,exact_norm,1.0
2006,2008,GIBSON,16 2 KENTON,16 2 KENTON,exact_norm,1.0
2006,2008,GIBSON,16 3 FAIRVIEW,16 3 FAIRVIEW,exact_norm,1.0
2006,2008,GIBSON,17 1 BRADFORD,17 1 BRADFORD,exact_norm,1.0
2006,2008,GIBSON,17 2 IDLEWILD,17 2 IDLEWILD,exact_norm,1.0
2006,2008,GIBSON,18 1 LANEVIEW,18 1 LANEVIEW,exact_norm,1.0
2006,2008,GIBSON,18 2 GOOD LUCK,18 2 GOOD LUCK,exact_norm,1.0
2006,2008,GIBSON,19 1 DYER,19 1 DYER,exact_norm,1.0
2006,2008,GIBSON,19 2 CURRIE,19 2 CURRIE,exact_norm,1.0
2006,2008,GIBSON,2 HUMBOLDT CH CHR,2 HUMBOLDT CH CHR,exact_norm,1.0
2006,2008,GIBSON,3 HUMBOLDT PARK,3 HUMBOLDT PARK,exact_norm,1.0
2006,2008,GIBSON,4 HUMBOLDT FIRE STA,4 HUMBOLDT FIRE STA,exact_norm,1.0
2006,2008,GIBSON,7 1 EDJONES AGRIPLEX,7 1 EDJONES AGRIPLEX,exact_norm,1.0
2006,2008,GIBSON,8 3 SPRINGHILL,8 3 SPRING HILL,fuzzy_norm,0.965517
2006,2008,GIBSON,9 COURTHOUSE,9 COURTHOUSE,exact_norm,1.0
2006,2008,GILES,1A ARDMORE,1A ARDMORE,exact_norm,1.0
2006,2008,GILES,1B PROSPECT,1B PROSPECT,exact_norm,1.0
2006,2008,GILES,2A MINOR HILL,2A MINOR HILL,exact_norm,1.0
2006,2008,GILES,2B AIRPORT,2B AIRPORT,exact_norm,1.0
2006,2008,GILES,3A RICHLAND TRACE,3A RICHLAND TRACE,exact_norm,1.0
2006,2008,GILES,3B CAMPBELLSVILLE,3B CAMPBELLSVILLE,exact_norm,1.0
2006,2008,GILES,4A LYNNVILLE,4A LYNNVILLE,exact_norm,1.0
2006,2008,GILES,4B ODD FELLOWS HALL,4B ODD FELLOWS HALL,exact_norm,1.0
2006,2008,GILES,5A TN TECH CENTER,5A TN TECH CENTER,exact_norm,1.0
2006,2008,GILES,5B CO OP,5B CO OP,exact_norm,1.0
2006,2008,GILES,6A COURTHOUSE,6A COURTHOUSE,exact_norm,1.0
2006,2008,GILES,6B BMS,6B BMS,exact_norm,1.0
2006,2008,GILES,7A GCHS,7A GCHS,exact_norm,1.0
2006,2008,GILES,7B REC CENTER,7B REC CENTER,exact_norm,1.0
2006,2008,GRAINGER,1 1,1 1,exact_norm,1.0
2006,2008,GRAINGER,1 2,1 2,exact_norm,1.0
2006,2008,GRAINGER,2 1,2 1,exact_norm,1.0
2006,2008,GRAINGER,2 2,2 2,exact_norm,1.0
2006,2008,GRAINGER,3 1,3 1,exact_norm,1.0
2006,2008,GRAINGER,3 2,3 2,exact_norm,1.0
2006,2008,GRAINGER,4 1,4 1,exact_norm,1.0
2006,2008,GRAINGER,4 2,4 2,exact_norm,1.0
2006,2008,GRAINGER,5 1,5 1,exact_norm,1.0
2006,2008,GRAINGER,5 2,5 2,exact_norm,1.0
2006,2008,GREENE,10 1 EAST VIEW,10 1 EAST VIEW,exact_norm,1.0
2006,2008,GREENE,10 1 HIGH SCHOOL,10 1 HIGH SCHOOL,exact_norm,1.0
2006,2008,GREENE,10 1 HIGHLAND ROBY,10 1 HIGHLAND ROBY,exact_norm,1.0
2006,2008,GREENE,10 1 TUSCULUM VIEW,10 1 TUSCULUM VIEW,exact_norm,1.0
2006,2008,GREENE,10 2 ANDREW JOHNSON,10 2 ANDREW JOHNSON,exact_norm,1.0
2006,2008,GREENE,10 2 COURTHOUSE,10 2 COURTHOUSE,exact_norm,1.0
2006,2008,GREENE,10 2 MIDDLE SCHOOL,10 2 MIDDLE SCHOOL,exact_norm,1.0
2006,2008,GREENE,BAILEYTON,BAILEYTON,exact_norm,1.0
2006,2008,GREENE,BAILEYTON CORP,BAILEYTON CORP,exact_norm,1.0
2006,2008,GREENE,CANEY BRANCH,CANEY BRANCH,exact_norm,1.0
2006,2008,GREENE,CHUCKY,CHUCKEY,fuzzy_norm,0.923077
2006,2008,GREENE,CHUCKY DOAK,CHUCKEY DOAK,fuzzy_norm,0.956522
2006,2008,GREENE,CROSS ANCHOR,CROSS ANCHOR,exact_norm,1.0
2006,2008,GREENE,DEBUSK,DEBUSK,exact_norm,1.0
2006,2008,GREENE,FLAG BRANCH,FLAG BRANCH,exact_norm,1.0
2006,2008,GREENE,FOREST HILLS,FOREST HILLS,exact_norm,1.0
2006,2008,GREENE,GLENWOOD,GLENWOOD,exact_norm,1.0
2006,2008,GREENE,GREYSTONE,GREYSTONE,exact_norm,1.0
2006,2008,GREENE,JOCKEY,JOCKEY,exact_norm,1.0
2006,2008,GREENE,LOST MOUNTAIN,LOST MOUNTAIN,exact_norm,1.0
2006,2008,GREENE,MCDONALD,MCDONALD,exact_norm,1.0
2006,2008,GREENE,MIDWAY,MIDWAY,exact_norm,1.0
2006,2008,GREENE,MOHAWK,MOHAWK,exact_norm,1.0
2006,2008,GREENE,MOSHEIM,MOSHEIM,exact_norm,1.0
2006,2008,GREENE,MOSHEIM CORP,MOSHEIM CORP,exact_norm,1.0
2006,2008,GREENE,MT CARMEL,MT CARMEL,exact_norm,1.0
2006,2008,GREENE,MT PLEASANT,MT PLEASANT,exact_norm,1.0
2006,2008,GREENE,NEWMANSVILLE,NEWMANSVILLE,exact_norm,1.0
2006,2008,GREENE,OREBANK,OREBANK,exact_norm,1.0
2006,2008,GREENE,SOUTH GREENE,SOUTH GREENE,exact_norm,1.0
2006,2008,GREENE,SUNNYSIDE,SUNNYSIDE,exact_norm,1.0
2006,2008,GREENE,TUSCULUM CORP,TUSCULUM CORP,exact_norm,1.0
2006,2008,GREENE,TUSCULUM NORTH,TUSCULUM NORTH,exact_norm,1.0
2006,2008,GREENE,TUSCULUM SOUTH,TUSCULUM SOUTH,exact_norm,1.0
2006,2008,GREENE,UNION TEMPLE,UNION TEMPLE,exact_norm,1.0
2006,2008,GREENE,WARRENSBURG,WARRENSBURG,exact_norm,1.0
2006,2008,GREENE,WEST PINES,WEST PINES,exact_norm,1.0
2006,2008,GRUNDY,ALTAMONT,ALTAMONT,exact_norm,1.0
2006,2008,GRUNDY,BEERSHEBA SPRINGS,BEERSHEBA SPRINGS,exact_norm,1.0
2006,2008,GRUNDY,CENTRAL,CENTRAL,exact_norm,1.0
2006,2008,GRUNDY,COALMONT,COALMONT,exact_norm,1.0
2006,2008,GRUNDY,COLLINS,COLLINS,exact_norm,1.0
2006,2008,GRUNDY,CROSS ROADS,CROSS ROADS,exact_norm,1.0
2006,2008,GRUNDY,GRUETLI LAAGER,GRUETLI LAAGER,exact_norm,1.0
2006,2008,GRUNDY,HUBBARD S COVE,HUBBARD S COVE,exact_norm,1.0
2006,2008,GRUNDY,MONTEAGLE,MONTEAGLE,exact_norm,1.0
2006,2008,GRUNDY,PALMER,PALMER,exact_norm,1.0
2006,2008,GRUNDY,PELHAM,PELHAM,exact_norm,1.0
2006,2008,GRUNDY,TARLTON,TARLTON,exact_norm,1.0
2006,2008,GRUNDY,TRACY CITY,TRACY CITY,exact_norm,1.0
2006,2008,HAMBLEN,01 1 COURTHOUSE,01 1 COURTHOUSE,exact_norm,1.0
2006,2008,HAMBLEN,02 1 MEADOWVIEW MID,02 1 MEADOWVIEW MID,exact_norm,1.0
2006,2008,HAMBLEN,03 1 EAST HIGH SCH,03 1 EAST HIGH SCH,exact_norm,1.0
2006,2008,HAMBLEN,04 1 WEST HIGH SCH,04 1 WEST HIGH SCH,exact_norm,1.0
2006,2008,HAMBLEN,05 1 WEST VIEW,05 1 WEST VIEW,exact_norm,1.0
2006,2008,HAMBLEN,06 1 FAIRVIEW MARG,06 1 FAIRVIEW MARG,exact_norm,1.0
2006,2008,HAMBLEN,07 1 CHEROKEE PARK,07 1 CHEROKEE PARK,exact_norm,1.0
2006,2008,HAMBLEN,08 1 NATIONAL GUARD,08 1 NATIONAL GUARD,exact_norm,1.0
2006,2008,HAMBLEN,09 1 RUSSELLVILLE PS,09 1 RUSSELLVILLE PS,exact_norm,1.0
2006,2008,HAMBLEN,09 2 WHITESBURG SCH,09 2 WHITESBURG SCH,exact_norm,1.0
2006,2008,HAMBLEN,10 1 FISH HATCHERY,10 1 FISH HATCHERY,exact_norm,1.0
2006,2008,HAMBLEN,10 2 UNION HEIGHTS,10 2 UNION HEIGHTS,exact_norm,1.0
2006,2008,HAMBLEN,11 1 WEST HIGH SCH,11 1 WEST HIGH SCH,exact_norm,1.0
2006,2008,HAMBLEN,11 2 WITT SCHOOL,11 2 WITT SCHOOL,exact_norm,1.0
2006,2008,HAMBLEN,12 1 ALPHA ELEM,12 1 ALPHA ELEM,exact_norm,1.0
2006,2008,HAMBLEN,13 1 CEDAR HILL,13 1 CEDAR HILL,exact_norm,1.0
2006,2008,HAMBLEN,14 1 MANLEY PRIMARY,14 1 MANLEY PRIMARY,exact_norm,1.0
2006,2008,HAMBLEN,ABSENTEE,ABSENTEE,exact_norm,1.0
2006,2008,HAMILTON,001 AIRPORT 1,001 AIRPORT 1,exact_norm,1.0
2006,2008,HAMILTON,002 ALTON PARK,002 ALTON PARK,exact_norm,1.0
2006,2008,HAMILTON,003 AMNICOLA,003 AMNICOLA,exact_norm,1.0
2006,2008,HAMILTON,004 AVONDALE,004 AVONDALE,exact_norm,1.0
2006,2008,HAMILTON,005 BONNY OAKS,005 BONNY OAKS,exact_norm,1.0
2006,2008,HAMILTON,006 BRAINERD,006 BRAINERD,exact_norm,1.0
2006,2008,HAMILTON,007 BRAINERD HILLS,007 BRAINERD HILLS,exact_norm,1.0
2006,2008,HAMILTON,008 BUSHTOWN,008 BUSHTOWN,exact_norm,1.0
2006,2008,HAMILTON,009 CEDAR HILL,009 CEDAR HILL,exact_norm,1.0
2006,2008,HAMILTON,011 CLIFTON HILLS 1,011 CLIFTON HILLS 1,exact_norm,1.0
2006,2008,HAMILTON,012 CONCORD 1,012 CONCORD 1,exact_norm,1.0
2006,2008,HAMILTON,013 COURTHOUSE,013 COURTHOUSE,exact_norm,1.0
2006,2008,HAMILTON,014 DALEWOOD,014 DALEWOOD,exact_norm,1.0
2006,2008,HAMILTON,015 DOWNTOWN,015 DOWNTOWN,exact_norm,1.0
2006,2008,HAMILTON,016 DUPONT,016 DUPONT,exact_norm,1.0
2006,2008,HAMILTON,017 EAST BRAINERD 1,017 EAST BRAINERD 1,exact_norm,1.0
2006,2008,HAMILTON,018 E CHATTANOOGA 1,018 E CHATTANOOGA 1,exact_norm,1.0
2006,2008,HAMILTON,019 EAST LAKE,019 EAST LAKE,exact_norm,1.0
2006,2008,HAMILTON,020 EAST SIDE 1,020 EAST SIDE 1,exact_norm,1.0
2006,2008,HAMILTON,021 EASTDALE 1,021 EASTDALE 1,exact_norm,1.0
2006,2008,HAMILTON,023 GLENWOOD,023 GLENWOOD,exact_norm,1.0
2006,2008,HAMILTON,024 HIGHLAND PARK,024 HIGHLAND PARK,exact_norm,1.0
2006,2008,HAMILTON,025 HIXSON 1,025 HIXSON 1,exact_norm,1.0
2006,2008,HAMILTON,026 HOWARD,026 HOWARD,exact_norm,1.0
2006,2008,HAMILTON,027 KINGSPOINT,027 KINGSPOINT,exact_norm,1.0
2006,2008,HAMILTON,028 LAKE HILLS,028 LAKE HILLS,exact_norm,1.0
2006,2008,HAMILTON,029 LUPTON CITY,029 LUPTON CITY,exact_norm,1.0
2006,2008,HAMILTON,031 MISSIONARY RIDGE,031 MISSIONARY RIDGE,exact_norm,1.0
2006,2008,HAMILTON,032 MOCCASIN BEND,032 MOCCASIN BEND,exact_norm,1.0
2006,2008,HAMILTON,033 MOUNTAIN CREEK 1,033 MOUNTAIN CREEK 1,exact_norm,1.0
2006,2008,HAMILTON,034 MURRAY HILLS,034 MURRAY HILLS,exact_norm,1.0
2006,2008,HAMILTON,035 N CHATTANOOGA 1,035 N CHATTANOOGA 1,exact_norm,1.0
2006,2008,HAMILTON,036 NORTHGATE,036 NORTHGATE,exact_norm,1.0
2006,2008,HAMILTON,037 NORTHWOODS 1,037 NORTHWOODS 1,exact_norm,1.0
2006,2008,HAMILTON,038 NORTHWOODS 2,038 NORTHWOODS 2,exact_norm,1.0
2006,2008,HAMILTON,040 PINEY WOODS,040 PINEY WOODS,exact_norm,1.0
2006,2008,HAMILTON,041 RIDGEDALE,041 RIDGEDALE,exact_norm,1.0
2006,2008,HAMILTON,042 RIVERVIEW,042 RIVERVIEW,exact_norm,1.0
2006,2008,HAMILTON,043 ST ELMO 1,043 ST ELMO 1,exact_norm,1.0
2006,2008,HAMILTON,044 STUART HEIGHTS 1,044 STUART HEIGHTS 1,exact_norm,1.0
2006,2008,HAMILTON,045 SUNNYSIDE,045 SUNNYSIDE,exact_norm,1.0
2006,2008,HAMILTON,046 TYNER 1,046 TYNER 1,exact_norm,1.0
2006,2008,HAMILTON,048 LOOKOUT VALLEY 1,048 LOOKOUT VALLEY 1,exact_norm,1.0
2006,2008,HAMILTON,049 WOODMORE,049 WOODMORE,exact_norm,1.0
2006,2008,HAMILTON,050 APISON 1,050 APISON 1,exact_norm,1.0
2006,2008,HAMILTON,051 BIRCHWOOD,051 BIRCHWOOD,exact_norm,1.0
2006,2008,HAMILTON,052 COLLEGEDALE 1,052 COLLEGEDALE 1,exact_norm,1.0
2006,2008,HAMILTON,053 EAST RIDGE 1,053 EAST RIDGE 1,exact_norm,1.0
2006,2008,HAMILTON,054 EAST RIDGE 2,054 EAST RIDGE 2,exact_norm,1.0
2006,2008,HAMILTON,055 EAST RIDGE 3,055 EAST RIDGE 3,exact_norm,1.0
2006,2008,HAMILTON,056 EAST RIDGE 4,056 EAST RIDGE 4,exact_norm,1.0
2006,2008,HAMILTON,057 EAST RIDGE 5,057 EAST RIDGE 5,exact_norm,1.0
2006,2008,HAMILTON,058 HARRISON 1,058 HARRISON 1,exact_norm,1.0
2006,2008,HAMILTON,059 MEADOWVIEW,059 MEADOWVIEW,exact_norm,1.0
2006,2008,HAMILTON,060 OOLTEWAH 1,060 OOLTEWAH 1,exact_norm,1.0
2006,2008,HAMILTON,061 RIDGESIDE,061 RIDGESIDE,exact_norm,1.0
2006,2008,HAMILTON,062 SNOWHILL,062 SNOWHILL,exact_norm,1.0
2006,2008,HAMILTON,064 WESTVIEW 1,064 WESTVIEW 1,exact_norm,1.0
2006,2008,HAMILTON,065 BAKEWELL,065 BAKEWELL,exact_norm,1.0
2006,2008,HAMILTON,066 DALLAS,066 DALLAS,exact_norm,1.0
2006,2008,HAMILTON,067 FAIRMOUNT,067 FAIRMOUNT,exact_norm,1.0
2006,2008,HAMILTON,068 FALLING WATER 1,068 FALLING WATER 1,exact_norm,1.0
2006,2008,HAMILTON,069 FLAT TOP MTN,069 FLAT TOP MTN,exact_norm,1.0
2006,2008,HAMILTON,070 GANNS,070 GANNS,exact_norm,1.0
2006,2008,HAMILTON,071 LAKESITE,071 LAKESITE,exact_norm,1.0
2006,2008,HAMILTON,072 LOOKOUT MTN 1,072 LOOKOUT MTN 1,exact_norm,1.0
2006,2008,HAMILTON,073 MIDDLE VALLEY,073 MIDDLE VALLEY,exact_norm,1.0
2006,2008,HAMILTON,074 MOWBRAY,074 MOWBRAY,exact_norm,1.0
2006,2008,HAMILTON,075 PLEASANT GROVE 1,075 PLEASANT GROVE 1,exact_norm,1.0
2006,2008,HAMILTON,076 RED BANK 1,076 RED BANK 1,exact_norm,1.0
2006,2008,HAMILTON,077 RED BANK 2,077 RED BANK 2,exact_norm,1.0
2006,2008,HAMILTON,078 RED BANK 3,078 RED BANK 3,exact_norm,1.0
2006,2008,HAMILTON,080 SALE CREEK,080 SALE CREEK,exact_norm,1.0
2006,2008,HAMILTON,081 SIGNAL MTN EAST,081 SIGNAL MTN EAST,exact_norm,1.0
2006,2008,HAMILTON,082 SIGNAL MTN WEST,082 SIGNAL MTN WEST,exact_norm,1.0
2006,2008,HAMILTON,083 SODDY DAISY 1,083 SODDY DAISY 1,exact_norm,1.0
2006,2008,HAMILTON,084 SODDY DAISY 2,084 SODDY DAISY 2,exact_norm,1.0
2006,2008,HAMILTON,085 VALDEAU,085 VALDEAU,exact_norm,1.0
2006,2008,HAMILTON,086 WALDEN,086 WALDEN,exact_norm,1.0
2006,2008,HAMILTON,088 HIXSON 2,088 HIXSON 2,exact_norm,1.0
2006,2008,HAMILTON,089 OOLTEWAH 2,089 OOLTEWAH 2,exact_norm,1.0
2006,2008,HAMILTON,090 HARRISON 2,090 HARRISON 2,exact_norm,1.0
2006,2008,HAMILTON,091 WESTVIEW 2,091 WESTVIEW 2,exact_norm,1.0
2006,2008,HAMILTON,092 LOOKOUT VALLEY 2,092 LOOKOUT VALLEY 2,exact_norm,1.0
2006,2008,HAMILTON,093 CONCORD 2,093 CONCORD 2,exact_norm,1.0
2006,2008,HAMILTON,094 EASTGATE 1,094 EASTGATE 1,exact_norm,1.0
2006,2008,HAMILTON,095 EASTGATE 2,095 EASTGATE 2,exact_norm,1.0
2006,2008,HAMILTON,096 WESTVIEW 3,096 WESTVIEW 3,exact_norm,1.0
2006,2008,HAMILTON,097 TYNER 2,097 TYNER 2,exact_norm,1.0
2006,2008,HAMILTON,098 HARRISON 3,098 HARRISON 3,exact_norm,1.0
2006,2008,HAMILTON,101 HIXSON 3,101 HIXSON 3,exact_norm,1.0
2006,2008,HAMILTON,102 NORTHWOODS 5,102 NORTHWOODS 5,exact_norm,1.0
2006,2008,HAMILTON,103 PLEASANT GROVE 2,103 PLEASANT GROVE 2,exact_norm,1.0
2006,2008,HAMILTON,104 EAST BRAINERD 2,104 EAST BRAINERD 2,exact_norm,1.0
2006,2008,HAMILTON,106 MOUNTAIN CREEK 2,106 MOUNTAIN CREEK 2,exact_norm,1.0
2006,2008,HAMILTON,109 FALLING WATER 2,109 FALLING WATER 2,exact_norm,1.0
2006,2008,HAMILTON,111 LOOKOUT VALLEY 3,111 LOOKOUT VALLEY 3,exact_norm,1.0
2006,2008,HAMILTON,114 STUART HEIGHTS 2,114 STUART HEIGHTS 2,exact_norm,1.0
2006,2008,HAMILTON,117 MOUNTAIN CREEK 4,117 MOUNTAIN CREEK 4,exact_norm,1.0
2006,2008,HAMILTON,118 APISON 2,118 APISON 2,exact_norm,1.0
2006,2008,HAMILTON,119 NORTHWOODS 3,119 NORTHWOODS 3,exact_norm,1.0
2006,2008,HAMILTON,121 LOOKOUT MTN 2,121 LOOKOUT MTN 2,exact_norm,1.0
2006,2008,HAMILTON,122 COLLEGEDALE 2,122 COLLEGEDALE 2,exact_norm,1.0
2006,2008,HAMILTON,125 RED BANK 4,125 RED BANK 4,exact_norm,1.0
2006,2008,HAMILTON,130 TYNER 4,130 TYNER 4,exact_norm,1.0
2006,2008,HAMILTON,131 EASTDALE 2,131 EASTDALE 2,exact_norm,1.0
2006,2008,HAMILTON,132 EAST SIDE 2,132 EAST SIDE 2,exact_norm,1.0
2006,2008,HAMILTON,133 CLIFTON HILLS 2,133 CLIFTON HILLS 2,exact_norm,1.0
2006,2008,HAMILTON,137 ST ELMO 2,137 ST ELMO 2,exact_norm,1.0
2006,2008,HAMILTON,138 ST ELMO 3,138 ST ELMO 3,exact_norm,1.0
2006,2008,HAMILTON,139 N CHATTANOOGA 2,139 N CHATTANOOGA 2,exact_norm,1.0
2006,2008,HAMILTON,140 HARRISON 4,140 HARRISON 4,exact_norm,1.0
2006,2008,HAMILTON,141 CONCORD 3,141 CONCORD 3,exact_norm,1.0
2006,2008,HAMILTON,143 OOLTEWAH 3,143 OOLTEWAH 3,exact_norm,1.0
2006,2008,HAMILTON,144 SODDY DAISY 3,144 SODDY DAISY 3,exact_norm,1.0
2006,2008,HAMILTON,148 SODDY DAISY 4,148 SODDY DAISY 4,exact_norm,1.0
2006,2008,HAMILTON,148 SODDY DAISY 5,148 SODDY DAISY 4,fuzzy_norm,0.941176
2006,2008,HAMILTON,154 AIRPORT 4,154 AIRPORT 4,exact_norm,1.0
2006,2008,HAMILTON,160 ST ELMO 4,160 ST ELMO 4,exact_norm,1.0
2006,2008,HAMILTON,161 LOOKOUT VALLEY 4,161 LOOKOUT VALLEY 4,exact_norm,1.0
2006,2008,HAMILTON,164 HIXSON 4,164 HIXSON 4,exact_norm,1.0
2006,2008,HAMILTON,166 SUMMIT 2,166 SUMMIT 2,exact_norm,1.0
2006,2008,HAMILTON,ABSENTEE,ABSENTEE,exact_norm,1.0
2006,2008,HAMILTON,NURSING HOME,NURSING HOME,exact_norm,1.0
2006,2008,HAMILTON,PROVISIONAL,PROVISIONAL,exact_norm,1.0
2006,2008,HANCOCK,1ST,1ST,exact_norm,1.0
2006,2008,HANCOCK,2ND,2ND,exact_norm,1.0
2006,2008,HANCOCK,3RD,3RD,exact_norm,1.0
2006,2008,HANCOCK,4TH,4TH,exact_norm,1.0
2006,2008,HANCOCK,5TH,5TH,exact_norm,1.0
2006,2008,HANCOCK,6TH,6TH,exact_norm,1.0
2006,2008,HANCOCK,7TH,7TH,exact_norm,1.0
2006,2008,HARDEMAN,BOLIVAR,BOLIVAR,exact_norm,1.0
2006,2008,HARDEMAN,CAMPBELL CHAPEL,CAMPBELL CHAPEL,exact_norm,1.0
2006,2008,HARDEMAN,GRAND JUNCTION,GRAND JUNCTION,exact_norm,1.0
2006,2008,HARDEMAN,HICKORY VALLEY,HICKORY VALLEY,exact_norm,1.0
2006,2008,HARDEMAN,HORNSBY,HORNSBY,exact_norm,1.0
2006,2008,HARDEMAN,LACY,LACY,exact_norm,1.0
2006,2008,HARDEMAN,MIDDLETON,MIDDLETON,exact_norm,1.0
2006,2008,HARDEMAN,POCAHONTAS,POCAHONTAS,exact_norm,1.0
2006,2008,HARDEMAN,SAULSBURY,SAULSBURY,exact_norm,1.0
2006,2008,HARDEMAN,SILERTON,SILERTON,exact_norm,1.0
2006,2008,HARDEMAN,TOONE,TOONE,exact_norm,1.0
2006,2008,HARDEMAN,WEST BOLIVAR,WEST BOLIVAR,exact_norm,1.0
2006,2008,HARDEMAN,WHITEVILLE,WHITEVILLE,exact_norm,1.0
2006,2008,HARDIN,ARMORY 1 1,ARMORY 1 1,exact_norm,1.0
2006,2008,HARDIN,CERRO GORDO 6 1,CERRO GORDO 6 1,exact_norm,1.0
2006,2008,HARDIN,COUNCE 3 1,COUNCE 3 1,exact_norm,1.0
2006,2008,HARDIN,COURTHOUSE 9 1,COURTHOUSE 9 1,exact_norm,1.0
2006,2008,HARDIN,CRUMP 4 2,CRUMP 4 2,exact_norm,1.0
2006,2008,HARDIN,FAIRGROUND 10 1,FAIRGROUND 10 1,exact_norm,1.0
2006,2008,HARDIN,MORRIS CHAPEL 5 2,MORRIS CHAPEL 5 2,exact_norm,1.0
2006,2008,HARDIN,NIXON 2 1,NIXON 2 1,exact_norm,1.0
2006,2008,HARDIN,NORTH 8 1,NORTH 8 1,exact_norm,1.0
2006,2008,HARDIN,OLIVE HILL 6 3,OLIVE HILL 6 3,exact_norm,1.0
2006,2008,HARDIN,OLIVET 1 2,OLIVET 1 2,exact_norm,1.0
2006,2008,HARDIN,RHODES 6 2,RHODES 6 2,exact_norm,1.0
2006,2008,HARDIN,SALTILLO 5 1,SALTILLO 5 1,exact_norm,1.0
2006,2008,HARDIN,SHILOH 4 1,SHILOH 4 1,exact_norm,1.0
