year,county_norm,from_precinct_norm,match_method,low_conf_rows,avg_match_score,top_suggested_dst_vtd20,top_suggested_dst_count,unique_suggested_dst_count,total_weight,impact_score
2004,PUTNAM,06B PARK VIEW IN,tail_fuzzy_name,12,0.814815,007251,1,12,1.0,2.34222
2006,PUTNAM,6B PARK VIEW IN,tail_fuzzy_name,12,0.814815,007251,1,12,1.0,2.34222
2008,PUTNAM,6B PARK VIEW IN,tail_fuzzy_name,12,0.814815,007251,1,12,1.0,2.34222
2006,HARDIN,COUNCE 3 1,tail_fuzzy_name,9,0.75,003701,1,9,1.0,2.34
2006,MCNAIRY,MICHIE 7 1,tail_fuzzy_name,9,0.75,006153,1,9,1.0,2.34
2008,HARDIN,COUNCE 3 1,tail_fuzzy_name,9,0.75,003701,1,9,1.0,2.34
2008,MCNAIRY,MICHIE 7 1,tail_fuzzy_name,9,0.75,006153,1,9,1.0,2.34
2000,KNOX,104 087,forced_best_name,5,0.545455,004832,1,5,1.0,2.322725
2000,KNOX,105 091,forced_best_name,5,0.545455,004832,1,5,1.0,2.322725
2004,RUTHERFORD,13 2 CASON LANE ACAD,tail_fuzzy_name,23,0.909091,007654,1,23,1.0,2.320907
2006,RUTHERFORD,13 2 CASON LANE ACAD,tail_fuzzy_name,23,0.909091,007654,1,23,1.0,2.320907
2004,BLOUNT,51 LOUISVILLE 8TH,tail_fuzzy_name,11,0.8,000406,1,11,1.0,2.31
2004,DYER,D2 BOGOTA,tail_fuzzy_name,11,0.8,002352,1,11,1.0,2.31
2006,BLOUNT,LOUISVILLE 8TH,tail_fuzzy_name,11,0.8,000406,1,11,1.0,2.31
2006,DYER,D2 BOGOTA,tail_fuzzy_name,11,0.8,002352,1,11,1.0,2.31
2008,DYER,D2 BOGOTA,tail_fuzzy_name,11,0.8,002352,1,11,1.0,2.31
2002,LAWRENCE,15 1 DAVID CROCKETT,tail_fuzzy_name,19,0.888889,005151,1,19,1.0,2.301109
2004,LAWRENCE,15 1 DAVID CROCKETT,tail_fuzzy_name,19,0.888889,005151,1,19,1.0,2.301109
2006,LAWRENCE,15 1 DAVID CROCKETT,tail_fuzzy_name,19,0.888889,005151,1,19,1.0,2.301109
2008,LAWRENCE,15 1 DAVID CROCKETT,tail_fuzzy_name,19,0.888889,005151,1,19,1.0,2.301109
2006,LOUDON,TELLICO VILLAGEEAST,tail_fuzzy_name,18,0.882353,005451,1,18,1.0,2.297646
2006,BEDFORD,HALLS MILL CC,tail_fuzzy_name,13,0.833333,000101,1,13,1.0,2.296671
2006,MAURY,BIGBYVILLE 9 1,tail_fuzzy_name,13,0.833333,005956,1,13,1.0,2.296671
2008,MAURY,BIGBYVILLE 9 1,tail_fuzzy_name,13,0.833333,005956,1,13,1.0,2.296671
2006,LINCOLN,6 3 MULBERRY FIREH,tail_fuzzy_name,17,0.875,000001,1,17,1.0,2.295
2008,LINCOLN,6 3 MULBERRY FIREH,tail_fuzzy_name,17,0.875,000001,1,17,1.0,2.295
2006,DYER,J NORTH DYERSBURG,tail_fuzzy_name,14,0.846154,002351,1,14,1.0,2.293844
2000,MAURY,002 WEST END BAP,tail_fuzzy_name,15,0.857143,005952,1,15,1.0,2.292855
2008,HAMILTON,NORTHGATE EV,tail_fuzzy_name,15,0.857143,003386,1,15,1.0,2.292855
2002,HAMILTON,155 EAST CHATT 3,forced_best_name,7,0.685714,003354,1,7,1.0,2.270002
2004,DYER,C2 TRIMBLE,tail_fuzzy_name,12,0.823529,002351,1,12,1.0,2.237652
2006,DYER,A2 FOWLKES,tail_fuzzy_name,12,0.823529,002351,1,12,1.0,2.237652
2006,DYER,C2 TRIMBLE,tail_fuzzy_name,12,0.823529,002351,1,12,1.0,2.237652
2008,DYER,A2 FOWLKES,tail_fuzzy_name,12,0.823529,002351,1,12,1.0,2.237652
2008,DYER,B1 NEWBERN,tail_fuzzy_name,12,0.823529,002351,1,12,1.0,2.237652
2008,DYER,C2 TRIMBLE,tail_fuzzy_name,12,0.823529,002351,1,12,1.0,2.237652
2020,WEAKLEY,9A DRESDEN,forced_best_name,5,0.5625,009501,1,5,1.0,2.2375
2004,BLOUNT,42 WILL BLOUNT CITY,tail_fuzzy_name,17,0.88,000407,1,17,1.0,2.21
2004,BLOUNT,14 FRIENDSVILLE CNTY,tail_fuzzy_name,12,0.827586,000407,1,12,1.0,2.188968
2006,BLOUNT,FRIENDSVILLE CNTY,tail_fuzzy_name,12,0.827586,000407,1,12,1.0,2.188968
2006,DYER,A1 BONICORD,tail_fuzzy_name,13,0.842105,002351,1,13,1.0,2.182635
2008,DYER,A1 BONICORD,tail_fuzzy_name,13,0.842105,002351,1,13,1.0,2.182635
2010,MCMINN,COURTHOUSE,tail_fuzzy_name,8,0.740741,006051,1,8,1.0,2.154072
2012,MCMINN,COURTHOUSE,tail_fuzzy_name,8,0.740741,006051,1,8,1.0,2.154072
2014,MCMINN,COURTHOUSE,tail_fuzzy_name,8,0.740741,006051,1,8,1.0,2.154072
2016,MCMINN,COURTHOUSE,tail_fuzzy_name,8,0.740741,006051,1,8,1.0,2.154072
2018,MCMINN,COURTHOUSE,tail_fuzzy_name,8,0.740741,006051,1,8,1.0,2.154072
2006,CAMPBELL,3 2 JACKSBORO STA,tail_fuzzy_name,15,0.866667,000601,1,15,1.0,2.149995
2008,CAMPBELL,3 2 JACKSBORO STA,tail_fuzzy_name,15,0.866667,000601,1,15,1.0,2.149995
2000,RUTHERFORD,02 1 LASCASSAS SC,tail_fuzzy_name,14,0.857143,007652,1,14,1.0,2.139998
2006,DYER,I1 COMMUNITY CENTER,tail_fuzzy_name,14,0.857143,002351,1,14,1.0,2.139998
2006,HARDIN,WALNUT GROVE 7 2,tail_fuzzy_name,14,0.857143,003701,1,14,1.0,2.139998
2006,MAURY,COLLEGE HILL 3 1,tail_fuzzy_name,14,0.857143,005953,1,14,1.0,2.139998
2006,MCNAIRY,NORTH SELMER 4 1,tail_fuzzy_name,14,0.857143,006152,1,14,1.0,2.139998
2008,DYER,I1 COMMUNITY CENTER,tail_fuzzy_name,14,0.857143,002351,1,14,1.0,2.139998
2008,HARDIN,WALNUT GROVE 7 2,tail_fuzzy_name,14,0.857143,003701,1,14,1.0,2.139998
2008,MAURY,COLLEGE HILL 3 1,tail_fuzzy_name,14,0.857143,005953,1,14,1.0,2.139998
2008,MCNAIRY,NORTH SELMER 4 1,tail_fuzzy_name,14,0.857143,006152,1,14,1.0,2.139998
2006,HARDIN,CERRO GORDO 6 1,tail_fuzzy_name,13,0.846154,003702,1,13,1.0,2.129998
2008,HARDIN,CERRO GORDO 6 1,tail_fuzzy_name,13,0.846154,003702,1,13,1.0,2.129998
2006,HARDIN,OLIVE HILL 6 3,tail_fuzzy_name,12,0.833333,003702,1,12,1.0,2.120004
2008,HARDIN,OLIVE HILL 6 3,tail_fuzzy_name,12,0.833333,003702,1,12,1.0,2.120004
2006,HARDIN,SOUTHSIDE 3 2,tail_fuzzy_name,11,0.818182,003701,1,11,1.0,2.109998
2008,HARDIN,SOUTHSIDE 3 2,tail_fuzzy_name,11,0.818182,003701,1,11,1.0,2.109998
2000,FRANKLIN,11 KEITH SPGS,tail_fuzzy_name,15,0.869565,002651,1,15,1.0,2.106525
2004,DYER,D1 MILLSFIELD,tail_fuzzy_name,15,0.869565,002352,1,15,1.0,2.106525
2006,DYER,D1 MILLSFIELD,tail_fuzzy_name,15,0.869565,002352,1,15,1.0,2.106525
2008,DYER,D1 MILLSFIELD,tail_fuzzy_name,15,0.869565,002352,1,15,1.0,2.106525
2008,FRANKLIN,5 1 KEITH SPGS,tail_fuzzy_name,15,0.869565,002651,1,15,1.0,2.106525
2002,HAMILTON,159 SATELLITE 3 TB,forced_best_name,4,0.484848,003392,1,4,1.0,2.100608
2006,DYER,E1 FINLEY,tail_fuzzy_name,10,0.8,002351,1,10,1.0,2.1
2008,DYER,E1 FINLEY,tail_fuzzy_name,10,0.8,002351,1,10,1.0,2.1
2008,WEAKLEY,4 SHARON FS,tail_fuzzy_name,10,0.8,009501,1,10,1.0,2.1
2000,ANDERSON,15 LAKE CITY MIDD,tail_fuzzy_name,19,0.9,000001,1,19,1.0,2.09
2002,ROANE,KINGSTON WARD 1,tail_fuzzy_name,19,0.9,007452,1,19,1.0,2.09
2004,HAMILTON,EASTGATE 1,tail_fuzzy_name,19,0.9,003351,1,19,1.0,2.09
2004,HAMILTON,RED BANK 6,tail_fuzzy_name,19,0.9,003354,1,19,1.0,2.09
2004,ROANE,11 KINGSTON WARD 1,tail_fuzzy_name,19,0.9,007452,1,19,1.0,2.09
2006,HAMILTON,127 RED BANK 6,tail_fuzzy_name,19,0.9,003354,1,19,1.0,2.09
2006,ROANE,KINGSTON WARD 1,tail_fuzzy_name,19,0.9,007452,1,19,1.0,2.09
2008,ROANE,KINGSTON WARD 1,tail_fuzzy_name,19,0.9,007452,1,19,1.0,2.09
2006,MCNAIRY,CYPRESS 5 2,tail_fuzzy_name,9,0.777778,006152,1,9,1.0,2.089998
2006,PICKETT,CHANUTE 3 1,tail_fuzzy_name,9,0.777778,007051,1,9,1.0,2.089998
2008,MCNAIRY,CYPRESS 5 1,tail_fuzzy_name,9,0.777778,006152,1,9,1.0,2.089998
2008,PICKETT,CHANUTE 3 1,tail_fuzzy_name,9,0.777778,007051,1,9,1.0,2.089998
2010,HARDIN,WHITES 7 1,tail_fuzzy_name,8,0.75,003702,1,8,1.0,2.08
2012,HARDIN,WHITES 7 1,tail_fuzzy_name,8,0.75,003702,1,8,1.0,2.08
2014,HARDIN,WHITES 7 1,tail_fuzzy_name,8,0.75,003702,1,8,1.0,2.08
2016,HARDIN,WHITES 7 1,tail_fuzzy_name,8,0.75,003702,1,8,1.0,2.08
2018,HARDIN,WHITES 7 1,tail_fuzzy_name,8,0.75,003702,1,8,1.0,2.08
2006,MONROE,MADISONVILLE PRIM,tail_fuzzy_name,13,0.851064,006351,1,13,1.0,2.066168
2008,MONROE,MADISONVILLE PRIMARY,tail_fuzzy_name,13,0.851064,006351,1,13,1.0,2.066168
2000,BLOUNT,40 WM BLOUNT,tail_fuzzy_name,9,0.782609,000412,1,9,1.0,2.046519
2000,CANNON,24 2 SHORT MTN,tail_fuzzy_name,9,0.782609,000701,1,9,1.0,2.046519
2000,CANNON,42 4 SHORT MTN,tail_fuzzy_name,9,0.782609,000701,1,9,1.0,2.046519
2000,HAYWOOD,04 1 COLL HILL THT,tail_fuzzy_name,9,0.787879,003901,1,9,1.0,1.999089
2006,MONROE,VONORE ELEMENTARY,tail_fuzzy_name,11,0.829268,006351,1,11,1.0,1.988052
2008,MONROE,VONORE ELEMENTARY,tail_fuzzy_name,11,0.829268,006351,1,11,1.0,1.988052
2000,CARTER,08 HAROLD MCCOR,tail_fuzzy_name,13,0.857143,000901,1,13,1.0,1.987141
2012,HAMILTON,176 KINGSPOINT 3,tail_fuzzy_name,8,0.761905,003354,1,8,1.0,1.98476
2012,HAMILTON,190 KINGSPOINT 1,tail_fuzzy_name,8,0.761905,003354,1,8,1.0,1.98476
2012,HAMILTON,191 KINGSPOINT 2,tail_fuzzy_name,8,0.761905,003354,1,8,1.0,1.98476
2020,WEAKLEY,7A MARTIN SHEPHERD S,forced_best_name,3,0.352941,009508,1,3,1.0,1.971177
2002,RUTHERFORD,16 2 MITCHELL N ELEM,tail_fuzzy_name,8,0.763636,007677,1,8,1.0,1.970912
2004,RUTHERFORD,16 2 MITCHELL N ELEM,tail_fuzzy_name,8,0.763636,007677,1,8,1.0,1.970912
2006,RUTHERFORD,16 2 MITCHELL N ELEM,tail_fuzzy_name,8,0.763636,007677,1,8,1.0,1.970912
2000,BLOUNT,15 FRIENDSVLLE CI,tail_fuzzy_name,12,0.846154,000407,1,12,1.0,1.966152
2006,MAURY,TRADEWINDS 4 2,tail_fuzzy_name,11,0.833333,005953,1,11,1.0,1.943337
2006,MCNAIRY,ADAMSVILLE 2 1,tail_fuzzy_name,11,0.833333,006151,1,11,1.0,1.943337
2008,MAURY,TRADEWINDS 4 2,tail_fuzzy_name,11,0.833333,005953,1,11,1.0,1.943337
2008,MCNAIRY,ADAMSVILLE 2 1,tail_fuzzy_name,11,0.833333,006151,1,11,1.0,1.943337
2006,MCNAIRY,EAST VIEW 5 3,tail_fuzzy_name,10,0.818182,006153,1,10,1.0,1.91818
2008,MCNAIRY,EAST VIEW 5 2,tail_fuzzy_name,10,0.818182,006153,1,10,1.0,1.91818
2000,POLK,06 09 DUCKTOWN S,tail_fuzzy_name,9,0.8,007152,1,9,1.0,1.89
2002,SUMNER,04A CNTY ADMIN BLDG,tail_fuzzy_name,9,0.8,008601,1,9,1.0,1.89
2006,MAURY,HIGHLAND 2 2,tail_fuzzy_name,9,0.8,005953,1,9,1.0,1.89
2006,MAURY,SANTA FE 6 2,tail_fuzzy_name,9,0.8,005952,1,9,1.0,1.89
2008,FRANKLIN,6 2 CAP HILL,tail_fuzzy_name,9,0.8,002652,1,9,1.0,1.89
2008,MAURY,HIGHLAND 2 2,tail_fuzzy_name,9,0.8,005953,1,9,1.0,1.89
2008,MAURY,SANTA FE 6 2,tail_fuzzy_name,9,0.8,005952,1,9,1.0,1.89
2000,BEDFORD,103 VOC SCHOOL,tail_fuzzy_name,7,0.740741,000101,1,7,1.0,1.884813
2002,BLOUNT,ALCOA HIGH SCHOOL,tail_fuzzy_name,7,0.740741,000406,1,7,1.0,1.884813
2004,HAMILTON,CLIFTON HILLS 1,tail_fuzzy_name,23,0.928571,003352,1,23,1.0,1.872867
2004,HAMILTON,CLIFTON HILLS 2,tail_fuzzy_name,23,0.928571,003352,1,23,1.0,1.872867
2004,HAMILTON,EAST BRAINERD 1,tail_fuzzy_name,23,0.928571,003355,1,23,1.0,1.872867
2004,HAMILTON,EAST BRAINERD 2,tail_fuzzy_name,23,0.928571,003355,1,23,1.0,1.872867
2006,HAMILTON,133 CLIFTON HILLS 2,tail_fuzzy_name,23,0.928571,003352,1,23,1.0,1.872867
2008,HAMILTON,133 CLIFTON HILLS 2,tail_fuzzy_name,23,0.928571,003352,1,23,1.0,1.872867
2000,HOUSTON,05 ERIN ELEMENTA,tail_fuzzy_name,7,0.742857,004301,1,7,1.0,1.870001
2020,HAMILTON,124 OOLTEWAH 5,tail_fuzzy_name,17,0.9,003357,1,17,1.0,1.87
2000,TROUSDALE,04 WILLARD,tail_fuzzy_name,10,0.823529,008801,1,10,1.0,1.86471
2002,TROUSDALE,08 WILLARD,tail_fuzzy_name,10,0.823529,008801,1,10,1.0,1.86471
2004,TROUSDALE,08 WILLARD,tail_fuzzy_name,10,0.823529,008801,1,10,1.0,1.86471
2006,MONROE,TELLICO CC,tail_fuzzy_name,10,0.823529,006351,1,10,1.0,1.86471
2006,TROUSDALE,08 WILLARD,tail_fuzzy_name,10,0.823529,008801,1,10,1.0,1.86471
2008,MONROE,TELLICO CC,tail_fuzzy_name,10,0.823529,006351,1,10,1.0,1.86471
2008,TROUSDALE,08 WILLARD,tail_fuzzy_name,10,0.823529,008801,1,10,1.0,1.86471
2006,FAYETTE,FAYETTE CORNER,tail_fuzzy_name,8,0.777778,002456,1,8,1.0,1.857776
2008,FAYETTE,FAYETTE CORNER,tail_fuzzy_name,8,0.777778,002456,1,8,1.0,1.857776
2006,MCNAIRY,STANTONVILLE 7 2,tail_fuzzy_name,12,0.857143,006151,1,12,1.0,1.834284
2008,MCNAIRY,STANTONVILLE 7 2,tail_fuzzy_name,12,0.857143,006151,1,12,1.0,1.834284
2012,HAMILTON,172 DALLAS 2,tail_fuzzy_name,12,0.857143,003359,1,12,1.0,1.834284
2012,HAMILTON,185 DALLAS 1,tail_fuzzy_name,12,0.857143,003359,1,12,1.0,1.834284
2002,WASHINGTON,ZEARLY,forced_best_name,3,0.4,009305,1,3,1.0,1.83
2006,TROUSDALE,09 OLD HIGH SCHOOL,tail_fuzzy_name,10,0.827586,008801,1,10,1.0,1.82414
2008,TROUSDALE,09 OLD HIGH SCHOOL,tail_fuzzy_name,10,0.827586,008801,1,10,1.0,1.82414
2006,MONROE,MADISONVILLE MID,tail_fuzzy_name,11,0.844444,006351,1,11,1.0,1.821116
2008,MONROE,MADISONVILLE MIDDLE,tail_fuzzy_name,11,0.844444,006351,1,11,1.0,1.821116
2000,COCKE,17 SMOKY MTN,tail_fuzzy_name,8,0.782609,001404,1,8,1.0,1.819128
2000,LOUDON,09 LENOIR CITY OU,tail_fuzzy_name,8,0.782609,005452,1,8,1.0,1.819128
2006,TIPTON,EAST COVINGTON,tail_fuzzy_name,8,0.782609,008702,1,8,1.0,1.819128
2006,TIPTON,WEST COVINGTON,tail_fuzzy_name,8,0.782609,008702,1,8,1.0,1.819128
2002,ROANE,CHEROKEE,forced_best_name,4,0.555556,007451,1,4,1.0,1.817776
2002,LINCOLN,FNB COMMUNITY ROO,forced_best_name,5,0.647059,000006,1,5,1.0,1.814705
2002,LINCOLN,BOONSHILL CC,forced_best_name,6,0.709677,000003,1,6,1.0,1.801938
2002,PUTNAM,09A DOUBLE SPGS NO,tail_fuzzy_name,8,0.785714,007257,1,8,1.0,1.794288
2002,HAMILTON,142 MISSION RDGE SO,tail_fuzzy_name,9,0.810811,003391,1,9,1.0,1.792701
2002,HAMILTON,156 MISSION RDGE SO,tail_fuzzy_name,9,0.810811,003391,1,9,1.0,1.792701
2006,TROUSDALE,07 COURTHOUSE,tail_fuzzy_name,10,0.833333,008801,1,10,1.0,1.76667
2008,TROUSDALE,07 COURTHOUSE,tail_fuzzy_name,10,0.833333,008801,1,10,1.0,1.76667
2004,RUTHERFORD,03 3 WILSON ELEM SCH,tail_fuzzy_name,8,0.793103,007677,1,8,1.0,1.735176
2006,RUTHERFORD,3 3 WILSON ELEM SCH,tail_fuzzy_name,8,0.793103,007677,1,8,1.0,1.735176
2006,PICKETT,COMMUNITY CENTER 1 1,tail_fuzzy_name,9,0.818182,007051,1,9,1.0,1.726362
2008,PICKETT,COMMUNITY CENTER 1 1,tail_fuzzy_name,9,0.818182,007051,1,9,1.0,1.726362
2006,RUTHERFORD,11 1 SMYRNA FIREHALL,tail_fuzzy_name,17,0.909091,007651,1,17,1.0,1.715453
2020,WEAKLEY,6A TRINITY,forced_best_name,3,0.439024,009508,1,3,1.0,1.712928
2000,MAURY,014 ST CATHERINE,tail_fuzzy_name,9,0.820513,005953,1,9,1.0,1.705383
2008,DYER,H1 E DYERSBURG,tail_fuzzy_name,13,0.88,002351,1,13,1.0,1.69
2018,WASHINGTON,12 TOWN ACRES CITY,tail_fuzzy_name,7,0.769231,009301,1,7,1.0,1.685383
2004,HAMILTON,FLAT TOP MTN,tail_fuzzy_name,11,0.857143,003359,1,11,1.0,1.681427
2000,ROANE,15 S0 HARRIMAN,tail_fuzzy_name,8,0.8,007460,1,8,1.0,1.68
2006,MCNAIRY,CHEWALLA 5 1,tail_fuzzy_name,8,0.8,006152,1,8,1.0,1.68
2006,PICKETT,OAK HILL 4 2,tail_fuzzy_name,8,0.8,007051,1,8,1.0,1.68
2008,PICKETT,OAK HILL 4 2,tail_fuzzy_name,8,0.8,007051,1,8,1.0,1.68
2010,BEDFORD,1 1 WARTRACE,tail_fuzzy_name,8,0.8,000101,1,8,1.0,1.68
2012,BEDFORD,1 1 WARTRACE,tail_fuzzy_name,8,0.8,000101,1,8,1.0,1.68
2014,BEDFORD,1 1 WARTRACE,tail_fuzzy_name,8,0.8,000101,1,8,1.0,1.68
2016,BEDFORD,1 1 WARTRACE,tail_fuzzy_name,8,0.8,000101,1,8,1.0,1.68
2018,BEDFORD,1 1 WARTRACE,tail_fuzzy_name,8,0.8,000101,1,8,1.0,1.68
2004,SHELBY,MEMPHIS 95 2,tail_fuzzy_name,18,0.916667,008161,1,18,1.0,1.679994
2006,SHELBY,MEMPHIS 95 2,tail_fuzzy_name,18,0.916667,008161,1,18,1.0,1.679994
2008,SHELBY,MEMPHIS 95 2,tail_fuzzy_name,18,0.916667,008161,1,18,1.0,1.679994
2006,HAYWOOD,COLLEGE HILL CAF,tail_fuzzy_name,10,0.842105,003901,1,10,1.0,1.67895
2004,PUTNAM,08C BLOOMINGTON SPR,tail_fuzzy_name,13,0.882353,007251,1,13,1.0,1.659411
2006,PUTNAM,8C BLOOMINGTON SPR,tail_fuzzy_name,13,0.882353,007251,1,13,1.0,1.659411
2008,PUTNAM,8C BLOOMINGTON SPR,tail_fuzzy_name,13,0.882353,007251,1,13,1.0,1.659411
2000,LOUDON,10 LENOIR CITY WE,tail_fuzzy_name,15,0.9,005451,1,15,1.0,1.65
2004,PUTNAM,06C PARK VIEW OUT,tail_fuzzy_name,9,0.827586,007256,1,9,1.0,1.641726
2006,PUTNAM,6C PARK VIEW OUT,tail_fuzzy_name,9,0.827586,007256,1,9,1.0,1.641726
2008,PUTNAM,6C PARK VIEW OUT,tail_fuzzy_name,9,0.827586,007256,1,9,1.0,1.641726
2000,ROANE,21 JOHNSON,forced_best_name,3,0.466667,007454,1,3,1.0,1.629999
2000,CAMPBELL,23 WEST LAFOLLET,tail_fuzzy_name,20,0.928571,000601,1,20,1.0,1.62858
2002,RUTHERFORD,06 1 BUCHANAN SCHO,tail_fuzzy_name,20,0.928571,007656,1,20,1.0,1.62858
2000,TROUSDALE,01 ELEM SCHOOL,tail_fuzzy_name,9,0.829268,008801,1,9,1.0,1.626588
2002,TROUSDALE,01 ELEMENTARY SCH,tail_fuzzy_name,9,0.829268,008801,1,9,1.0,1.626588
2004,TROUSDALE,01 ELEMENTARY SCH,tail_fuzzy_name,9,0.829268,008801,1,9,1.0,1.626588
2006,TROUSDALE,01 ELEMENTARY SCH,tail_fuzzy_name,9,0.829268,008801,1,9,1.0,1.626588
2008,TROUSDALE,01 ELEMENTARY SCH,tail_fuzzy_name,9,0.829268,008801,1,9,1.0,1.626588
2006,MAURY,PORTERS CHAPEL 9 3,tail_fuzzy_name,12,0.875,005953,1,12,1.0,1.62
2006,MCNAIRY,BETHEL SPRINGS 1 1,tail_fuzzy_name,12,0.875,006152,1,12,1.0,1.62
2008,MAURY,PORTERS CHAPEL 9 3,tail_fuzzy_name,12,0.875,005953,1,12,1.0,1.62
2008,MCNAIRY,BETHEL SPRINGS 1 1,tail_fuzzy_name,12,0.875,006152,1,12,1.0,1.62
2002,LINCOLN,KELSO CC,forced_best_name,4,0.608696,000008,1,4,1.0,1.605216
2006,MCNAIRY,ROSE CREEK 4 2,tail_fuzzy_name,9,0.833333,006152,1,9,1.0,1.590003
2008,MCNAIRY,ROSE CREEK 4 2,tail_fuzzy_name,9,0.833333,006152,1,9,1.0,1.590003
2000,HAWKINS,13 MCPHEETER S B,tail_fuzzy_name,14,0.896552,003801,1,14,1.0,1.588272
2000,HARDEMAN,12 CAMPBELL CHA,tail_fuzzy_name,13,0.888889,003601,1,13,1.0,1.574443
2008,SUMNER,3E BUSH S CHAPEL,tail_fuzzy_name,18,0.923077,008607,1,18,1.0,1.564614
2002,ANDERSON,CLINCH VALLEY,tail_fuzzy_name,6,0.75,000009,1,6,1.0,1.56
2002,PUTNAM,04A MONTEREY CC,tail_fuzzy_name,6,0.75,007260,1,6,1.0,1.56
2004,PUTNAM,04A MONTEREY CC,tail_fuzzy_name,6,0.75,007260,1,6,1.0,1.56
2006,PUTNAM,4A MONTEREY CC,tail_fuzzy_name,6,0.75,007260,1,6,1.0,1.56
2008,PUTNAM,4A MONTEREY CC,tail_fuzzy_name,6,0.75,007260,1,6,1.0,1.56
2010,HARDIN,ARMORY 1 1,tail_fuzzy_name,6,0.75,003701,1,6,1.0,1.56
2010,HARDIN,RHODES 6 2,tail_fuzzy_name,6,0.75,003704,1,6,1.0,1.56
2010,MCNAIRY,LAWTON 2 2,tail_fuzzy_name,6,0.75,006151,1,6,1.0,1.56
2012,HARDIN,ARMORY 1 1,tail_fuzzy_name,6,0.75,003701,1,6,1.0,1.56
2012,HARDIN,RHODES 6 2,tail_fuzzy_name,6,0.75,003704,1,6,1.0,1.56
2012,MAURY,ARMORY 7 1,tail_fuzzy_name,6,0.75,005952,1,6,1.0,1.56
2012,MCNAIRY,LAWTON 2 2,tail_fuzzy_name,6,0.75,006151,1,6,1.0,1.56
2014,HARDIN,RHODES 6 2,tail_fuzzy_name,6,0.75,003704,1,6,1.0,1.56
2014,MAURY,ARMORY 7 1,tail_fuzzy_name,6,0.75,005952,1,6,1.0,1.56
2014,MCNAIRY,LAWTON 2 2,tail_fuzzy_name,6,0.75,006151,1,6,1.0,1.56
2016,HARDIN,RHODES 6 2,tail_fuzzy_name,6,0.75,003704,1,6,1.0,1.56
2016,MAURY,ARMORY 7 1,tail_fuzzy_name,6,0.75,005952,1,6,1.0,1.56
2016,MCNAIRY,LAWTON 2 2,tail_fuzzy_name,6,0.75,006151,1,6,1.0,1.56
2018,HARDIN,RHODES 6 2,tail_fuzzy_name,6,0.75,003704,1,6,1.0,1.56
2018,MAURY,ARMORY 7 1,tail_fuzzy_name,6,0.75,005952,1,6,1.0,1.56
2018,MCNAIRY,LAWTON 2 2,tail_fuzzy_name,6,0.75,006151,1,6,1.0,1.56
2006,MAURY,ST CATHERINE 7 2,tail_fuzzy_name,9,0.837209,005953,1,9,1.0,1.555119
2008,MAURY,ST CATHERINE 7 2,tail_fuzzy_name,9,0.837209,005953,1,9,1.0,1.555119
2004,DYER,C1 TATUMVILLE,tail_fuzzy_name,11,0.869565,002351,1,11,1.0,1.544785
2006,DYER,C1 TATUMVILLE,tail_fuzzy_name,11,0.869565,002351,1,11,1.0,1.544785
2008,DYER,C1 TATUMVILLE,tail_fuzzy_name,11,0.869565,002351,1,11,1.0,1.544785
2004,HAMILTON,EAST SIDE 1,tail_fuzzy_name,14,0.9,003352,1,14,1.0,1.54
2004,HAMILTON,EAST SIDE 2,tail_fuzzy_name,14,0.9,003352,1,14,1.0,1.54
2006,HAMILTON,132 EAST SIDE 2,tail_fuzzy_name,14,0.9,003352,1,14,1.0,1.54
2008,HAMILTON,132 EAST SIDE 2,tail_fuzzy_name,14,0.9,003352,1,14,1.0,1.54
2000,ROANE,19 HARRIMAN W 1,tail_fuzzy_name,8,0.818182,007457,1,8,1.0,1.534544
2000,ROANE,20 HARRIMAN W 2,tail_fuzzy_name,8,0.818182,007457,1,8,1.0,1.534544
2006,PICKETT,BOLESTOWN 4 4,tail_fuzzy_name,8,0.818182,007051,1,8,1.0,1.534544
2008,PICKETT,BOLESTOWN 4 4,tail_fuzzy_name,8,0.818182,007051,1,8,1.0,1.534544
2010,MAURY,CP CHURCH 5 1,tail_fuzzy_name,8,0.818182,005952,1,8,1.0,1.534544
2012,MAURY,CP CHURCH 5 1,tail_fuzzy_name,8,0.818182,005952,1,8,1.0,1.534544
2020,MAURY,CP CHURCH 5 1,tail_fuzzy_name,8,0.818182,005952,1,8,1.0,1.534544
2002,HAMILTON,114 STUART HEIGHTS 2,tail_fuzzy_name,20,0.933333,003354,1,20,1.0,1.53334
2004,HAMILTON,STUART HEIGHTS 1,tail_fuzzy_name,20,0.933333,003354,1,20,1.0,1.53334
2004,HAMILTON,STUART HEIGHTS 2,tail_fuzzy_name,20,0.933333,003354,1,20,1.0,1.53334
2006,HAMILTON,114 STUART HEIGHTS 2,tail_fuzzy_name,20,0.933333,003354,1,20,1.0,1.53334
2008,HAMILTON,114 STUART HEIGHTS 2,tail_fuzzy_name,20,0.933333,003354,1,20,1.0,1.53334
2002,WASHINGTON,11M MARVIN CHAPEL,forced_best_name,3,0.5,009312,1,3,1.0,1.53
2000,HAWKINS,15 MT CARMEL,tail_fuzzy_name,10,0.857143,003802,1,10,1.0,1.52857
2000,LINCOLN,08 PETERSBURG T,tail_fuzzy_name,10,0.857143,000002,1,10,1.0,1.52857
2000,LINCOLN,09 PETERSBURG T,tail_fuzzy_name,10,0.857143,000002,1,10,1.0,1.52857
