from_year,source_vintage,county_norm,from_precinct_norm,src_vtdst,dst_vtd20,name20,weight,match_method,transfer_method,confidence_tier,match_score
2020,2020,ANDERSON,ANDERSONVILLE,0001,000001,Andersonville,1.0,exact_name,existing_blockweighted_drawable,high,1.0
2020,2020,ANDERSON,BRICEVILLE,0003,000002,Briceville,1.0,exact_name,existing_blockweighted_drawable,high,1.0
2020,2020,ANDERSON,BULL RUN,0002,000003,Bull Run,1.0,exact_name,existing_blockweighted_drawable,high,1.0
2020,2020,ANDERSON,CLAXTON,0005,000004,Claxton,1.0,exact_name,existing_blockweighted_drawable,high,1.0
2020,2020,ANDERSON,CLINTON,0006,000005,Clinton,1.0,exact_name,existing_blockweighted_drawable,high,1.0
2020,2020,ANDERSON,CLINTON HIGH,0007,000006,Clinton High,1.0,exact_name,existing_blockweighted_drawable,high,1.0
2020,2020,ANDERSON,CLINTON MIDDLE,0008,000007,Clinton Middle School,0.900076019,exact_name,existing_blockweighted_drawable,high,1.0
2020,2020,ANDERSON,CLINTON MIDDLE,0008,000001,Andersonville,0.098055521,exact_name,existing_blockweighted_drawable,high,1.0
2020,2020,ANDERSON,CLINTON MIDDLE,0008,000018,Norris,0.00182875,exact_name,existing_blockweighted_drawable,high,1.0
2020,2020,ANDERSON,CLINTON MIDDLE,0008,000010,Fairview,0.00003358,exact_name,existing_blockweighted_drawable,high,1.0
2020,2020,ANDERSON,CLINTON MIDDLE,0008,000011,Glen Alpine,0.00000442,exact_name,existing_blockweighted_drawable,high,1.0
2020,2020,ANDERSON,CLINTON MIDDLE,0008,000016,Lake City Middle School,0.00000171,exact_name,existing_blockweighted_drawable,high,1.0
2020,2020,ANDERSON,DUTCH VALLEY,0009,000008,Dutch Valley,1.0,exact_name,existing_blockweighted_drawable,high,1.0
2020,2020,ANDERSON,EMORY VALLEY,0010,000009,Emory Valley,0.9167538908,exact_name,existing_blockweighted_drawable,high,1.0
2020,2020,ANDERSON,EMORY VALLEY,0010,000003,Bull Run,0.0818799092,exact_name,existing_blockweighted_drawable,high,1.0
2020,2020,ANDERSON,EMORY VALLEY,0010,000025,South Clinton,0.00086745,exact_name,existing_blockweighted_drawable,high,1.0
2020,2020,ANDERSON,EMORY VALLEY,0010,000005,Clinton,0.00047794,exact_name,existing_blockweighted_drawable,high,1.0
2020,2020,ANDERSON,EMORY VALLEY,0010,000006,Clinton High,0.00002081,exact_name,existing_blockweighted_drawable,high,1.0
2020,2020,ANDERSON,FAIRVIEW,0011,000010,Fairview,1.0,exact_name,existing_blockweighted_drawable,high,1.0
2020,2020,ANDERSON,GLEN ALPINE,0012,000011,Glen Alpine,0.9166775092,exact_name,existing_blockweighted_drawable,high,1.0
2020,2020,ANDERSON,GLEN ALPINE,0012,000002,Briceville,0.0832093108,exact_name,existing_blockweighted_drawable,high,1.0
2020,2020,ANDERSON,GLEN ALPINE,0012,000020,Norwood,0.00005211,exact_name,existing_blockweighted_drawable,high,1.0
2020,2020,ANDERSON,GLEN ALPINE,0012,000016,Lake City Middle School,0.0000484,exact_name,existing_blockweighted_drawable,high,1.0
2020,2020,ANDERSON,GLEN ALPINE,0012,000024,Rosedale,0.00001258,exact_name,existing_blockweighted_drawable,high,1.0
2020,2020,ANDERSON,GLEN ALPINE,0012,000008,Dutch Valley,0.00000009,exact_name,existing_blockweighted_drawable,high,1.0
2020,2020,ANDERSON,GLENWOOD,0013,000012,Glenwood,1.0,exact_name,existing_blockweighted_drawable,high,1.0
2020,2020,ANDERSON,HENDRIX CREEK,0014,000013,Hendrix Creek,1.0,exact_name,existing_blockweighted_drawable,high,1.0
2020,2020,ANDERSON,HIGHLAND VIEW,0015,000014,Highland View,1.0,exact_name,existing_blockweighted_drawable,high,1.0
2020,2020,ANDERSON,LAKE CITY MS,0016,000015,Lake City,0.875,exact_name,existing_blockweighted_drawable,high,1.0
2020,2020,ANDERSON,LAKE CITY MS,0016,000021,Oak Ridge City Hall,0.12444763,exact_name,existing_blockweighted_drawable,high,1.0
2020,2020,ANDERSON,LAKE CITY MS,0016,000026,West Hills,0.00054754,exact_name,existing_blockweighted_drawable,high,1.0
2020,2020,ANDERSON,LAKE CITY MS,0016,000023,Robertsville,0.00000483,exact_name,existing_blockweighted_drawable,high,1.0
2020,2020,ANDERSON,MARLOW,0017,000017,Marlow,1.0,exact_name,existing_blockweighted_drawable,high,1.0
2020,2020,ANDERSON,NORRIS,0018,000018,Norris,1.0,exact_name,existing_blockweighted_drawable,high,1.0
2020,2020,ANDERSON,NORTH CLINTON,0019,000019,North Clinton,1.0,exact_name,existing_blockweighted_drawable,high,1.0
2020,2020,ANDERSON,NORWOOD,0020,000020,Norwood,1.0,exact_name,existing_blockweighted_drawable,high,1.0
2020,2020,ANDERSON,OAK RIDGE,0016,000015,Lake City,0.875,prefix_name,existing_blockweighted_drawable,high,0.995
2020,2020,ANDERSON,OAK RIDGE,0016,000021,Oak Ridge City Hall,0.12444763,prefix_name,existing_blockweighted_drawable,high,0.995
2020,2020,ANDERSON,OAK RIDGE,0016,000026,West Hills,0.00054754,prefix_name,existing_blockweighted_drawable,high,0.995
2020,2020,ANDERSON,OAK RIDGE,0016,000023,Robertsville,0.00000483,prefix_name,existing_blockweighted_drawable,high,0.995
2020,2020,ANDERSON,PINE VALLEY,0022,000022,Pine Valley,1.0,exact_name,existing_blockweighted_drawable,high,1.0
2020,2020,ANDERSON,ROBERTSVILLE,0023,000023,Robertsville,1.0,exact_name,existing_blockweighted_drawable,high,1.0
2020,2020,ANDERSON,ROCKY TOP,0024,000016,Lake City Middle School,0.8334382733,exact_name,existing_blockweighted_drawable,high,1.0
2020,2020,ANDERSON,ROCKY TOP,0024,000004,Claxton,0.098591908,exact_name,existing_blockweighted_drawable,high,1.0
2020,2020,ANDERSON,ROCKY TOP,0024,000003,Bull Run,0.0676459186,exact_name,existing_blockweighted_drawable,high,1.0
2020,2020,ANDERSON,ROCKY TOP,0024,000025,South Clinton,0.00029746,exact_name,existing_blockweighted_drawable,high,1.0
2020,2020,ANDERSON,ROCKY TOP,0024,000009,Emory Valley,0.00001306,exact_name,existing_blockweighted_drawable,high,1.0
2020,2020,ANDERSON,ROCKY TOP,0024,000013,Hendrix Creek,0.00000908,exact_name,existing_blockweighted_drawable,high,1.0
2020,2020,ANDERSON,ROCKY TOP,0024,000019,North Clinton,0.0000043,exact_name,existing_blockweighted_drawable,high,1.0
2020,2020,ANDERSON,ROSEDALE,0025,000024,Rosedale,1.0,exact_name,existing_blockweighted_drawable,high,1.0
2020,2020,ANDERSON,SOUTH CLINTON,0026,000025,South Clinton,1.0,exact_name,existing_blockweighted_drawable,high,1.0
2020,2020,ANDERSON,WEST HILLS,0027,000026,West Hills,1.0,exact_name,existing_blockweighted_drawable,high,1.0
2020,2020,ANDERSON,WOODLAND,0028,000027,Woodland,0.91666667,exact_name,existing_blockweighted_drawable,high,1.0
2020,2020,ANDERSON,WOODLAND,0028,000005,Clinton,0.07377613,exact_name,existing_blockweighted_drawable,high,1.0
2020,2020,ANDERSON,WOODLAND,0028,000006,Clinton High,0.00940848,exact_name,existing_blockweighted_drawable,high,1.0
2020,2020,ANDERSON,WOODLAND,0028,000025,South Clinton,0.00011415,exact_name,existing_blockweighted_drawable,high,1.0
2020,2020,ANDERSON,WOODLAND,0028,000019,North Clinton,0.00003457,exact_name,existing_blockweighted_drawable,high,1.0
2020,2020,BEDFORD,1 1 WARTRACE,0001,000101,101 Wartrace Baptist Church,1.0,exact_name,existing_blockweighted_drawable,high,1.0
2020,2020,BEDFORD,1 2 BELL BUCKLE,0002,000102,102 Bell Buckle/Webb School,1.0,exact_name,existing_blockweighted_drawable,high,1.0
2020,2020,BEDFORD,2 3 FAIR HAVEN,0002,000102,102 Bell Buckle/Webb School,1.0,code_token_name,existing_blockweighted_drawable,high,0.993
2020,2020,BEDFORD,3 3 UNIONVILLE,0004,000104,303 Uniounville Fire Hall,1.0,exact_name,existing_blockweighted_drawable,high,1.0
2020,2020,BEDFORD,4 3 BEDFORD,0005,000105,403 Bedford Community Center,1.0,exact_name,existing_blockweighted_drawable,high,1.0
2020,2020,BEDFORD,5 2 FLAT CREEK,0006,000106,502 Flat Creek Community Center,1.0,exact_name,existing_blockweighted_drawable,high,1.0
2020,2020,BEDFORD,5 5 NORMANDY,0007,000107,505 Normandy Baptist Church,1.0,exact_name,existing_blockweighted_drawable,high,1.0
2020,2020,BEDFORD,6 1 EAST SIDE,0008,000108,601 East Side School,1.0,exact_name,existing_blockweighted_drawable,high,1.0
2020,2020,BEDFORD,7 1 DEERY EAKIN,0009,000109,701 Deery Eakin School,1.0,exact_name,existing_blockweighted_drawable,high,1.0
2020,2020,BEDFORD,8 1 THOMAS,0010,000110,801 Thomas School,1.0,exact_name,existing_blockweighted_drawable,high,1.0
