from_year,source_vintage,county_norm,from_precinct_norm,src_vtdst,dst_vtd20,weight,match_method,confidence_tier,match_score
2000,2000,ANDERSON,01 ANDERSON CO V,0001,0001,1.0,token_vtd,high,1.0
2000,2000,ANDERSON,02 ANDERSONVILLE,0002,0002,1.0,token_vtd,high,1.0
2000,2000,ANDERSON,03 BRICEVILLE,0003,0003,1.0,token_vtd,high,1.0
2000,2000,ANDERSON,04 BLOCKHOUSE VA,0004,0004,1.0,token_vtd,high,1.0
2000,2000,ANDERSON,05 CLINTON,0005,0005,1.0,token_vtd,high,1.0
2000,2000,ANDERSON,06 CLINTON HIGH,0006,0006,1.0,token_vtd,high,1.0
2000,2000,ANDERSON,07 CLAXTON,0007,0007,1.0,token_vtd,high,1.0
2000,2000,ANDERSON,08 CLINTON MIDDLE,0008,0008,0.90007602,token_vtd,high,1.0
2000,2000,ANDERSON,08 CLINTON MIDDLE,0008,000001,0.09805823,token_vtd,high,1.0
2000,2000,ANDERSON,08 CLINTON MIDDLE,0008,000018,0.00182604,token_vtd,high,1.0
2000,2000,ANDERSON,08 CLINTON MIDDLE,0008,000010,3.358e-05,token_vtd,high,1.0
2000,2000,ANDERSON,08 CLINTON MIDDLE,0008,000011,4.42e-06,token_vtd,high,1.0
2000,2000,ANDERSON,08 CLINTON MIDDLE,0008,000016,1.71e-06,token_vtd,high,1.0
2000,2000,ANDERSON,09 DUTCH VALLEY,0009,0009,1.0,token_vtd,high,1.0
2000,2000,ANDERSON,10 EMORY VALLEY,0010,0010,0.91666667,token_vtd,high,1.0
2000,2000,ANDERSON,10 EMORY VALLEY,0010,000003,0.08187991,token_vtd,high,1.0
2000,2000,ANDERSON,10 EMORY VALLEY,0010,000025,0.00086745,token_vtd,high,1.0
2000,2000,ANDERSON,10 EMORY VALLEY,0010,000005,0.00047794,token_vtd,high,1.0
2000,2000,ANDERSON,10 EMORY VALLEY,0010,000009,8.723e-05,token_vtd,high,1.0
2000,2000,ANDERSON,10 EMORY VALLEY,0010,000006,2.08e-05,token_vtd,high,1.0
2000,2000,ANDERSON,11 FAIRVIEW,0011,0011,1.0,token_vtd,high,1.0
2000,2000,ANDERSON,12 GLENWOOD,0012,0012,0.9166775,token_vtd,high,1.0
2000,2000,ANDERSON,12 GLENWOOD,0012,000002,0.08321497,token_vtd,high,1.0
2000,2000,ANDERSON,12 GLENWOOD,0012,000016,4.841e-05,token_vtd,high,1.0
2000,2000,ANDERSON,12 GLENWOOD,0012,000020,4.644e-05,token_vtd,high,1.0
2000,2000,ANDERSON,12 GLENWOOD,0012,000024,1.258e-05,token_vtd,high,1.0
2000,2000,ANDERSON,12 GLENWOOD,0012,000008,9e-08,token_vtd,high,1.0
2000,2000,ANDERSON,13 HIGHLAND VIEW,0013,0013,1.0,token_vtd,high,1.0
