precinct_key,vtd_name20,name20,county_norm,prec_id,district_num,area_weight,intersection_area_m2,precinct_area_m2
HAMBLEN - 003258,8-1,8-1,HAMBLEN,003258,10,0.004448884910487902,116955.663538209,26288759.069153503
HAMBLEN - 003262,10-2,10-2,HAMBLEN,003262,10,0.0003477757044746606,23630.21421444099,67946707.9223837
HAMBLEN - 003263,12-1,12-1,HAMBLEN,003263,10,0.9999902374355735,13469068.703892402,13469200.197827108
HAMBLEN - 003264,13-1,13-1,HAMBLEN,003264,10,0.9998389081599561,25551901.59231326,25556018.45835091
HAMBLEN - 003265,14-1,14-1,HAMBLEN,003265,10,1.000000000000001,37534163.70605753,37534163.70605749
HAMBLEN - 003266,11-2,11-2,HAMBLEN,003266,10,0.000809468717056413,16743.222528912913,20684211.972759973
HAMBLEN - 003267,11-1,11-1,HAMBLEN,003267,10,0.9994787110365984,32857476.891122006,32874614.064609975
HANCOCK - 000001,1st,1st,HANCOCK,000001,10,0.0003424179485140503,34019.029504117185,99349434.37324312
HAWKINS - 003817,6 Mooresburg,6 Mooresburg,HAWKINS,003817,10,0.00012456306295111514,13461.90552550249,108073013.03104296
JEFFERSON - 004602,4th Jefferson Elementary School,4th Jefferson Elementary School,JEFFERSON,004602,10,0.0004043871118202976,16448.007933814533,40673917.27638376
JEFFERSON - 004605,10th Jefferson City Fire Dept,10th Jefferson City Fire Dept,JEFFERSON,004605,10,0.00019477077710308892,4506.922026396438,23139621.32014804
JEFFERSON - 004607,6th Rush Strong School,6th Rush Strong School,JEFFERSON,004607,10,0.0004047999997754078,23536.4799791568,58143478.241638765
JEFFERSON - 004608,7th New Market City Hall,7th New Market City Hall,JEFFERSON,004608,10,0.00013927478145745844,16816.293260564933,120741839.15127146
JEFFERSON - 004610,9th Talbott Elementary School,9th Talbott Elementary School,JEFFERSON,004610,10,4.501175046233211e-05,3924.7296134413878,87193445.55874984
KNOX - 004813,80,80,KNOX,004813,10,3.49489437282578e-05,1789.3680826561954,51199489.64893638
KNOX - 004814,85,85,KNOX,004814,10,0.0001296584660702296,7122.369070051168,54931770.25704847
UNION - 009001,3-3 Brock Community Center,3-3 Brock Community Center,UNION,009001,10,0.0002356953763237131,12229.429905205205,51886592.32928199
UNION - 009002,2-2 Luttrell Elementary School,2-2 Luttrell Elementary School,UNION,009002,10,0.0004405161105105086,27953.19549818462,63455557.76788734
COCKE - 001401,Long Creek,Long Creek,COCKE,001401,11,0.99997398396591,77175906.89755736,77177914.76081878
COCKE - 001402,Cocke County High School,Cocke County High School,COCKE,001402,11,0.9999999999999991,28477024.19951352,28477024.199513547
COCKE - 001403,Centerview,Centerview,COCKE,001403,11,0.9998730111374803,132388414.96924525,132405228.95866238
COCKE - 001404,Del Rio,Del Rio,COCKE,001404,11,0.9994711276489121,203330324.3319406,203437917.02141613
COCKE - 001405,Smoky Mountain,Smoky Mountain,COCKE,001405,11,0.9992032867168817,128672703.79621421,128775300.78889027
COCKE - 001406,Newport Grammar School,Newport Grammar School,COCKE,001406,11,1.0000000000000004,17520347.971769348,17520347.97176934
COCKE - 001407,Northport,Northport,COCKE,001407,11,0.9999999999999997,11640869.598836463,11640869.598836467
COCKE - 001408,Grassy Fork,Grassy Fork,COCKE,001408,11,0.9997479009243624,92101102.89573248,92124327.35350204
COCKE - 001409,Edwina,Edwina,COCKE,001409,11,1.0000000000000009,61104763.56736381,61104763.567363754
COCKE - 001410,Cosby,Cosby,COCKE,001410,11,0.9995841739345664,69292452.55907744,69321278.1534228
COCKE - 001411,Armory,Armory,COCKE,001411,11,1.0000000000000002,23524634.606290117,23524634.60629011
COCKE - 001412,Edgemont,Edgemont,COCKE,001412,11,0.9999999999999997,25896546.150219314,25896546.15021932
COCKE - 001413,Rankin,Rankin,COCKE,001413,11,1.000000000000001,35849793.82017135,35849793.82017131
COCKE - 001414,Forest Hill,Forest Hill,COCKE,001414,11,0.9999657971711727,53536958.921576224,53538790.09964962
COCKE - 001415,West End,West End,COCKE,001415,11,1.0000000000000002,22616096.680670224,22616096.68067022
COCKE - 001416,Central,Central,COCKE,001416,11,1.0000000000000013,4298013.254450133,4298013.2544501275
COCKE - 001417,Bridgeport,Bridgeport,COCKE,001417,11,1.0,28169572.41751083,28169572.41751083
COCKE - 001418,Houston Valley,Houston Valley,COCKE,001418,11,0.9997352043232932,59040366.25239687,59056004.02694678
COCKE - 001419,Parrottsville,Parrottsville,COCKE,001419,11,0.9998831873647048,72544945.57250006,72553420.72877507
GRAINGER - 002952,1-2 Old Central Point School,1-2 Old Central Point School,GRAINGER,002952,11,2.901132853711139e-05,2333.3618786283214,80429335.58328696
GREENE - 003053,Nolachuckey,Nolachuckey,GREENE,003053,11,0.00015147705730031137,10996.946614053477,72598100.39913465
GREENE - 003054,McDonald,McDonald,GREENE,003054,11,0.000435506362663393,62773.95918564397,144140165.48860976
GREENE - 003077,South Greene,South Greene,GREENE,003077,11,2.3115217089898366e-06,277.7779517898879,120171033.09459302
HAMBLEN - 003251,4-1,4-1,HAMBLEN,003251,11,0.007649624957072317,62170.578863994095,8127271.495384287
HAMBLEN - 003254,3-1,3-1,HAMBLEN,003254,11,0.04306734607196887,553031.7175790819,12841091.175084786
HAMBLEN - 003257,7-1,7-1,HAMBLEN,003257,11,0.0012390922445324486,21800.443689636362,17593882.768479764
HAMBLEN - 003258,8-1,8-1,HAMBLEN,003258,11,0.9954684164151514,26169629.360089686,26288759.069153503
HAMBLEN - 003259,9-1,9-1,HAMBLEN,003259,11,0.9986451596291832,19701869.423409943,19728598.525151454
HAMBLEN - 003260,9-2,9-2,HAMBLEN,003260,11,0.9992789195501589,71122000.74614562,71173322.43750554
HAMBLEN - 003261,10-1,10-1,HAMBLEN,003261,11,0.9996096895081509,38247691.642403536,38262625.94675625
HAMBLEN - 003262,10-2,10-2,HAMBLEN,003262,11,0.9996522242955259,67923077.7081693,67946707.9223837
HAMBLEN - 003263,12-1,12-1,HAMBLEN,003263,11,9.762564426967989e-06,131.49393471101712,13469200.197827108
HAMBLEN - 003264,13-1,13-1,HAMBLEN,003264,11,0.0001610918400423066,4116.8660376109,25556018.45835091
HAMBLEN - 003266,11-2,11-2,HAMBLEN,003266,11,0.9991905312829457,20667468.750231102,20684211.972759973
HAMBLEN - 003267,11-1,11-1,HAMBLEN,003267,11,0.0005212889633997334,17137.17348790683,32874614.064609975
HAWKINS - 003816,7 St. Clair,7 St. Clair,HAWKINS,003816,11,0.0002119483511415734,17121.683409406683,80782338.32529348
HAWKINS - 003817,6 Mooresburg,6 Mooresburg,HAWKINS,003817,11,0.0003530867521644344,38159.14916775555,108073013.03104296
HAWKINS - 003823,7 Bulls Gap,7 Bulls Gap,HAWKINS,003823,11,0.00015658362615466587,8910.771846589807,56907430.6517092
JEFFERSON - 004602,4th Jefferson Elementary School,4th Jefferson Elementary School,JEFFERSON,004602,11,0.00043761276341446227,17799.425338209534,40673917.27638376
JEFFERSON - 004603,3rd White Pine School,3rd White Pine School,JEFFERSON,004603,11,0.9997348528588514,114636458.63428445,114666862.22498788
JEFFERSON - 004604,1st Dandridge Elementary School,1st Dandridge Elementary School,JEFFERSON,004604,11,0.0003749663582458358,18079.31971636343,48215844.75189171
JEFFERSON - 004605,10th Jefferson City Fire Dept,10th Jefferson City Fire Dept,JEFFERSON,004605,11,0.9964297820059831,23057007.82773611,23139621.32014804
JEFFERSON - 004609,8-1 Old Chestnut Hill School,8-1 Old Chestnut Hill School,JEFFERSON,004609,11,0.533638789249074,61635332.33406296,115500097.77361758
JEFFERSON - 004610,9th Talbott Elementary School,9th Talbott Elementary School,JEFFERSON,004610,11,0.403755517008795,35204834.69135126,87193445.55874984
JEFFERSON - 004611,8-2 Old Swannsylvania School,8-2 Old Swannsylvania School,JEFFERSON,004611,11,0.85411018135013,54867740.542537324,64239651.67562509
SEVIER - 007951,Pittman Center 1,Pittman Center 1,SEVIER,007951,11,0.00032482035015301647,12126.727538757797,37333644.68403884
SEVIER - 007952,Jones Cove 1,Jones Cove 1,SEVIER,007952,11,0.0005992681696922879,66629.61593971669,111184974.12256962
SEVIER - 007955,New Center 1,New Center 1,SEVIER,007955,11,0.00032910678193651734,17261.763605220447,52450343.027419396
SEVIER - 007956,Gatlinburg 2,Gatlinburg 2,SEVIER,007956,11,1.5794407945951594e-05,8726.055855424987,552477553.14954
BLOUNT - 000401,Townsend,Townsend,BLOUNT,000401,12,4.7259672619623426e-05,22101.649353863602,467664038.4657771
BLOUNT - 000402,Oak View,Oak View,BLOUNT,000402,12,8.667144752998744e-05,6614.040166410448,76311638.43343054
BLOUNT - 000405,Prospect,Prospect,BLOUNT,000405,12,0.0002799063944071261,6226.938937279609,22246504.766241517
BLOUNT - 000426,Walland,Walland,BLOUNT,000426,12,0.00029947369940205,23654.848997156205,78988068.21563001
COCKE - 001405,Smoky Mountain,Smoky Mountain,COCKE,001405,12,0.0002304197920281884,29672.378026143502,128775300.78889027
KNOX - 004817,87,87,KNOX,004817,12,2.619798318768255e-05,1065.9774887034644,40689295.854066074
KNOX - 004822,92,92,KNOX,004822,12,0.0008038490867230796,24259.56500255174,30179253.050403714
SEVIER - 007951,Pittman Center 1,Pittman Center 1,SEVIER,007951,12,0.8615214393282786,32163735.30356368,37333644.68403884
SEVIER - 007952,Jones Cove 1,Jones Cove 1,SEVIER,007952,12,0.0004849878237706211,53923.35863569786,111184974.12256962
SEVIER - 007953,Caton's Chapel 1,Caton's Chapel 1,SEVIER,007953,12,0.9078342419568882,82990866.63533662,91416321.17383577
SEVIER - 007954,Harrisburg 2,Harrisburg 2,SEVIER,007954,12,0.00925188901477869,347932.6587531773,37606661.53662243
SEVIER - 007956,Gatlinburg 2,Gatlinburg 2,SEVIER,007956,12,0.9996847543429168,552303387.0002736,552477553.14954
SEVIER - 007957,Pigeon Forge 2,Pigeon Forge 2,SEVIER,007957,12,1.0000000000000002,63098884.115395874,63098884.11539587
SEVIER - 007958,Wearwood 2,Wearwood 2,SEVIER,007958,12,0.99982826328142,90199930.92966321,90215424.23058587
SEVIER - 007959,Waldens Creek 2,Waldens Creek 2,SEVIER,007959,12,0.9998888188593069,93725930.34760755,93736352.06215423
SEVIER - 007960,DuPont 2,DuPont 2,SEVIER,007960,12,0.99980425682536,59537422.05811948,59549078.38376921
SEVIER - 007961,Whites 2,Whites 2,SEVIER,007961,12,0.9989771724990131,23125564.00585348,23149241.686877813
SEVIER - 007962,Senior Citizens 2,Senior Citizens 2,SEVIER,007962,12,0.8819130007860275,6607785.512242475,7492559.363965739
SEVIER - 007963,Middle School 2,Middle School 2,SEVIER,007963,12,0.9202501828763722,17218654.265451394,18710840.362597976
SEVIER - 007964,Voting Machine Whse. 2,Voting Machine Whse. 2,SEVIER,007964,12,0.0007412204173005549,14169.196229519981,19116036.06538885
SEVIER - 007965,Seymour Primary Sch. 2,Seymour Primary Sch. 2,SEVIER,007965,12,0.9998417341589959,42887264.91492178,42894053.57838544
SEVIER - 007966,Catlettsburg 2,Catlettsburg 2,SEVIER,007966,12,0.09290416339664326,5613166.528141306,60418891.06924692
SEVIER - 007967,Boyd's Creek 2,Boyd's Creek 2,SEVIER,007967,12,0.9992165332579009,26758018.54503572,26778999.00013903
SEVIER - 007968,Seymour Intm.Sch. 2,Seymour Intm.Sch. 2,SEVIER,007968,12,0.9993309106440151,30679097.2384823,30699638.039527137
SEVIER - 007969,Kodak 1,Kodak 1,SEVIER,007969,12,0.00040896915291326774,22704.28419682908,55515884.35239296
SEVIER - 007972,Catons Chapel 2,Catons Chapel 2,SEVIER,007972,12,1.0000000000000002,1804480.129590589,1804480.1295905886
SEVIER - 007975,Pigeon Forge 2 Split,Pigeon Forge 2 Split,SEVIER,007975,12,0.9993055114845403,14659172.949238522,14669360.651740292
DAVIDSON - 001948,33-1,33-1,DAVIDSON,001948,13,1.103941708558997e-06,39.00234526078293,35330076.72270457
DAVIDSON - 001951,33-4,33-4,DAVIDSON,001951,13,3.2977493530748136e-05,438.8976853275316,13309006.790291822
MARSHALL - 005854,Chapel Hill,Chapel Hill,MARSHALL,005854,13,3.398292549307611e-05,2986.0937860006215,87870415.58882347
RUTHERFORD - 007651,1-1 LaVergne Lake Elementary School,1-1 LaVergne Lake Elementary School,RUTHERFORD,007651,13,0.988050180449229,26294542.341157515,26612557.60228937
RUTHERFORD - 007654,3-1 Leanna Church of Christ,3-1 Leanna Church of Christ,RUTHERFORD,007654,13,0.00023352033372446318,26080.13270363972,111682491.5744269
RUTHERFORD - 007659,5-1 Cedar Grove Elementary School,5-1 Cedar Grove Elementary School,RUTHERFORD,007659,13,0.09384633455436348,1068982.1640024467,11390771.617011901
RUTHERFORD - 007660,5-2 LaVergne Middle School,5-2 LaVergne Middle School,RUTHERFORD,007660,13,0.8945975231788696,10638636.010437915,11892091.957324568
RUTHERFORD - 007663,7-1 New Heights Chapel,7-1 New Heights Chapel,RUTHERFORD,007663,13,0.23382585,3488458.9468780374,14919047.4315737
RUTHERFORD - 007665,8-1 Rockvale Middle School,8-1 Rockvale Middle School,RUTHERFORD,007665,13,0.38732198,59972279.29360566,154838306.0873686
RUTHERFORD - 007666,8-2 Eagleville Community Center,8-2 Eagleville Community Center,RUTHERFORD,007666,13,0.7354920431193287,59822967.01337579,81337340.86321028
RUTHERFORD - 007669,9-1 Stewarts Creek Elementary School,9-1 Stewarts Creek Elementary School,RUTHERFORD,007669,13,0.16682868,9025377.851017922,54099677.891223036
RUTHERFORD - 007670,9-2 Browns Chapel Elementary School,9-2 Browns Chapel Elementary School,RUTHERFORD,007670,13,0.756348030694437,21769226.715167563,28782023.396266744
RUTHERFORD - 007671,10-1 Rock Springs Elementary School,10-1 Rock Springs Elementary School,RUTHERFORD,007671,13,0.36434554251382106,4681584.543735538,12849298.255262576
RUTHERFORD - 007675,12-1 TN National Guard Armory,12-1 TN National Guard Armory,RUTHERFORD,007675,13,0.18086131959023877,4104205.573186721,22692555.724381812
RUTHERFORD - 007678,13-2 Cason Lane Academy,13-2 Cason Lane Academy,RUTHERFORD,007678,13,0.001028916750048208,3439.506635819122,3342842.494942346
RUTHERFORD - 007685,16-3 Lane Agri-Park,16-3 Lane Agri-Park,RUTHERFORD,007685,13,0.1577609304313526,1209032.2548224109,7663698.810070748
RUTHERFORD - 007692,19-2 New Vision Baptist Church,19-2 New Vision Baptist Church,RUTHERFORD,007692,13,3.6569658094610106e-05,1042.157677431173,28497878.616611227
RUTHERFORD - 007693,20-1 Blackman United Methodist Church,20-1 Blackman United Methodist Church,RUTHERFORD,007693,13,0.9996647250667232,60301211.15088084,60321435.41611514
RUTHERFORD - 007694,20-2 Blackman High School,20-2 Blackman High School,RUTHERFORD,007694,13,0.8649580760163471,10660018.596379975,12324318.243811054
WILLIAMSON - 009708,2-4 College Grove Community Center,2-4 College Grove Community Center,WILLIAMSON,009708,13,0.0003152488190047929,23224.70368929322,73671025.20038345
WILLIAMSON - 009716,5-2 Nolensville Methodist Church,5-2 Nolensville Methodist Church,WILLIAMSON,009716,13,0.00043910014718712235,18268.370947937696,41604110.28091192
WILLIAMSON - 009717,5-3 Triune Baptist Church,5-3 Triune Baptist Church,WILLIAMSON,009717,13,0.000255934375388387,32797.163387827066,128146769.4132784
BLOUNT - 000410,Beech Grove,Beech Grove,BLOUNT,000410,14,0.0009003757710860622,16806.62519157148,18666234.40044237
BLOUNT - 000416,Friendsville,Friendsville,BLOUNT,000416,14,9.120901391657898e-05,2892.4743120653657,31712592.7346486
BLOUNT - 000421,Miser Station,Miser Station,BLOUNT,000421,14,0.0006267707616574625,23485.69256252022,37470944.72054429
BLOUNT - 000423,Louisville,Louisville,BLOUNT,000423,14,0.0007939161538508984,29350.817347215787,36969668.90628103
KNOX - 004805,66-N,66-N,KNOX,004805,14,0.7956392121058526,20178714.54419813,25361639.091153204
KNOX - 004807,69-E,69-E,KNOX,004807,14,0.9996443572372601,6442551.587255316,6444843.649256164
KNOX - 004835,71,71,KNOX,004835,14,0.45171892162356675,12407929.540147398,27468252.8142741
KNOX - 004837,47,47,KNOX,004837,14,0.0010236118047103249,10328.593798549964,10090342.599627294
KNOX - 004839,69-S,69-S,KNOX,004839,14,0.9983912676224412,24327458.191914365,24366657.622965317
KNOX - 004840,69-N,69-N,KNOX,004840,14,0.9976315444931056,7583617.903052116,7601622.00655487
KNOX - 004841,65-W,65-W,KNOX,004841,14,0.9987811512613431,30232133.394203138,30269026.759289067
KNOX - 004842,66-S,66-S,KNOX,004842,14,0.9998682100951796,21144534.467336874,21147321.47082072
KNOX - 004844,62,62,KNOX,004844,14,0.0002373648347326093,11530.92915950566,48578927.76112019
KNOX - 004850,68,68,KNOX,004850,14,0.0010029446073154798,12352.870883246542,12316603.322999774
KNOX - 004896,65-E,65-E,KNOX,004896,14,0.9994506017560397,15912279.886936935,15921026.871141985
KNOX - 004897,69-W,69-W,KNOX,004897,14,0.9999945909263546,4741635.963090487,4741661.611087343
LOUDON - 005458,Highland Park,Highland Park,LOUDON,005458,14,1.1792055514570202e-05,495.5897652674696,42027428.09810567
LOUDON - 005463,Eatons,Eatons,LOUDON,005463,14,3.583821233413412e-05,2550.6970553646884,71172552.68157658
KNOX - 004803,41,41,KNOX,004803,15,0.0005031290843222402,2171.2346820625694,4315462.472195215
KNOX - 004804,19-E,19-E,KNOX,004804,15,0.9979410330155517,4337727.929188802,4346677.594848637
KNOX - 004809,26,26,KNOX,004809,15,0.7344166044872372,8524598.397603473,11607306.187685214
KNOX - 004816,82,82,KNOX,004816,15,0.00037064658099198215,6404.4997480421125,17279262.9865933
KNOX - 004818,76,76,KNOX,004818,15,9.61294248821489e-05,2387.2055793952677,24833245.20376454
KNOX - 004821,77,77,KNOX,004821,15,0.0013642570402395365,30836.162608623054,22602897.913731
KNOX - 004824,90,90,KNOX,004824,15,0.0003641501819219237,20763.02437894033,57017750.9437358
KNOX - 004826,29,29,KNOX,004826,15,0.08841204569665279,1470339.8085393368,16630537.128211737
KNOX - 004827,27,27,KNOX,004827,15,0.9908345567330247,4833693.540170609,4878406.296312719
KNOX - 004829,89,89,KNOX,004829,15,0.0007082436547110223,19546.44617577762,27598476.94470763
KNOX - 004831,25,25,KNOX,004831,15,0.87340942,11119182.941153498,12730779.731175212
KNOX - 004832,10-S,10-S,KNOX,004832,15,1.0000000000000002,2366907.419699051,2366907.4196990505
KNOX - 004857,43,43,KNOX,004857,15,0.00011677818283217632,562.23787831771,4814579.784356728
KNOX - 004859,23,23,KNOX,004859,15,0.002161089649466567,7013.920053208658,3245547.936865988
KNOX - 004860,50-S,50-S,KNOX,004860,15,0.00917460477188138,27579.623360388043,3006082.9917071685
KNOX - 004861,09,09,KNOX,004861,15,0.9271731643075742,2931595.331874504,3161863.8726066453
KNOX - 004862,10-N,10-N,KNOX,004862,15,0.968878545941105,1247124.4351375496,1287183.455926537
KNOX - 004863,20,20,KNOX,004863,15,0.999998402479108,1794548.3978171684,1794551.2646503055
KNOX - 004864,06,06,KNOX,004864,15,0.9018455075130983,2888271.872118873,3202623.784292593
KNOX - 004865,12,12,KNOX,004865,15,1.0000000000000004,5306786.927392313,5306786.92739231
KNOX - 004867,15,15,KNOX,004867,15,0.9992885101586236,3458677.6522808294,3461140.21838579
KNOX - 004868,30,30,KNOX,004868,15,0.9988215817433344,8946447.948151035,8957003.04406317
KNOX - 004870,31,31,KNOX,004870,15,0.9863810604421516,9412100.450113583,9542053.094464881
KNOX - 004871,13,13,KNOX,004871,15,1.0000000000000002,5432188.22295145,5432188.222951449
KNOX - 004872,32,32,KNOX,004872,15,0.4417847106450365,2330587.938532127,5275392.928671764
KNOX - 004873,14,14,KNOX,004873,15,0.9999999999999996,1549254.3728219084,1549254.3728219091
KNOX - 004875,11,11,KNOX,004875,15,0.0029987676704962053,8674.561650090818,2892708.806833122
KNOX - 004876,17,17,KNOX,004876,15,0.0004546155494946259,1094.5127660014332,2407556.8185429424
KNOX - 004877,18,18,KNOX,004877,15,0.0004362929335723759,1784.7393373347008,4090690.4513011863
KNOX - 004879,37,37,KNOX,004879,15,8.1227248627324e-05,832.3584159523689,10247280.684974134
KNOX - 004883,16,16,KNOX,004883,15,0.30691437794628823,2015532.2156040089,6567083.070825501
KNOX - 004893,10-W,10-W,KNOX,004893,15,0.8200084400934817,599220.9648791318,730749.7527840324
KNOX - 004894,19-W,19-W,KNOX,004894,15,0.9966158931733887,1571415.1417950653,1576751.035738976
ANDERSON - 000004,Claxton,Claxton,ANDERSON,000004,16,0.0004721484131615609,31515.67813082274,66749516.15274969
ANDERSON - 000010,Fairview,Fairview,ANDERSON,000010,16,0.00018199343646879592,7969.344311479243,43789185.29210609
KNOX - 004802,39,39,KNOX,004802,16,0.5718039719434277,2754656.9615356256,4817484.8316866215
KNOX - 004806,40,40,KNOX,004806,16,0.00011306151517809763,491.87467901685125,4350504.928596053
KNOX - 004808,84,84,KNOX,004808,16,6.309228764415625e-05,2887.6898243296214,45769299.7378117
KNOX - 004810,57,57,KNOX,004810,16,0.00032202927060717603,8717.352564015047,27070062.754167512
KNOX - 004811,60,60,KNOX,004811,16,0.0007455847110299879,26453.312749734698,35479956.010888115
KNOX - 004812,81,81,KNOX,004812,16,0.00037568086716347485,23009.105399156513,61246412.607816584
KNOX - 004848,63,63,KNOX,004848,16,0.00021708807273288825,5748.473046819034,26479911.929072812
KNOX - 004849,63-N,63-N,KNOX,004849,16,0.0002560901527822932,2511.737102814407,9808019.072680546
KNOX - 004879,37,37,KNOX,004879,16,0.2768227056798797,2836679.965075711,10247280.684974134
KNOX - 004880,36,36,KNOX,004880,16,0.9989248937057705,5653349.940717409,5659434.434299503
KNOX - 004881,35,35,KNOX,004881,16,0.9999999999999996,4159688.7740586502,4159688.774058652
KNOX - 004882,34,34,KNOX,004882,16,0.9992592498963667,4388368.630120431,4391621.724367875
KNOX - 004884,33,33,KNOX,004884,16,0.0018691218864222328,13317.763205695466,7125144.327097669
KNOX - 004885,74,74,KNOX,004885,16,0.9994337633091371,7698403.328177751,7702764.916294448
KNOX - 004886,61,61,KNOX,004886,16,0.9975065832047417,28047430.442127515,28117539.186576657
KNOX - 004887,59,59,KNOX,004887,16,0.9994215034827847,19443626.91291872,19454881.494105898
KNOX - 004888,72,72,KNOX,004888,16,0.9995840282662588,19521527.19519181,19529650.977968477
KNOX - 004890,56,56,KNOX,004890,16,0.9984265284513126,37639767.581462175,37699086.02072731
KNOX - 004891,58-S,58-S,KNOX,004891,16,0.024683504337912512,385482.78862944397,15617020.312523594
KNOX - 004892,73,73,KNOX,004892,16,0.999517508476207,18010134.237939168,18018828.16979978
KNOX - 004895,58-N,58-N,KNOX,004895,16,0.001162327342898546,12546.642378519693,10794413.858691122
COCKE - 001405,Smoky Mountain,Smoky Mountain,COCKE,001405,17,0.00010524872221928254,13553.435861434467,128775300.78889027
