year,county_norm,precinct_norm,county_raw,precinct_raw,match_method,confidence_tier,match_score,source_rows
2008,HAMILTON,NURSING HOME,HAMILTON,Nursing Home,unmatched,unknown,0.4,27
2008,HARDIN,CRUMP 4 2,HARDIN,Crump 4-2,unmatched,unknown,0.625,21
2008,HARDIN,NIXON 2 1,HARDIN,Nixon 2-1,unmatched,unknown,0.625,19
2008,HARDIN,NORTH 8 1,HARDIN,North 8-1,unmatched,unknown,0.625,22
2008,HOUSTON,HOUSTON CO GARAGE,HOUSTON,Houston Co Garage,unmatched,unknown,0.615385,14
2008,HOUSTON,NAT GUARD ARMORY,HOUSTON,Nat Guard Armory,unmatched,unknown,0.545455,17
2008,HOUSTON,SENIOR CITIZENS BLDG,HOUSTON,Senior Citizens Bldg,unmatched,unknown,0.521739,16
2008,HOUSTON,STEWART CC,HOUSTON,Stewart CC,unmatched,unknown,0.666667,17
2008,LAUDERDALE,ARP 6,LAUDERDALE,Arp 6,unmatched,unknown,0.5,12
2008,LINCOLN,2 1 BOONSHILL CC,LINCOLN,2-1 Boonshill CC,unmatched,unknown,0.628571,18
2008,LINCOLN,3 2 THORTON TAYLOR,LINCOLN,3-2 Thorton Taylor,unmatched,unknown,0.651163,19
2008,LINCOLN,4 2 FNB COMM ROOM,LINCOLN,4-2 FNB Comm Room,unmatched,unknown,0.352941,20
2008,LINCOLN,5 1 CALVARY BAPTIST,LINCOLN,5-1 Calvary Baptist,unmatched,unknown,0.352941,18
2008,LINCOLN,5 2 9TH GRADE ACAD,LINCOLN,5-2 9th Grade Acad,unmatched,unknown,0.27027,20
2008,LINCOLN,6 2 BELLEVILLE CC,LINCOLN,6-2 Belleville CC,unmatched,unknown,0.648649,18
2008,LINCOLN,7 1 ELORA CC,LINCOLN,7-1 Elora CC,unmatched,unknown,0.518519,17
2008,LINCOLN,7 3 KELSO CC,LINCOLN,7-3 Kelso CC,unmatched,unknown,0.518519,18
2008,LINCOLN,8 1 LINCOLN CC,LINCOLN,8-1 Lincoln CC,unmatched,unknown,0.592593,21
2008,MACON,CENTRAL ELEM SCHOOL,MACON,Central Elem School,unmatched,unknown,0.487805,21
2008,MACON,GALEN SCHOOL MUSEUM,MACON,Galen School Museum,unmatched,unknown,0.514286,18
2008,MACON,LAFAYETTE ELEM SCH,MACON,Lafayette Elem Sch,unmatched,unknown,0.465116,20
2008,MACON,MACON CO JR HIGH,MACON,Macon Co. Jr. High,unmatched,unknown,0.461538,18
2008,MACON,RNR CAR LOT,MACON,RnR Car Lot,unmatched,unknown,0.4,17
2008,MACON,SALLY WELLS BLDG,MACON,Sally Wells Bldg.,unmatched,unknown,0.37037,21
2008,MACON,WESTSIDE SCHOOL,MACON,Westside School,unmatched,unknown,0.645161,19
2008,MACON,WILLETTE HEAD ST CTR,MACON,Willette Head St Ctr,unmatched,unknown,0.516129,18
2008,MAURY,BAKER 4 1,MAURY,Baker 4-1,unmatched,unknown,0.714286,22
2008,MCMINN,CENTRAL HS,MCMINN,Central HS,unmatched,unknown,0.37037,12
2008,MCMINN,MT VIEW SCHOOL,MCMINN,Mt. View School,unmatched,unknown,0.666667,16
2008,MCMINN,TN TECH CENTER,MCMINN,TN Tech Center,unmatched,unknown,0.37037,17
2008,MCNAIRY,GUYS 5 3,MCNAIRY,Guys 5-3,unmatched,unknown,0.571429,18
2008,MCNAIRY,NORTHEAST 3 2,MCNAIRY,Northeast 3-2,unmatched,unknown,0.625,20
2008,MCNAIRY,PURDY 3 3,MCNAIRY,Purdy 3-3,unmatched,unknown,0.625,16
2008,MCNAIRY,RAMER 5 4,MCNAIRY,Ramer 5-4,unmatched,unknown,0.625,20
2008,MONROE,ELECTION COMM OFFICE,MONROE,Election Comm Office,unmatched,unknown,0.421053,17
2008,MONROE,NOTCHEY CREEK FD,MONROE,Notchey Creek FD,unmatched,unknown,0.5,19
2008,MONROE,TOQUA CC,MONROE,Toqua CC,unmatched,unknown,0.538462,15
2008,MONROE,VONORE CC,MONROE,Vonore CC,unmatched,unknown,0.64,14
2008,OBION,FAIL SAFE,OBION,Fail Safe,unmatched,unknown,0.4,8
2008,PUTNAM,5D COOKEVILLE CC IN,PUTNAM,5D Cookeville CC In,unmatched,unknown,0.611111,11
2008,PUTNAM,5E COOKEVILLE CC OUT,PUTNAM,5E Cookeville CC Out,unmatched,unknown,0.594595,9
2008,PUTNAM,9C DOUBLE SPGS WEST,PUTNAM,9C Double Spgs West,unmatched,unknown,0.647059,9
2008,RUTHERFORD,1 2 ROY WALDRON,RUTHERFORD,1-2 Roy Waldron,unmatched,unknown,0.333333,20
2008,RUTHERFORD,10 1 CEDAR GROVE,RUTHERFORD,10-1 Cedar Grove,unmatched,unknown,0.315789,19
2008,RUTHERFORD,10 3 ROCK SPRINGS ES,RUTHERFORD,10-3 Rock Springs ES,unmatched,unknown,0.363636,20
2008,RUTHERFORD,12 1 TN REHAB,RUTHERFORD,12-1 TN Rehab,unmatched,unknown,0.378378,24
2008,RUTHERFORD,13 2 WORLD OUTREACH,RUTHERFORD,13-2 World Outreach,unmatched,unknown,0.388889,18
2008,RUTHERFORD,14 2 SIEGEL ES,RUTHERFORD,14-2 Siegel ES,unmatched,unknown,0.315789,23
2008,RUTHERFORD,15 1 KINGWOOD COC,RUTHERFORD,15-1 Kingwood CoC,unmatched,unknown,0.451613,23
2008,RUTHERFORD,16 2 M NEILSON ELEM,RUTHERFORD,16-2 M Neilson Elem,unmatched,unknown,0.677966,23
2008,RUTHERFORD,17 1 NO BLVD COC,RUTHERFORD,17-1 No Blvd CoC,unmatched,unknown,0.424242,22
2008,RUTHERFORD,18 2 WILDERNESS II,RUTHERFORD,18-2 Wilderness II,unmatched,unknown,0.387097,22
2008,RUTHERFORD,18 3 WILDERNESS III,RUTHERFORD,18-3 Wilderness III,unmatched,unknown,0.409091,19
2008,RUTHERFORD,20 1 CREEKMONT,RUTHERFORD,20-1 Creekmont,unmatched,unknown,0.388889,21
2008,RUTHERFORD,3 3 WILSON ES,RUTHERFORD,3-3 Wilson ES,unmatched,unknown,0.382979,19
2008,RUTHERFORD,3 4 FLORENCE BAPTIST,RUTHERFORD,3-4 Florence Baptist,unmatched,unknown,0.410256,15
2008,RUTHERFORD,4 1 ADVENT LUTHERAN,RUTHERFORD,4-1 Advent Lutheran,unmatched,unknown,0.375,21
2008,RUTHERFORD,4 3 KITTRELL ES,RUTHERFORD,4-3 Kittrell ES,unmatched,unknown,0.606061,19
2008,RUTHERFORD,4 4 OAKLAND HS,RUTHERFORD,4-4 Oakland HS,unmatched,unknown,0.555556,22
2008,RUTHERFORD,5 1 LAVERGNE FBC,RUTHERFORD,5-1 LaVergne FBC,unmatched,unknown,0.62069,22
2008,RUTHERFORD,6 3 KITTRELL ES,RUTHERFORD,6-3 Kittrell ES,unmatched,unknown,0.606061,20
2008,RUTHERFORD,7 1 BLACKMAN ES,RUTHERFORD,7-1 Blackman ES,unmatched,unknown,0.564103,20
2008,RUTHERFORD,7 3 MTEMC,RUTHERFORD,7-3 MTEMC,unmatched,unknown,0.307692,21
2008,RUTHERFORD,8 1 BLACKMAN UMC,RUTHERFORD,8-1 Blackman UMC,unmatched,unknown,0.588235,21
2008,RUTHERFORD,9 2 GILES CREEK,RUTHERFORD,9-2 Giles Creek,unmatched,unknown,0.375,18
2008,TIPTON,EAST ATOKA,TIPTON,East Atoka,unmatched,unknown,0.705882,19
2008,TIPTON,SW TIPTON,TIPTON,SW Tipton,unmatched,unknown,0.545455,20
2008,TIPTON,WEST ATOKA,TIPTON,West Atoka,unmatched,unknown,0.705882,18
2008,VAN BUREN,CEDAR GROVE CC,VAN BUREN,Cedar Grove CC,unmatched,unknown,0.7,19
2008,VAN BUREN,CUMMINGSVILLE CC,VAN BUREN,Cummingsville CC,unmatched,unknown,0.727273,21
2008,VAN BUREN,WHITE HILL CC,VAN BUREN,White Hill CC,unmatched,unknown,0.684211,15
2008,WASHINGTON,10I INDIAN TRAIL,WASHINGTON,10I Indian Trail,matched_no_transfer,high,1.0,20
