year,county_norm,precinct_norm,county_raw,precinct_raw,match_method,confidence_tier,match_score,source_rows
2008,BEDFORD,402 LIBERTY,BEDFORD,402 Liberty,unmatched,unknown,0.454545,18
2008,BLOUNT,BOARD ED CITY,BLOUNT,Board Ed-City,unmatched,unknown,0.533333,19
2008,BLOUNT,EAGLETON GYM 20TH,BLOUNT,Eagleton Gym 20th,unmatched,unknown,0.697674,17
2008,BLOUNT,EAGLETON GYM 8TH,BLOUNT,Eagleton Gym 8th,unmatched,unknown,0.714286,19
2008,BLOUNT,PELLISSIPPI ALCOA,BLOUNT,Pellissippi-Alcoa,unmatched,unknown,0.388889,10
2008,BLOUNT,PELLISSIPPI MARYVILL,BLOUNT,Pellissippi-Maryvill,unmatched,unknown,0.470588,10
2008,BLOUNT,WM BLOUNT ACADEMY,BLOUNT,Wm Blount Academy,unmatched,unknown,0.580645,20
2008,BLOUNT,WM BLOUNT HS CITY,BLOUNT,Wm Blount HS - City,unmatched,unknown,0.692308,20
2008,CARROLL,BETHEL COLLEGE,CARROLL,Bethel College,unmatched,unknown,0.521739,16
2008,CUMBERLAND,PROPERTY OWNER,CUMBERLAND,Property Owner,unmatched,unknown,0.454545,17
2008,DAVIDSON,SAFETY PRECINCT,DAVIDSON,Safety Precinct,unmatched,unknown,0.296296,38
2008,DYER,F1 DYER CO CENTRAL,DYER,F1- Dyer Co Central,unmatched,unknown,0.451613,15
2008,FRANKLIN,7 2 WIN SPS,FRANKLIN,7-2 Win Sps,unmatched,unknown,0.4375,20
2008,GILES,PROPERTY OWNER,GILES,Property Owner,unmatched,unknown,0.5,12
2008,HAMILTON,111 LOOKOUT VALLEY 3,HAMILTON,111 Lookout Valley 3,unmatched,unknown,0.512821,17
2008,HAMILTON,161 LOOKOUT VALLEY 4,HAMILTON,161 Lookout Valley 4,unmatched,unknown,0.512821,10
2008,HAMILTON,ELECTION COMM EV,HAMILTON,Election Comm EV,unmatched,unknown,0.363636,28
2008,HAMILTON,MILITARY OVERSEAS,HAMILTON,Military & Overseas,unmatched,unknown,0.444444,26
