year,county_norm,precinct_norm,county_raw,precinct_raw,match_method,confidence_tier,match_score,source_rows
2000,BLOUNT,08 EAG ELEM CAF,BLOUNT,08. EAG. ELEM. CAF,unmatched,unknown,0.512821,10
2000,BLOUNT,09 EAG GYM 20,BLOUNT,09. EAG. GYM 20,unmatched,unknown,0.526316,10
2000,BLOUNT,10 EAG GYM 8,BLOUNT,10. EAG. GYM 8,unmatched,unknown,0.486486,10
2000,BLOUNT,26 MARY MUNI,BLOUNT,26. MARY MUNI,unmatched,unknown,0.580645,10
2000,BRADLEY,204 CHARLSTN CTY,BRADLEY,204 CHARLSTN CTY,unmatched,unknown,0.625,10
2000,BRADLEY,303 BRADLEY JR,BRADLEY,303 BRADLEY JR.,unmatched,unknown,0.65,10
2000,BRADLEY,304 SR CTR,BRADLEY,304 SR CTR,unmatched,unknown,0.526316,10
2000,COCKE,02 COCKE CO HIGH,COCKE,02 COCKE CO. HIGH,unmatched,unknown,0.606061,10
2000,COCKE,13 NEWPORT GRAM,COCKE,13 NEWPORT GRAM,unmatched,unknown,0.648649,10
2000,DAVIDSON,AIS,DAVIDSON,AIS,unmatched,unknown,0.3,10
2000,DAVIDSON,PAPER VOTES,DAVIDSON,PAPER VOTES,unmatched,unknown,0.413793,10
2000,GRUNDY,13 SWISS MEMORIA,GRUNDY,13. SWISS MEMORIA,unmatched,unknown,0.47619,10
2000,HAWKINS,16 NO ROGERS IN,HAWKINS,16 NO. ROGERS. IN,unmatched,unknown,0.487805,10
2000,HAWKINS,17 NO ROGERS OU,HAWKINS,17 NO. ROGERS. OU,unmatched,unknown,0.487805,10
2000,HAWKINS,18 SO ROGERS IN,HAWKINS,18 SO. ROGERS. IN,unmatched,unknown,0.487805,10
2000,HAWKINS,19 SO ROGERS OU,HAWKINS,19 SO. ROGERS. OU,unmatched,unknown,0.487805,10
2000,HAYWOOD,02 0 PARKS RECR,HAYWOOD,02-0 PARKS & RECR,unmatched,unknown,0.434783,10
2000,HAYWOOD,10 1 HAYWOOD JR,HAYWOOD,10-1 HAYWOOD JR.,unmatched,unknown,0.592593,10
2000,HOUSTON,04 SENIOR CITIZEN,HOUSTON,04. SENIOR CITIZEN,unmatched,unknown,0.511628,10
2000,HOUSTON,06 HOUSTON H S,HOUSTON,06. HOUSTON H.S.,unmatched,unknown,0.611111,10
2000,LINCOLN,11 T PKWY FIRE TH,LINCOLN,11. T PKWY FIRE TH,unmatched,unknown,0.52381,10
2000,LINCOLN,12 T PKWY FIRE TH,LINCOLN,12. T PKWY FIRE TH,unmatched,unknown,0.52381,10
2000,LINCOLN,15 CENTRAL,LINCOLN,15. CENTRAL,unmatched,unknown,0.4375,10
2000,LINCOLN,20 REC CENTER,LINCOLN,20. REC. CENTER,unmatched,unknown,0.375,10
2000,LOUDON,15 PHILA,LOUDON,15. PHILA.,unmatched,unknown,0.5,10
2000,MONTGOMERY,3EARLY,MONTGOMERY,3EARLY,unmatched,unknown,0.285714,10
