from_year,source_vintage,county_norm,from_precinct_norm,src_vtdst,dst_vtd20,name20,weight,match_method,transfer_method,confidence_tier,match_score
2010,2010,ANDERSON,ANDERSONVILLE,0008,000001,Andersonville,0.9862388592,exact_name,block_chain,high,1.0
2010,2010,ANDERSON,ANDERSONVILLE,0008,000018,Norris,0.0137611408,exact_name,block_chain,high,1.0
2010,2010,ANDERSON,ANDERSONVILLE,0008,000010,Fairview,0,exact_name,block_chain,high,1.0
2010,2010,ANDERSON,ANDERSONVILLE,0008,000011,Glen Alpine,0,exact_name,block_chain,high,1.0
2010,2010,ANDERSON,ANDERSONVILLE,0008,000016,Lake City Middle School,0,exact_name,block_chain,high,1.0
2010,2010,ANDERSON,BLOCKHOUSE VALLEY,0010,000003,Bull Run,0.9959362307,compact_exact_name,block_chain,medium,0.988
2010,2010,ANDERSON,BLOCKHOUSE VALLEY,0010,000005,Clinton,0.0040637693,compact_exact_name,block_chain,medium,0.988
2010,2010,ANDERSON,BLOCKHOUSE VALLEY,0010,000009,Emory Valley,0,compact_exact_name,block_chain,medium,0.988
2010,2010,ANDERSON,BLOCKHOUSE VALLEY,0010,000006,Clinton High,0,compact_exact_name,block_chain,medium,0.988
2010,2010,ANDERSON,BLOCKHOUSE VALLEY,0010,000025,South Clinton,0,compact_exact_name,block_chain,medium,0.988
2010,2010,ANDERSON,BRICEVILLE,0012,000002,Briceville,0.9997354814,exact_name,block_chain,high,1.0
2010,2010,ANDERSON,BRICEVILLE,0012,000020,Norwood,0.0001774324,exact_name,block_chain,high,1.0
2010,2010,ANDERSON,BRICEVILLE,0012,000024,Rosedale,0.0000870862,exact_name,block_chain,high,1.0
2010,2010,ANDERSON,BRICEVILLE,0012,000016,Lake City Middle School,0,exact_name,block_chain,high,1.0
2010,2010,ANDERSON,BRICEVILLE,0012,000015,Lake City,0,exact_name,block_chain,high,1.0
2010,2010,ANDERSON,BRICEVILLE,0012,000008,Dutch Valley,0,exact_name,block_chain,high,1.0
2010,2010,ANDERSON,CLAXTON,0024,000004,Claxton,0.5928085587,exact_name,block_chain,high,1.0
2010,2010,ANDERSON,CLAXTON,0024,000003,Bull Run,0.4063773664,exact_name,block_chain,high,1.0
2010,2010,ANDERSON,CLAXTON,0024,000025,South Clinton,0.0008140749,exact_name,block_chain,high,1.0
2010,2010,ANDERSON,CLAXTON,0024,000013,Hendrix Creek,0,exact_name,block_chain,high,1.0
2010,2010,ANDERSON,CLAXTON,0024,000009,Emory Valley,0,exact_name,block_chain,high,1.0
2010,2010,ANDERSON,CLAXTON,0024,000019,North Clinton,0,exact_name,block_chain,high,1.0
2010,2010,ANDERSON,CLINCH VALLEY,0052,000011,Glen Alpine,0.9873950547,exact_name,block_chain,high,1.0
2010,2010,ANDERSON,CLINCH VALLEY,0052,000019,North Clinton,0.0059295911,exact_name,block_chain,high,1.0
2010,2010,ANDERSON,CLINCH VALLEY,0052,000004,Claxton,0.0042929115,exact_name,block_chain,high,1.0
2010,2010,ANDERSON,CLINCH VALLEY,0052,000018,Norris,0.0023824427,exact_name,block_chain,high,1.0
2010,2010,ANDERSON,CLINCH VALLEY,0052,000016,Lake City Middle School,0,exact_name,block_chain,high,1.0
