year,county_norm,precinct_norm,county_raw,precinct_raw,match_method,confidence_tier,match_score,source_rows
2004,BEDFORD,12 RAUS CC,BEDFORD,12 Raus CC,unmatched,unknown,0.555556,14
2004,BEDFORD,18 SOUTHSIDE SCHOOL,BEDFORD,18 Southside School,unmatched,unknown,0.606061,14
2004,BLOUNT,01 ALCOA,BLOUNT,01 Alcoa,unmatched,unknown,0.555556,14
2004,BLOUNT,02 MARTIN L KING,BLOUNT,02 Martin L King,unmatched,unknown,0.466667,14
2004,BLOUNT,04 WILL BLOUNT MID,BLOUNT,04 Will Blount Mid,unmatched,unknown,0.628571,14
2004,BLOUNT,05 PELLISSIPPI,BLOUNT,05 Pellissippi,unmatched,unknown,0.32,14
2004,BLOUNT,08 EAGLETON 20TH,BLOUNT,08 Eagleton 20th,unmatched,unknown,0.571429,14
2004,BLOUNT,09 EAGLETON 8TH,BLOUNT,09 Eagleton 8th,unmatched,unknown,0.588235,14
2004,BLOUNT,37 BOARD ED CNTY,BLOUNT,37 Board Ed Cnty,unmatched,unknown,0.347826,14
2004,BLOUNT,38 BOARD ED CITY,BLOUNT,38 Board Ed City,unmatched,unknown,0.444444,14
2004,BLOUNT,47 PELLISSIPPI ALCOA,BLOUNT,47 Pellissippi Alcoa,unmatched,unknown,0.358974,14
2004,BLOUNT,48 PELLISSIPPI MARY,BLOUNT,48 Pellissippi Mary,unmatched,unknown,0.266667,14
2004,DAVIDSON,AIS,DAVIDSON,AIS,unmatched,unknown,0.3,27
2004,HAMILTON,LOOKOUT VALLEY 3,HAMILTON,Lookout Valley 3,unmatched,unknown,0.514286,16
2004,HAMILTON,LOOKOUT VALLEY 4,HAMILTON,Lookout Valley 4,unmatched,unknown,0.514286,16
2004,HAMILTON,Z1SATELLITE 1 EC,HAMILTON,z1Satellite 1 EC,unmatched,unknown,0.413793,28
2004,HAMILTON,Z2SATELLITE 2 NG,HAMILTON,z2Satellite 2 NG,unmatched,unknown,0.413793,28
2004,HAMILTON,Z3SATELLITE 3 BR,HAMILTON,z3Satellite 3 BR,unmatched,unknown,0.413793,28
2004,HAMILTON,Z4SATELLITE 4,HAMILTON,z4Satellite 4,unmatched,unknown,0.466667,28
2004,HAMILTON,Z5ELECTION DAY,HAMILTON,z5Election Day,unmatched,unknown,0.444444,28
2004,HAMILTON,Z7PROVISIONAL,HAMILTON,z7Provisional,unmatched,unknown,0.454545,28
2004,HAMILTON,Z8ABSENTEE,HAMILTON,z8ABSENTEE,unmatched,unknown,0.434783,28
2004,HAMILTON,Z9EARLY,HAMILTON,z9EARLY,unmatched,unknown,0.5,28
2004,HENDERSON,10 FIRE STATION 10,HENDERSON,10 Fire Station #10,unmatched,unknown,0.451613,12
2004,HENDERSON,ZABSENTEE,HENDERSON,zABSENTEE,unmatched,unknown,0.32,12
2004,HENDERSON,ZEARLY,HENDERSON,zEARLY,unmatched,unknown,0.375,12
2004,HOUSTON,1 STEWART CC,HOUSTON,1 Stewart CC,unmatched,unknown,0.62069,13
