year,county_norm,precinct_norm,county_raw,precinct_raw,match_method,confidence_tier,match_score,source_rows
2004,HOUSTON,4 SENIOR CITIZ BLDG,HOUSTON,4 Senior Citiz Bldg,unmatched,unknown,0.444444,13
2004,HOUSTON,6 MIDDLE SCHOOL,HOUSTON,6 Middle School,unmatched,unknown,0.540541,13
2004,LINCOLN,2 1 BOONSHILL CC,LINCOLN,2-1 Boonshill CC,unmatched,unknown,0.628571,11
2004,LINCOLN,3 2 THORTON TAYLOR,LINCOLN,3-2 Thorton Taylor,unmatched,unknown,0.651163,11
2004,LINCOLN,4 2 FNB COMM ROOM,LINCOLN,4-2 FNB Comm Room,unmatched,unknown,0.352941,12
2004,LINCOLN,5 1 CNTY HWY GARAGE,LINCOLN,5-1 Cnty Hwy Garage,unmatched,unknown,0.631579,12
2004,LINCOLN,5 2 NINTH GRADE ACAD,LINCOLN,5-2 Ninth Grade Acad,unmatched,unknown,0.315789,11
2004,LINCOLN,6 2 BELLEVILLE CC,LINCOLN,6-2 Belleville CC,unmatched,unknown,0.648649,11
2004,LINCOLN,7 1 ELORA CC,LINCOLN,7-1 Elora CC,unmatched,unknown,0.518519,12
2004,LINCOLN,7 3 KELSO CC,LINCOLN,7-3 Kelso CC,unmatched,unknown,0.518519,11
2004,LINCOLN,8 1 LINCOLN CC,LINCOLN,8-1 Lincoln CC,unmatched,unknown,0.592593,12
2004,MAURY,CITY HALL,MAURY,City Hall,unmatched,unknown,0.444444,12
2004,MONROE,13 TOQUA CC,MONROE,13 Toqua CC,unmatched,unknown,0.62069,11
2004,PUTNAM,05D CKVILLE COMM IN,PUTNAM,05D Ckville Comm In,unmatched,unknown,0.444444,13
2004,PUTNAM,05E CKVILLE COMM OUT,PUTNAM,05E Ckville Comm Out,unmatched,unknown,0.461538,13
2004,RUTHERFORD,01 2 ROY WALDRON SCH,RUTHERFORD,01-2 Roy Waldron Sch,unmatched,unknown,0.578947,15
2004,RUTHERFORD,02 3 MILTON FIREHALL,RUTHERFORD,02-3 Milton FireHall,unmatched,unknown,0.578947,14
2004,RUTHERFORD,03 1 LEANNA CC,RUTHERFORD,03-1 Leanna CC,unmatched,unknown,0.482759,15
2004,RUTHERFORD,03 4 FLORENCE BAPT,RUTHERFORD,03-4 Florence Bapt,unmatched,unknown,0.387097,14
2004,RUTHERFORD,04 1 ADVENT LUTHERAN,RUTHERFORD,04-1 Advent Lutheran,unmatched,unknown,0.363636,14
2004,RUTHERFORD,04 4 OAKLAND HS,RUTHERFORD,04-4 Oakland HS,unmatched,unknown,0.540541,16
2004,RUTHERFORD,05 1 LAVERGNE CIVIC,RUTHERFORD,05-1 LaVergne Civic,unmatched,unknown,0.636364,16
2004,RUTHERFORD,07 3 MID TN ELECTRIC,RUTHERFORD,07-3 Mid TN Electric,unmatched,unknown,0.409091,14
2004,RUTHERFORD,08 1 ALMAVILLE CC,RUTHERFORD,08-1 Almaville CC,unmatched,unknown,0.611111,13
2004,RUTHERFORD,08 2 EAGLEVILLE CC,RUTHERFORD,08-2 Eagleville CC,unmatched,unknown,0.631579,12
2004,RUTHERFORD,08 3 LEBANON CHURCH,RUTHERFORD,08-3 Lebanon Church,unmatched,unknown,0.421053,12
2004,RUTHERFORD,09 1 ALMAVILLE FIRE,RUTHERFORD,09-1 Almaville Fire,unmatched,unknown,0.636364,12
2004,RUTHERFORD,09 2 ROCK SPGS II,RUTHERFORD,09-2 Rock Spgs II,unmatched,unknown,0.375,12
2004,RUTHERFORD,10 3 ROCK SPGS III,RUTHERFORD,10-3 Rock Spgs III,unmatched,unknown,0.363636,15
2004,RUTHERFORD,12 1 NISSAN FIRE,RUTHERFORD,12-1 Nissan Fire,unmatched,unknown,0.628571,16
2004,RUTHERFORD,14 2 SIEGAL ELEM,RUTHERFORD,14-2 Siegal Elem,unmatched,unknown,0.464286,16
2004,RUTHERFORD,15 1 MBORO SPORTS,RUTHERFORD,15-1 MBoro Sports,unmatched,unknown,0.585366,16
2004,RUTHERFORD,18 2 WILDERNESS II,RUTHERFORD,18-2 Wilderness II,unmatched,unknown,0.387097,14
2004,RUTHERFORD,18 3 WILDERNESS III,RUTHERFORD,18-3 Wilderness III,unmatched,unknown,0.409091,12
2004,RUTHERFORD,20 1 JOYWOOD CHURCH,RUTHERFORD,20-1 Joywood Church,unmatched,unknown,0.424242,14
2004,RUTHERFORD,20 2 FLORENCE FIRE,RUTHERFORD,20-2 Florence Fire,unmatched,unknown,0.461538,14
2004,SUMNER,ABS SATELLITE,SUMNER,ABS & SATELLITE,unmatched,unknown,0.482759,19
2004,VAN BUREN,CEDAR GROVE CC,VAN BUREN,Cedar Grove CC,unmatched,unknown,0.7,12
2004,VAN BUREN,CUMMINGSVILLE CC,VAN BUREN,Cummingsville CC,unmatched,unknown,0.727273,12
2004,VAN BUREN,WHITE HILL CC,VAN BUREN,White Hill CC,unmatched,unknown,0.684211,12
2004,WASHINGTON,10I INDIAN TRAIL,WASHINGTON,10I Indian Trail,matched_no_transfer,high,1.0,14
2004,WASHINGTON,11W BOONES CRK WEST,WASHINGTON,11W Boones Crk West,matched_no_transfer,high,1.0,12
