county_norm,precinct_norm,canonical_label,years_present,first_year,last_year,has_2024,prctseq_2024
SHELBY,08 10,08-10,2024,2024,2024,1,0089
SHELBY,08 11,08-11,2024,2024,2024,1,0090
SHELBY,08 12,08-12,2024,2024,2024,1,0091
SHELBY,09 01,09-01,2024,2024,2024,1,0092
SHELBY,09 02,09-02,2024,2024,2024,1,0093
SHELBY,09 03,09-03,2024,2024,2024,1,0094
SHELBY,09 04,09-04,2024,2024,2024,1,0095
SHELBY,09 05,09-05,2024,2024,2024,1,0096
SHELBY,09 06,09-06,2024,2024,2024,1,0097
SHELBY,09 07,09-07,2024,2024,2024,1,0098
SHELBY,09 08,09-08,2024,2024,2024,1,0099
SHELBY,09 09,09-09,2024,2024,2024,1,0100
SHELBY,09 10,09-10,2024,2024,2024,1,0101
SHELBY,09 11,09-11,2024,2024,2024,1,0102
SHELBY,10 01,10-01,2024,2024,2024,1,0103
SHELBY,10 02,10-02,2024,2024,2024,1,0104
SHELBY,10 03,10-03,2024,2024,2024,1,0105
SHELBY,10 04,10-04,2024,2024,2024,1,0106
SHELBY,10 05,10-05,2024,2024,2024,1,0107
SHELBY,10 06,10-06,2024,2024,2024,1,0108
SHELBY,10 07,10-07,2024,2024,2024,1,0109
SHELBY,10 08,10-08,2024,2024,2024,1,0110
SHELBY,10 09,10-09,2024,2024,2024,1,0111
SHELBY,10 10,10-10,2024,2024,2024,1,0112
SHELBY,11 01,11-01,2024,2024,2024,1,0113
SHELBY,11 02,11-02,2024,2024,2024,1,0114
SHELBY,11 03,11-03,2024,2024,2024,1,0115
SHELBY,11 04,11-04,2024,2024,2024,1,0116
SHELBY,11 05,11-05,2024,2024,2024,1,0117
SHELBY,11 06,11-06,2024,2024,2024,1,0118
SHELBY,11 07,11-07,2024,2024,2024,1,0119
SHELBY,11 08,11-08,2024,2024,2024,1,0120
SHELBY,12 01,12-01,2024,2024,2024,1,0121
SHELBY,12 02,12-02,2024,2024,2024,1,0122
SHELBY,12 03,12-03,2024,2024,2024,1,0123
SHELBY,12 04,12-04,2024,2024,2024,1,0124
SHELBY,12 05,12-05,2024,2024,2024,1,0125
SHELBY,12 06,12-06,2024,2024,2024,1,0126
SHELBY,12 07,12-07,2024,2024,2024,1,0127
SHELBY,12 08,12-08,2024,2024,2024,1,0128
SHELBY,12 09,12-09,2024,2024,2024,1,0129
SHELBY,12 10,12-10,2024,2024,2024,1,0130
SHELBY,13 01,13-01,2022;2024,2022,2024,1,0131
SHELBY,13 02,13-02,2022;2024,2022,2024,1,0132
SHELBY,13 03,13-03,2022;2024,2022,2024,1,0133
SHELBY,13 04,13-04,2022;2024,2022,2024,1,0134
SHELBY,13 05,13-05,2022;2024,2022,2024,1,0135
SHELBY,13 06,13-06,2022;2024,2022,2024,1,0136
SHELBY,13 07,13-07,2022;2024,2022,2024,1,0137
SHELBY,13 08,13-08,2022;2024,2022,2024,1,0138
SHELBY,13 09,13-09,2022;2024,2022,2024,1,0139
SHELBY,13 10,13-10,2022;2024,2022,2024,1,0140
SHELBY,13 11,13-11,2022;2024,2022,2024,1,0141
SHELBY,13 12,13-12,2022;2024,2022,2024,1,0142
SHELBY,44562,44562,2022,2022,2022,0,
SHELBY,44563,44563,2022,2022,2022,0,
SHELBY,44564,44564,2022,2022,2022,0,
SHELBY,44565,44565,2022,2022,2022,0,
SHELBY,44566,44566,2022,2022,2022,0,
SHELBY,44567,44567,2022,2022,2022,0,
SHELBY,44568,44568,2022,2022,2022,0,
SHELBY,44569,44569,2022,2022,2022,0,
SHELBY,44570,44570,2022,2022,2022,0,
SHELBY,44571,44571,2022,2022,2022,0,
SHELBY,44572,44572,2022,2022,2022,0,
SHELBY,44593,44593,2022,2022,2022,0,
SHELBY,44594,44594,2022,2022,2022,0,
SHELBY,44595,44595,2022,2022,2022,0,
SHELBY,44596,44596,2022,2022,2022,0,
SHELBY,44597,44597,2022,2022,2022,0,
SHELBY,44598,44598,2022,2022,2022,0,
SHELBY,44599,44599,2022,2022,2022,0,
SHELBY,44600,44600,2022,2022,2022,0,
SHELBY,44601,44601,2022,2022,2022,0,
SHELBY,44602,44602,2022,2022,2022,0,
SHELBY,44603,44603,2022,2022,2022,0,
SHELBY,44604,44604,2022,2022,2022,0,
SHELBY,44605,44605,2022,2022,2022,0,
SHELBY,44606,44606,2022,2022,2022,0,
SHELBY,44607,44607,2022,2022,2022,0,
SHELBY,44621,44621,2022,2022,2022,0,
SHELBY,44622,44622,2022,2022,2022,0,
SHELBY,44623,44623,2022,2022,2022,0,
SHELBY,44624,44624,2022,2022,2022,0,
SHELBY,44625,44625,2022,2022,2022,0,
SHELBY,44626,44626,2022,2022,2022,0,
SHELBY,44627,44627,2022,2022,2022,0,
SHELBY,44628,44628,2022,2022,2022,0,
SHELBY,44629,44629,2022,2022,2022,0,
SHELBY,44630,44630,2022,2022,2022,0,
SHELBY,44631,44631,2022,2022,2022,0,
SHELBY,44652,44652,2022,2022,2022,0,
SHELBY,44653,44653,2022,2022,2022,0,
SHELBY,44654,44654,2022,2022,2022,0,
SHELBY,44655,44655,2022,2022,2022,0,
SHELBY,44656,44656,2022,2022,2022,0,
SHELBY,44657,44657,2022,2022,2022,0,
SHELBY,44658,44658,2022,2022,2022,0,
SHELBY,44659,44659,2022,2022,2022,0,
SHELBY,44660,44660,2022,2022,2022,0,
SHELBY,44661,44661,2022,2022,2022,0,
SHELBY,44662,44662,2022,2022,2022,0,
SHELBY,44663,44663,2022,2022,2022,0,
SHELBY,44682,44682,2022,2022,2022,0,
SHELBY,44683,44683,2022,2022,2022,0,
SHELBY,44684,44684,2022,2022,2022,0,
SHELBY,44685,44685,2022,2022,2022,0,
SHELBY,44686,44686,2022,2022,2022,0,
SHELBY,44687,44687,2022,2022,2022,0,
SHELBY,44688,44688,2022,2022,2022,0,
SHELBY,44689,44689,2022,2022,2022,0,
SHELBY,44690,44690,2022,2022,2022,0,
SHELBY,44691,44691,2022,2022,2022,0,
SHELBY,44693,44693,2022,2022,2022,0,
SHELBY,44713,44713,2022,2022,2022,0,
SHELBY,44714,44714,2022,2022,2022,0,
SHELBY,44715,44715,2022,2022,2022,0,
SHELBY,44716,44716,2022,2022,2022,0,
SHELBY,44717,44717,2022,2022,2022,0,
SHELBY,44718,44718,2022,2022,2022,0,
SHELBY,44719,44719,2022,2022,2022,0,
SHELBY,44720,44720,2022,2022,2022,0,
SHELBY,44721,44721,2022,2022,2022,0,
SHELBY,44743,44743,2022,2022,2022,0,
SHELBY,44744,44744,2022,2022,2022,0,
SHELBY,44745,44745,2022,2022,2022,0,
SHELBY,44746,44746,2022,2022,2022,0,
SHELBY,44747,44747,2022,2022,2022,0,
SHELBY,44748,44748,2022,2022,2022,0,
SHELBY,44749,44749,2022,2022,2022,0,
SHELBY,44750,44750,2022,2022,2022,0,
SHELBY,44751,44751,2022,2022,2022,0,
SHELBY,44752,44752,2022,2022,2022,0,
SHELBY,44774,44774,2022,2022,2022,0,
SHELBY,44775,44775,2022,2022,2022,0,
SHELBY,44776,44776,2022,2022,2022,0,
SHELBY,44777,44777,2022,2022,2022,0,
SHELBY,44778,44778,2022,2022,2022,0,
SHELBY,44779,44779,2022,2022,2022,0,
SHELBY,44780,44780,2022,2022,2022,0,
SHELBY,44781,44781,2022,2022,2022,0,
SHELBY,44782,44782,2022,2022,2022,0,
SHELBY,44783,44783,2022,2022,2022,0,
SHELBY,44784,44784,2022,2022,2022,0,
SHELBY,44785,44785,2022,2022,2022,0,
SHELBY,44805,44805,2022,2022,2022,0,
SHELBY,44806,44806,2022,2022,2022,0,
SHELBY,44807,44807,2022,2022,2022,0,
SHELBY,44808,44808,2022,2022,2022,0,
SHELBY,44809,44809,2022,2022,2022,0,
SHELBY,44810,44810,2022,2022,2022,0,
SHELBY,44811,44811,2022,2022,2022,0,
SHELBY,44812,44812,2022,2022,2022,0,
SHELBY,44813,44813,2022,2022,2022,0,
SHELBY,44814,44814,2022,2022,2022,0,
SHELBY,44815,44815,2022,2022,2022,0,
SHELBY,44835,44835,2022,2022,2022,0,
SHELBY,44836,44836,2022,2022,2022,0,
SHELBY,44837,44837,2022,2022,2022,0,
SHELBY,44838,44838,2022,2022,2022,0,
SHELBY,44839,44839,2022,2022,2022,0,
SHELBY,44840,44840,2022,2022,2022,0,
SHELBY,44841,44841,2022,2022,2022,0,
SHELBY,44842,44842,2022,2022,2022,0,
SHELBY,44843,44843,2022,2022,2022,0,
SHELBY,44844,44844,2022,2022,2022,0,
SHELBY,44866,44866,2022,2022,2022,0,
SHELBY,44867,44867,2022,2022,2022,0,
SHELBY,44868,44868,2022,2022,2022,0,
SHELBY,44869,44869,2022,2022,2022,0,
SHELBY,44870,44870,2022,2022,2022,0,
SHELBY,44871,44871,2022,2022,2022,0,
SHELBY,44872,44872,2022,2022,2022,0,
SHELBY,44873,44873,2022,2022,2022,0,
SHELBY,44896,44896,2022,2022,2022,0,
SHELBY,44897,44897,2022,2022,2022,0,
SHELBY,44898,44898,2022,2022,2022,0,
SHELBY,44899,44899,2022,2022,2022,0,
SHELBY,44900,44900,2022,2022,2022,0,
SHELBY,44901,44901,2022,2022,2022,0,
SHELBY,44902,44902,2022,2022,2022,0,
SHELBY,44903,44903,2022,2022,2022,0,
SHELBY,44904,44904,2022,2022,2022,0,
SHELBY,44905,44905,2022,2022,2022,0,
SHELBY,ARLINGTON,Arlington,2004;2006;2008,2004,2008,0,
SHELBY,ARLINGTON 01,Arlington 01,2010;2012;2014;2016;2018;2020,2010,2020,0,
SHELBY,ARLINGTON 02,Arlington 02,2010;2012;2014;2016;2018;2020,2010,2020,0,
SHELBY,BARTLETT 01,Bartlett 01,2004;2008,2004,2008,0,
SHELBY,BARTLETT 02,Bartlett 02,2004;2008;2010;2012;2014,2004,2014,0,
SHELBY,BARTLETT 03,Bartlett 03,2004;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,BARTLETT 04,Bartlett 04,2004;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,BARTLETT 05,Bartlett 05,2004;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,BARTLETT 06,Bartlett 06,2004;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,BARTLETT 08,Bartlett 08,2004;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,BARTLETT 09,Bartlett 09,2004;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,BARTLETT 10,Bartlett 10,2004;2008;2010;2012,2004,2012,0,
SHELBY,BARTLETT 11,Bartlett 11,2004;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,BARTLETT 12,Bartlett 12,2004;2008;2010;2012;2014,2004,2014,0,
SHELBY,BARTLETT 13,Bartlett 13,2010;2012;2014;2016;2018;2020,2010,2020,0,
SHELBY,BARTLETT 14,Bartlett 14,2010;2012,2010,2012,0,
SHELBY,BRUNSWICK 01,Brunswick 01,2004;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,BRUNSWICK 02,Brunswick 02,2004;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,CAPLEVILLE 01,Capleville 01,2004;2008;2010,2004,2010,0,
SHELBY,CAPLEVILLE 05,Capleville 05,2004;2008;2010,2004,2010,0,
SHELBY,COLLIERVILLE 01,Collierville 01,2004;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,COLLIERVILLE 02,Collierville 02,2004;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,COLLIERVILLE 03,Collierville 03,2004;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,COLLIERVILLE 04,Collierville 04,2004;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,COLLIERVILLE 05,Collierville 05,2004;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,COLLIERVILLE 06,Collierville 06,2004;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,COLLIERVILLE 07,Collierville 07,2004;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,COLLIERVILLE 08,Collierville 08,2010;2012;2014;2016;2018;2020,2010,2020,0,
SHELBY,COLLIERVILLE 09,Collierville 09,2010;2012;2014;2016;2018;2020,2010,2020,0,
SHELBY,CORDOVA 02,Cordova 02,2004;2008,2004,2008,0,
SHELBY,CORDOVA 03,Cordova 03,2004;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,CORDOVA 04,Cordova 04,2004;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,CORDOVA 05,Cordova 05,2004;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,CORDOVA 06,Cordova 06,2004;2008;2010;2012,2004,2012,0,
SHELBY,CORDOVA 08,Cordova 08,2004;2008,2004,2008,0,
SHELBY,CORDOVA 09,Cordova 09,2004;2008;2010;2012,2004,2012,0,
SHELBY,CORDOVA 10,Cordova 10,2004;2008,2004,2008,0,
SHELBY,EADS,Eads,2004;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,FOREST HILLS,Forest Hills,2004;2008,2004,2008,0,
SHELBY,FOREST HILLS 01,Forest Hills 01,2010;2012;2014;2016;2018;2020,2010,2020,0,
SHELBY,FOREST HILLS 02,Forest Hills 02,2010;2012;2014;2016;2018;2020,2010,2020,0,
SHELBY,FOREST HILLS 03,Forest Hills 03,2012;2014;2016;2018;2020,2012,2020,0,
SHELBY,GERMANTOWN 01,Germantown 01,2004;2008;2010;2012;2014,2004,2014,0,
SHELBY,GERMANTOWN 02,Germantown 02,2004;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,GERMANTOWN 03,Germantown 03,2004;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,GERMANTOWN 04,Germantown 04,2004;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,GERMANTOWN 05,Germantown 05,2004;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,GERMANTOWN 06,Germantown 06,2004;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,GERMANTOWN 07,Germantown 07,2004;2008,2004,2008,0,
SHELBY,GERMANTOWN 08,Germantown 08,2004;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,GERMANTOWN 09,Germantown 09,2004;2008;2010;2012;2014,2004,2014,0,
SHELBY,GERMANTOWN 10,Germantown 10,2004;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,GERMANTOWN 11,Germantown 11,2004;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,GERMANTOWN 12,Germantown 12,2004;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,KERRVILLE,Kerrville,2004;2008;2010,2004,2010,0,
SHELBY,LAKELAND 01,Lakeland 01,2004;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,LAKELAND 02,Lakeland 02,2004;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,LOCKE,Locke,2004;2008;2010,2004,2010,0,
SHELBY,LUCY 01,Lucy 01,2004;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,LUCY 02,Lucy 02,2004;2008;2010,2004,2010,0,
SHELBY,LUCY 03,Lucy 03,2004;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,MCCONNELL S,McConnell's,2004;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,MEMPHIS 01,Memphis 01,2004;2006;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,MEMPHIS 02,Memphis 02,2004;2006;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,MEMPHIS 07,Memphis 07,2004;2006;2008,2004,2008,0,
SHELBY,MEMPHIS 11,Memphis 11,2004;2006;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,MEMPHIS 12,Memphis 12,2004;2006;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,MEMPHIS 13,Memphis 13,2010;2012;2014;2016;2018;2020,2010,2020,0,
SHELBY,MEMPHIS 13 1,Memphis 13-1,2004;2006;2008,2004,2008,0,
SHELBY,MEMPHIS 13 2,Memphis 13-2,2004;2006;2008,2004,2008,0,
SHELBY,MEMPHIS 15,Memphis 15,2004;2006,2004,2006,0,
SHELBY,MEMPHIS 16 1,Memphis 16-1,2004;2006;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,MEMPHIS 16 3,Memphis 16-3,2004;2006;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,MEMPHIS 17,Memphis 17,2004;2006;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,MEMPHIS 20 1,Memphis 20-1,2004;2006;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,MEMPHIS 20 3,Memphis 20-3,2004;2006;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,MEMPHIS 21,Memphis 21,2010;2012;2014;2016;2018;2020,2010,2020,0,
SHELBY,MEMPHIS 21 1,Memphis 21-1,2004;2006;2008,2004,2008,0,
SHELBY,MEMPHIS 21 2,Memphis 21-2,2004;2006;2008,2004,2008,0,
SHELBY,MEMPHIS 21 3,Memphis 21-3,2004;2006;2008,2004,2008,0,
SHELBY,MEMPHIS 22,Memphis 22,2004;2006;2008;2010;2012;2014,2004,2014,0,
SHELBY,MEMPHIS 25 1,Memphis 25-1,2004;2006;2008,2004,2008,0,
SHELBY,MEMPHIS 25 2,Memphis 25-2,2004;2006;2008;2010,2004,2010,0,
SHELBY,MEMPHIS 26,Memphis 26,2010;2012;2014;2016;2018;2020,2010,2020,0,
SHELBY,MEMPHIS 26 1,Memphis 26-1,2004;2006;2008,2004,2008,0,
SHELBY,MEMPHIS 26 2,Memphis 26-2,2004;2006;2008,2004,2008,0,
SHELBY,MEMPHIS 26 3,Memphis 26-3,2004;2006;2008,2004,2008,0,
SHELBY,MEMPHIS 27,Memphis 27,2006;2008;2010,2006,2010,0,
SHELBY,MEMPHIS 27 1,Memphis 27-1,2004,2004,2004,0,
SHELBY,MEMPHIS 27 2,Memphis 27-2,2004,2004,2004,0,
SHELBY,MEMPHIS 28,Memphis 28,2010;2012;2014;2016;2018;2020,2010,2020,0,
SHELBY,MEMPHIS 28 1,Memphis 28-1,2004;2006;2008,2004,2008,0,
SHELBY,MEMPHIS 28 2,Memphis 28-2,2004;2006;2008,2004,2008,0,
SHELBY,MEMPHIS 29 1,Memphis 29-1,2004;2006;2008;2010;2012;2014,2004,2014,0,
SHELBY,MEMPHIS 29 2,Memphis 29-2,2004;2006;2008;2010;2012;2014,2004,2014,0,
SHELBY,MEMPHIS 30,Memphis 30,2004;2006;2008,2004,2008,0,
SHELBY,MEMPHIS 31 1,Memphis 31-1,2004;2006;2008;2010,2004,2010,0,
SHELBY,MEMPHIS 31 2,Memphis 31-2,2004;2006;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,MEMPHIS 31 3,Memphis 31-3,2004,2004,2004,0,
SHELBY,MEMPHIS 31 4,Memphis 31-4,2004;2006;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,MEMPHIS 32,Memphis 32,2004;2006;2008;2010,2004,2010,0,
SHELBY,MEMPHIS 33,Memphis 33,2004;2006;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,MEMPHIS 34 1,Memphis 34-1,2004;2006;2008,2004,2008,0,
SHELBY,MEMPHIS 34 2,Memphis 34-2,2004;2006;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,MEMPHIS 35 1,Memphis 35-1,2004;2006;2008,2004,2008,0,
SHELBY,MEMPHIS 35 2,Memphis 35-2,2004;2006;2008,2004,2008,0,
SHELBY,MEMPHIS 35 3,Memphis 35-3,2004;2006;2008,2004,2008,0,
SHELBY,MEMPHIS 36 1,Memphis 36-1,2004;2006;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,MEMPHIS 36 2,Memphis 36-2,2004;2006;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,MEMPHIS 36 3,Memphis 36-3,2004;2006;2008;2010;2012;2014,2004,2014,0,
SHELBY,MEMPHIS 37,Memphis 37,2004;2006;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,MEMPHIS 38 1,Memphis 38-1,2004;2006;2008,2004,2008,0,
SHELBY,MEMPHIS 38 2,Memphis 38-2,2004;2006;2008;2010;2012;2014,2004,2014,0,
SHELBY,MEMPHIS 40 1,Memphis 40-1,2004;2006;2008;2010;2012;2014,2004,2014,0,
SHELBY,MEMPHIS 40 2,Memphis 40-2,2004;2006;2008;2010;2012;2014,2004,2014,0,
SHELBY,MEMPHIS 41 1,Memphis 41-1,2004;2006;2008;2010;2012;2014,2004,2014,0,
SHELBY,MEMPHIS 41 2,Memphis 41-2,2004;2006;2008,2004,2008,0,
SHELBY,MEMPHIS 41 3,Memphis 41-3,2004;2006;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,MEMPHIS 42 1,Memphis 42-1,2004;2006;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,MEMPHIS 42 2,Memphis 42-2,2004;2006;2008,2004,2008,0,
SHELBY,MEMPHIS 43 1,Memphis 43-1,2004;2006;2008,2004,2008,0,
SHELBY,MEMPHIS 43 2,Memphis 43-2,2004;2006;2008;2010;2012;2014,2004,2014,0,
SHELBY,MEMPHIS 44 1,Memphis 44-1,2004;2006;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,MEMPHIS 44 2,Memphis 44-2,2004;2006;2008;2010;2012;2014,2004,2014,0,
SHELBY,MEMPHIS 44 3,Memphis 44-3,2004;2006;2008;2010;2012;2014,2004,2014,0,
SHELBY,MEMPHIS 44 4,Memphis 44-4,2004;2006;2008;2010,2004,2010,0,
SHELBY,MEMPHIS 44 5,Memphis 44-5,2004;2006;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,MEMPHIS 45 1,Memphis 45-1,2004;2006;2008;2010;2012;2014,2004,2014,0,
SHELBY,MEMPHIS 45 2,Memphis 45-2,2004;2006;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,MEMPHIS 45 4,Memphis 45-4,2004;2006;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,MEMPHIS 46 1,Memphis 46-1,2004;2006;2008;2010;2012;2014,2004,2014,0,
SHELBY,MEMPHIS 46 2,Memphis 46-2,2004;2006;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,MEMPHIS 47,Memphis 47,2010;2012;2014;2016;2018;2020,2010,2020,0,
SHELBY,MEMPHIS 47 1,Memphis 47-1,2004;2006;2008,2004,2008,0,
SHELBY,MEMPHIS 47 2,Memphis 47-2,2004;2006;2008,2004,2008,0,
SHELBY,MEMPHIS 47 3,Memphis 47-3,2004;2006;2008,2004,2008,0,
SHELBY,MEMPHIS 48,Memphis 48,2004;2006;2008;2010;2012;2014,2004,2014,0,
SHELBY,MEMPHIS 49,Memphis 49,2010;2012;2014;2016;2018;2020,2010,2020,0,
SHELBY,MEMPHIS 49 1,Memphis 49-1,2004;2006;2008,2004,2008,0,
SHELBY,MEMPHIS 49 2,Memphis 49-2,2004;2006;2008,2004,2008,0,
SHELBY,MEMPHIS 50 1,Memphis 50-1,2004;2006;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,MEMPHIS 50 2,Memphis 50-2,2004;2006;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,MEMPHIS 51,Memphis 51,2004;2006;2008,2004,2008,0,
SHELBY,MEMPHIS 52 1,Memphis 52-1,2004;2006;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,MEMPHIS 52 2,Memphis 52-2,2004;2006;2008;2010;2012;2014,2004,2014,0,
SHELBY,MEMPHIS 52 3,Memphis 52-3,2004;2006;2008;2010;2012;2014,2004,2014,0,
SHELBY,MEMPHIS 53 1,Memphis 53-1,2004;2006;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,MEMPHIS 53 2,Memphis 53-2,2004;2006;2008;2010;2012;2014,2004,2014,0,
SHELBY,MEMPHIS 53 3,Memphis 53-3,2004;2006;2008;2010;2012;2014,2004,2014,0,
SHELBY,MEMPHIS 54,Memphis 54,2004;2006;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,MEMPHIS 55 1,Memphis 55-1,2004;2006;2008;2010;2012;2014,2004,2014,0,
SHELBY,MEMPHIS 55 2,Memphis 55-2,2004;2006;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,MEMPHIS 56 1,Memphis 56-1,2004;2006;2008;2010;2012;2014,2004,2014,0,
SHELBY,MEMPHIS 56 2,Memphis 56-2,2004;2006,2004,2006,0,
SHELBY,MEMPHIS 56 3,Memphis 56-3,2004;2006;2008;2010;2012;2014,2004,2014,0,
SHELBY,MEMPHIS 57,Memphis 57,2004;2006;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,MEMPHIS 58 1,Memphis 58-1,2004;2006;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,MEMPHIS 58 2,Memphis 58-2,2004;2006;2008,2004,2008,0,
SHELBY,MEMPHIS 58 3,Memphis 58-3,2004;2006;2008,2004,2008,0,
SHELBY,MEMPHIS 58 4,Memphis 58-4,2004;2006;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,MEMPHIS 59 1,Memphis 59-1,2004;2006;2008;2010;2012;2014,2004,2014,0,
SHELBY,MEMPHIS 59 2,Memphis 59-2,2004;2006;2008,2004,2008,0,
SHELBY,MEMPHIS 59 3,Memphis 59-3,2004;2006;2008,2004,2008,0,
SHELBY,MEMPHIS 59 4,Memphis 59-4,2004;2006;2008,2004,2008,0,
SHELBY,MEMPHIS 59 5,Memphis 59-5,2004;2006;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,MEMPHIS 60 1,Memphis 60-1,2004;2006;2008;2010;2012;2014,2004,2014,0,
SHELBY,MEMPHIS 60 10,Memphis 60-10,2004;2006;2008,2004,2008,0,
SHELBY,MEMPHIS 60 2,Memphis 60-2,2004;2006;2008;2010;2012;2014,2004,2014,0,
SHELBY,MEMPHIS 60 3,Memphis 60-3,2004;2006;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,MEMPHIS 60 4,Memphis 60-4,2004;2006;2008;2010;2012;2014,2004,2014,0,
SHELBY,MEMPHIS 60 5,Memphis 60-5,2004;2006;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,MEMPHIS 60 6,Memphis 60-6,2004;2006;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,MEMPHIS 60 7,Memphis 60-7,2004;2006;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,MEMPHIS 60 8,Memphis 60-8,2004;2006;2008;2010;2012;2014,2004,2014,0,
SHELBY,MEMPHIS 60 9,Memphis 60-9,2004;2006;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,MEMPHIS 61,Memphis 61,2004;2006;2008;2010;2012;2014;2016;2018;2020,2004,2020,0,
SHELBY,MEMPHIS 62,Memphis 62,2008;2010;2012;2014;2016;2018;2020,2008,2020,0,
SHELBY,MEMPHIS 62 1,Memphis 62-1,2004;2006,2004,2006,0,
SHELBY,MEMPHIS 62 2,Memphis 62-2,2004;2006,2004,2006,0,
