from_year,source_vintage,county_norm,from_precinct_norm,src_vtdst,dst_vtd20,weight,match_method,confidence_tier,match_score
2020,2020,BEDFORD,2 3 FAIR HAVEN,000103,000103,1.0,forced_best_name,low,0.571429
2020,2020,CARROLL,MCKENZIE,000818,000818,1.0,tail_fuzzy_name,low,0.761905
2020,2020,COFFEE,1 ADA WRIGHT CC,1328,001501,0.89418525,tail_fuzzy_name,low,0.869565
2020,2020,COFFEE,1 ADA WRIGHT CC,1328,001502,0.07993327,tail_fuzzy_name,low,0.869565
2020,2020,COFFEE,1 ADA WRIGHT CC,1328,001511,0.02496231,tail_fuzzy_name,low,0.869565
2020,2020,COFFEE,1 ADA WRIGHT CC,1328,001512,0.00087502,tail_fuzzy_name,low,0.869565
2020,2020,COFFEE,1 ADA WRIGHT CC,1328,001504,4.415e-05,tail_fuzzy_name,low,0.869565
2020,2020,COFFEE,20 SR CITIZENS CENTER,001520,001520,1.0,forced_best_name,low,0.717949
2020,2020,COFFEE,3 TRINITY,0002,001502,1.0,forced_best_name,low,0.571429
2020,2020,COFFEE,6 TN VOCATIONAL CENTER,001506,001506,1.0,tail_fuzzy_name,low,0.787879
2020,2020,DEKALB,1 3 EDGAR EVINS PARK,002151,002151,1.0,tail_fuzzy_name,low,0.842105
2020,2020,GIBSON,12 28 MILAN CPC,0013,002767,1.0,forced_best_name,low,0.75
2020,2020,GIBSON,6 10 HUMBOLDT HS,002755,002755,1.0,tail_fuzzy_name,low,0.75
2020,2020,GIBSON,9 20 JC BUILDING,2880,002762,0.99763886,forced_best_name,low,0.484848
2020,2020,GIBSON,9 20 JC BUILDING,2880,002763,0.0013906,forced_best_name,low,0.484848
2020,2020,GIBSON,9 20 JC BUILDING,2880,002775,0.00030551,forced_best_name,low,0.484848
2020,2020,GIBSON,9 20 JC BUILDING,2880,002761,0.00019745,forced_best_name,low,0.484848
2020,2020,GIBSON,9 20 JC BUILDING,2880,002778,0.00019034,forced_best_name,low,0.484848
2020,2020,GIBSON,9 20 JC BUILDING,2880,002764,0.00018282,forced_best_name,low,0.484848
2020,2020,GIBSON,9 20 JC BUILDING,2880,002759,6.83e-05,forced_best_name,low,0.484848
2020,2020,GIBSON,9 20 JC BUILDING,2880,002760,2.612e-05,forced_best_name,low,0.484848
2020,2020,HAMILTON,013 BAKEWELL 3,003359,003359,1.0,tail_fuzzy_name,low,0.9
2020,2020,HAMILTON,021 FAIRMOUNT 1,003401,003401,1.0,tail_fuzzy_name,low,0.9
2020,2020,HAMILTON,024 VALDEAU 1,003471,003471,1.0,tail_fuzzy_name,low,0.875
2020,2020,HAMILTON,025 VALDEAU 2,003471,003471,1.0,tail_fuzzy_name,low,0.875
2020,2020,HAMILTON,027 FAIRMOUNT 2,003401,003401,1.0,tail_fuzzy_name,low,0.9
2020,2020,HAMILTON,095 SUMMIT 4,003468,003468,1.0,tail_fuzzy_name,low,0.875
2020,2020,HAMILTON,127 ALTON PARK 3,003352,003352,1.0,tail_fuzzy_name,low,0.916667
2020,2020,HAMILTON,131 TYNER 3,003470,003470,1.0,tail_fuzzy_name,low,0.857143
