year,county,county_norm,precinct,precinct_norm,precinct_token,source_file,rows,votes_sum
2016,Hamilton,HAMILTON,060 Ooltewah 1,060 OOLTEWAH 1,060,20161108__tn__general__precinct.csv,16,6564
2016,Hamilton,HAMILTON,061 Ridgeside,061 RIDGESIDE,061,20161108__tn__general__precinct.csv,17,1008
2016,Hamilton,HAMILTON,063 Summit 1,063 SUMMIT 1,063,20161108__tn__general__precinct.csv,13,0
2016,Hamilton,HAMILTON,064 Westview 1,064 WESTVIEW 1,064,20161108__tn__general__precinct.csv,19,8777
2016,Hamilton,HAMILTON,067 Fairmount,067 FAIRMOUNT,067,20161108__tn__general__precinct.csv,16,5165
2016,Hamilton,HAMILTON,069 Flat Top Mountain,069 FLAT TOP MOUNTAIN,069,20161108__tn__general__precinct.csv,15,732
2016,Hamilton,HAMILTON,070 Ganns,070 GANNS,070,20161108__tn__general__precinct.csv,15,4820
2016,Hamilton,HAMILTON,071 Lakesite,071 LAKESITE,071,20161108__tn__general__precinct.csv,15,2675
2016,Hamilton,HAMILTON,074 Mowbray,074 MOWBRAY,074,20161108__tn__general__precinct.csv,15,2438
2016,Hamilton,HAMILTON,075 Pleasant Grove 1,075 PLEASANT GROVE 1,075,20161108__tn__general__precinct.csv,15,8727
2016,Hamilton,HAMILTON,076 Red Bank 1,076 RED BANK 1,076,20161108__tn__general__precinct.csv,17,5605
2016,Hamilton,HAMILTON,077 Red Bank 2,077 RED BANK 2,077,20161108__tn__general__precinct.csv,15,1990
2016,Hamilton,HAMILTON,078 Red Bank 3,078 RED BANK 3,078,20161108__tn__general__precinct.csv,15,7105
2016,Hamilton,HAMILTON,080 Sale Creek,080 SALE CREEK,080,20161108__tn__general__precinct.csv,16,2717
2016,Hamilton,HAMILTON,083 Soddy Daisy 1,083 SODDY DAISY 1,083,20161108__tn__general__precinct.csv,16,8132
2016,Hamilton,HAMILTON,084 Soddy Daisy 2,084 SODDY DAISY 2,084,20161108__tn__general__precinct.csv,16,4810
2016,Hamilton,HAMILTON,085 Valdeau,085 VALDEAU,085,20161108__tn__general__precinct.csv,14,1081
2016,Hamilton,HAMILTON,086 Walden,086 WALDEN,086,20161108__tn__general__precinct.csv,15,3265
2016,Hamilton,HAMILTON,088 Hixson 2,088 HIXSON 2,088,20161108__tn__general__precinct.csv,15,7519
2016,Hamilton,HAMILTON,089 Ooltewah 2,089 OOLTEWAH 2,089,20161108__tn__general__precinct.csv,14,2883
2016,Hamilton,HAMILTON,090 Harrison 2,090 HARRISON 2,090,20161108__tn__general__precinct.csv,14,8597
2016,Hamilton,HAMILTON,091 Westview 2,091 WESTVIEW 2,091,20161108__tn__general__precinct.csv,19,9448
2016,Hamilton,HAMILTON,092 Lookout Valley 2,092 LOOKOUT VALLEY 2,092,20161108__tn__general__precinct.csv,17,293
2016,Hamilton,HAMILTON,093 Concord 2,093 CONCORD 2,093,20161108__tn__general__precinct.csv,19,3419
2016,Hamilton,HAMILTON,094 Eastgate 1,094 EASTGATE 1,094,20161108__tn__general__precinct.csv,17,2473
2016,Hamilton,HAMILTON,095 Eastgate 2,095 EASTGATE 2,095,20161108__tn__general__precinct.csv,16,2511
2016,Hamilton,HAMILTON,096 Westview 3,096 WESTVIEW 3,096,20161108__tn__general__precinct.csv,18,4797
2016,Hamilton,HAMILTON,097 Tyner 2,097 TYNER 2,097,20161108__tn__general__precinct.csv,14,647
2016,Hamilton,HAMILTON,098 Harrison 3,098 HARRISON 3,098,20161108__tn__general__precinct.csv,15,6587
2016,Hamilton,HAMILTON,101 Hixson 3,101 HIXSON 3,101,20161108__tn__general__precinct.csv,15,6380
2016,Hamilton,HAMILTON,103 Pleasant Grove 2,103 PLEASANT GROVE 2,103,20161108__tn__general__precinct.csv,14,211
2016,Hamilton,HAMILTON,104 East Brainerd 2,104 EAST BRAINERD 2,104,20161108__tn__general__precinct.csv,19,10731
2016,Hamilton,HAMILTON,106 Mountain Creek 2,106 MOUNTAIN CREEK 2,106,20161108__tn__general__precinct.csv,14,75
2016,Hamilton,HAMILTON,118 Apison 2,118 APISON 2,118,20161108__tn__general__precinct.csv,16,1442
2016,Hamilton,HAMILTON,122 Collegedale 2,122 COLLEGEDALE 2,122,20161108__tn__general__precinct.csv,16,1900
2016,Hamilton,HAMILTON,132 Eastside 2,132 EASTSIDE 2,132,20161108__tn__general__precinct.csv,17,175
2016,Hamilton,HAMILTON,137 St. Elmo 2,137 ST ELMO 2,137,20161108__tn__general__precinct.csv,16,289
2016,Hamilton,HAMILTON,139 North Chattanooga 2,139 NORTH CHATTANOOGA 2,139,20161108__tn__general__precinct.csv,16,1760
2016,Hamilton,HAMILTON,140 Harrison 4,140 HARRISON 4,140,20161108__tn__general__precinct.csv,14,1962
2016,Hamilton,HAMILTON,141 Concord 3,141 CONCORD 3,141,20161108__tn__general__precinct.csv,17,1513
2016,Hamilton,HAMILTON,143 Ooltewah 3,143 OOLTEWAH 3,143,20161108__tn__general__precinct.csv,13,39
2016,Hamilton,HAMILTON,144 Soddy Daisy 3,144 SODDY DAISY 3,144,20161108__tn__general__precinct.csv,14,1337
2016,Hamilton,HAMILTON,166 Summit 2,166 SUMMIT 2,166,20161108__tn__general__precinct.csv,14,1755
2016,Hamilton,HAMILTON,167 Collegedale 3,167 COLLEGEDALE 3,167,20161108__tn__general__precinct.csv,17,890
2016,Hamilton,HAMILTON,168 Ooltewah 6,168 OOLTEWAH 6,168,20161108__tn__general__precinct.csv,18,208
2016,Hamilton,HAMILTON,169 Ooltewah 5,169 OOLTEWAH 5,169,20161108__tn__general__precinct.csv,15,348
2016,Hamilton,HAMILTON,170 Snowhill 1,170 SNOWHILL 1,170,20161108__tn__general__precinct.csv,15,4063
2016,Hamilton,HAMILTON,171 Murray Hills 1,171 MURRAY HILLS 1,171,20161108__tn__general__precinct.csv,15,3447
2016,Hamilton,HAMILTON,172 Dallas 2,172 DALLAS 2,172,20161108__tn__general__precinct.csv,14,2797
2016,Hamilton,HAMILTON,173 Woodmore 1,173 WOODMORE 1,173,20161108__tn__general__precinct.csv,16,4990
2016,Hamilton,HAMILTON,174 Woodmore 2,174 WOODMORE 2,174,20161108__tn__general__precinct.csv,13,197
2016,Hamilton,HAMILTON,175 Airport,175 AIRPORT,175,20161108__tn__general__precinct.csv,15,2540
2016,Hamilton,HAMILTON,176 Kingspoint 3,176 KINGSPOINT 3,176,20161108__tn__general__precinct.csv,13,106
2016,Hamilton,HAMILTON,177 Concord 5,177 CONCORD 5,177,20161108__tn__general__precinct.csv,15,18
2016,Hamilton,HAMILTON,178 Concord 6,178 CONCORD 6,178,20161108__tn__general__precinct.csv,13,372
2016,Hamilton,HAMILTON,179 Snowhill 2,179 SNOWHILL 2,179,20161108__tn__general__precinct.csv,14,7317
2016,Hamilton,HAMILTON,180 Harrison 5,180 HARRISON 5,180,20161108__tn__general__precinct.csv,15,3025
2016,Hamilton,HAMILTON,181 Concord 4,181 CONCORD 4,181,20161108__tn__general__precinct.csv,15,5501
2016,Hamilton,HAMILTON,182 Murray Hills 2,182 MURRAY HILLS 2,182,20161108__tn__general__precinct.csv,14,903
2016,Hamilton,HAMILTON,183 Bakewell 2,183 BAKEWELL 2,183,20161108__tn__general__precinct.csv,14,5122
2016,Hamilton,HAMILTON,184 Bakewell 1,184 BAKEWELL 1,184,20161108__tn__general__precinct.csv,14,1254
2016,Hamilton,HAMILTON,185 Dallas 1,185 DALLAS 1,185,20161108__tn__general__precinct.csv,15,6238
2016,Hamilton,HAMILTON,186 Middle Valley 2,186 MIDDLE VALLEY 2,186,20161108__tn__general__precinct.csv,14,1686
2016,Hamilton,HAMILTON,187 Falling Water,187 FALLING WATER,187,20161108__tn__general__precinct.csv,16,1873
2016,Hamilton,HAMILTON,188 Middle Valley 1,188 MIDDLE VALLEY 1,188,20161108__tn__general__precinct.csv,14,4754
2016,Hamilton,HAMILTON,189 DuPont,189 DUPONT,189,20161108__tn__general__precinct.csv,15,4857
2016,Hamilton,HAMILTON,190 Kingspoint 1,190 KINGSPOINT 1,190,20161108__tn__general__precinct.csv,15,2792
2016,Hamilton,HAMILTON,191 Kingspoint 2,191 KINGSPOINT 2,191,20161108__tn__general__precinct.csv,15,823
2016,Hamilton,HAMILTON,192 East Chattanooga 2,192 EAST CHATTANOOGA 2,192,20161108__tn__general__precinct.csv,15,2975
2016,Hamilton,HAMILTON,193 Northgate 2,193 NORTHGATE 2,193,20161108__tn__general__precinct.csv,15,3456
2016,Hamilton,HAMILTON,194 Northgate 1,194 NORTHGATE 1,194,20161108__tn__general__precinct.csv,16,3056
2016,Hamilton,HAMILTON,195 Eastdale,195 EASTDALE,195,20161108__tn__general__precinct.csv,17,7623
2016,Hamilton,HAMILTON,196 Courthouse 2,196 COURTHOUSE 2,196,20161108__tn__general__precinct.csv,15,140
2016,Hamilton,HAMILTON,197 Downtown 2,197 DOWNTOWN 2,197,20161108__tn__general__precinct.csv,15,4804
2016,Hamilton,HAMILTON,198 Stuart Heights,198 STUART HEIGHTS,198,20161108__tn__general__precinct.csv,16,7653
2016,Hamilton,HAMILTON,199 Downtown 1,199 DOWNTOWN 1,199,20161108__tn__general__precinct.csv,16,1290
2016,Hamilton,HAMILTON,200 Signal Mountain 2,200 SIGNAL MOUNTAIN 2,200,20161108__tn__general__precinct.csv,15,5634
2016,Hamilton,HAMILTON,201 Summit 4,201 SUMMIT 4,201,20161108__tn__general__precinct.csv,13,189
2016,Hamilton,HAMILTON,203 Summit 3,203 SUMMIT 3,203,20161108__tn__general__precinct.csv,14,3279
2016,Hamilton,HAMILTON,204 Collegedale 4,204 COLLEGEDALE 4,204,20161108__tn__general__precinct.csv,15,3409
2016,Hamilton,HAMILTON,205 Ooltewah 4,205 OOLTEWAH 4,205,20161108__tn__general__precinct.csv,15,7827
2016,Hamilton,HAMILTON,206 Concord 7,206 CONCORD 7,206,20161108__tn__general__precinct.csv,13,378
2016,Hamilton,HAMILTON,207 Signal Mountain 1,207 SIGNAL MOUNTAIN 1,207,20161108__tn__general__precinct.csv,18,9035
2016,Hamilton,HAMILTON,208 Courthouse 1,208 COURTHOUSE 1,208,20161108__tn__general__precinct.csv,18,2853
2016,Hamilton,HAMILTON,209 Eastside 1,209 EASTSIDE 1,209,20161108__tn__general__precinct.csv,17,4141
2016,Hamilton,HAMILTON,210 Ridgedale 1,210 RIDGEDALE 1,210,20161108__tn__general__precinct.csv,18,2949
2016,Hamilton,HAMILTON,211 Ridgedale 2,211 RIDGEDALE 2,211,20161108__tn__general__precinct.csv,19,1011
2016,Hamilton,HAMILTON,212 Alton Park 1,212 ALTON PARK 1,212,20161108__tn__general__precinct.csv,17,5811
2016,Hamilton,HAMILTON,213 Lookout Mountain,213 LOOKOUT MOUNTAIN,213,20161108__tn__general__precinct.csv,18,4923
2016,Hamilton,HAMILTON,214 Alton Park 2,214 ALTON PARK 2,214,20161108__tn__general__precinct.csv,17,223
2016,Hamilton,HAMILTON,215 Mountain Creek 3,215 MOUNTAIN CREEK 3,215,20161108__tn__general__precinct.csv,15,335
2016,Hamilton,HAMILTON,216 Apison 3,216 APISON 3,216,20161108__tn__general__precinct.csv,16,15
2016,Hamilton,HAMILTON,217 Collegedale 5,217 COLLEGEDALE 5,217,20161108__tn__general__precinct.csv,18,174
2016,Hamilton,HAMILTON,218 Harrison 6,218 HARRISON 6,218,20161108__tn__general__precinct.csv,13,45
2016,Hamilton,HAMILTON,219 Soddy Daisy 4,219 SODDY DAISY 4,219,20161108__tn__general__precinct.csv,13,143
2016,Hamilton,HAMILTON,220 Collegedale 6,220 COLLEGEDALE 6,220,20161108__tn__general__precinct.csv,18,82
2016,Hancock,HANCOCK,1st,1ST,1ST,20161108__tn__general__precinct.csv,13,1464
2016,Hancock,HANCOCK,2nd,2ND,2ND,20161108__tn__general__precinct.csv,13,1074
2016,Hancock,HANCOCK,3rd,3RD,3RD,20161108__tn__general__precinct.csv,13,1082
2016,Hancock,HANCOCK,4th,4TH,4TH,20161108__tn__general__precinct.csv,13,992
2016,Hancock,HANCOCK,5th,5TH,5TH,20161108__tn__general__precinct.csv,13,897
2016,Hancock,HANCOCK,6th,6TH,6TH,20161108__tn__general__precinct.csv,13,690
2016,Hancock,HANCOCK,7th,7TH,7TH,20161108__tn__general__precinct.csv,14,1413
2016,Hardeman,HARDEMAN,Bolivar,BOLIVAR,BOLIVAR,20161108__tn__general__precinct.csv,13,3687
2016,Hardeman,HARDEMAN,Dixie Hills,DIXIE HILLS,DIXIE,20161108__tn__general__precinct.csv,12,1858
2016,Hardeman,HARDEMAN,Grand Junction,GRAND JUNCTION,GRAND,20161108__tn__general__precinct.csv,14,2090
2016,Hardeman,HARDEMAN,Hickory Valley,HICKORY VALLEY,HICKORY,20161108__tn__general__precinct.csv,13,2361
2016,Hardeman,HARDEMAN,Hornsby,HORNSBY,HORNSBY,20161108__tn__general__precinct.csv,12,1120
2016,Hardeman,HARDEMAN,Lacy,LACY,LACY,20161108__tn__general__precinct.csv,12,1173
2016,Hardeman,HARDEMAN,Middleton,MIDDLETON,MIDDLETON,20161108__tn__general__precinct.csv,15,3897
2016,Hardeman,HARDEMAN,Pocahontas,POCAHONTAS,POCAHONTAS,20161108__tn__general__precinct.csv,14,867
2016,Hardeman,HARDEMAN,Saulsbury,SAULSBURY,SAULSBURY,20161108__tn__general__precinct.csv,14,1123
2016,Hardeman,HARDEMAN,Silerton,SILERTON,SILERTON,20161108__tn__general__precinct.csv,13,1334
2016,Hardeman,HARDEMAN,Toone,TOONE,TOONE,20161108__tn__general__precinct.csv,12,1992
2016,Hardeman,HARDEMAN,West Bolivar,WEST BOLIVAR,WEST,20161108__tn__general__precinct.csv,13,6686
2016,Hardeman,HARDEMAN,Whiteville,WHITEVILLE,WHITEVILLE,20161108__tn__general__precinct.csv,13,2054
2016,Hardin,HARDIN,Airport 1-1,AIRPORT 1 1,AIRPORT,20161108__tn__general__precinct.csv,12,1307
2016,Hardin,HARDIN,Cerro Gordo 6-1,CERRO GORDO 6 1,CERRO,20161108__tn__general__precinct.csv,12,1523
2016,Hardin,HARDIN,Counce 3-1,COUNCE 3 1,COUNCE,20161108__tn__general__precinct.csv,12,3241
2016,Hardin,HARDIN,Crump 4-2,CRUMP 4 2,CRUMP,20161108__tn__general__precinct.csv,12,2935
2016,Hardin,HARDIN,Fairground 10-1,FAIRGROUND 10 1,FAIRGROUND,20161108__tn__general__precinct.csv,12,3016
2016,Hardin,HARDIN,Library 9-1,LIBRARY 9 1,LIBRARY,20161108__tn__general__precinct.csv,12,2299
2016,Hardin,HARDIN,Morris Chapel 5-2,MORRIS CHAPEL 5 2,MORRIS,20161108__tn__general__precinct.csv,12,2225
2016,Hardin,HARDIN,Nixon 2-1,NIXON 2 1,NIXON,20161108__tn__general__precinct.csv,12,2228
2016,Hardin,HARDIN,North 8-1,NORTH 8 1,NORTH,20161108__tn__general__precinct.csv,12,4587
2016,Hardin,HARDIN,Olive Hill 6-3,OLIVE HILL 6 3,OLIVE,20161108__tn__general__precinct.csv,12,888
2016,Hardin,HARDIN,Olivet 1-2,OLIVET 1 2,OLIVET,20161108__tn__general__precinct.csv,12,1815
2016,Hardin,HARDIN,Rhodes 6-2,RHODES 6 2,RHODES,20161108__tn__general__precinct.csv,12,1456
2016,Hardin,HARDIN,Saltillo 5-1,SALTILLO 5 1,SALTILLO,20161108__tn__general__precinct.csv,12,1283
2016,Hardin,HARDIN,Shiloh 4-1,SHILOH 4 1,SHILOH,20161108__tn__general__precinct.csv,12,531
2016,Hardin,HARDIN,Southside 3-2,SOUTHSIDE 3 2,SOUTHSIDE,20161108__tn__general__precinct.csv,12,1308
2016,Hardin,HARDIN,Walkers 2-2,WALKERS 2 2,WALKERS,20161108__tn__general__precinct.csv,12,1286
2016,Hardin,HARDIN,Walnut Grove 7-2,WALNUT GROVE 7 2,WALNUT,20161108__tn__general__precinct.csv,12,1667
2016,Hardin,HARDIN,Whites 7-1,WHITES 7 1,WHITES,20161108__tn__general__precinct.csv,12,1467
2016,Hawkins,HAWKINS,1 Allandale Inside,1 ALLANDALE INSIDE,1,20161108__tn__general__precinct.csv,14,3951
2016,Hawkins,HAWKINS,1 Allandale Outside,1 ALLANDALE OUTSIDE,1,20161108__tn__general__precinct.csv,13,151
2016,Hawkins,HAWKINS,1 Mount Carmel,1 MOUNT CARMEL,1,20161108__tn__general__precinct.csv,16,8401
2016,Hawkins,HAWKINS,2 Church Hill Inside,2 CHURCH HILL INSIDE,2,20161108__tn__general__precinct.csv,15,10369
2016,Hawkins,HAWKINS,2 Church Hill Outsid,2 CHURCH HILL OUTSID,2,20161108__tn__general__precinct.csv,13,183
2016,Hawkins,HAWKINS,2 McPheeter's Bend,2 MCPHEETER S BEND,2,20161108__tn__general__precinct.csv,14,2260
2016,Hawkins,HAWKINS,3 Carter's Valley,3 CARTER S VALLEY,3,20161108__tn__general__precinct.csv,14,5799
2016,Hawkins,HAWKINS,3 Wallace,3 WALLACE,3,20161108__tn__general__precinct.csv,14,2736
2016,Hawkins,HAWKINS,3 Watterson,3 WATTERSON,3,20161108__tn__general__precinct.csv,13,1309
2016,Hawkins,HAWKINS,4 Dykes,4 DYKES,4,20161108__tn__general__precinct.csv,13,947
2016,Hawkins,HAWKINS,4 Keplar,4 KEPLAR,4,20161108__tn__general__precinct.csv,13,1182
2016,Hawkins,HAWKINS,4 Rogersville No Out,4 ROGERSVILLE NO OUT,4,20161108__tn__general__precinct.csv,15,2235
2016,Hawkins,HAWKINS,4 Surgoinsville In,4 SURGOINSVILLE IN,4,20161108__tn__general__precinct.csv,14,2886
2016,Hawkins,HAWKINS,4 Surgoinsville Out,4 SURGOINSVILLE OUT,4,20161108__tn__general__precinct.csv,13,2927
2016,Hawkins,HAWKINS,4 Upper Beech,4 UPPER BEECH,4,20161108__tn__general__precinct.csv,13,487
2016,Hawkins,HAWKINS,5 Rogersville No In,5 ROGERSVILLE NO IN,5,20161108__tn__general__precinct.csv,14,1960
2016,Hawkins,HAWKINS,5 Rogersville So In,5 ROGERSVILLE SO IN,5,20161108__tn__general__precinct.csv,13,2919
2016,Hawkins,HAWKINS,5 Rogersville So Out,5 ROGERSVILLE SO OUT,5,20161108__tn__general__precinct.csv,14,4104
2016,Hawkins,HAWKINS,6 Alum Well,6 ALUM WELL,6,20161108__tn__general__precinct.csv,13,1879
2016,Hawkins,HAWKINS,6 Choptack,6 CHOPTACK,6,20161108__tn__general__precinct.csv,13,3045
2016,Hawkins,HAWKINS,6 Clinch,6 CLINCH,6,20161108__tn__general__precinct.csv,13,949
2016,Hawkins,HAWKINS,6 Mooresburg,6 MOORESBURG,6,20161108__tn__general__precinct.csv,14,3462
2016,Hawkins,HAWKINS,7 Bulls Gap Inside,7 BULLS GAP INSIDE,7,20161108__tn__general__precinct.csv,13,813
2016,Hawkins,HAWKINS,7 Bulls Gap Outside,7 BULLS GAP OUTSIDE,7,20161108__tn__general__precinct.csv,13,1696
2016,Hawkins,HAWKINS,7 St. Clair,7 ST CLAIR,7,20161108__tn__general__precinct.csv,14,3256
2016,Hawkins,HAWKINS,7 Strahl/Cherokee,7 STRAHL CHEROKEE,7,20161108__tn__general__precinct.csv,15,3435
2016,Haywood,HAYWOOD,1-1,1 1,1,20161108__tn__general__precinct.csv,17,1629
2016,Haywood,HAYWOOD,10-1,10 1,10,20161108__tn__general__precinct.csv,17,3130
2016,Haywood,HAYWOOD,2-1,2 1,2,20161108__tn__general__precinct.csv,17,1880
2016,Haywood,HAYWOOD,3-1,3 1,3,20161108__tn__general__precinct.csv,17,1643
2016,Haywood,HAYWOOD,4-1,4 1,4,20161108__tn__general__precinct.csv,17,2770
2016,Haywood,HAYWOOD,5-1,5 1,5,20161108__tn__general__precinct.csv,17,2390
2016,Haywood,HAYWOOD,6-1,6 1,6,20161108__tn__general__precinct.csv,17,2704
2016,Haywood,HAYWOOD,7-1,7 1,7,20161108__tn__general__precinct.csv,17,2437
2016,Haywood,HAYWOOD,8-1,8 1,8,20161108__tn__general__precinct.csv,17,2507
2016,Haywood,HAYWOOD,9-1,9 1,9,20161108__tn__general__precinct.csv,17,766
2016,Haywood,HAYWOOD,9-2,9 2,9,20161108__tn__general__precinct.csv,17,1761
2016,Henderson,HENDERSON,1-1 Bargerton,1 1 BARGERTON,1,20161108__tn__general__precinct.csv,13,2649
2016,Henderson,HENDERSON,1-2 Beaver,1 2 BEAVER,1,20161108__tn__general__precinct.csv,13,2225
2016,Henderson,HENDERSON,2-14 South Haven,2 14 SOUTH HAVEN,2,20161108__tn__general__precinct.csv,12,1179
2016,Henderson,HENDERSON,2-15 Westover,2 15 WESTOVER,2,20161108__tn__general__precinct.csv,13,4447
2016,Henderson,HENDERSON,3-10 Fire Sta #10,3 10 FIRE STA 10,3,20161108__tn__general__precinct.csv,12,1702
2016,Henderson,HENDERSON,3-3 Fire Station #4,3 3 FIRE STATION 4,3,20161108__tn__general__precinct.csv,13,2674
2016,Henderson,HENDERSON,3-4 Christian Chapel,3 4 CHRISTIAN CHAPEL,3,20161108__tn__general__precinct.csv,12,362
2016,Henderson,HENDERSON,3-7 Darden,3 7 DARDEN,3,20161108__tn__general__precinct.csv,12,957
2016,Henderson,HENDERSON,4-6 Civic Center,4 6 CIVIC CENTER,4,20161108__tn__general__precinct.csv,13,4776
2016,Henderson,HENDERSON,5-5 TN Tech Center,5 5 TN TECH CENTER,5,20161108__tn__general__precinct.csv,14,4393
2016,Henderson,HENDERSON,6-8 Broad Street,6 8 BROAD STREET,6,20161108__tn__general__precinct.csv,13,5899
2016,Henderson,HENDERSON,7-11 Reagan,7 11 REAGAN,7,20161108__tn__general__precinct.csv,12,1704
2016,Henderson,HENDERSON,7-12 Sardis,7 12 SARDIS,7,20161108__tn__general__precinct.csv,12,1542
2016,Henderson,HENDERSON,7-13 Scotts Hill,7 13 SCOTTS HILL,7,20161108__tn__general__precinct.csv,12,1351
2016,Henderson,HENDERSON,7-9 Middleburg,7 9 MIDDLEBURG,7,20161108__tn__general__precinct.csv,12,612
2016,Henry,HENRY,1-1 Puryear,1 1 PURYEAR,1,20161108__tn__general__precinct.csv,20,3609
2016,Henry,HENRY,1-2 Cottage Grove,1 2 COTTAGE GROVE,1,20161108__tn__general__precinct.csv,19,3159
2016,Henry,HENRY,1-3 Buchanan,1 3 BUCHANAN,1,20161108__tn__general__precinct.csv,19,1753
2016,Henry,HENRY,2-1 Henry,2 1 HENRY,2,20161108__tn__general__precinct.csv,18,4146
2016,Henry,HENRY,2-2 Mansfield,2 2 MANSFIELD,2,20161108__tn__general__precinct.csv,18,2375
2016,Henry,HENRY,2-3 Oakland,2 3 OAKLAND,2,20161108__tn__general__precinct.csv,18,2479
2016,Henry,HENRY,3-1 Russwood,3 1 RUSSWOOD,3,20161108__tn__general__precinct.csv,19,4544
2016,Henry,HENRY,3-2 Springville,3 2 SPRINGVILLE,3,20161108__tn__general__precinct.csv,18,1390
2016,Henry,HENRY,3-3 Jones Chapel,3 3 JONES CHAPEL,3,20161108__tn__general__precinct.csv,19,5381
2016,Henry,HENRY,4-1 Grove,4 1 GROVE,4,20161108__tn__general__precinct.csv,18,2500
2016,Henry,HENRY,4-2 City Hall,4 2 CITY HALL,4,20161108__tn__general__precinct.csv,18,3060
2016,Henry,HENRY,5-1 Henry Co High,5 1 HENRY CO HIGH,5,20161108__tn__general__precinct.csv,18,4574
2016,Henry,HENRY,5-2 TN Tech Center,5 2 TN TECH CENTER,5,20161108__tn__general__precinct.csv,20,4521
2016,Henry,HENRY,Early Voting - Write-Ins,EARLY VOTING WRITE INS,EARLY,20161108__tn__general__precinct.csv,9,16
2016,Hickman,HICKMAN,1-1 Nunnelly,1 1 NUNNELLY,1,20161108__tn__general__precinct.csv,12,907
2016,Hickman,HICKMAN,1-2 Pinewood,1 2 PINEWOOD,1,20161108__tn__general__precinct.csv,13,1340
2016,Hickman,HICKMAN,2-2 Fairfield,2 2 FAIRFIELD,2,20161108__tn__general__precinct.csv,13,716
2016,Hickman,HICKMAN,2-3 East Bank,2 3 EAST BANK,2,20161108__tn__general__precinct.csv,12,2539
2016,Hickman,HICKMAN,3-1 East CC,3 1 EAST CC,3,20161108__tn__general__precinct.csv,13,2599
2016,Hickman,HICKMAN,4-1 Lake Benson,4 1 LAKE BENSON,4,20161108__tn__general__precinct.csv,13,3142
2016,Hickman,HICKMAN,5-1 Mt. Pleasant,5 1 MT PLEASANT,5,20161108__tn__general__precinct.csv,12,1257
2016,Hickman,HICKMAN,5-2 Middle School,5 2 MIDDLE SCHOOL,5,20161108__tn__general__precinct.csv,12,997
2016,Hickman,HICKMAN,5-3 Shady Grove,5 3 SHADY GROVE,5,20161108__tn__general__precinct.csv,12,1133
2016,Hickman,HICKMAN,6-1 Justice Center,6 1 JUSTICE CENTER,6,20161108__tn__general__precinct.csv,14,3885
2016,Hickman,HICKMAN,7-1 Nunnelly,7 1 NUNNELLY,7,20161108__tn__general__precinct.csv,12,842
2016,Hickman,HICKMAN,7-2 Pleasantville,7 2 PLEASANTVILLE,7,20161108__tn__general__precinct.csv,13,628
2016,Hickman,HICKMAN,7-3 Brushy,7 3 BRUSHY,7,20161108__tn__general__precinct.csv,14,1829
2016,Hickman,HICKMAN,7-4 Coble,7 4 COBLE,7,20161108__tn__general__precinct.csv,14,714
2016,Houston,HOUSTON,Arlington,ARLINGTON,ARLINGTON,20161108__tn__general__precinct.csv,14,1818
2016,Houston,HOUSTON,Erin,ERIN,ERIN,20161108__tn__general__precinct.csv,14,1568
2016,Houston,HOUSTON,Erin Elementary,ERIN ELEMENTARY,ERIN,20161108__tn__general__precinct.csv,14,1697
2016,Houston,HOUSTON,Griffins Chapel,GRIFFINS CHAPEL,GRIFFINS,20161108__tn__general__precinct.csv,14,1820
2016,Houston,HOUSTON,Houston Co Middle,HOUSTON CO MIDDLE,HOUSTON,20161108__tn__general__precinct.csv,14,1799
2016,Houston,HOUSTON,Stewart,STEWART,STEWART,20161108__tn__general__precinct.csv,14,1759
2016,Houston,HOUSTON,Tennessee Ridge,TENNESSEE RIDGE,TENNESSEE,20161108__tn__general__precinct.csv,14,1692
2016,Humphreys,HUMPHREYS,1-1 Jera,1 1 JERA,1,20161108__tn__general__precinct.csv,12,717
2016,Humphreys,HUMPHREYS,1-2 Compassion Church,1 2 COMPASSION CHURCH,1,20161108__tn__general__precinct.csv,14,2453
2016,Humphreys,HUMPHREYS,2-3 WFCN,2 3 WFCN,2,20161108__tn__general__precinct.csv,12,3024
2016,Humphreys,HUMPHREYS,3-4 MLEC,3 4 MLEC,3,20161108__tn__general__precinct.csv,13,2526
2016,Humphreys,HUMPHREYS,4-5 NJMC,4 5 NJMC,4,20161108__tn__general__precinct.csv,14,3228
2016,Humphreys,HUMPHREYS,5-6 Wildwood,5 6 WILDWOOD,5,20161108__tn__general__precinct.csv,12,2796
2016,Humphreys,HUMPHREYS,6-7 South McEwen,6 7 SOUTH MCEWEN,6,20161108__tn__general__precinct.csv,13,2849
2016,Humphreys,HUMPHREYS,7-8 North McEwen,7 8 NORTH MCEWEN,7,20161108__tn__general__precinct.csv,13,3308
2016,Jackson,JACKSON,1-1,1 1,1,20161108__tn__general__precinct.csv,12,1153
2016,Jackson,JACKSON,1-2,1 2,1,20161108__tn__general__precinct.csv,12,787
2016,Jackson,JACKSON,2-1,2 1,2,20161108__tn__general__precinct.csv,13,925
2016,Jackson,JACKSON,2-2,2 2,2,20161108__tn__general__precinct.csv,12,791
2016,Jackson,JACKSON,3-1,3 1,3,20161108__tn__general__precinct.csv,13,1046
2016,Jackson,JACKSON,3-2,3 2,3,20161108__tn__general__precinct.csv,12,1152
2016,Jackson,JACKSON,4-1,4 1,4,20161108__tn__general__precinct.csv,13,1069
