src_year,dst_year,src_statefp,src_countyfp,src_vtdst,src_vtdi,src_geoid,src_name,name00,name10,name20,dst_statefp,dst_countyfp,dst_vtdst,dst_vtdi,dst_geoid,dst_name,intersection_area_m2,src_area_m2,dst_area_m2,src_weight,dst_weight,chain_method
2010,2020,47,001,0008,A,470010008,Andersonville,,Andersonville,Andersonville,47,001,000001,,47001000001,Andersonville,,,,0.9802053918708108,,block_chain
2010,2020,47,001,0008,A,470010008,Andersonville,,Andersonville,Fairview,47,001,000010,,47001000010,Fairview,,,,1.1542268021588664e-14,,block_chain
2010,2020,47,001,0008,A,470010008,Andersonville,,Andersonville,Glen Alpine,47,001,000011,,47001000011,Glen Alpine,,,,1.0010642382847729e-14,,block_chain
2010,2020,47,001,0008,A,470010008,Andersonville,,Andersonville,Lake City Middle School,47,001,000016,,47001000016,Lake City Middle School,,,,2.9160768089809235e-15,,block_chain
2010,2020,47,001,0008,A,470010008,Andersonville,,Andersonville,Norris,47,001,000018,,47001000018,Norris,,,,0.013676954881151534,,block_chain
2010,2020,47,001,0010,A,470010010,Block House Valley,,Block House Valley,Bull Run,47,001,000003,,47001000003,Bull Run,,,,0.9959362306916663,,block_chain
2010,2020,47,001,0010,A,470010010,Block House Valley,,Block House Valley,Clinton,47,001,000005,,47001000005,Clinton,,,,0.004063769308128991,,block_chain
2010,2020,47,001,0010,A,470010010,Block House Valley,,Block House Valley,Clinton High,47,001,000006,,47001000006,Clinton High,,,,2.485262249939998e-14,,block_chain
2010,2020,47,001,0010,A,470010010,Block House Valley,,Block House Valley,Emory Valley,47,001,000009,,47001000009,Emory Valley,,,,1.7246373934605954e-13,,block_chain
2010,2020,47,001,0010,A,470010010,Block House Valley,,Block House Valley,South Clinton,47,001,000025,,47001000025,South Clinton,,,,6.081486062423859e-15,,block_chain
2010,2020,47,001,0012,A,470010012,Briceville,,Briceville,Briceville,47,001,000002,,47001000002,Briceville,,,,0.9997354814494454,,block_chain
2010,2020,47,001,0012,A,470010012,Briceville,,Briceville,Dutch Valley,47,001,000008,,47001000008,Dutch Valley,,,,1.8355908360433958e-17,,block_chain
2010,2020,47,001,0012,A,470010012,Briceville,,Briceville,Lake City,47,001,000015,,47001000015,Lake City,,,,2.2116177999276702e-17,,block_chain
2010,2020,47,001,0012,A,470010012,Briceville,,Briceville,Lake City Middle School,47,001,000016,,47001000016,Lake City Middle School,,,,4.187603791462096e-14,,block_chain
2010,2020,47,001,0012,A,470010012,Briceville,,Briceville,Norwood,47,001,000020,,47001000020,Norwood,,,,0.00017743235432487417,,block_chain
2010,2020,47,001,0012,A,470010012,Briceville,,Briceville,Rosedale,47,001,000024,,47001000024,Rosedale,,,,8.708621888907135e-05,,block_chain
2010,2020,47,001,0016,A,470010016,Oak Ridge City Hall,,Oak Ridge City Hall,Oak Ridge City Hall,47,001,000021,,47001000021,Oak Ridge City Hall,,,,0.9999999999998394,,block_chain
2010,2020,47,001,0016,A,470010016,Oak Ridge City Hall,,Oak Ridge City Hall,Robertsville,47,001,000023,,47001000023,Robertsville,,,,3.798947809173702e-14,,block_chain
