from_year,source_vintage,county_norm,from_precinct_norm,src_vtdst,dst_vtd20,weight,match_method,confidence_tier,match_score
2002,2000,ANDERSON,CLINCH VALLEY,0092,000022,0.99638487,tail_fuzzy_name,low,0.75
2002,2000,ANDERSON,CLINCH VALLEY,0092,000014,0.00244687,tail_fuzzy_name,low,0.75
2002,2000,ANDERSON,CLINCH VALLEY,0092,000012,0.00103968,tail_fuzzy_name,low,0.75
2002,2000,ANDERSON,CLINCH VALLEY,0092,000009,0.00012415,tail_fuzzy_name,low,0.75
2002,2000,ANDERSON,CLINCH VALLEY,0092,000027,4.22e-06,tail_fuzzy_name,low,0.75
2002,2000,ANDERSON,CLINCH VALLEY,0092,000017,2.1e-07,tail_fuzzy_name,low,0.75
2002,2000,BEDFORD,12 RAUS CC,0188,000106,0.71196609,forced_best_name,low,0.555556
2002,2000,BEDFORD,12 RAUS CC,0188,000107,0.28770454,forced_best_name,low,0.555556
2002,2000,BEDFORD,12 RAUS CC,0188,000108,0.00032938,forced_best_name,low,0.555556
2002,2000,BEDFORD,13 NORMANDY FIRE,0180,000107,0.99997203,tail_fuzzy_name,low,0.761905
2002,2000,BEDFORD,13 NORMANDY FIRE,0180,000101,2.797e-05,tail_fuzzy_name,low,0.761905
2002,2000,BEDFORD,14 EAST SIDE SCHOOL,0160,000108,0.98150524,forced_best_name,low,0.6875
2002,2000,BEDFORD,14 EAST SIDE SCHOOL,0160,000109,0.00929971,forced_best_name,low,0.6875
2002,2000,BEDFORD,14 EAST SIDE SCHOOL,0160,000106,0.00769722,forced_best_name,low,0.6875
2002,2000,BEDFORD,14 EAST SIDE SCHOOL,0160,000111,0.00149783,forced_best_name,low,0.6875
2002,2000,BEDFORD,15 DEERY EAKIN SCH,0156,000109,0.9381612,tail_fuzzy_name,low,0.758621
2002,2000,BEDFORD,15 DEERY EAKIN SCH,0156,000108,0.044341,tail_fuzzy_name,low,0.758621
2002,2000,BEDFORD,15 DEERY EAKIN SCH,0156,000101,0.01691933,tail_fuzzy_name,low,0.758621
2002,2000,BEDFORD,15 DEERY EAKIN SCH,0156,000110,0.00057848,tail_fuzzy_name,low,0.758621
2002,2000,BEDFORD,16 THOMAS SCHOOL,0216,000101,0.54420522,forced_best_name,low,0.648649
2002,2000,BEDFORD,16 THOMAS SCHOOL,0216,000107,0.21208358,forced_best_name,low,0.648649
2002,2000,BEDFORD,16 THOMAS SCHOOL,0216,000109,0.12791916,forced_best_name,low,0.648649
2002,2000,BEDFORD,16 THOMAS SCHOOL,0216,000108,0.10687097,forced_best_name,low,0.648649
2002,2000,BEDFORD,16 THOMAS SCHOOL,0216,000110,0.00776262,forced_best_name,low,0.648649
2002,2000,BEDFORD,16 THOMAS SCHOOL,0216,000106,0.00098401,forced_best_name,low,0.648649
2002,2000,BEDFORD,16 THOMAS SCHOOL,0216,000103,0.00017444,forced_best_name,low,0.648649
2002,2000,BLOUNT,ALCOA HIGH SCHOOL,0376,000408,0.93071047,tail_fuzzy_name,low,0.740741
2002,2000,BLOUNT,ALCOA HIGH SCHOOL,0376,000406,0.06307084,tail_fuzzy_name,low,0.740741
2002,2000,BLOUNT,ALCOA HIGH SCHOOL,0376,000409,0.00361378,tail_fuzzy_name,low,0.740741
2002,2000,BLOUNT,ALCOA HIGH SCHOOL,0376,000411,0.00153365,tail_fuzzy_name,low,0.740741
2002,2000,BLOUNT,ALCOA HIGH SCHOOL,0376,000412,0.00090448,tail_fuzzy_name,low,0.740741
2002,2000,BLOUNT,ALCOA HIGH SCHOOL,0376,000410,8.896e-05,tail_fuzzy_name,low,0.740741
2002,2000,BLOUNT,ALCOA HIGH SCHOOL,0376,000407,7.782e-05,tail_fuzzy_name,low,0.740741
2002,2000,BLOUNT,ALCOA MIDDLE SCHOOL,0380,000411,0.99222552,tail_fuzzy_name,low,0.774194
2002,2000,BLOUNT,ALCOA MIDDLE SCHOOL,0380,000413,0.00271619,tail_fuzzy_name,low,0.774194
2002,2000,BLOUNT,ALCOA MIDDLE SCHOOL,0380,000408,0.00231702,tail_fuzzy_name,low,0.774194
2002,2000,BLOUNT,ALCOA MIDDLE SCHOOL,0380,000432,0.00099767,tail_fuzzy_name,low,0.774194
2002,2000,BLOUNT,ALCOA MIDDLE SCHOOL,0380,000414,0.00090893,tail_fuzzy_name,low,0.774194
2002,2000,BLOUNT,ALCOA MIDDLE SCHOOL,0380,000431,0.00083467,tail_fuzzy_name,low,0.774194
2002,2000,BLOUNT,BEECH GROVE,0400,000425,0.99683118,forced_best_name,low,0.4
2002,2000,BLOUNT,BEECH GROVE,0400,000426,0.00151434,forced_best_name,low,0.4
2002,2000,BLOUNT,BEECH GROVE,0400,000427,0.00129534,forced_best_name,low,0.4
2002,2000,BLOUNT,BEECH GROVE,0400,000424,0.0001822,forced_best_name,low,0.4
2002,2000,BLOUNT,BEECH GROVE,0400,000403,0.00017695,forced_best_name,low,0.4
2002,2000,BLOUNT,BLOUNT CNTY BD CITY,0027,0027,1.0,forced_best_name,low,0.580645
2002,2000,BLOUNT,BLOUNT CNTY BD CNTY,0027,0027,1.0,forced_best_name,low,0.5
2002,2000,BLOUNT,MARYVILLE MID SCHOOL,0456,000404,0.99541437,tail_fuzzy_name,low,0.820513
2002,2000,BLOUNT,MARYVILLE MID SCHOOL,0456,000427,0.00174615,tail_fuzzy_name,low,0.820513
2002,2000,BLOUNT,MARYVILLE MID SCHOOL,0456,000420,0.00155347,tail_fuzzy_name,low,0.820513
2002,2000,BLOUNT,MARYVILLE MID SCHOOL,0456,000432,0.00128602,tail_fuzzy_name,low,0.820513
2002,2000,BLOUNT,MARYVILLE MUNI CITY,0460,000414,0.94260184,tail_fuzzy_name,low,0.848485
2002,2000,BLOUNT,MARYVILLE MUNI CITY,0460,000412,0.05352536,tail_fuzzy_name,low,0.848485
2002,2000,BLOUNT,MARYVILLE MUNI CITY,0460,000417,0.0026372,tail_fuzzy_name,low,0.848485
2002,2000,BLOUNT,MARYVILLE MUNI CITY,0460,000411,0.00069168,tail_fuzzy_name,low,0.848485
2002,2000,BLOUNT,MARYVILLE MUNI CITY,0460,000432,0.00031923,tail_fuzzy_name,low,0.848485
2002,2000,BLOUNT,MARYVILLE MUNI CITY,0460,000420,0.00022468,tail_fuzzy_name,low,0.848485
2002,2000,BLOUNT,WILLIAM BLOUNT CNTY,0520,000436,0.50470798,tail_fuzzy_name,low,0.848485
2002,2000,BLOUNT,WILLIAM BLOUNT CNTY,0520,000417,0.42770891,tail_fuzzy_name,low,0.848485
2002,2000,BLOUNT,WILLIAM BLOUNT CNTY,0520,000414,0.06318763,tail_fuzzy_name,low,0.848485
2002,2000,BLOUNT,WILLIAM BLOUNT CNTY,0520,000416,0.00323955,tail_fuzzy_name,low,0.848485
2002,2000,BLOUNT,WILLIAM BLOUNT CNTY,0520,000419,0.00080742,tail_fuzzy_name,low,0.848485
2002,2000,BLOUNT,WILLIAM BLOUNT CNTY,0520,000421,0.00020891,tail_fuzzy_name,low,0.848485
2002,2000,BLOUNT,WILLIAM BLOUNT CNTY,0520,000412,7.792e-05,tail_fuzzy_name,low,0.848485
2002,2000,BLOUNT,WILLIAM BLOUNT CNTY,0520,000415,3.341e-05,tail_fuzzy_name,low,0.848485
2002,2000,BLOUNT,WILLIAM BLOUNT CNTY,0520,000420,2.828e-05,tail_fuzzy_name,low,0.848485
2002,2000,BRADLEY,202 1 CHARLESTON,0548,000505,1.0,tail_fuzzy_name,low,0.947368
2002,2000,BRADLEY,502 1 COMMUNITY SV,0006,0006,1.0,forced_best_name,low,0.444444
2002,2000,COCKE,NEWPORT GRAMMAR S,0015,0015,1.0,tail_fuzzy_name,low,0.9375
2002,2000,DAVIDSON,AIS,0200,0200,1.0,forced_best_name,low,0.333333
2002,2000,DAVIDSON,PAPER VOTES,1728,001890,0.72853221,forced_best_name,low,0.413793
2002,2000,DAVIDSON,PAPER VOTES,1728,001894,0.26332687,forced_best_name,low,0.413793
2002,2000,DAVIDSON,PAPER VOTES,1728,001895,0.00749059,forced_best_name,low,0.413793
2002,2000,DAVIDSON,PAPER VOTES,1728,001880,0.0005487,forced_best_name,low,0.413793
2002,2000,DAVIDSON,PAPER VOTES,1728,001828,0.00010163,forced_best_name,low,0.413793
2002,2000,GREENE,19 MIDWAY,0014,0014,1.0,forced_best_name,low,0.588235
2002,2000,GREENE,20 NEWMANSVILLE,0001,0001,1.0,forced_best_name,low,0.384615
2002,2000,GREENE,21 CROSS ANCHOR,0004,0004,1.0,forced_best_name,low,0.37037
2002,2000,GREENE,22 GREYSTONE,0001,0001,1.0,forced_best_name,low,0.521739
2002,2000,GREENE,24 SUNNYSIDE,0015,0015,1.0,forced_best_name,low,0.384615
2002,2000,HAMILTON,107 DALLAS SOUTH,3549,003401,0.76038887,forced_best_name,low,0.714286
2002,2000,HAMILTON,107 DALLAS SOUTH,3549,003471,0.19130453,forced_best_name,low,0.714286
2002,2000,HAMILTON,107 DALLAS SOUTH,3549,003429,0.02527952,forced_best_name,low,0.714286
2002,2000,HAMILTON,107 DALLAS SOUTH,3549,003456,0.02271447,forced_best_name,low,0.714286
2002,2000,HAMILTON,107 DALLAS SOUTH,3549,003421,0.0003126,forced_best_name,low,0.714286
