year,county_norm,total_precinct_keys,strict_high_keys,strict_high_pct,strict_high_medium_keys,strict_high_medium_pct,full_keys,full_pct
2000,MONTGOMERY,27,25,92.5926,25,92.5926,27,100.0
2000,MOORE,4,4,100.0,4,100.0,4,100.0
2000,MORGAN,12,12,100.0,12,100.0,12,100.0
2000,OBION,24,24,100.0,24,100.0,24,100.0
2000,OVERTON,14,14,100.0,14,100.0,14,100.0
2000,PERRY,9,3,33.3333,7,77.7778,9,100.0
2000,PICKETT,9,9,100.0,9,100.0,9,100.0
2000,POLK,12,12,100.0,12,100.0,12,100.0
2000,PUTNAM,40,31,77.5,33,82.5,40,100.0
2000,RHEA,16,16,100.0,16,100.0,16,100.0
2000,ROANE,28,20,71.4286,21,75.0,28,100.0
2000,ROBERTSON,19,19,100.0,19,100.0,19,100.0
2000,RUTHERFORD,40,40,100.0,40,100.0,40,100.0
2000,SCOTT,11,11,100.0,11,100.0,11,100.0
2000,SEQUATCHIE,11,11,100.0,11,100.0,11,100.0
2000,SEVIER,20,20,100.0,20,100.0,20,100.0
2000,SHELBY,294,222,75.5102,222,75.5102,294,100.0
2000,SMITH,17,17,100.0,17,100.0,17,100.0
2000,STEWART,9,9,100.0,9,100.0,9,100.0
2000,SULLIVAN,44,43,97.7273,43,97.7273,44,100.0
2000,SUMNER,32,32,100.0,32,100.0,32,100.0
2000,TIPTON,20,20,100.0,20,100.0,20,100.0
2000,TROUSDALE,10,9,90.0,9,90.0,10,100.0
2000,UNICOI,7,7,100.0,7,100.0,7,100.0
2000,UNION,9,9,100.0,9,100.0,9,100.0
2000,VAN BUREN,8,7,87.5,7,87.5,8,100.0
2000,WARREN,20,20,100.0,20,100.0,20,100.0
2000,WASHINGTON,37,37,100.0,37,100.0,37,100.0
2000,WAYNE,12,12,100.0,12,100.0,12,100.0
2000,WEAKLEY,15,15,100.0,15,100.0,15,100.0
2000,WHITE,10,10,100.0,10,100.0,10,100.0
2000,WILLIAMSON,28,28,100.0,28,100.0,28,100.0
2000,WILSON,36,36,100.0,36,100.0,36,100.0
2002,ANDERSON,28,24,85.7143,25,89.2857,28,100.0
2002,BEDFORD,18,11,61.1111,12,66.6667,18,100.0
2002,BENTON,6,6,100.0,6,100.0,6,100.0
2002,BLEDSOE,15,15,100.0,15,100.0,15,100.0
2002,BLOUNT,40,29,72.5,31,77.5,40,100.0
2002,BRADLEY,17,4,23.5294,15,88.2353,17,100.0
2002,CAMPBELL,21,21,100.0,21,100.0,21,100.0
2002,CANNON,9,9,100.0,9,100.0,9,100.0
2002,CARROLL,22,22,100.0,22,100.0,22,100.0
2002,CARTER,21,21,100.0,21,100.0,21,100.0
2002,CHEATHAM,9,9,100.0,9,100.0,9,100.0
2002,CHESTER,16,16,100.0,16,100.0,16,100.0
2002,CLAIBORNE,20,20,100.0,20,100.0,20,100.0
2002,CLAY,7,7,100.0,7,100.0,7,100.0
2002,COCKE,18,17,94.4444,17,94.4444,18,100.0
2002,COFFEE,24,24,100.0,24,100.0,24,100.0
2002,CROCKETT,12,12,100.0,12,100.0,12,100.0
2002,CUMBERLAND,26,26,100.0,26,100.0,26,100.0
2002,DAVIDSON,172,170,98.8372,170,98.8372,172,100.0
2002,DECATUR,13,13,100.0,13,100.0,13,100.0
2002,DEKALB,16,16,100.0,16,100.0,16,100.0
2002,DICKSON,18,18,100.0,18,100.0,18,100.0
2002,DYER,15,15,100.0,15,100.0,15,100.0
2002,FAYETTE,17,16,94.1176,17,100.0,17,100.0
2002,FENTRESS,13,13,100.0,13,100.0,13,100.0
2002,FRANKLIN,18,18,100.0,18,100.0,18,100.0
2002,GIBSON,40,40,100.0,40,100.0,40,100.0
2002,GILES,14,14,100.0,14,100.0,14,100.0
2002,GRAINGER,10,10,100.0,10,100.0,10,100.0
2002,GREENE,37,29,78.3784,32,86.4865,37,100.0
2002,GRUNDY,13,13,100.0,13,100.0,13,100.0
2002,HAMBLEN,17,17,100.0,17,100.0,17,100.0
2002,HAMILTON,142,103,72.5352,110,77.4648,142,100.0
2002,HANCOCK,7,7,100.0,7,100.0,7,100.0
2002,HARDEMAN,13,13,100.0,13,100.0,13,100.0
2002,HARDIN,18,14,77.7778,18,100.0,18,100.0
2002,HAWKINS,22,22,100.0,22,100.0,22,100.0
2002,HAYWOOD,21,21,100.0,21,100.0,21,100.0
2002,HENDERSON,17,0,0.0,15,88.2353,17,100.0
2002,HENRY,13,13,100.0,13,100.0,13,100.0
2002,HICKMAN,18,18,100.0,18,100.0,18,100.0
2002,HOUSTON,6,6,100.0,6,100.0,6,100.0
2002,HUMPHREYS,9,9,100.0,9,100.0,9,100.0
2002,JACKSON,17,17,100.0,17,100.0,17,100.0
2002,JEFFERSON,11,11,100.0,11,100.0,11,100.0
2002,JOHNSON,12,9,75.0,10,83.3333,12,100.0
2002,KNOX,97,95,97.9381,95,97.9381,97,100.0
2002,LAKE,3,3,100.0,3,100.0,3,100.0
2002,LAUDERDALE,17,10,58.8235,16,94.1176,17,100.0
2002,LAWRENCE,29,29,100.0,29,100.0,29,100.0
2002,LEWIS,9,9,100.0,9,100.0,9,100.0
2002,LINCOLN,20,13,65.0,13,65.0,20,100.0
2002,LOUDON,15,15,100.0,15,100.0,15,100.0
2002,MACON,9,9,100.0,9,100.0,9,100.0
2002,MADISON,33,33,100.0,33,100.0,33,100.0
2002,MARION,29,17,58.6207,26,89.6552,29,100.0
2002,MARSHALL,9,9,100.0,9,100.0,9,100.0
2002,MAURY,22,21,95.4545,21,95.4545,22,100.0
2002,MCMINN,19,19,100.0,19,100.0,19,100.0
2002,MCNAIRY,19,19,100.0,19,100.0,19,100.0
2002,MEIGS,6,6,100.0,6,100.0,6,100.0
2002,MONROE,13,13,100.0,13,100.0,13,100.0
2002,MONTGOMERY,24,24,100.0,24,100.0,24,100.0
2002,MOORE,3,3,100.0,3,100.0,3,100.0
2002,MORGAN,12,12,100.0,12,100.0,12,100.0
2002,OBION,12,12,100.0,12,100.0,12,100.0
2002,OVERTON,15,15,100.0,15,100.0,15,100.0
2002,PERRY,10,4,40.0,7,70.0,10,100.0
2002,PICKETT,9,9,100.0,9,100.0,9,100.0
2002,POLK,12,6,50.0,7,58.3333,12,100.0
2002,PUTNAM,42,15,35.7143,15,35.7143,42,100.0
2002,RHEA,15,15,100.0,15,100.0,15,100.0
2002,ROANE,28,25,89.2857,25,89.2857,28,100.0
2002,ROBERTSON,19,19,100.0,19,100.0,19,100.0
2002,RUTHERFORD,48,48,100.0,48,100.0,48,100.0
2002,SCOTT,10,10,100.0,10,100.0,10,100.0
2002,SEQUATCHIE,10,10,100.0,10,100.0,10,100.0
2002,SEVIER,20,20,100.0,20,100.0,20,100.0
2002,SHELBY,284,284,100.0,284,100.0,284,100.0
2002,SMITH,8,8,100.0,8,100.0,8,100.0
2002,STEWART,8,8,100.0,8,100.0,8,100.0
2002,SULLIVAN,39,38,97.4359,38,97.4359,39,100.0
2002,SUMNER,33,0,0.0,0,0.0,33,100.0
2002,TIPTON,23,20,86.9565,20,86.9565,23,100.0
2002,TROUSDALE,10,9,90.0,9,90.0,10,100.0
2002,UNICOI,7,7,100.0,7,100.0,7,100.0
2002,UNION,9,9,100.0,9,100.0,9,100.0
2002,VAN BUREN,7,2,28.5714,2,28.5714,7,100.0
2002,WARREN,21,21,100.0,21,100.0,21,100.0
2002,WASHINGTON,42,30,71.4286,30,71.4286,42,100.0
2002,WAYNE,14,14,100.0,14,100.0,14,100.0
2002,WEAKLEY,10,10,100.0,10,100.0,10,100.0
2002,WHITE,11,11,100.0,11,100.0,11,100.0
2002,WILLIAMSON,35,35,100.0,35,100.0,35,100.0
2002,WILSON,36,36,100.0,36,100.0,36,100.0
2004,ANDERSON,28,24,85.7143,25,89.2857,28,100.0
2004,BEDFORD,18,11,61.1111,12,66.6667,18,100.0
2004,BENTON,6,6,100.0,6,100.0,6,100.0
2004,BLEDSOE,15,15,100.0,15,100.0,15,100.0
2004,BLOUNT,47,25,53.1915,35,74.4681,47,100.0
2004,BRADLEY,17,5,29.4118,15,88.2353,17,100.0
2004,CAMPBELL,21,21,100.0,21,100.0,21,100.0
2004,CANNON,9,9,100.0,9,100.0,9,100.0
2004,CARROLL,22,21,95.4545,22,100.0,22,100.0
2004,CARTER,21,21,100.0,21,100.0,21,100.0
2004,CHEATHAM,9,9,100.0,9,100.0,9,100.0
2004,CHESTER,16,16,100.0,16,100.0,16,100.0
2004,CLAIBORNE,20,20,100.0,20,100.0,20,100.0
2004,CLAY,7,7,100.0,7,100.0,7,100.0
2004,COCKE,18,17,94.4444,18,100.0,18,100.0
2004,COFFEE,24,24,100.0,24,100.0,24,100.0
2004,CROCKETT,12,12,100.0,12,100.0,12,100.0
2004,CUMBERLAND,26,26,100.0,26,100.0,26,100.0
2004,DAVIDSON,173,171,98.8439,171,98.8439,173,100.0
2004,DECATUR,13,13,100.0,13,100.0,13,100.0
2004,DEKALB,16,16,100.0,16,100.0,16,100.0
2004,DICKSON,18,18,100.0,18,100.0,18,100.0
2004,DYER,15,14,93.3333,14,93.3333,15,100.0
2004,FAYETTE,17,16,94.1176,17,100.0,17,100.0
2004,FENTRESS,13,13,100.0,13,100.0,13,100.0
2004,FRANKLIN,18,18,100.0,18,100.0,18,100.0
2004,GIBSON,40,40,100.0,40,100.0,40,100.0
2004,GILES,14,14,100.0,14,100.0,14,100.0
2004,GRAINGER,10,10,100.0,10,100.0,10,100.0
2004,GREENE,37,29,78.3784,32,86.4865,37,100.0
2004,GRUNDY,13,13,100.0,13,100.0,13,100.0
2004,HAMBLEN,17,17,100.0,17,100.0,17,100.0
2004,HAMILTON,134,57,42.5373,90,67.1642,134,100.0
2004,HANCOCK,7,7,100.0,7,100.0,7,100.0
2004,HARDEMAN,13,13,100.0,13,100.0,13,100.0
2004,HARDIN,18,14,77.7778,18,100.0,18,100.0
2004,HAWKINS,22,22,100.0,22,100.0,22,100.0
2004,HAYWOOD,21,21,100.0,21,100.0,21,100.0
2004,HENDERSON,17,15,88.2353,15,88.2353,17,100.0
2004,HENRY,13,13,100.0,13,100.0,13,100.0
2004,HICKMAN,18,18,100.0,18,100.0,18,100.0
2004,HOUSTON,6,6,100.0,6,100.0,6,100.0
2004,HUMPHREYS,9,9,100.0,9,100.0,9,100.0
2004,JACKSON,17,17,100.0,17,100.0,17,100.0
2004,JEFFERSON,11,11,100.0,11,100.0,11,100.0
2004,JOHNSON,12,9,75.0,10,83.3333,12,100.0
2004,KNOX,96,94,97.9167,94,97.9167,96,100.0
2004,LAKE,3,3,100.0,3,100.0,3,100.0
2004,LAUDERDALE,17,10,58.8235,16,94.1176,17,100.0
2004,LAWRENCE,29,29,100.0,29,100.0,29,100.0
2004,LEWIS,9,9,100.0,9,100.0,9,100.0
2004,LINCOLN,20,20,100.0,20,100.0,20,100.0
2004,LOUDON,15,15,100.0,15,100.0,15,100.0
2004,MACON,10,10,100.0,10,100.0,10,100.0
2004,MADISON,33,33,100.0,33,100.0,33,100.0
2004,MARION,29,17,58.6207,26,89.6552,29,100.0
2004,MARSHALL,9,9,100.0,9,100.0,9,100.0
2004,MAURY,22,21,95.4545,21,95.4545,22,100.0
2004,MCMINN,15,15,100.0,15,100.0,15,100.0
2004,MCNAIRY,19,19,100.0,19,100.0,19,100.0
2004,MEIGS,6,6,100.0,6,100.0,6,100.0
2004,MONROE,13,13,100.0,13,100.0,13,100.0
2004,MONTGOMERY,24,24,100.0,24,100.0,24,100.0
2004,MOORE,3,3,100.0,3,100.0,3,100.0
2004,MORGAN,12,12,100.0,12,100.0,12,100.0
2004,OBION,12,12,100.0,12,100.0,12,100.0
2004,OVERTON,15,15,100.0,15,100.0,15,100.0
2004,PERRY,10,4,40.0,7,70.0,10,100.0
2004,PICKETT,9,9,100.0,9,100.0,9,100.0
2004,POLK,12,6,50.0,7,58.3333,12,100.0
2004,PUTNAM,43,15,34.8837,15,34.8837,43,100.0
2004,RHEA,15,15,100.0,15,100.0,15,100.0
2004,ROANE,26,20,76.9231,26,100.0,26,100.0
2004,ROBERTSON,19,19,100.0,19,100.0,19,100.0
2004,RUTHERFORD,48,48,100.0,48,100.0,48,100.0
2004,SCOTT,10,10,100.0,10,100.0,10,100.0
2004,SEQUATCHIE,10,10,100.0,10,100.0,10,100.0
2004,SEVIER,20,20,100.0,20,100.0,20,100.0
2004,SHELBY,284,279,98.2394,279,98.2394,284,100.0
2004,SMITH,8,8,100.0,8,100.0,8,100.0
2004,STEWART,8,8,100.0,8,100.0,8,100.0
2004,SULLIVAN,37,36,97.2973,36,97.2973,37,100.0
2004,SUMNER,34,0,0.0,0,0.0,34,100.0
2004,TIPTON,22,20,90.9091,21,95.4545,22,100.0
2004,TROUSDALE,10,9,90.0,9,90.0,10,100.0
2004,UNICOI,8,8,100.0,8,100.0,8,100.0
2004,UNION,9,9,100.0,9,100.0,9,100.0
2004,VAN BUREN,7,2,28.5714,2,28.5714,7,100.0
2004,WARREN,21,21,100.0,21,100.0,21,100.0
2004,WASHINGTON,40,30,75.0,30,75.0,40,100.0
2004,WAYNE,14,14,100.0,14,100.0,14,100.0
2004,WEAKLEY,10,10,100.0,10,100.0,10,100.0
2004,WHITE,11,11,100.0,11,100.0,11,100.0
2004,WILLIAMSON,35,35,100.0,35,100.0,35,100.0
2004,WILSON,36,36,100.0,36,100.0,36,100.0
2006,ANDERSON,28,24,85.7143,25,89.2857,28,100.0
2006,BEDFORD,18,0,0.0,2,11.1111,18,100.0
2006,BENTON,4,4,100.0,4,100.0,4,100.0
2006,BLEDSOE,15,15,100.0,15,100.0,15,100.0
2006,BLOUNT,46,25,54.3478,26,56.5217,46,100.0
2006,BRADLEY,17,17,100.0,17,100.0,17,100.0
2006,CAMPBELL,21,21,100.0,21,100.0,21,100.0
2006,CANNON,9,9,100.0,9,100.0,9,100.0
2006,CARROLL,22,0,0.0,20,90.9091,22,100.0
2006,CARTER,21,21,100.0,21,100.0,21,100.0
2006,CHEATHAM,9,9,100.0,9,100.0,9,100.0
2006,CHESTER,11,11,100.0,11,100.0,11,100.0
2006,CLAIBORNE,18,18,100.0,18,100.0,18,100.0
2006,CLAY,7,7,100.0,7,100.0,7,100.0
2006,COCKE,18,17,94.4444,18,100.0,18,100.0
2006,COFFEE,24,24,100.0,24,100.0,24,100.0
2006,CROCKETT,12,12,100.0,12,100.0,12,100.0
2006,CUMBERLAND,26,26,100.0,26,100.0,26,100.0
2006,DAVIDSON,172,171,99.4186,171,99.4186,172,100.0
2006,DECATUR,19,19,100.0,19,100.0,19,100.0
2006,DEKALB,16,16,100.0,16,100.0,16,100.0
2006,DICKSON,18,18,100.0,18,100.0,18,100.0
2006,DYER,16,14,87.5,14,87.5,16,100.0
2006,FAYETTE,17,13,76.4706,17,100.0,17,100.0
2006,FENTRESS,13,13,100.0,13,100.0,13,100.0
2006,FRANKLIN,18,18,100.0,18,100.0,18,100.0
2006,GIBSON,36,36,100.0,36,100.0,36,100.0
2006,GILES,14,14,100.0,14,100.0,14,100.0
2006,GRAINGER,10,10,100.0,10,100.0,10,100.0
2006,GREENE,39,8,20.5128,14,35.8974,39,100.0
2006,GRUNDY,13,13,100.0,13,100.0,13,100.0
2006,HAMBLEN,17,17,100.0,17,100.0,17,100.0
2006,HAMILTON,133,94,70.6767,106,79.6992,133,100.0
2006,HANCOCK,7,7,100.0,7,100.0,7,100.0
2006,HARDEMAN,13,13,100.0,13,100.0,13,100.0
2006,HARDIN,18,11,61.1111,11,61.1111,18,100.0
2006,HAWKINS,26,26,100.0,26,100.0,26,100.0
2006,HAYWOOD,15,8,53.3333,8,53.3333,15,100.0
2006,HENDERSON,15,15,100.0,15,100.0,15,100.0
2006,HENRY,13,13,100.0,13,100.0,13,100.0
2006,HICKMAN,18,18,100.0,18,100.0,18,100.0
2006,HOUSTON,6,6,100.0,6,100.0,6,100.0
2006,HUMPHREYS,9,9,100.0,9,100.0,9,100.0
2006,JACKSON,17,17,100.0,17,100.0,17,100.0
2006,JEFFERSON,11,11,100.0,11,100.0,11,100.0
2006,JOHNSON,12,9,75.0,10,83.3333,12,100.0
2006,KNOX,94,92,97.8723,92,97.8723,94,100.0
2006,LAKE,3,3,100.0,3,100.0,3,100.0
2006,LAUDERDALE,17,10,58.8235,10,58.8235,17,100.0
2006,LAWRENCE,29,29,100.0,29,100.0,29,100.0
2006,LEWIS,9,9,100.0,9,100.0,9,100.0
2006,LINCOLN,20,20,100.0,20,100.0,20,100.0
2006,LOUDON,14,13,92.8571,13,92.8571,14,100.0
2006,MACON,10,0,0.0,1,10.0,10,100.0
2006,MADISON,33,33,100.0,33,100.0,33,100.0
2006,MARION,20,20,100.0,20,100.0,20,100.0
2006,MARSHALL,8,8,100.0,8,100.0,8,100.0
2006,MAURY,22,9,40.9091,9,40.9091,22,100.0
2006,MCMINN,15,0,0.0,11,73.3333,15,100.0
2006,MCNAIRY,18,15,83.3333,15,83.3333,18,100.0
2006,MEIGS,6,6,100.0,6,100.0,6,100.0
2006,MONROE,13,0,0.0,2,15.3846,13,100.0
2006,MONTGOMERY,24,24,100.0,24,100.0,24,100.0
2006,MOORE,3,3,100.0,3,100.0,3,100.0
2006,MORGAN,12,12,100.0,12,100.0,12,100.0
2006,OBION,13,12,92.3077,12,92.3077,13,100.0
2006,OVERTON,15,15,100.0,15,100.0,15,100.0
2006,PERRY,10,10,100.0,10,100.0,10,100.0
2006,PICKETT,9,9,100.0,9,100.0,9,100.0
2006,POLK,12,6,50.0,7,58.3333,12,100.0
2006,PUTNAM,43,15,34.8837,15,34.8837,43,100.0
2006,RHEA,15,15,100.0,15,100.0,15,100.0
2006,ROANE,25,23,92.0,24,96.0,25,100.0
2006,ROBERTSON,19,19,100.0,19,100.0,19,100.0
2006,RUTHERFORD,48,48,100.0,48,100.0,48,100.0
2006,SCOTT,10,10,100.0,10,100.0,10,100.0
2006,SEQUATCHIE,10,10,100.0,10,100.0,10,100.0
2006,SEVIER,20,20,100.0,20,100.0,20,100.0
2006,SHELBY,216,213,98.6111,213,98.6111,216,100.0
2006,SMITH,8,8,100.0,8,100.0,8,100.0
2006,STEWART,9,9,100.0,9,100.0,9,100.0
2006,SULLIVAN,29,24,82.7586,24,82.7586,29,100.0
2006,SUMNER,32,0,0.0,0,0.0,32,100.0
2006,TIPTON,16,0,0.0,8,50.0,16,100.0
2006,TROUSDALE,10,9,90.0,9,90.0,10,100.0
2006,UNICOI,8,8,100.0,8,100.0,8,100.0
2006,UNION,9,9,100.0,9,100.0,9,100.0
2006,VAN BUREN,7,3,42.8571,3,42.8571,7,100.0
2006,WARREN,21,21,100.0,21,100.0,21,100.0
2006,WASHINGTON,40,30,75.0,30,75.0,40,100.0
2006,WAYNE,14,14,100.0,14,100.0,14,100.0
2006,WEAKLEY,10,10,100.0,10,100.0,10,100.0
2006,WHITE,11,11,100.0,11,100.0,11,100.0
2006,WILLIAMSON,35,35,100.0,35,100.0,35,100.0
2006,WILSON,36,36,100.0,36,100.0,36,100.0
2008,ANDERSON,28,25,89.2857,26,92.8571,28,100.0
2008,BEDFORD,18,5,27.7778,15,83.3333,18,100.0
2008,BENTON,4,4,100.0,4,100.0,4,100.0
2008,BLEDSOE,15,15,100.0,15,100.0,15,100.0
2008,BLOUNT,45,27,60.0,28,62.2222,45,100.0
2008,BRADLEY,17,17,100.0,17,100.0,17,100.0
2008,CAMPBELL,21,21,100.0,21,100.0,21,100.0
2008,CANNON,9,9,100.0,9,100.0,9,100.0
2008,CARROLL,22,0,0.0,20,90.9091,22,100.0
2008,CARTER,21,21,100.0,21,100.0,21,100.0
2008,CHEATHAM,8,8,100.0,8,100.0,8,100.0
2008,CHESTER,11,11,100.0,11,100.0,11,100.0
2008,CLAIBORNE,18,18,100.0,18,100.0,18,100.0
2008,CLAY,7,7,100.0,7,100.0,7,100.0
2008,COCKE,18,17,94.4444,18,100.0,18,100.0
2008,COFFEE,24,24,100.0,24,100.0,24,100.0
2008,CROCKETT,12,12,100.0,12,100.0,12,100.0
2008,CUMBERLAND,27,26,96.2963,26,96.2963,27,100.0
2008,DAVIDSON,173,172,99.422,172,99.422,173,100.0
2008,DECATUR,13,13,100.0,13,100.0,13,100.0
2008,DEKALB,16,16,100.0,16,100.0,16,100.0
2008,DICKSON,18,18,100.0,18,100.0,18,100.0
2008,DYER,16,14,87.5,14,87.5,16,100.0
2008,FAYETTE,17,13,76.4706,17,100.0,17,100.0
2008,FENTRESS,13,13,100.0,13,100.0,13,100.0
2008,FRANKLIN,18,18,100.0,18,100.0,18,100.0
2008,GIBSON,36,36,100.0,36,100.0,36,100.0
2008,GILES,15,14,93.3333,14,93.3333,15,100.0
2008,GRAINGER,10,10,100.0,10,100.0,10,100.0
2008,GREENE,41,10,24.3902,16,39.0244,41,100.0
2008,GRUNDY,13,13,100.0,13,100.0,13,100.0
2008,HAMBLEN,17,17,100.0,17,100.0,17,100.0
2008,HAMILTON,129,95,73.6434,107,82.9457,129,100.0
2008,HANCOCK,7,7,100.0,7,100.0,7,100.0
2008,HARDEMAN,13,13,100.0,13,100.0,13,100.0
2008,HARDIN,18,11,61.1111,11,61.1111,18,100.0
2008,HAWKINS,26,26,100.0,26,100.0,26,100.0
2008,HAYWOOD,15,9,60.0,9,60.0,15,100.0
2008,HENDERSON,15,15,100.0,15,100.0,15,100.0
2008,HENRY,13,13,100.0,13,100.0,13,100.0
2008,HICKMAN,18,18,100.0,18,100.0,18,100.0
2008,HOUSTON,7,1,14.2857,2,28.5714,7,100.0
2008,HUMPHREYS,9,9,100.0,9,100.0,9,100.0
2008,JACKSON,17,17,100.0,17,100.0,17,100.0
2008,JEFFERSON,11,11,100.0,11,100.0,11,100.0
2008,JOHNSON,12,9,75.0,10,83.3333,12,100.0
2008,KNOX,94,92,97.8723,92,97.8723,94,100.0
2008,LAKE,3,3,100.0,3,100.0,3,100.0
2008,LAUDERDALE,16,10,62.5,10,62.5,16,100.0
2008,LAWRENCE,29,29,100.0,29,100.0,29,100.0
2008,LEWIS,9,9,100.0,9,100.0,9,100.0
2008,LINCOLN,20,20,100.0,20,100.0,20,100.0
2008,LOUDON,14,13,92.8571,13,92.8571,14,100.0
2008,MACON,10,0,0.0,2,20.0,10,100.0
2008,MADISON,33,33,100.0,33,100.0,33,100.0
2008,MARION,20,20,100.0,20,100.0,20,100.0
2008,MARSHALL,9,9,100.0,9,100.0,9,100.0
2008,MAURY,21,10,47.619,10,47.619,21,100.0
2008,MCMINN,15,0,0.0,11,73.3333,15,100.0
2008,MCNAIRY,17,16,94.1176,16,94.1176,17,100.0
2008,MEIGS,6,6,100.0,6,100.0,6,100.0
2008,MONROE,13,0,0.0,1,7.6923,13,100.0
2008,MONTGOMERY,24,24,100.0,24,100.0,24,100.0
2008,MOORE,3,3,100.0,3,100.0,3,100.0
2008,MORGAN,12,12,100.0,12,100.0,12,100.0
2008,OBION,13,12,92.3077,12,92.3077,13,100.0
2008,OVERTON,13,13,100.0,13,100.0,13,100.0
2008,PERRY,10,10,100.0,10,100.0,10,100.0
2008,PICKETT,9,9,100.0,9,100.0,9,100.0
2008,POLK,11,6,54.5455,7,63.6364,11,100.0
2008,PUTNAM,44,15,34.0909,15,34.0909,44,100.0
2008,RHEA,15,15,100.0,15,100.0,15,100.0
2008,ROANE,25,23,92.0,24,96.0,25,100.0
2008,ROBERTSON,19,19,100.0,19,100.0,19,100.0
2008,RUTHERFORD,48,48,100.0,48,100.0,48,100.0
2008,SCOTT,10,10,100.0,10,100.0,10,100.0
2008,SEQUATCHIE,10,10,100.0,10,100.0,10,100.0
2008,SEVIER,20,20,100.0,20,100.0,20,100.0
2008,SHELBY,274,269,98.1752,269,98.1752,274,100.0
2008,SMITH,8,8,100.0,8,100.0,8,100.0
2008,STEWART,9,9,100.0,9,100.0,9,100.0
2008,SULLIVAN,29,24,82.7586,24,82.7586,29,100.0
2008,SUMNER,35,0,0.0,0,0.0,35,100.0
2008,TIPTON,10,0,0.0,8,80.0,10,100.0
