from_year,source_vintage,county_norm,from_precinct_norm,src_vtdst,dst_vtd20,weight,match_method,confidence_tier,match_score
2020,2020,ANDERSON,ANDERSONVILLE,0001,0001,1.0,exact_name,high,1.0
2020,2020,ANDERSON,BRICEVILLE,0003,0003,1.0,exact_name,high,1.0
2020,2020,ANDERSON,BULL RUN,0002,0002,1.0,exact_name,high,1.0
2020,2020,ANDERSON,CLAXTON,0005,0005,1.0,exact_name,high,1.0
2020,2020,ANDERSON,CLINTON,0006,0006,1.0,exact_name,high,1.0
2020,2020,ANDERSON,CLINTON HIGH,0007,0007,1.0,exact_name,high,1.0
2020,2020,ANDERSON,CLINTON MIDDLE,0008,0008,0.90007601,exact_name,high,1.0
2020,2020,ANDERSON,CLINTON MIDDLE,0008,000001,0.0980562,exact_name,high,1.0
2020,2020,ANDERSON,CLINTON MIDDLE,0008,000018,0.00182807,exact_name,high,1.0
2020,2020,ANDERSON,CLINTON MIDDLE,0008,000010,3.358e-05,exact_name,high,1.0
2020,2020,ANDERSON,CLINTON MIDDLE,0008,000011,4.42e-06,exact_name,high,1.0
2020,2020,ANDERSON,CLINTON MIDDLE,0008,000016,1.71e-06,exact_name,high,1.0
2020,2020,ANDERSON,DUTCH VALLEY,0009,0009,1.0,exact_name,high,1.0
2020,2020,ANDERSON,EMORY VALLEY,0010,0010,0.91666667,exact_name,high,1.0
2020,2020,ANDERSON,EMORY VALLEY,0010,000003,0.08187991,exact_name,high,1.0
2020,2020,ANDERSON,EMORY VALLEY,0010,000025,0.00086745,exact_name,high,1.0
2020,2020,ANDERSON,EMORY VALLEY,0010,000005,0.00047794,exact_name,high,1.0
2020,2020,ANDERSON,EMORY VALLEY,0010,000009,8.723e-05,exact_name,high,1.0
2020,2020,ANDERSON,EMORY VALLEY,0010,000006,2.08e-05,exact_name,high,1.0
2020,2020,ANDERSON,FAIRVIEW,0011,0011,1.0,exact_name,high,1.0
2020,2020,ANDERSON,GLEN ALPINE,0012,0012,0.9166775,exact_name,high,1.0
2020,2020,ANDERSON,GLEN ALPINE,0012,000002,0.08320867,exact_name,high,1.0
2020,2020,ANDERSON,GLEN ALPINE,0012,000020,5.275e-05,exact_name,high,1.0
2020,2020,ANDERSON,GLEN ALPINE,0012,000016,4.84e-05,exact_name,high,1.0
2020,2020,ANDERSON,GLEN ALPINE,0012,000024,1.258e-05,exact_name,high,1.0
2020,2020,ANDERSON,GLEN ALPINE,0012,000008,9e-08,exact_name,high,1.0
2020,2020,ANDERSON,GLENWOOD,0013,0013,1.0,exact_name,high,1.0
2020,2020,ANDERSON,HENDRIX CREEK,0014,0014,1.0,exact_name,high,1.0
