src_year,dst_year,src_statefp,src_countyfp,src_vtdst,src_vtdi,src_geoid,src_name,name00,name10,name20,dst_statefp,dst_countyfp,dst_vtdst,dst_vtdi,dst_geoid,dst_name,intersection_area_m2,src_area_m2,dst_area_m2,src_weight,dst_weight
2010,2020,47,001,0008,A,470010008,Andersonville,,Andersonville,Andersonville,47,001,000001,,47001000001,Andersonville,60469086.37663131,61673421.88897873,60641482.554030344,0.9804723740720047,0.9971571246259451
2010,2020,47,001,0008,A,470010008,Andersonville,,Andersonville,Fairview,47,001,000010,,47001000010,Fairview,20709.30011573825,61673421.88897873,43789185.29210609,0.00033578970456703456,0.0004729318432757307
2010,2020,47,001,0008,A,470010008,Andersonville,,Andersonville,Glen Alpine,47,001,000011,,47001000011,Glen Alpine,2726.521261991807,61673421.88897873,39102029.245342895,4.420901546374301e-05,6.972838276204142e-05
2010,2020,47,001,0008,A,470010008,Andersonville,,Andersonville,Lake City Middle School,47,001,000016,,47001000016,Lake City Middle School,1055.5279076606053,61673421.88897873,75016815.68047182,1.7114793947394576e-05,1.407055069034845e-05
2010,2020,47,001,0008,A,470010008,Andersonville,,Andersonville,Norris,47,001,000018,,47001000018,Norris,1127760.4458207595,61673421.88897873,18834217.623530556,0.01828600410482971,0.059878274126544576
2010,2020,47,001,0010,A,470010010,Block House Valley,,Block House Valley,Bull Run,47,001,000003,,47001000003,Bull Run,11266669.02709126,11466660.502674686,36409987.86224679,0.9825588735676986,0.30943896684935657
2010,2020,47,001,0010,A,470010010,Block House Valley,,Block House Valley,Clinton,47,001,000005,,47001000005,Clinton,65764.63757454636,11466660.502674686,8371026.800466854,0.005735291243619383,0.007856221123420444
2010,2020,47,001,0010,A,470010010,Block House Valley,,Block House Valley,Clinton High,47,001,000006,,47001000006,Clinton High,2862.907144844943,11466660.502674686,14334565.628469123,0.00024967226893803546,0.00019972053699060643
2010,2020,47,001,0010,A,470010010,Block House Valley,,Block House Valley,Emory Valley,47,001,000009,,47001000009,Emory Valley,12002.760158898041,11466660.502674686,14019409.791639715,0.0010467529021285934,0.0008561530290708617
2010,2020,47,001,0010,A,470010010,Block House Valley,,Block House Valley,South Clinton,47,001,000025,,47001000025,South Clinton,119361.1707030828,11466660.502674686,11532085.448904078,0.010409410017436279,0.010350354342407858
2010,2020,47,001,0012,A,470010012,Briceville,,Briceville,Briceville,47,001,000002,,47001000002,Briceville,55025158.59780419,55107822.698677525,55110997.77912011,0.9984999570510101,0.9984424310069661
2010,2020,47,001,0012,A,470010012,Briceville,,Briceville,Dutch Valley,47,001,000008,,47001000008,Dutch Valley,61.371502856978495,55107822.698677525,27172043.903767996,1.1136622688315953e-06,2.2586266632841704e-06
2010,2020,47,001,0012,A,470010012,Briceville,,Briceville,Lake City Middle School,47,001,000016,,47001000016,Lake City Middle School,32005.981355290878,55107822.698677525,75016815.68047182,0.0005807883488755392,0.0004266507590993707
2010,2020,47,001,0012,A,470010012,Briceville,,Briceville,Norwood,47,001,000020,,47001000020,Norwood,34462.038986212174,55107822.698677525,78288972.19319831,0.0006253565700580508,0.0004401902084136214
