year,county_norm,precinct_norm,county_raw,precinct_raw,match_method,confidence_tier,match_score,source_rows
2006,BEDFORD,LIBERTY SCHOOL,BEDFORD,Liberty School,unmatched,unknown,0.457143,9
2006,BEDFORD,RAUS CC,BEDFORD,Raus CC,unmatched,unknown,0.533333,9
2006,BEDFORD,ROVER BAPTIST,BEDFORD,Rover Baptist,unmatched,unknown,0.454545,9
2006,BLOUNT,BOARD ED CITY,BLOUNT,Board Ed-City,unmatched,unknown,0.533333,9
2006,BLOUNT,EAGLETON MIDDLE 20TH,BLOUNT,Eagleton Middle 20th,unmatched,unknown,0.652174,9
2006,BLOUNT,EAGLETON MIDDLE CAF,BLOUNT,Eagleton Middle Café,unmatched,unknown,0.648649,9
2006,BLOUNT,PELLISSIPPI ALCOA,BLOUNT,Pellissippi-Alcoa,unmatched,unknown,0.388889,9
2006,BLOUNT,PELLISSIPPIMARYVILLE,BLOUNT,PellissippiMaryville,unmatched,unknown,0.533333,9
2006,BLOUNT,WM BLOUNT HIGH CITY,BLOUNT,Wm Blount High-City,unmatched,unknown,0.642857,9
2006,BLOUNT,WM BLOUNT HIGH CNTY,BLOUNT,Wm Blount High-Cnty,unmatched,unknown,0.545455,9
2006,BLOUNT,WM BLOUNT MIDDLE,BLOUNT,Wm Blount Middle,unmatched,unknown,0.642857,9
2006,CARROLL,BETHEL COLLEGE,CARROLL,Bethel College,unmatched,unknown,0.521739,9
2006,DAVIDSON,SAFETY PRECINCT,DAVIDSON,Safety Precinct,unmatched,unknown,0.296296,9
2006,HAMILTON,111 LOOKOUT VALLEY 3,HAMILTON,111 Lookout Valley 3,unmatched,unknown,0.512821,9
2006,HAMILTON,161 LOOKOUT VALLEY 4,HAMILTON,161 Lookout Valley 4,unmatched,unknown,0.512821,9
2006,HAMILTON,ELECTION COM ADA TSX,HAMILTON,Election Com ADA TSX,unmatched,unknown,0.363636,9
2006,HAMILTON,ELECTION COMM EV TSX,HAMILTON,Election Comm EV TSX,unmatched,unknown,0.333333,9
2006,HAMILTON,NORTHGATE EV TSX,HAMILTON,Northgate EV TSX,unmatched,unknown,0.642857,9
2006,HAMILTON,NURSING HOME,HAMILTON,Nursing Home,unmatched,unknown,0.4,9
2006,HARDIN,CRUMP 4 2,HARDIN,Crump 4-2,unmatched,unknown,0.625,9
2006,HARDIN,NIXON 2 1,HARDIN,Nixon 2-1,unmatched,unknown,0.625,9
2006,HARDIN,NORTH 8 1,HARDIN,North 8-1,unmatched,unknown,0.625,9
2006,HOUSTON,1 STEWART CC,HOUSTON,1 Stewart CC,unmatched,unknown,0.62069,9
2006,HOUSTON,4 SENIOR CITIZ BLDG,HOUSTON,4 Senior Citiz Bldg,unmatched,unknown,0.444444,9
2006,HOUSTON,6 MIDDLE SCHOOL,HOUSTON,6 Middle School,unmatched,unknown,0.540541,9
2006,LAUDERDALE,ARP 6,LAUDERDALE,Arp 6,unmatched,unknown,0.5,9
2006,LINCOLN,2 1 BOONSHILL CC,LINCOLN,2-1 Boonshill CC,unmatched,unknown,0.628571,9
2006,LINCOLN,3 2 THORTON TAYLOR,LINCOLN,3-2 Thorton Taylor,unmatched,unknown,0.651163,9
2006,LINCOLN,4 2 FNB COMM ROOM,LINCOLN,4-2 FNB Comm Room,unmatched,unknown,0.352941,9
2006,LINCOLN,5 1 CALVARY BAPTIST,LINCOLN,5-1 Calvary Baptist,unmatched,unknown,0.352941,9
2006,LINCOLN,5 2 9TH GRADE ACAD,LINCOLN,5-2 9th Grade Acad,unmatched,unknown,0.27027,9
2006,LINCOLN,6 2 BELLEVILLE CC,LINCOLN,6-2 Belleville CC,unmatched,unknown,0.648649,9
2006,LINCOLN,7 1 ELORA CC,LINCOLN,7-1 Elora CC,unmatched,unknown,0.518519,9
2006,LINCOLN,7 3 KELSO CC,LINCOLN,7-3 Kelso CC,unmatched,unknown,0.518519,9
2006,LINCOLN,8 1 LINCOLN CC,LINCOLN,8-1 Lincoln CC,unmatched,unknown,0.592593,9
2006,MACON,CENTRAL ELEM SCH,MACON,Central Elem Sch,unmatched,unknown,0.487805,9
2006,MACON,GALEN SCH MUSEUM,MACON,Galen Sch Museum,unmatched,unknown,0.514286,9
2006,MACON,MACON CO JR HS,MACON,Macon Co. Jr. HS,unmatched,unknown,0.428571,9
2006,MACON,SALLY WELLS BLDG,MACON,Sally Wells Bldg,unmatched,unknown,0.37037,9
2006,MACON,WESTSIDE SCHOOL,MACON,Westside School,unmatched,unknown,0.645161,9
2006,MACON,WILLETTE HEAD STR,MACON,Willette Head Str,unmatched,unknown,0.571429,9
2006,MACON,WILLIAMS HEAD STR,MACON,Williams Head Str,unmatched,unknown,0.571429,9
2006,MAURY,BAKER 4 1,MAURY,Baker 4-1,unmatched,unknown,0.714286,9
2006,MAURY,CITY HALL 10 1,MAURY,City Hall 10-1,unmatched,unknown,0.421053,9
2006,MCMINN,CENTRAL HS,MCMINN,Central HS,unmatched,unknown,0.37037,9
2006,MCMINN,ETOWAH CC,MCMINN,Etowah CC,unmatched,unknown,0.583333,9
2006,MCMINN,MT VIEW SCHOOL,MCMINN,Mt. View School,unmatched,unknown,0.666667,9
2006,MCMINN,TN TECH CENTER,MCMINN,TN Tech Center,unmatched,unknown,0.37037,9
2006,MCNAIRY,GUYS 5 4,MCNAIRY,Guys 5-4,unmatched,unknown,0.571429,9
2006,MCNAIRY,PURDY 3 3,MCNAIRY,Purdy 3-3,unmatched,unknown,0.625,9
2006,MCNAIRY,RAMER 5 5,MCNAIRY,Ramer 5-5,unmatched,unknown,0.625,9
2006,MONROE,MADISONVILLE INTR,MONROE,Madisonville Intr,unmatched,unknown,0.653846,9
2006,MONROE,TOQUA CC,MONROE,Toqua CC,unmatched,unknown,0.538462,9
2006,MONROE,VONORE CC,MONROE,Vonore CC,unmatched,unknown,0.64,9
2006,OBION,FAIL SAFE,OBION,Fail Safe,unmatched,unknown,0.4,9
2006,PUTNAM,5D COOKEVILLE CC IN,PUTNAM,5D Cookeville CC In,unmatched,unknown,0.611111,9
2006,PUTNAM,5E COOKEVILLE CC OUT,PUTNAM,5E Cookeville CC Out,unmatched,unknown,0.594595,9
2006,PUTNAM,9C DOUBLE SPGS WEST,PUTNAM,9C Double Spgs West,unmatched,unknown,0.647059,9
2006,RUTHERFORD,1 2 ROY WALDRON SCH,RUTHERFORD,1-2 Roy Waldron Sch,unmatched,unknown,0.594595,9
2006,RUTHERFORD,10 1 CEDAR GROVE ELE,RUTHERFORD,10-1 Cedar Grove Ele,unmatched,unknown,0.358974,9
2006,RUTHERFORD,10 3 ROCK SPGS III,RUTHERFORD,10-3 Rock Spgs III,unmatched,unknown,0.363636,9
2006,RUTHERFORD,12 1 NISSAN FIREHALL,RUTHERFORD,12-1 Nissan FireHall,unmatched,unknown,0.615385,9
2006,RUTHERFORD,14 2 SIEGAL ELEM,RUTHERFORD,14-2 Siegal Elem,unmatched,unknown,0.464286,9
2006,RUTHERFORD,15 1 SPORTSCOM,RUTHERFORD,15-1 Sportscom,unmatched,unknown,0.526316,9
2006,RUTHERFORD,18 2 WILDERNESS II,RUTHERFORD,18-2 Wilderness II,unmatched,unknown,0.387097,9
2006,RUTHERFORD,18 3 WILDERNESS III,RUTHERFORD,18-3 Wilderness III,unmatched,unknown,0.409091,9
2006,RUTHERFORD,20 1 JOYWOOD CHURCH,RUTHERFORD,20-1 Joywood Church,unmatched,unknown,0.424242,9
2006,RUTHERFORD,20 2 FLORENCE FIREHA,RUTHERFORD,20-2 Florence FireHa,unmatched,unknown,0.536585,9
2006,RUTHERFORD,3 1 LEANNA CC,RUTHERFORD,3-1 Leanna CC,unmatched,unknown,0.5,9
2006,RUTHERFORD,3 4 FLORENCE BAPTIST,RUTHERFORD,3-4 Florence Baptist,unmatched,unknown,0.410256,9
2006,RUTHERFORD,4 1 ADVENT LUTHERAN,RUTHERFORD,4-1 Advent Lutheran,unmatched,unknown,0.375,9
2006,RUTHERFORD,4 4 OAKLAND HS,RUTHERFORD,4-4 Oakland HS,unmatched,unknown,0.555556,9
2006,RUTHERFORD,5 1 LAVERGNE CIVIC,RUTHERFORD,5-1 LaVergne Civic,unmatched,unknown,0.651163,9
2006,RUTHERFORD,7 3 MID TN ELECTRIC,RUTHERFORD,7-3 Mid TN Electric,unmatched,unknown,0.418605,9
2006,RUTHERFORD,8 1 ALMAVILLE CC,RUTHERFORD,8-1 Almaville CC,unmatched,unknown,0.628571,9
2006,RUTHERFORD,8 2 EAGLEVILLE CC,RUTHERFORD,8-2 Eagleville CC,unmatched,unknown,0.648649,9
2006,RUTHERFORD,8 3 LEBANON CHURCH,RUTHERFORD,8-3 Lebanon Church,unmatched,unknown,0.432432,9
2006,RUTHERFORD,9 1 ALMAVILLE FIRE H,RUTHERFORD,9-1 Almaville Fire H,unmatched,unknown,0.666667,9
2006,RUTHERFORD,9 2 ROCK SPGS II,RUTHERFORD,9-2 Rock Spgs II,unmatched,unknown,0.387097,9
2006,TIPTON,EAST ATOKA,TIPTON,East Atoka,unmatched,unknown,0.705882,9
2006,TIPTON,ISLAND,TIPTON,Island,unmatched,unknown,0.533333,9
