block_geoid,dst_statefp,dst_countyfp,dst_vtdst,dst_vtdi,dst_geoid,dst_name,weight
470010202011046,47,001,000013,,47001000013,Hendrix Creek,1.0
470010202011047,47,001,000026,,47001000026,West Hills,1.0
470010202011048,47,001,000013,,47001000013,Hendrix Creek,1.0
470010202011049,47,001,000013,,47001000013,Hendrix Creek,1.0
470010202012000,47,001,000009,,47001000009,Emory Valley,1.0
470010202012001,47,001,000009,,47001000009,Emory Valley,1.0
470010202012002,47,001,000009,,47001000009,Emory Valley,1.0
470010202012003,47,001,000009,,47001000009,Emory Valley,1.0
470010202012004,47,001,000009,,47001000009,Emory Valley,1.0
470010202012005,47,001,000009,,47001000009,Emory Valley,1.0
470010202012006,47,001,000013,,47001000013,Hendrix Creek,1.0
470010202012007,47,001,000013,,47001000013,Hendrix Creek,1.0
470010202012008,47,001,000013,,47001000013,Hendrix Creek,1.0
470010202012009,47,001,000009,,47001000009,Emory Valley,1.0
470010202012010,47,001,000013,,47001000013,Hendrix Creek,1.0
470010202012011,47,001,000009,,47001000009,Emory Valley,1.0
470010202012012,47,001,000009,,47001000009,Emory Valley,1.0
470010202021000,47,001,000009,,47001000009,Emory Valley,1.0
470010202021001,47,001,000009,,47001000009,Emory Valley,1.0
470010202021002,47,001,000009,,47001000009,Emory Valley,1.0
470010202021003,47,001,000009,,47001000009,Emory Valley,1.0
470010202021004,47,001,000009,,47001000009,Emory Valley,1.0
470010202021005,47,001,000009,,47001000009,Emory Valley,1.0
470010202021006,47,001,000009,,47001000009,Emory Valley,1.0
470010202021007,47,001,000009,,47001000009,Emory Valley,1.0
470010202021008,47,001,000009,,47001000009,Emory Valley,1.0
470010202021009,47,001,000009,,47001000009,Emory Valley,1.0
470010202021010,47,001,000009,,47001000009,Emory Valley,1.0
470010202021011,47,001,000009,,47001000009,Emory Valley,1.0
470010202021012,47,001,000009,,47001000009,Emory Valley,1.0
470010202021013,47,001,000009,,47001000009,Emory Valley,1.0
470010202021014,47,001,000009,,47001000009,Emory Valley,1.0
470010202021015,47,001,000009,,47001000009,Emory Valley,1.0
470010202021016,47,001,000009,,47001000009,Emory Valley,1.0
470010202021017,47,001,000009,,47001000009,Emory Valley,1.0
470010202021018,47,001,000009,,47001000009,Emory Valley,1.0
470010202021019,47,001,000009,,47001000009,Emory Valley,1.0
470010202022000,47,001,000009,,47001000009,Emory Valley,1.0
470010202022001,47,001,000009,,47001000009,Emory Valley,1.0
470010202022002,47,001,000009,,47001000009,Emory Valley,1.0
470010202022003,47,001,000009,,47001000009,Emory Valley,1.0
470010202022004,47,001,000009,,47001000009,Emory Valley,1.0
470010202022005,47,001,000009,,47001000009,Emory Valley,1.0
470010202022006,47,001,000009,,47001000009,Emory Valley,1.0
470010202022007,47,001,000009,,47001000009,Emory Valley,1.0
470010202022008,47,001,000009,,47001000009,Emory Valley,1.0
470010202022009,47,001,000009,,47001000009,Emory Valley,1.0
470010202022010,47,001,000009,,47001000009,Emory Valley,1.0
470010202022011,47,001,000009,,47001000009,Emory Valley,1.0
470010202022012,47,001,000009,,47001000009,Emory Valley,1.0
470010202022013,47,001,000009,,47001000009,Emory Valley,1.0
470010202022014,47,001,000009,,47001000009,Emory Valley,1.0
470010202022015,47,001,000009,,47001000009,Emory Valley,1.0
470010202022016,47,001,000009,,47001000009,Emory Valley,1.0
470010202022017,47,001,000009,,47001000009,Emory Valley,1.0
470010202022018,47,001,000009,,47001000009,Emory Valley,1.0
470010202022019,47,001,000009,,47001000009,Emory Valley,1.0
470010202022020,47,001,000009,,47001000009,Emory Valley,1.0
470010202022021,47,001,000009,,47001000009,Emory Valley,1.0
470010202022022,47,001,000009,,47001000009,Emory Valley,1.0
470010202022023,47,001,000009,,47001000009,Emory Valley,1.0
470010202022024,47,001,000009,,47001000009,Emory Valley,1.0
470010202022025,47,001,000009,,47001000009,Emory Valley,1.0
470010202022026,47,001,000009,,47001000009,Emory Valley,1.0
470010202022027,47,001,000009,,47001000009,Emory Valley,1.0
470010202022028,47,001,000009,,47001000009,Emory Valley,1.0
470010202022029,47,001,000009,,47001000009,Emory Valley,1.0
470010202022030,47,001,000009,,47001000009,Emory Valley,1.0
470010202022031,47,001,000009,,47001000009,Emory Valley,1.0
470010202022032,47,001,000009,,47001000009,Emory Valley,1.0
470010202022033,47,001,000009,,47001000009,Emory Valley,1.0
470010202022034,47,001,000009,,47001000009,Emory Valley,1.0
470010202022035,47,001,000009,,47001000009,Emory Valley,1.0
470010202022036,47,001,000009,,47001000009,Emory Valley,1.0
470010202022037,47,001,000009,,47001000009,Emory Valley,1.0
470010202022038,47,001,000009,,47001000009,Emory Valley,1.0
470010202022039,47,001,000027,,47001000027,Woodland,1.0
470010202022040,47,001,000027,,47001000027,Woodland,1.0
470010202022041,47,001,000027,,47001000027,Woodland,1.0
470010202022042,47,001,000027,,47001000027,Woodland,1.0
470010202022043,47,001,000027,,47001000027,Woodland,1.0
470010202022044,47,001,000009,,47001000009,Emory Valley,1.0
470010202022045,47,001,000009,,47001000009,Emory Valley,1.0
470010202022046,47,001,000013,,47001000013,Hendrix Creek,1.0
470010202022047,47,001,000009,,47001000009,Emory Valley,1.0
470010202022048,47,001,000009,,47001000009,Emory Valley,1.0
470010202022049,47,001,000009,,47001000009,Emory Valley,1.0
470010202022050,47,001,000009,,47001000009,Emory Valley,1.0
470010202022051,47,001,000009,,47001000009,Emory Valley,1.0
470010202022052,47,001,000009,,47001000009,Emory Valley,1.0
470010202022053,47,001,000009,,47001000009,Emory Valley,1.0
470010202022054,47,001,000009,,47001000009,Emory Valley,1.0
470010202022055,47,001,000013,,47001000013,Hendrix Creek,1.0
470010202022056,47,001,000013,,47001000013,Hendrix Creek,1.0
470010202022057,47,001,000013,,47001000013,Hendrix Creek,1.0
470010202022058,47,001,000013,,47001000013,Hendrix Creek,1.0
470010202022059,47,001,000013,,47001000013,Hendrix Creek,1.0
470010202022060,47,001,000027,,47001000027,Woodland,1.0
470010202022061,47,001,000009,,47001000009,Emory Valley,1.0
470010202022062,47,001,000013,,47001000013,Hendrix Creek,1.0
470010202023000,47,001,000027,,47001000027,Woodland,1.0
470010202023001,47,001,000027,,47001000027,Woodland,1.0
470010202023002,47,001,000027,,47001000027,Woodland,1.0
470010202023003,47,001,000027,,47001000027,Woodland,1.0
470010202023004,47,001,000027,,47001000027,Woodland,1.0
470010202023005,47,001,000027,,47001000027,Woodland,1.0
470010202023006,47,001,000027,,47001000027,Woodland,1.0
470010202023007,47,001,000027,,47001000027,Woodland,1.0
470010202023008,47,001,000027,,47001000027,Woodland,1.0
470010202023009,47,001,000027,,47001000027,Woodland,1.0
470010202023010,47,001,000027,,47001000027,Woodland,1.0
470010202023011,47,001,000027,,47001000027,Woodland,1.0
470010202023012,47,001,000027,,47001000027,Woodland,1.0
470010202023013,47,001,000027,,47001000027,Woodland,1.0
470010202023014,47,001,000027,,47001000027,Woodland,1.0
470010202023015,47,001,000027,,47001000027,Woodland,1.0
470010202023016,47,001,000021,,47001000021,Oak Ridge City Hall,1.0
470010202023017,47,001,000027,,47001000027,Woodland,1.0
470010202023018,47,001,000027,,47001000027,Woodland,1.0
470010202023019,47,001,000021,,47001000021,Oak Ridge City Hall,1.0
470010202023020,47,001,000021,,47001000021,Oak Ridge City Hall,1.0
470010202023021,47,001,000027,,47001000027,Woodland,1.0
470010202023022,47,001,000027,,47001000027,Woodland,1.0
470010202023023,47,001,000027,,47001000027,Woodland,1.0
470010202023024,47,001,000021,,47001000021,Oak Ridge City Hall,1.0
470010202023025,47,001,000021,,47001000021,Oak Ridge City Hall,1.0
470010202023026,47,001,000021,,47001000021,Oak Ridge City Hall,1.0
470010202023027,47,001,000021,,47001000021,Oak Ridge City Hall,1.0
470010202023028,47,001,000027,,47001000027,Woodland,1.0
470010202023029,47,001,000027,,47001000027,Woodland,1.0
470010203001000,47,001,000012,,47001000012,Glenwood,1.0
470010203001001,47,001,000012,,47001000012,Glenwood,1.0
470010203001002,47,001,000012,,47001000012,Glenwood,1.0
470010203001003,47,001,000012,,47001000012,Glenwood,1.0
470010203001004,47,001,000012,,47001000012,Glenwood,1.0
470010203001005,47,001,000012,,47001000012,Glenwood,1.0
470010203001006,47,001,000012,,47001000012,Glenwood,1.0
470010203001007,47,001,000012,,47001000012,Glenwood,1.0
470010203001008,47,001,000012,,47001000012,Glenwood,1.0
470010203001009,47,001,000012,,47001000012,Glenwood,1.0
470010203001010,47,001,000012,,47001000012,Glenwood,1.0
470010203001011,47,001,000012,,47001000012,Glenwood,1.0
470010203001012,47,001,000012,,47001000012,Glenwood,1.0
470010203001013,47,001,000012,,47001000012,Glenwood,1.0
470010203001014,47,001,000012,,47001000012,Glenwood,1.0
470010203002000,47,001,000012,,47001000012,Glenwood,1.0
470010203002001,47,001,000012,,47001000012,Glenwood,1.0
470010203002002,47,001,000012,,47001000012,Glenwood,1.0
470010203002003,47,001,000012,,47001000012,Glenwood,1.0
470010203002004,47,001,000012,,47001000012,Glenwood,1.0
470010203002005,47,001,000022,,47001000022,Pine Valley,1.0
470010203002006,47,001,000012,,47001000012,Glenwood,1.0
470010203002007,47,001,000012,,47001000012,Glenwood,1.0
470010203002008,47,001,000022,,47001000022,Pine Valley,1.0
470010203002009,47,001,000022,,47001000022,Pine Valley,1.0
470010203002010,47,001,000012,,47001000012,Glenwood,1.0
470010203003000,47,001,000012,,47001000012,Glenwood,1.0
470010203003001,47,001,000012,,47001000012,Glenwood,1.0
470010203003002,47,001,000012,,47001000012,Glenwood,1.0
470010203003003,47,001,000012,,47001000012,Glenwood,1.0
470010203003004,47,001,000012,,47001000012,Glenwood,1.0
470010203003005,47,001,000012,,47001000012,Glenwood,1.0
470010203003006,47,001,000012,,47001000012,Glenwood,1.0
470010203003007,47,001,000022,,47001000022,Pine Valley,1.0
470010203003008,47,001,000012,,47001000012,Glenwood,1.0
470010203003009,47,001,000022,,47001000022,Pine Valley,1.0
470010203003010,47,001,000022,,47001000022,Pine Valley,1.0
470010203003011,47,001,000022,,47001000022,Pine Valley,1.0
470010203003012,47,001,000022,,47001000022,Pine Valley,1.0
470010203003013,47,001,000012,,47001000012,Glenwood,1.0
470010203003014,47,001,000012,,47001000012,Glenwood,1.0
470010203003015,47,001,000012,,47001000012,Glenwood,1.0
470010203003016,47,001,000022,,47001000022,Pine Valley,1.0
470010203003017,47,001,000022,,47001000022,Pine Valley,1.0
470010204001000,47,001,000022,,47001000022,Pine Valley,1.0
470010204001001,47,001,000022,,47001000022,Pine Valley,1.0
470010204001002,47,001,000022,,47001000022,Pine Valley,1.0
470010204001003,47,001,000017,,47001000017,Marlow,1.0
470010204001004,47,001,000022,,47001000022,Pine Valley,1.0
470010204001005,47,001,000022,,47001000022,Pine Valley,1.0
470010204001006,47,001,000022,,47001000022,Pine Valley,1.0
470010204001007,47,001,000022,,47001000022,Pine Valley,1.0
470010204001008,47,001,000022,,47001000022,Pine Valley,1.0
470010204001009,47,001,000022,,47001000022,Pine Valley,1.0
470010204001010,47,001,000022,,47001000022,Pine Valley,1.0
470010204001011,47,001,000022,,47001000022,Pine Valley,1.0
470010204001012,47,001,000022,,47001000022,Pine Valley,1.0
470010204001013,47,001,000014,,47001000014,Highland View,1.0
470010204001014,47,001,000014,,47001000014,Highland View,1.0
470010204001015,47,001,000014,,47001000014,Highland View,1.0
470010204001016,47,001,000014,,47001000014,Highland View,1.0
470010204001017,47,001,000014,,47001000014,Highland View,1.0
470010204001018,47,001,000014,,47001000014,Highland View,1.0
470010204001019,47,001,000014,,47001000014,Highland View,1.0
470010204001020,47,001,000014,,47001000014,Highland View,1.0
470010204001021,47,001,000014,,47001000014,Highland View,1.0
470010204001022,47,001,000014,,47001000014,Highland View,1.0
470010204001023,47,001,000014,,47001000014,Highland View,1.0
470010204001024,47,001,000014,,47001000014,Highland View,1.0
470010204001025,47,001,000020,,47001000020,Norwood,1.0
470010204002000,47,001,000022,,47001000022,Pine Valley,1.0
470010204002001,47,001,000022,,47001000022,Pine Valley,1.0
470010204002002,47,001,000022,,47001000022,Pine Valley,1.0
470010204002003,47,001,000022,,47001000022,Pine Valley,1.0
470010204002004,47,001,000022,,47001000022,Pine Valley,1.0
470010204002005,47,001,000022,,47001000022,Pine Valley,1.0
470010204002006,47,001,000022,,47001000022,Pine Valley,1.0
470010204002007,47,001,000022,,47001000022,Pine Valley,1.0
470010204002008,47,001,000022,,47001000022,Pine Valley,1.0
470010204002009,47,001,000022,,47001000022,Pine Valley,1.0
470010204002010,47,001,000022,,47001000022,Pine Valley,1.0
470010204002011,47,001,000022,,47001000022,Pine Valley,1.0
470010204002012,47,001,000014,,47001000014,Highland View,1.0
470010204002013,47,001,000014,,47001000014,Highland View,1.0
470010204002014,47,001,000014,,47001000014,Highland View,1.0
470010204002015,47,001,000014,,47001000014,Highland View,1.0
470010204002016,47,001,000014,,47001000014,Highland View,1.0
470010204003000,47,001,000022,,47001000022,Pine Valley,1.0
470010204003001,47,001,000022,,47001000022,Pine Valley,1.0
470010204003002,47,001,000022,,47001000022,Pine Valley,1.0
470010204003003,47,001,000022,,47001000022,Pine Valley,1.0
470010204003004,47,001,000022,,47001000022,Pine Valley,1.0
470010204003005,47,001,000022,,47001000022,Pine Valley,1.0
470010204003006,47,001,000022,,47001000022,Pine Valley,1.0
470010204003007,47,001,000022,,47001000022,Pine Valley,1.0
470010204003008,47,001,000022,,47001000022,Pine Valley,1.0
470010204003009,47,001,000022,,47001000022,Pine Valley,1.0
470010204003010,47,001,000022,,47001000022,Pine Valley,1.0
470010204003011,47,001,000022,,47001000022,Pine Valley,1.0
470010204003012,47,001,000022,,47001000022,Pine Valley,1.0
470010204003013,47,001,000022,,47001000022,Pine Valley,1.0
470010204003014,47,001,000022,,47001000022,Pine Valley,1.0
470010204003015,47,001,000022,,47001000022,Pine Valley,1.0
470010204003016,47,001,000022,,47001000022,Pine Valley,1.0
470010204003017,47,001,000022,,47001000022,Pine Valley,1.0
470010204003018,47,001,000022,,47001000022,Pine Valley,1.0
470010204003019,47,001,000014,,47001000014,Highland View,1.0
470010204003020,47,001,000014,,47001000014,Highland View,1.0
470010204003021,47,001,000014,,47001000014,Highland View,1.0
470010204003022,47,001,000014,,47001000014,Highland View,1.0
470010204003023,47,001,000014,,47001000014,Highland View,1.0
470010204003024,47,001,000022,,47001000022,Pine Valley,1.0
470010204003025,47,001,000022,,47001000022,Pine Valley,1.0
470010204003026,47,001,000014,,47001000014,Highland View,1.0
470010204003027,47,001,000014,,47001000014,Highland View,1.0
470010204003028,47,001,000014,,47001000014,Highland View,1.0
470010204003029,47,001,000014,,47001000014,Highland View,1.0
470010204003030,47,001,000014,,47001000014,Highland View,1.0
470010204003031,47,001,000014,,47001000014,Highland View,1.0
470010204003032,47,001,000014,,47001000014,Highland View,1.0
470010204003033,47,001,000014,,47001000014,Highland View,1.0
470010204003034,47,001,000014,,47001000014,Highland View,1.0
470010204003035,47,001,000014,,47001000014,Highland View,1.0
470010204003036,47,001,000022,,47001000022,Pine Valley,1.0
470010204003037,47,001,000022,,47001000022,Pine Valley,1.0
470010204003038,47,001,000022,,47001000022,Pine Valley,1.0
470010204003039,47,001,000014,,47001000014,Highland View,1.0
470010204003040,47,001,000014,,47001000014,Highland View,1.0
470010205001000,47,001,000023,,47001000023,Robertsville,1.0
470010205001001,47,001,000023,,47001000023,Robertsville,1.0
470010205001002,47,001,000023,,47001000023,Robertsville,1.0
470010205001003,47,001,000023,,47001000023,Robertsville,1.0
470010205001004,47,001,000023,,47001000023,Robertsville,1.0
470010205001005,47,001,000023,,47001000023,Robertsville,1.0
470010205001006,47,001,000023,,47001000023,Robertsville,1.0
470010205001007,47,001,000023,,47001000023,Robertsville,1.0
470010205001008,47,001,000023,,47001000023,Robertsville,1.0
470010205001009,47,001,000023,,47001000023,Robertsville,1.0
470010205001010,47,001,000023,,47001000023,Robertsville,1.0
470010205001011,47,001,000023,,47001000023,Robertsville,1.0
470010205001012,47,001,000023,,47001000023,Robertsville,1.0
470010205001013,47,001,000023,,47001000023,Robertsville,1.0
470010205001014,47,001,000023,,47001000023,Robertsville,1.0
470010205001015,47,001,000023,,47001000023,Robertsville,1.0
470010205001016,47,001,000023,,47001000023,Robertsville,1.0
470010205001017,47,001,000023,,47001000023,Robertsville,1.0
470010205001018,47,001,000023,,47001000023,Robertsville,1.0
470010205001019,47,001,000023,,47001000023,Robertsville,1.0
470010205001020,47,001,000023,,47001000023,Robertsville,1.0
470010205001021,47,001,000023,,47001000023,Robertsville,1.0
470010205001022,47,001,000023,,47001000023,Robertsville,1.0
470010205001023,47,001,000023,,47001000023,Robertsville,1.0
470010205001024,47,001,000023,,47001000023,Robertsville,1.0
470010205001025,47,001,000023,,47001000023,Robertsville,1.0
470010205001026,47,001,000023,,47001000023,Robertsville,1.0
470010205001027,47,001,000023,,47001000023,Robertsville,1.0
470010205001028,47,001,000023,,47001000023,Robertsville,1.0
470010205001029,47,001,000023,,47001000023,Robertsville,1.0
470010205001030,47,001,000023,,47001000023,Robertsville,1.0
470010205001031,47,001,000023,,47001000023,Robertsville,1.0
470010205001032,47,001,000023,,47001000023,Robertsville,1.0
470010205001033,47,001,000023,,47001000023,Robertsville,1.0
470010205001034,47,001,000023,,47001000023,Robertsville,1.0
470010205002000,47,001,000023,,47001000023,Robertsville,1.0
470010205002001,47,001,000023,,47001000023,Robertsville,1.0
470010205002002,47,001,000023,,47001000023,Robertsville,1.0
470010205002003,47,001,000014,,47001000014,Highland View,1.0
470010205002004,47,001,000014,,47001000014,Highland View,1.0
470010205002005,47,001,000014,,47001000014,Highland View,1.0
470010205002006,47,001,000023,,47001000023,Robertsville,1.0
470010205002007,47,001,000023,,47001000023,Robertsville,1.0
470010205003000,47,001,000020,,47001000020,Norwood,1.0
470010205003001,47,001,000020,,47001000020,Norwood,1.0
470010205003002,47,001,000020,,47001000020,Norwood,1.0
470010205003003,47,001,000020,,47001000020,Norwood,1.0
470010205003004,47,001,000020,,47001000020,Norwood,1.0
470010205003005,47,001,000023,,47001000023,Robertsville,1.0
470010205003006,47,001,000023,,47001000023,Robertsville,1.0
470010205003007,47,001,000020,,47001000020,Norwood,1.0
470010205003008,47,001,000023,,47001000023,Robertsville,1.0
470010205003009,47,001,000023,,47001000023,Robertsville,1.0
470010205003010,47,001,000023,,47001000023,Robertsville,1.0
470010205003011,47,001,000023,,47001000023,Robertsville,1.0
470010205003012,47,001,000023,,47001000023,Robertsville,1.0
470010205003013,47,001,000023,,47001000023,Robertsville,1.0
470010205003014,47,001,000023,,47001000023,Robertsville,1.0
470010205003015,47,001,000023,,47001000023,Robertsville,1.0
470010205003016,47,001,000023,,47001000023,Robertsville,1.0
470010205003017,47,001,000023,,47001000023,Robertsville,1.0
470010205003018,47,001,000023,,47001000023,Robertsville,1.0
470010205003019,47,001,000023,,47001000023,Robertsville,1.0
470010205003020,47,001,000023,,47001000023,Robertsville,1.0
470010205003021,47,001,000020,,47001000020,Norwood,1.0
470010205003022,47,001,000020,,47001000020,Norwood,1.0
470010206001000,47,001,000026,,47001000026,West Hills,1.0
470010206001001,47,001,000026,,47001000026,West Hills,1.0
470010206001002,47,001,000026,,47001000026,West Hills,1.0
470010206001003,47,001,000026,,47001000026,West Hills,1.0
470010206001004,47,001,000026,,47001000026,West Hills,1.0
470010206001005,47,001,000026,,47001000026,West Hills,1.0
470010206001006,47,001,000026,,47001000026,West Hills,1.0
470010206001007,47,001,000026,,47001000026,West Hills,1.0
470010206001008,47,001,000026,,47001000026,West Hills,1.0
470010206001009,47,001,000026,,47001000026,West Hills,1.0
470010206001010,47,001,000026,,47001000026,West Hills,1.0
470010206001011,47,001,000026,,47001000026,West Hills,1.0
470010206001012,47,001,000026,,47001000026,West Hills,1.0
470010206001013,47,001,000026,,47001000026,West Hills,1.0
