block_geoid,dst_statefp,dst_countyfp,dst_vtdst,dst_vtdi,dst_geoid,dst_name,weight
470319709003044,47,031,001519,,47031001519,19 CD Stamps Center,1.0
470319709003045,47,031,001519,,47031001519,19 CD Stamps Center,1.0
470319709003046,47,031,001519,,47031001519,19 CD Stamps Center,1.0
470319709003047,47,031,001519,,47031001519,19 CD Stamps Center,1.0
470319709003048,47,031,001519,,47031001519,19 CD Stamps Center,1.0
470319709003049,47,031,001519,,47031001519,19 CD Stamps Center,1.0
470319709003050,47,031,001519,,47031001519,19 CD Stamps Center,1.0
470319709003051,47,031,001519,,47031001519,19 CD Stamps Center,1.0
470319709003052,47,031,001519,,47031001519,19 CD Stamps Center,1.0
470319709003053,47,031,001519,,47031001519,19 CD Stamps Center,1.0
470319709003054,47,031,001519,,47031001519,19 CD Stamps Center,1.0
470319709003055,47,031,001519,,47031001519,19 CD Stamps Center,1.0
470319709003056,47,031,001519,,47031001519,19 CD Stamps Center,1.0
470319709003057,47,031,001519,,47031001519,19 CD Stamps Center,1.0
470319709003058,47,031,001519,,47031001519,19 CD Stamps Center,1.0
470319709003059,47,031,001519,,47031001519,19 CD Stamps Center,1.0
470319709003060,47,031,001519,,47031001519,19 CD Stamps Center,1.0
470319709003061,47,031,001519,,47031001519,19 CD Stamps Center,1.0
470319709003062,47,031,001519,,47031001519,19 CD Stamps Center,1.0
470319709003063,47,031,001519,,47031001519,19 CD Stamps Center,1.0
470319709003064,47,031,001519,,47031001519,19 CD Stamps Center,1.0
470319709003065,47,031,001519,,47031001519,19 CD Stamps Center,1.0
470319709003066,47,031,001517,,47031001517,17 National Guard Armory,1.0
470319709004000,47,031,001517,,47031001517,17 National Guard Armory,1.0
470319709004001,47,031,001517,,47031001517,17 National Guard Armory,1.0
470319709004002,47,031,001517,,47031001517,17 National Guard Armory,1.0
470319709004003,47,031,001517,,47031001517,17 National Guard Armory,1.0
470319709004004,47,031,001517,,47031001517,17 National Guard Armory,1.0
470319709004005,47,031,001517,,47031001517,17 National Guard Armory,1.0
470319709004006,47,031,001517,,47031001517,17 National Guard Armory,1.0
470319709004007,47,031,001517,,47031001517,17 National Guard Armory,1.0
470319709004008,47,031,001517,,47031001517,17 National Guard Armory,1.0
470319709004009,47,031,001517,,47031001517,17 National Guard Armory,1.0
470319709004010,47,031,001517,,47031001517,17 National Guard Armory,1.0
470319709004011,47,031,001517,,47031001517,17 National Guard Armory,1.0
470319709004012,47,031,001517,,47031001517,17 National Guard Armory,1.0
470319709004013,47,031,001517,,47031001517,17 National Guard Armory,1.0
470319709004014,47,031,001517,,47031001517,17 National Guard Armory,1.0
470319709004015,47,031,001517,,47031001517,17 National Guard Armory,1.0
470319709004016,47,031,001517,,47031001517,17 National Guard Armory,1.0
470319709004017,47,031,001517,,47031001517,17 National Guard Armory,1.0
470319709004018,47,031,001517,,47031001517,17 National Guard Armory,1.0
470319709004019,47,031,001517,,47031001517,17 National Guard Armory,1.0
470319709004020,47,031,001517,,47031001517,17 National Guard Armory,1.0
470319709004021,47,031,001517,,47031001517,17 National Guard Armory,1.0
470319709004022,47,031,001517,,47031001517,17 National Guard Armory,1.0
470319709004023,47,031,001517,,47031001517,17 National Guard Armory,1.0
470319709004024,47,031,001517,,47031001517,17 National Guard Armory,1.0
470319709004025,47,031,001517,,47031001517,17 National Guard Armory,1.0
470319709004026,47,031,001517,,47031001517,17 National Guard Armory,1.0
470319710011000,47,031,001518,,47031001518,18 First Christian Church,1.0
470319710011001,47,031,001518,,47031001518,18 First Christian Church,1.0
470319710011002,47,031,001518,,47031001518,18 First Christian Church,1.0
470319710011003,47,031,001518,,47031001518,18 First Christian Church,1.0
470319710011004,47,031,001518,,47031001518,18 First Christian Church,1.0
470319710011005,47,031,001518,,47031001518,18 First Christian Church,1.0
470319710011006,47,031,001518,,47031001518,18 First Christian Church,1.0
470319710011007,47,031,001518,,47031001518,18 First Christian Church,1.0
470319710011008,47,031,001518,,47031001518,18 First Christian Church,1.0
470319710011009,47,031,001518,,47031001518,18 First Christian Church,1.0
470319710011010,47,031,001518,,47031001518,18 First Christian Church,1.0
470319710011011,47,031,001518,,47031001518,18 First Christian Church,1.0
470319710011012,47,031,001518,,47031001518,18 First Christian Church,1.0
470319710011013,47,031,001518,,47031001518,18 First Christian Church,1.0
470319710011014,47,031,001518,,47031001518,18 First Christian Church,1.0
470319710011015,47,031,001518,,47031001518,18 First Christian Church,1.0
470319710011016,47,031,001518,,47031001518,18 First Christian Church,1.0
470319710011017,47,031,001518,,47031001518,18 First Christian Church,1.0
470319710011018,47,031,001518,,47031001518,18 First Christian Church,1.0
470319710011019,47,031,001518,,47031001518,18 First Christian Church,1.0
470319710011020,47,031,001518,,47031001518,18 First Christian Church,1.0
470319710011021,47,031,001518,,47031001518,18 First Christian Church,1.0
470319710011022,47,031,001518,,47031001518,18 First Christian Church,1.0
470319710011023,47,031,001518,,47031001518,18 First Christian Church,1.0
470319710011024,47,031,001518,,47031001518,18 First Christian Church,1.0
470319710011025,47,031,001518,,47031001518,18 First Christian Church,1.0
470319710011026,47,031,001518,,47031001518,18 First Christian Church,1.0
470319710011027,47,031,001518,,47031001518,18 First Christian Church,1.0
470319710011028,47,031,001518,,47031001518,18 First Christian Church,1.0
470319710011029,47,031,001518,,47031001518,18 First Christian Church,1.0
470319710011030,47,031,001518,,47031001518,18 First Christian Church,1.0
470319710011031,47,031,001518,,47031001518,18 First Christian Church,1.0
470319710011032,47,031,001518,,47031001518,18 First Christian Church,1.0
470319710011033,47,031,001518,,47031001518,18 First Christian Church,1.0
470319710011034,47,031,001518,,47031001518,18 First Christian Church,1.0
470319710011035,47,031,001518,,47031001518,18 First Christian Church,1.0
470319710011036,47,031,001518,,47031001518,18 First Christian Church,1.0
470319710011037,47,031,001518,,47031001518,18 First Christian Church,1.0
470319710011038,47,031,001518,,47031001518,18 First Christian Church,1.0
470319710011039,47,031,001518,,47031001518,18 First Christian Church,1.0
470319710011040,47,031,001518,,47031001518,18 First Christian Church,1.0
470319710021000,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710021001,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710021002,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710021003,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710021004,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710021005,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710021006,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710021007,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710021008,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710021009,47,031,001521,,47031001521,21 Wilson Avenue Church of Christ,1.0
470319710021010,47,031,001521,,47031001521,21 Wilson Avenue Church of Christ,1.0
470319710021011,47,031,001521,,47031001521,21 Wilson Avenue Church of Christ,1.0
470319710021012,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710021013,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710021014,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710021015,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710021016,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710021017,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710021018,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710021019,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710021020,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710021021,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710021022,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710021023,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710021024,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710021025,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710021026,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710021027,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710021028,47,031,001519,,47031001519,19 CD Stamps Center,1.0
470319710021029,47,031,001519,,47031001519,19 CD Stamps Center,1.0
470319710021030,47,031,001519,,47031001519,19 CD Stamps Center,1.0
470319710021031,47,031,001519,,47031001519,19 CD Stamps Center,1.0
470319710021032,47,031,001519,,47031001519,19 CD Stamps Center,1.0
470319710021033,47,031,001519,,47031001519,19 CD Stamps Center,1.0
470319710021034,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710021035,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710021036,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710021037,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710021038,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710021039,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710021040,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710021041,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710021042,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710021043,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710021044,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710021045,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710021046,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710021047,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710021048,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710021049,47,031,001521,,47031001521,21 Wilson Avenue Church of Christ,1.0
470319710021050,47,031,001521,,47031001521,21 Wilson Avenue Church of Christ,1.0
470319710021051,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710021052,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710021053,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710021054,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710021055,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710021056,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710021057,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710022000,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710022001,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710022002,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710022003,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710022004,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710022005,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710022006,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710022007,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710022008,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710022009,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710022010,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710022011,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710022012,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710022013,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710022014,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710022015,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710022016,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710022017,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710022018,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710022019,47,031,001521,,47031001521,21 Wilson Avenue Church of Christ,1.0
470319710022020,47,031,001521,,47031001521,21 Wilson Avenue Church of Christ,1.0
470319710022021,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710022022,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710022023,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710022024,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710022025,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710022026,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710022027,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710022028,47,031,001520,,47031001520,20 Coffee County Senior Citizens,1.0
470319710023000,47,031,001521,,47031001521,21 Wilson Avenue Church of Christ,1.0
470319710023001,47,031,001521,,47031001521,21 Wilson Avenue Church of Christ,1.0
470319710023002,47,031,001521,,47031001521,21 Wilson Avenue Church of Christ,1.0
470319710023003,47,031,001521,,47031001521,21 Wilson Avenue Church of Christ,1.0
470319710023004,47,031,001521,,47031001521,21 Wilson Avenue Church of Christ,1.0
470319710023005,47,031,001521,,47031001521,21 Wilson Avenue Church of Christ,1.0
470319710023006,47,031,001521,,47031001521,21 Wilson Avenue Church of Christ,1.0
470319710023007,47,031,001521,,47031001521,21 Wilson Avenue Church of Christ,1.0
470319710023008,47,031,001521,,47031001521,21 Wilson Avenue Church of Christ,1.0
470319710023009,47,031,001521,,47031001521,21 Wilson Avenue Church of Christ,1.0
470319710023010,47,031,001521,,47031001521,21 Wilson Avenue Church of Christ,1.0
470319710023011,47,031,001521,,47031001521,21 Wilson Avenue Church of Christ,1.0
470319710023012,47,031,001521,,47031001521,21 Wilson Avenue Church of Christ,1.0
470319710023013,47,031,001521,,47031001521,21 Wilson Avenue Church of Christ,1.0
470319710023014,47,031,001521,,47031001521,21 Wilson Avenue Church of Christ,1.0
470319710023015,47,031,001521,,47031001521,21 Wilson Avenue Church of Christ,1.0
470319710023016,47,031,001521,,47031001521,21 Wilson Avenue Church of Christ,1.0
470319710023017,47,031,001521,,47031001521,21 Wilson Avenue Church of Christ,1.0
470319710023018,47,031,001521,,47031001521,21 Wilson Avenue Church of Christ,1.0
470319710023019,47,031,001521,,47031001521,21 Wilson Avenue Church of Christ,1.0
470319710023020,47,031,001521,,47031001521,21 Wilson Avenue Church of Christ,1.0
470319710023021,47,031,001521,,47031001521,21 Wilson Avenue Church of Christ,1.0
470319710023022,47,031,001521,,47031001521,21 Wilson Avenue Church of Christ,1.0
470319710023023,47,031,001521,,47031001521,21 Wilson Avenue Church of Christ,1.0
470319710023024,47,031,001521,,47031001521,21 Wilson Avenue Church of Christ,1.0
470319710023025,47,031,001521,,47031001521,21 Wilson Avenue Church of Christ,1.0
470319710023026,47,031,001521,,47031001521,21 Wilson Avenue Church of Christ,1.0
470319710024000,47,031,001518,,47031001518,18 First Christian Church,1.0
470319710024001,47,031,001521,,47031001521,21 Wilson Avenue Church of Christ,1.0
470319710024002,47,031,001518,,47031001518,18 First Christian Church,1.0
470319710024003,47,031,001518,,47031001518,18 First Christian Church,1.0
470319710024004,47,031,001518,,47031001518,18 First Christian Church,1.0
470319710024005,47,031,001521,,47031001521,21 Wilson Avenue Church of Christ,1.0
470319710024006,47,031,001521,,47031001521,21 Wilson Avenue Church of Christ,1.0
470319710024007,47,031,001521,,47031001521,21 Wilson Avenue Church of Christ,1.0
470319710024008,47,031,001521,,47031001521,21 Wilson Avenue Church of Christ,1.0
470319710024009,47,031,001521,,47031001521,21 Wilson Avenue Church of Christ,1.0
470319710024010,47,031,001521,,47031001521,21 Wilson Avenue Church of Christ,1.0
470319710024011,47,031,001521,,47031001521,21 Wilson Avenue Church of Christ,1.0
470319710024012,47,031,001521,,47031001521,21 Wilson Avenue Church of Christ,1.0
470319710024013,47,031,001521,,47031001521,21 Wilson Avenue Church of Christ,1.0
470319710024014,47,031,001521,,47031001521,21 Wilson Avenue Church of Christ,1.0
470319710024015,47,031,001521,,47031001521,21 Wilson Avenue Church of Christ,1.0
470319710024016,47,031,001521,,47031001521,21 Wilson Avenue Church of Christ,1.0
470319710024017,47,031,001521,,47031001521,21 Wilson Avenue Church of Christ,1.0
470319710024018,47,031,001521,,47031001521,21 Wilson Avenue Church of Christ,1.0
470319710024019,47,031,001521,,47031001521,21 Wilson Avenue Church of Christ,1.0
470319710024020,47,031,001521,,47031001521,21 Wilson Avenue Church of Christ,1.0
470319710024021,47,031,001521,,47031001521,21 Wilson Avenue Church of Christ,1.0
470319710024022,47,031,001521,,47031001521,21 Wilson Avenue Church of Christ,1.0
470319710024023,47,031,001521,,47031001521,21 Wilson Avenue Church of Christ,1.0
470319710024024,47,031,001518,,47031001518,18 First Christian Church,1.0
470319801001000,47,031,001506,,47031001506,06 Tennessee Vocational Center,1.0
470319801001001,47,031,001506,,47031001506,06 Tennessee Vocational Center,1.0
470319801001002,47,031,001503,,47031001503,03 Trinity Baptist Church,1.0
470319801001003,47,031,001503,,47031001503,03 Trinity Baptist Church,1.0
470319801001004,47,031,001506,,47031001506,06 Tennessee Vocational Center,1.0
470319801001005,47,031,001506,,47031001506,06 Tennessee Vocational Center,1.0
470319801001006,47,031,001506,,47031001506,06 Tennessee Vocational Center,1.0
470319801001007,47,031,001506,,47031001506,06 Tennessee Vocational Center,1.0
470319801001008,47,031,001514,,47031001514,14 Hickerson Fire Hall,1.0
470319801001009,47,031,001514,,47031001514,14 Hickerson Fire Hall,1.0
470319801001010,47,031,001506,,47031001506,06 Tennessee Vocational Center,1.0
470319801001011,47,031,001506,,47031001506,06 Tennessee Vocational Center,1.0
470319801001012,47,031,001506,,47031001506,06 Tennessee Vocational Center,1.0
470319801001013,47,031,001506,,47031001506,06 Tennessee Vocational Center,1.0
470319801001014,47,031,001506,,47031001506,06 Tennessee Vocational Center,1.0
470319801001015,47,031,001506,,47031001506,06 Tennessee Vocational Center,1.0
470319801001016,47,031,001506,,47031001506,06 Tennessee Vocational Center,1.0
470319801001017,47,031,001506,,47031001506,06 Tennessee Vocational Center,1.0
470319801001018,47,031,001514,,47031001514,14 Hickerson Fire Hall,1.0
470319801001019,47,031,001506,,47031001506,06 Tennessee Vocational Center,1.0
470319801001020,47,031,001514,,47031001514,14 Hickerson Fire Hall,1.0
470319801001021,47,031,001514,,47031001514,14 Hickerson Fire Hall,1.0
470319801001022,47,031,001514,,47031001514,14 Hickerson Fire Hall,1.0
470319801001023,47,031,001514,,47031001514,14 Hickerson Fire Hall,1.0
470319801001024,47,031,001514,,47031001514,14 Hickerson Fire Hall,1.0
470319801001025,47,031,001514,,47031001514,14 Hickerson Fire Hall,1.0
470319801001026,47,031,001514,,47031001514,14 Hickerson Fire Hall,1.0
470319801001027,47,031,001514,,47031001514,14 Hickerson Fire Hall,1.0
470319801001028,47,031,001514,,47031001514,14 Hickerson Fire Hall,1.0
470319801001029,47,031,001514,,47031001514,14 Hickerson Fire Hall,1.0
470319801001030,47,031,001503,,47031001503,03 Trinity Baptist Church,1.0
470319801001031,47,031,001503,,47031001503,03 Trinity Baptist Church,1.0
470319801001032,47,031,001514,,47031001514,14 Hickerson Fire Hall,1.0
470319801001033,47,031,001514,,47031001514,14 Hickerson Fire Hall,1.0
470319801001034,47,031,001514,,47031001514,14 Hickerson Fire Hall,1.0
470319801001035,47,031,001514,,47031001514,14 Hickerson Fire Hall,1.0
470319801001036,47,031,001514,,47031001514,14 Hickerson Fire Hall,1.0
470319801001037,47,031,001514,,47031001514,14 Hickerson Fire Hall,1.0
470319801001038,47,031,001514,,47031001514,14 Hickerson Fire Hall,1.0
470319801001039,47,031,001514,,47031001514,14 Hickerson Fire Hall,1.0
470319801001040,47,031,001514,,47031001514,14 Hickerson Fire Hall,1.0
470319801001041,47,031,001514,,47031001514,14 Hickerson Fire Hall,1.0
470319801001042,47,031,001514,,47031001514,14 Hickerson Fire Hall,1.0
470319801001043,47,031,001506,,47031001506,06 Tennessee Vocational Center,1.0
470319801001044,47,031,001506,,47031001506,06 Tennessee Vocational Center,1.0
470319801001045,47,031,001506,,47031001506,06 Tennessee Vocational Center,1.0
470319801001046,47,031,001506,,47031001506,06 Tennessee Vocational Center,1.0
470319801001047,47,031,001506,,47031001506,06 Tennessee Vocational Center,1.0
470319801001048,47,031,001506,,47031001506,06 Tennessee Vocational Center,1.0
470319801001049,47,031,001506,,47031001506,06 Tennessee Vocational Center,1.0
470319801001050,47,031,001506,,47031001506,06 Tennessee Vocational Center,1.0
470319801001051,47,031,001506,,47031001506,06 Tennessee Vocational Center,1.0
470319801001052,47,031,001506,,47031001506,06 Tennessee Vocational Center,1.0
470319801001053,47,031,001506,,47031001506,06 Tennessee Vocational Center,1.0
470339610001000,47,033,001607,,47033001607,12,1.0
470339610001001,47,033,001607,,47033001607,12,1.0
470339610001002,47,033,001607,,47033001607,12,1.0
470339610001003,47,033,001612,,47033001612,6,1.0
470339610001004,47,033,001607,,47033001607,12,1.0
470339610001005,47,033,001607,,47033001607,12,1.0
470339610001006,47,033,001607,,47033001607,12,1.0
470339610001007,47,033,001607,,47033001607,12,1.0
470339610001008,47,033,001612,,47033001612,6,1.0
470339610001009,47,033,001612,,47033001612,6,1.0
470339610001010,47,033,001612,,47033001612,6,1.0
470339610001011,47,033,001612,,47033001612,6,1.0
470339610001012,47,033,001607,,47033001607,12,1.0
470339610001013,47,033,001607,,47033001607,12,1.0
470339610001014,47,033,001607,,47033001607,12,1.0
470339610001015,47,033,001607,,47033001607,12,1.0
470339610001016,47,033,001607,,47033001607,12,1.0
470339610001017,47,033,001607,,47033001607,12,1.0
470339610001018,47,033,001607,,47033001607,12,1.0
470339610001019,47,033,001607,,47033001607,12,1.0
470339610001020,47,033,001607,,47033001607,12,1.0
470339610001021,47,033,001607,,47033001607,12,1.0
470339610001022,47,033,001607,,47033001607,12,1.0
470339610001023,47,033,001607,,47033001607,12,1.0
470339610001024,47,033,001607,,47033001607,12,1.0
470339610001025,47,033,001607,,47033001607,12,1.0
470339610001026,47,033,001607,,47033001607,12,1.0
470339610001027,47,033,001607,,47033001607,12,1.0
470339610001028,47,033,001607,,47033001607,12,1.0
470339610001029,47,033,001607,,47033001607,12,1.0
470339610001030,47,033,001607,,47033001607,12,1.0
470339610001031,47,033,001607,,47033001607,12,1.0
470339610001032,47,033,001606,,47033001606,11,1.0
470339610001033,47,033,001606,,47033001606,11,1.0
470339610001034,47,033,001607,,47033001607,12,1.0
470339610002000,47,033,001612,,47033001612,6,1.0
470339610002001,47,033,001612,,47033001612,6,1.0
470339610002002,47,033,001612,,47033001612,6,1.0
470339610002003,47,033,001612,,47033001612,6,1.0
470339610002004,47,033,001612,,47033001612,6,1.0
470339610002005,47,033,001612,,47033001612,6,1.0
470339610002006,47,033,001612,,47033001612,6,1.0
470339610002007,47,033,001612,,47033001612,6,1.0
470339610002008,47,033,001612,,47033001612,6,1.0
470339610002009,47,033,001612,,47033001612,6,1.0
470339610002010,47,033,001612,,47033001612,6,1.0
470339610002011,47,033,001612,,47033001612,6,1.0
470339610002012,47,033,001612,,47033001612,6,1.0
470339610002013,47,033,001612,,47033001612,6,1.0
470339610002014,47,033,001612,,47033001612,6,1.0
470339610002015,47,033,001612,,47033001612,6,1.0
470339610002016,47,033,001612,,47033001612,6,1.0
470339610002017,47,033,001612,,47033001612,6,1.0
470339610002018,47,033,001612,,47033001612,6,1.0
470339610002019,47,033,001612,,47033001612,6,1.0
470339610002020,47,033,001612,,47033001612,6,1.0
470339610002021,47,033,001612,,47033001612,6,1.0
470339610002022,47,033,001612,,47033001612,6,1.0
470339610002023,47,033,001612,,47033001612,6,1.0
470339610002024,47,033,001612,,47033001612,6,1.0
470339610002025,47,033,001612,,47033001612,6,1.0
470339610002026,47,033,001612,,47033001612,6,1.0
470339610002027,47,033,001612,,47033001612,6,1.0
470339610002028,47,033,001612,,47033001612,6,1.0
470339610002029,47,033,001612,,47033001612,6,1.0
470339610002030,47,033,001612,,47033001612,6,1.0
470339610002031,47,033,001612,,47033001612,6,1.0
470339610002032,47,033,001612,,47033001612,6,1.0
470339610002033,47,033,001612,,47033001612,6,1.0
470339610002034,47,033,001612,,47033001612,6,1.0
470339610002035,47,033,001612,,47033001612,6,1.0
470339610002036,47,033,001612,,47033001612,6,1.0
470339610002037,47,033,001612,,47033001612,6,1.0
470339610002038,47,033,001612,,47033001612,6,1.0
470339610002039,47,033,001607,,47033001607,12,1.0
470339610002040,47,033,001607,,47033001607,12,1.0
470339610002041,47,033,001607,,47033001607,12,1.0
470339610002042,47,033,001607,,47033001607,12,1.0
470339610002043,47,033,001612,,47033001612,6,1.0
470339610002044,47,033,001607,,47033001607,12,1.0
470339610002045,47,033,001612,,47033001612,6,1.0
470339610002046,47,033,001612,,47033001612,6,1.0
470339610002047,47,033,001612,,47033001612,6,1.0
470339610002048,47,033,001612,,47033001612,6,1.0
470339610002049,47,033,001607,,47033001607,12,1.0
470339610002050,47,033,001607,,47033001607,12,1.0
470339610002051,47,033,001607,,47033001607,12,1.0
470339610002052,47,033,001607,,47033001607,12,1.0
470339610002053,47,033,001612,,47033001612,6,1.0
470339610002054,47,033,001612,,47033001612,6,1.0
470339610002055,47,033,001612,,47033001612,6,1.0
470339610002056,47,033,001607,,47033001607,12,1.0
470339610002057,47,033,001607,,47033001607,12,1.0
470339610002058,47,033,001607,,47033001607,12,1.0
470339610002059,47,033,001607,,47033001607,12,1.0
470339610002060,47,033,001607,,47033001607,12,1.0
470339610002061,47,033,001607,,47033001607,12,1.0
470339610002062,47,033,001607,,47033001607,12,1.0
470339610002063,47,033,001607,,47033001607,12,1.0
470339610002064,47,033,001607,,47033001607,12,1.0
470339610002065,47,033,001607,,47033001607,12,1.0
470339610002066,47,033,001607,,47033001607,12,1.0
470339610002067,47,033,001607,,47033001607,12,1.0
470339610002068,47,033,001607,,47033001607,12,1.0
470339610002069,47,033,001607,,47033001607,12,1.0
470339610002070,47,033,001607,,47033001607,12,1.0
470339610002071,47,033,001607,,47033001607,12,1.0
470339610002072,47,033,001607,,47033001607,12,1.0
470339610002073,47,033,001607,,47033001607,12,1.0
470339610002074,47,033,001607,,47033001607,12,1.0
470339610002075,47,033,001607,,47033001607,12,1.0
470339610002076,47,033,001607,,47033001607,12,1.0
470339610002077,47,033,001607,,47033001607,12,1.0
470339610002078,47,033,001607,,47033001607,12,1.0
470339610002079,47,033,001607,,47033001607,12,1.0
470339610002080,47,033,001607,,47033001607,12,1.0
470339610002081,47,033,001607,,47033001607,12,1.0
470339610002082,47,033,001607,,47033001607,12,1.0
470339610002083,47,033,001607,,47033001607,12,1.0
470339610002084,47,033,001607,,47033001607,12,1.0
470339610002085,47,033,001607,,47033001607,12,1.0
470339610002086,47,033,001607,,47033001607,12,1.0
470339610002087,47,033,001612,,47033001612,6,1.0
470339610002088,47,033,001607,,47033001607,12,1.0
470339610002089,47,033,001612,,47033001612,6,1.0
470339610002090,47,033,001612,,47033001612,6,1.0
470339611001000,47,033,001601,,47033001601,4,1.0
470339611001001,47,033,001601,,47033001601,4,1.0
470339611001002,47,033,001601,,47033001601,4,1.0
470339611001003,47,033,001601,,47033001601,4,1.0
470339611001004,47,033,001601,,47033001601,4,1.0
470339611001005,47,033,001601,,47033001601,4,1.0
470339611001006,47,033,001601,,47033001601,4,1.0
470339611001007,47,033,001601,,47033001601,4,1.0
470339611001008,47,033,001601,,47033001601,4,1.0
470339611001009,47,033,001601,,47033001601,4,1.0
470339611001010,47,033,001612,,47033001612,6,1.0
470339611001011,47,033,001612,,47033001612,6,1.0
470339611001012,47,033,001612,,47033001612,6,1.0
470339611001013,47,033,001612,,47033001612,6,1.0
470339611001014,47,033,001601,,47033001601,4,1.0
470339611001015,47,033,001601,,47033001601,4,1.0
470339611001016,47,033,001611,,47033001611,8,1.0
470339611001017,47,033,001611,,47033001611,8,1.0
470339611001018,47,033,001601,,47033001601,4,1.0
