src_year,src_statefp,src_countyfp,src_vtdst,src_vtdi,src_geoid,src_name,block_geoid,weight
2000,47,001,0008,A,470010008,Andersonville,470010208003999,2.474503033409872e-15
2000,47,001,0008,A,470010008,Andersonville,470010209011000,1.1612904009042706e-15
2000,47,001,0008,A,470010008,Andersonville,470010209012000,0.017677588933457746
2000,47,001,0008,A,470010008,Andersonville,470010209012001,0.0012283326416798167
2000,47,001,0008,A,470010008,Andersonville,470010209012002,0.037162167068129984
2000,47,001,0008,A,470010008,Andersonville,470010209012003,0.00033696036623568487
2000,47,001,0008,A,470010008,Andersonville,470010209012004,0.003386163299325415
2000,47,001,0008,A,470010008,Andersonville,470010209012005,0.0009578903903419499
2000,47,001,0008,A,470010008,Andersonville,470010209012006,0.06102971863806279
2000,47,001,0008,A,470010008,Andersonville,470010209012007,1.5244465239186764e-15
2000,47,001,0008,A,470010008,Andersonville,470010209012008,1.5084941525253467e-14
2000,47,001,0008,A,470010008,Andersonville,470010209012009,4.373316460754742e-05
2000,47,001,0008,A,470010008,Andersonville,470010209012013,2.5643334236606425e-14
2000,47,001,0008,A,470010008,Andersonville,470010209012017,5.890939153949105e-15
2000,47,001,0008,A,470010008,Andersonville,470010209012018,0.038248313093247846
2000,47,001,0008,A,470010008,Andersonville,470010209012019,0.0010572095945743328
2000,47,001,0008,A,470010008,Andersonville,470010209012020,0.0012404503424604787
2000,47,001,0008,A,470010008,Andersonville,470010209012021,0.04175236305650087
2000,47,001,0008,A,470010008,Andersonville,470010209012022,0.0031731653457841695
2000,47,001,0008,A,470010008,Andersonville,470010209012023,0.0008262236016240733
2000,47,001,0008,A,470010008,Andersonville,470010209012024,0.008751548932550144
2000,47,001,0008,A,470010008,Andersonville,470010209012025,0.007225099273265191
2000,47,001,0008,A,470010008,Andersonville,470010209012026,0.0002617749622694931
2000,47,001,0008,A,470010008,Andersonville,470010209012027,0.006367164247999272
2000,47,001,0008,A,470010008,Andersonville,470010209012028,0.0007416489740608307
2000,47,001,0008,A,470010008,Andersonville,470010209012029,0.0029669714357391666
2000,47,001,0008,A,470010008,Andersonville,470010209012030,0.006949842659422481
2000,47,001,0008,A,470010008,Andersonville,470010209012031,0.0038565601084264477
2000,47,001,0008,A,470010008,Andersonville,470010209012032,2.232674392431256e-15
2000,47,001,0008,A,470010008,Andersonville,470010209012033,5.892756789191535e-15
2000,47,001,0008,A,470010008,Andersonville,470010209012034,0.0005372625187957285
2000,47,001,0008,A,470010008,Andersonville,470010209012035,2.1049478086053795e-15
2000,47,001,0008,A,470010008,Andersonville,470010209012036,9.037317479658463e-06
2000,47,001,0008,A,470010008,Andersonville,470010209012038,4.560142950252271e-15
2000,47,001,0008,A,470010008,Andersonville,470010209012040,0.01810845186378472
2000,47,001,0008,A,470010008,Andersonville,470010209012041,9.176470956106446e-05
2000,47,001,0008,A,470010008,Andersonville,470010209012999,0.04337440293030115
2000,47,001,0008,A,470010008,Andersonville,470010209013000,0.038610782879951656
2000,47,001,0008,A,470010008,Andersonville,470010209013001,0.0004159563878227753
2000,47,001,0008,A,470010008,Andersonville,470010209013002,0.00011544204696568477
2000,47,001,0008,A,470010008,Andersonville,470010209013003,0.0010566934214788783
2000,47,001,0008,A,470010008,Andersonville,470010209013004,0.00031448003032080556
2000,47,001,0008,A,470010008,Andersonville,470010209013005,0.0012078834162609986
2000,47,001,0008,A,470010008,Andersonville,470010209013006,0.04128705052048392
2000,47,001,0008,A,470010008,Andersonville,470010209013007,0.014422021644489594
2000,47,001,0008,A,470010008,Andersonville,470010209013008,0.005923234549638658
2000,47,001,0008,A,470010008,Andersonville,470010209013009,0.014940021949398044
2000,47,001,0008,A,470010008,Andersonville,470010209013010,0.0006521706819405661
2000,47,001,0008,A,470010008,Andersonville,470010209013011,0.012015849388900024
2000,47,001,0008,A,470010008,Andersonville,470010209013012,0.030678876670292506
2000,47,001,0008,A,470010008,Andersonville,470010209013013,0.0002579425309051969
2000,47,001,0008,A,470010008,Andersonville,470010209013014,0.038131203046540434
2000,47,001,0008,A,470010008,Andersonville,470010209013015,0.024283855077103077
2000,47,001,0008,A,470010008,Andersonville,470010209013016,0.07097446929397448
2000,47,001,0008,A,470010008,Andersonville,470010209013017,0.0003846012138831762
2000,47,001,0008,A,470010008,Andersonville,470010209013018,0.00037946167595389224
2000,47,001,0008,A,470010008,Andersonville,470010209013019,8.237115079555809e-05
2000,47,001,0008,A,470010008,Andersonville,470010209013020,0.0003232217992955122
2000,47,001,0008,A,470010008,Andersonville,470010209013021,0.00038948228110120755
2000,47,001,0008,A,470010008,Andersonville,470010209013022,0.0006925157837653193
2000,47,001,0008,A,470010008,Andersonville,470010209013023,0.01098681641460953
2000,47,001,0008,A,470010008,Andersonville,470010209013024,0.0009694681250935593
2000,47,001,0008,A,470010008,Andersonville,470010209013998,0.0042100719481399426
2000,47,001,0008,A,470010008,Andersonville,470010209013999,0.03507276293913137
2000,47,001,0008,A,470010008,Andersonville,470010209014000,0.029979375129996207
2000,47,001,0008,A,470010008,Andersonville,470010209014001,0.15748940552527096
2000,47,001,0008,A,470010008,Andersonville,470010209014002,0.00040580858071192133
2000,47,001,0008,A,470010008,Andersonville,470010209014003,0.00020487480581816953
2000,47,001,0008,A,470010008,Andersonville,470010209014004,0.0009400987399533521
2000,47,001,0008,A,470010008,Andersonville,470010209014005,0.00027679951835157286
2000,47,001,0008,A,470010008,Andersonville,470010209014006,0.007236543131563845
2000,47,001,0008,A,470010008,Andersonville,470010209014007,0.00021115750326141283
2000,47,001,0008,A,470010008,Andersonville,470010209014008,0.006082827268951163
2000,47,001,0008,A,470010008,Andersonville,470010209014009,0.012740005284660802
2000,47,001,0008,A,470010008,Andersonville,470010209014010,0.06344380130223624
2000,47,001,0008,A,470010008,Andersonville,470010209014011,0.00010657986536746516
2000,47,001,0008,A,470010008,Andersonville,470010209014014,1.213772342040884e-16
2000,47,001,0008,A,470010008,Andersonville,470010209014015,1.828002371191228e-15
2000,47,001,0008,A,470010008,Andersonville,470010209014016,9.59342512915724e-15
2000,47,001,0008,A,470010008,Andersonville,470010209014017,0.02148712314741204
2000,47,001,0008,A,470010008,Andersonville,470010209014018,3.5864689464138967e-05
2000,47,001,0008,A,470010008,Andersonville,470010209014019,0.015830459390729138
2000,47,001,0008,A,470010008,Andersonville,470010209014020,1.9537672187208784e-05
2000,47,001,0008,A,470010008,Andersonville,470010209014021,0.00022486001986909607
2000,47,001,0008,A,470010008,Andersonville,470010209014022,9.340640531143831e-05
2000,47,001,0008,A,470010008,Andersonville,470010209014029,9.213271347434866e-05
2000,47,001,0008,A,470010008,Andersonville,470010209014084,8.197334275571259e-05
2000,47,001,0008,A,470010008,Andersonville,470010209014085,0.014729415926452702
2000,47,001,0008,A,470010008,Andersonville,470010209014086,0.00011681169255475809
2000,47,001,0008,A,470010008,Andersonville,470010209014087,2.2661280376367758e-05
2000,47,001,0008,A,470010008,Andersonville,470010209014088,3.648150540727563e-05
2000,47,001,0008,A,470010008,Andersonville,470010209014089,0.001346894238346383
2000,47,001,0008,A,470010008,Andersonville,470010209014090,5.116097498213981e-15
