county,precinct,office,district,party,candidate,votes
ANDERSON,Andersonville,President,NA,R,Mitt Romney,1110
ANDERSON,Andersonville,President,NA,D,Barack Obama,267
ANDERSON,Andersonville,President,NA,C,Virgil Goode,3
ANDERSON,Andersonville,President,NA,I,Gary Johnson,6
ANDERSON,Andersonville,President,NA,I,Merlin Miller,1
ANDERSON,Andersonville,United States Senate,NA,R,Bob Corker,1067
ANDERSON,Andersonville,United States Senate,NA,D,Mark E. Clayton,216
ANDERSON,Andersonville,United States Senate,NA,C,Kermit Steck,17
ANDERSON,Andersonville,United States Senate,NA,G,Martin Pleasant,11
ANDERSON,Andersonville,United States Senate,NA,I,Shaun E. Crowell,18
ANDERSON,Andersonville,United States Senate,NA,I,James Higdon,5
ANDERSON,Andersonville,United States Senate,NA,I,Michel Joseph Long,1
ANDERSON,Andersonville,U.S. House of Representatives District,3,R,Chuck Fleischmann,996
ANDERSON,Andersonville,U.S. House of Representatives District,3,D,Mary M. Headrick,282
ANDERSON,Andersonville,U.S. House of Representatives District,3,I,Matthew Deniston,48
ANDERSON,Andersonville,State House District,36,R,Dennis Powers,998
ANDERSON,Andersonville,State House District,36,I,Virgil Kidwell,246
ANDERSON,Briceville,President,NA,R,Mitt Romney,227
ANDERSON,Briceville,President,NA,D,Barack Obama,94
ANDERSON,Briceville,President,NA,I,Gary Johnson,3
ANDERSON,Briceville,United States Senate,NA,R,Bob Corker,219
ANDERSON,Briceville,United States Senate,NA,D,Mark E. Clayton,69
ANDERSON,Briceville,United States Senate,NA,C,Kermit Steck,3
ANDERSON,Briceville,United States Senate,NA,G,Martin Pleasant,1
ANDERSON,Briceville,United States Senate,NA,I,Shaun E. Crowell,1
ANDERSON,Briceville,United States Senate,NA,I,James Higdon,1
ANDERSON,Briceville,United States Senate,NA,I,Michel Joseph Long,1
ANDERSON,Briceville,U.S. House of Representatives District,3,R,Chuck Fleischmann,193
ANDERSON,Briceville,U.S. House of Representatives District,3,D,Mary M. Headrick,88
ANDERSON,Briceville,U.S. House of Representatives District,3,I,Matthew Deniston,7
ANDERSON,Briceville,State House District,33,R,John D. Ragan,137
ANDERSON,Briceville,State House District,33,D,Jim Hackworth,168
ANDERSON,Bull Run,President,NA,R,Mitt Romney,1395
ANDERSON,Bull Run,President,NA,D,Barack Obama,491
ANDERSON,Bull Run,President,NA,C,Virgil Goode,11
ANDERSON,Bull Run,President,NA,G,Jill Stein,3
ANDERSON,Bull Run,President,NA,I,"Ross C. ""Rocky"" Anderson",2
ANDERSON,Bull Run,President,NA,I,Gary Johnson,21
ANDERSON,Bull Run,President,NA,I,Merlin Miller,1
ANDERSON,Bull Run,United States Senate,NA,R,Bob Corker,1407
ANDERSON,Bull Run,United States Senate,NA,D,Mark E. Clayton,333
ANDERSON,Bull Run,United States Senate,NA,C,Kermit Steck,31
ANDERSON,Bull Run,United States Senate,NA,G,Martin Pleasant,33
ANDERSON,Bull Run,United States Senate,NA,I,Shaun E. Crowell,21
ANDERSON,Bull Run,United States Senate,NA,I,James Higdon,6
ANDERSON,Bull Run,United States Senate,NA,I,Michel Joseph Long,8
ANDERSON,Bull Run,United States Senate,NA,I,Troy Stephen Scoggin,6
ANDERSON,Bull Run,U.S. House of Representatives District,3,R,Chuck Fleischmann,1312
ANDERSON,Bull Run,U.S. House of Representatives District,3,D,Mary M. Headrick,452
ANDERSON,Bull Run,U.S. House of Representatives District,3,I,Matthew Deniston,55
