county,precinct,office,district,party,candidate,votes
Anderson,Andersonville,Governor,NA,Independent,Basil Marceaux,2
Anderson,Andersonville,Governor,NA,Republican,Bill Lee,978
Anderson,Andersonville,Governor,NA,Independent,Charles Van Morgan,2
Anderson,Andersonville,Governor,NA,Independent,Constance M. Every,2
Anderson,Andersonville,Governor,NA,Independent,Deborah Rouse,3
Anderson,Andersonville,Governor,NA,Democratic,Jason Brantley Martin,161
Anderson,Andersonville,Governor,NA,Independent,John Gentry,9
Anderson,Andersonville,Governor,NA,Independent,Michael E. Scantland,1
Anderson,Andersonville,Governor,NA,Independent,Rick Tyler,1
Anderson,Briceville,Governor,NA,Republican,Bill Lee,178
Anderson,Briceville,Governor,NA,Democratic,Jason Brantley Martin,27
Anderson,Briceville,Governor,NA,Independent,John Gentry,1
Anderson,Briceville,Governor,NA,Independent,Rick Tyler,1
Anderson,Brushy Valley,Governor,NA,Republican,Bill Lee,370
Anderson,Brushy Valley,Governor,NA,Independent,Constance M. Every,3
Anderson,Brushy Valley,Governor,NA,Independent,Deborah Rouse,2
Anderson,Brushy Valley,Governor,NA,Democratic,Jason Brantley Martin,76
Anderson,Brushy Valley,Governor,NA,Independent,John Gentry,6
Anderson,Bull Run,Governor,NA,Independent,Alfred O'Neil,1
Anderson,Bull Run,Governor,NA,Independent,Basil Marceaux,2
Anderson,Bull Run,Governor,NA,Republican,Bill Lee,1000
Anderson,Bull Run,Governor,NA,Independent,Charles Van Morgan,3
Anderson,Bull Run,Governor,NA,Independent,Constance M. Every,10
Anderson,Bull Run,Governor,NA,Independent,Deborah Rouse,4
Anderson,Bull Run,Governor,NA,Democratic,Jason Brantley Martin,289
Anderson,Bull Run,Governor,NA,Independent,John Gentry,7
Anderson,Bull Run,Governor,NA,Independent,Rick Tyler,1
Anderson,Claxton,Governor,NA,Independent,Alfred O'Neil,1
Anderson,Claxton,Governor,NA,Independent,Basil Marceaux,3
Anderson,Claxton,Governor,NA,Republican,Bill Lee,607
Anderson,Claxton,Governor,NA,Independent,Charles Van Morgan,2
Anderson,Claxton,Governor,NA,Independent,Constance M. Every,5
Anderson,Claxton,Governor,NA,Independent,Deborah Rouse,6
Anderson,Claxton,Governor,NA,Democratic,Jason Brantley Martin,203
Anderson,Claxton,Governor,NA,Independent,John Gentry,6
Anderson,Claxton,Governor,NA,Independent,Rick Tyler,1
Anderson,Clinton,Governor,NA,Independent,Alfred O'Neil,1
Anderson,Clinton,Governor,NA,Independent,Basil Marceaux,1
Anderson,Clinton,Governor,NA,Republican,Bill Lee,1080
Anderson,Clinton,Governor,NA,Independent,Charles Van Morgan,2
Anderson,Clinton,Governor,NA,Independent,Constance M. Every,8
Anderson,Clinton,Governor,NA,Independent,Deborah Rouse,4
Anderson,Clinton,Governor,NA,Democratic,Jason Brantley Martin,443
Anderson,Clinton,Governor,NA,Independent,John Gentry,7
Anderson,Clinton,Governor,NA,Independent,Michael E. Scantland,2
Anderson,Clinton,Governor,NA,Independent,Rick Tyler,4
Anderson,Clinton High,Governor,NA,Independent,Basil Marceaux,1
Anderson,Clinton High,Governor,NA,Republican,Bill Lee,466
Anderson,Clinton High,Governor,NA,Independent,Constance M. Every,3
Anderson,Clinton High,Governor,NA,Democratic,Jason Brantley Martin,181
