county,precinct,office,district,party,candidate,votes
ANDERSON,Andersonville,Governor,NA,D,Phil Bredesen,214
ANDERSON,Andersonville,Governor,NA,R,Van Hilleary,263
ANDERSON,Andersonville,Governor,NA,I,David Gatchell,0
ANDERSON,Andersonville,Governor,NA,I,Gabriel Givens,0
ANDERSON,Andersonville,Governor,NA,I,James E. Herren,1
ANDERSON,Andersonville,Governor,NA,I,Marivuana Stout Leinoff,0
ANDERSON,Andersonville,Governor,NA,I,Basil J. Marceaux I,0
ANDERSON,Andersonville,Governor,NA,I,Edwin C. Sanders,0
ANDERSON,Andersonville,Governor,NA,I,John Jay Hooker,2
ANDERSON,Andersonville,Governor,NA,I,Ray Ledford,0
ANDERSON,Block House Valley,Governor,NA,D,Phil Bredesen,77
ANDERSON,Block House Valley,Governor,NA,R,Van Hilleary,72
ANDERSON,Block House Valley,Governor,NA,I,David Gatchell,0
ANDERSON,Block House Valley,Governor,NA,I,Gabriel Givens,0
ANDERSON,Block House Valley,Governor,NA,I,James E. Herren,0
ANDERSON,Block House Valley,Governor,NA,I,Marivuana Stout Leinoff,0
ANDERSON,Block House Valley,Governor,NA,I,Basil J. Marceaux I,0
ANDERSON,Block House Valley,Governor,NA,I,Edwin C. Sanders,0
ANDERSON,Block House Valley,Governor,NA,I,John Jay Hooker,0
ANDERSON,Block House Valley,Governor,NA,I,Ray Ledford,0
ANDERSON,Briceville,Governor,NA,D,Phil Bredesen,156
ANDERSON,Briceville,Governor,NA,R,Van Hilleary,80
ANDERSON,Briceville,Governor,NA,I,David Gatchell,0
ANDERSON,Briceville,Governor,NA,I,Gabriel Givens,0
ANDERSON,Briceville,Governor,NA,I,James E. Herren,0
ANDERSON,Briceville,Governor,NA,I,Marivuana Stout Leinoff,0
ANDERSON,Briceville,Governor,NA,I,Basil J. Marceaux I,0
ANDERSON,Briceville,Governor,NA,I,Edwin C. Sanders,0
ANDERSON,Briceville,Governor,NA,I,John Jay Hooker,1
ANDERSON,Briceville,Governor,NA,I,Ray Ledford,0
ANDERSON,Claxton,Governor,NA,D,Phil Bredesen,630
