precinct_key,vtd_name20,name20,county_norm,prec_id,district_num,area_weight,intersection_area_m2,precinct_area_m2
BEDFORD - 000104,303 Uniounville Fire Hall,303 Uniounville Fire Hall,BEDFORD,000104,14,0.9999295813770659,167953150.31657174,167964978.17903626
BEDFORD - 000104,303 Uniounville Fire Hall,303 Uniounville Fire Hall,BEDFORD,000104,28,4.782877221326792e-05,8033.5586811316425,167964978.17903626
BEDFORD - 000105,403 Bedford Community Center,403 Bedford Community Center,BEDFORD,000105,14,0.9998105982790191,289999584.2883058,290054521.11378306
BEDFORD - 000105,403 Bedford Community Center,403 Bedford Community Center,BEDFORD,000105,16,0.00011838392409275302,34337.79241029392,290054521.11378306
BEDFORD - 000105,403 Bedford Community Center,403 Bedford Community Center,BEDFORD,000105,28,7.101779688811694e-05,20599.03306693867,290054521.11378306
BEDFORD - 000106,502 Flat Creek Community Center,502 Flat Creek Community Center,BEDFORD,000106,14,1.0,173878170.28380355,173878170.28380355
BEDFORD - 000107,505 Normandy Baptist Church,505 Normandy Baptist Church,BEDFORD,000107,14,0.9998319885731906,107270692.57192457,107288718.30256714
BEDFORD - 000107,505 Normandy Baptist Church,505 Normandy Baptist Church,BEDFORD,000107,16,0.0001680114268085277,18025.730642472507,107288718.30256714
BEDFORD - 000108,601 East Side School,601 East Side School,BEDFORD,000108,14,1.0000000000000007,8914570.780568598,8914570.780568592
BEDFORD - 000109,701 Deery Eakin School,701 Deery Eakin School,BEDFORD,000109,14,0.9999999999999994,14023881.166731358,14023881.166731365
BEDFORD - 000110,801 Thomas School,801 Thomas School,BEDFORD,000110,14,1.0000000000000004,15808421.426329685,15808421.426329678
BEDFORD - 000111,902 Southside School,902 Southside School,BEDFORD,000111,14,1.0,12903215.849595504,12903215.849595504
BENTON - 000201,2 Camden High School,2 Camden High School,BENTON,000201,24,1.0000000000000009,183141541.397234,183141541.39723384
BENTON - 000202,4 Camden Elementary School,4 Camden Elementary School,BENTON,000202,23,0.00014601929956541392,30816.757014230716,211045780.29033336
BENTON - 000202,4 Camden Elementary School,4 Camden Elementary School,BENTON,000202,24,0.9998539807004361,211014963.53331944,211045780.29033336
BENTON - 000203,3 Benton Co. Courthouse,3 Benton Co. Courthouse,BENTON,000203,23,3.1107469247273686e-05,2648.988537518605,85156028.49147771
BENTON - 000203,3 Benton Co. Courthouse,3 Benton Co. Courthouse,BENTON,000203,24,0.9999688925307537,85153379.50294028,85156028.49147771
BENTON - 000204,1 Holladay School,1 Holladay School,BENTON,000204,23,3.6649040534460023e-06,1377.2553174052268,375795736.3468312
BENTON - 000204,1 Holladay School,1 Holladay School,BENTON,000204,24,0.9998827315536744,375751667.364694,375795736.3468312
BENTON - 000204,1 Holladay School,1 Holladay School,BENTON,000204,25,0.00011360354227409324,42691.72682050124,375795736.3468312
BENTON - 000205,5 Benton Co. Courthouse,5 Benton Co. Courthouse,BENTON,000205,24,0.9999999999999997,11671363.425726669,11671363.425726673
BENTON - 000206,6 Big Sandy School,6 Big Sandy School,BENTON,000206,23,1.9688367877631083e-05,5178.470740506944,263021839.7326097
BENTON - 000206,6 Big Sandy School,6 Big Sandy School,BENTON,000206,24,0.9999803116321213,263016661.2618689,263021839.7326097
BLEDSOE - 000301,Bellview,Bellview,BLEDSOE,000301,10,0.999948650480622,132437730.05470318,132444531.01771519
BLEDSOE - 000301,Bellview,Bellview,BLEDSOE,000301,15,5.1349519379432866e-05,6800.963012194064,132444531.01771519
BLEDSOE - 000302,Brayton,Brayton,BLEDSOE,000302,1,0.0003076554226917685,27654.85979645832,89889069.90326305
BLEDSOE - 000302,Brayton,Brayton,BLEDSOE,000302,10,0.999561432200009,89849647.45163234,89889069.90326305
BLEDSOE - 000302,Brayton,Brayton,BLEDSOE,000302,11,0.00013091237729705572,11767.591834057388,89889069.90326305
BLEDSOE - 000303,Cold Springs,Cold Springs,BLEDSOE,000303,10,0.9999999999999998,76581446.99869768,76581446.9986977
BLEDSOE - 000304,Dill,Dill,BLEDSOE,000304,10,0.9999990730363886,107468864.97562917,107468964.5954487
BLEDSOE - 000304,Dill,Dill,BLEDSOE,000304,15,9.269636123576169e-07,99.61981963772996,107468964.5954487
BLEDSOE - 000305,Griffith,Griffith,BLEDSOE,000305,10,0.9999558949236782,106767691.09214993,106772400.29701409
BLEDSOE - 000305,Griffith,Griffith,BLEDSOE,000305,15,4.4105076322531105e-05,4709.204864239649,106772400.29701409
BLEDSOE - 000306,Lee Station,Lee Station,BLEDSOE,000306,10,0.9999999999999996,53471303.85665821,53471303.856658235
BLEDSOE - 000307,Luminary,Luminary,BLEDSOE,000307,1,4.282982933001742e-05,4077.648998566491,95205819.45697033
BLEDSOE - 000307,Luminary,Luminary,BLEDSOE,000307,10,0.9999108230759569,95197329.29484016,95205819.45697033
BLEDSOE - 000307,Luminary,Luminary,BLEDSOE,000307,15,4.634709471216376e-05,4412.5131315213675,95205819.45697033
BLEDSOE - 000308,Lusk,Lusk,BLEDSOE,000308,10,1.0,157581021.50197545,157581021.50197545
BLEDSOE - 000309,Mt.Crest,Mt.Crest,BLEDSOE,000309,10,0.9993759864183193,84522422.58495156,84575198.65758725
BLEDSOE - 000309,Mt.Crest,Mt.Crest,BLEDSOE,000309,15,0.0006240135816809686,52776.07263570046,84575198.65758725
BLEDSOE - 000310,Nine Mile,Nine Mile,BLEDSOE,000310,10,0.999966515667796,59343477.42117076,59345464.564421035
BLEDSOE - 000310,Nine Mile,Nine Mile,BLEDSOE,000310,15,3.348433220478891e-05,1987.1432503226024,59345464.564421035
BLEDSOE - 000311,Pikeville,Pikeville,BLEDSOE,000311,10,1.0000000000000002,17990378.059208598,17990378.059208594
BLEDSOE - 000312,Rigsby,Rigsby,BLEDSOE,000312,1,4.545468521381573e-05,3296.5341749782424,72523528.86114097
BLEDSOE - 000312,Rigsby,Rigsby,BLEDSOE,000312,10,0.9999545453147862,72520232.32696599,72523528.86114097
BLOUNT - 000401,Townsend,Townsend,BLOUNT,000401,2,0.999786826371189,467564344.8256329,467664038.4657771
BLOUNT - 000401,Townsend,Townsend,BLOUNT,000401,8,4.618722781112255e-05,21600.105483688425,467664038.4657771
BLOUNT - 000401,Townsend,Townsend,BLOUNT,000401,9,1.0724448085008758e-06,501.5438701751765,467664038.4657771
BLOUNT - 000402,Oak View,Oak View,BLOUNT,000402,2,0.9999133285524701,76305024.39326413,76311638.43343054
BLOUNT - 000402,Oak View,Oak View,BLOUNT,000402,8,8.667144752998744e-05,6614.040166410448,76311638.43343054
BLOUNT - 000403,Blount County Board of Education,Blount County Board of Education,BLOUNT,000403,2,0.9999999999999996,9463233.926150568,9463233.926150572
BLOUNT - 000404,Maryville Junior High,Maryville Junior High,BLOUNT,000404,2,1.0000000000000002,4619117.476085404,4619117.476085403
BLOUNT - 000405,Prospect,Prospect,BLOUNT,000405,2,0.9993575390620764,22232212.255923875,22246504.766241517
BLOUNT - 000405,Prospect,Prospect,BLOUNT,000405,6,0.00036255454351736015,8065.57138038147,22246504.766241517
BLOUNT - 000405,Prospect,Prospect,BLOUNT,000405,8,0.0002799063944071261,6226.938937279609,22246504.766241517
BLOUNT - 000406,Rockford,Rockford,BLOUNT,000406,2,0.9995326111062064,30885646.0083441,30900088.366463825
BLOUNT - 000406,Rockford,Rockford,BLOUNT,000406,6,0.00046738889379274045,14442.358119699456,30900088.366463825
BLOUNT - 000407,Middlesettlements,Middlesettlements,BLOUNT,000407,2,0.9999999999999994,9414884.026878085,9414884.02687809
BLOUNT - 000408,Alcoa High School,Alcoa High School,BLOUNT,000408,2,1.0000000000000007,16800617.215012636,16800617.215012625
BLOUNT - 000409,Mentor,Mentor,BLOUNT,000409,2,0.9999999999999994,14080298.590541687,14080298.590541694
BLOUNT - 000410,Beech Grove,Beech Grove,BLOUNT,000410,2,0.9987254475216533,18642443.305125885,18666234.40044237
BLOUNT - 000410,Beech Grove,Beech Grove,BLOUNT,000410,6,0.0012745524783496155,23791.09531653867,18666234.40044237
BLOUNT - 000411,Martin Luther King,Martin Luther King,BLOUNT,000411,2,1.0,7263672.314991478,7263672.314991478
BLOUNT - 000412,Oak Street,Oak Street,BLOUNT,000412,2,1.0000000000000002,15250260.007980326,15250260.007980322
BLOUNT - 000413,Everett,Everett,BLOUNT,000413,2,0.9999999999999997,3184517.2589576934,3184517.2589576943
BLOUNT - 000414,Maryville Municipal,Maryville Municipal,BLOUNT,000414,2,0.9999999999999997,12987276.218249783,12987276.218249787
BLOUNT - 000415,Big Springs,Big Springs,BLOUNT,000415,2,0.9997419327970135,38867470.9890206,38877503.997736394
BLOUNT - 000415,Big Springs,Big Springs,BLOUNT,000415,5,0.0002580672029883334,10033.008715863582,38877503.997736394
BLOUNT - 000416,Friendsville,Friendsville,BLOUNT,000416,2,0.9996638701397532,31701933.18528464,31712592.7346486
BLOUNT - 000416,Friendsville,Friendsville,BLOUNT,000416,5,0.00024492084632964843,7767.075051877595,31712592.7346486
BLOUNT - 000416,Friendsville,Friendsville,BLOUNT,000416,7,9.120901391657898e-05,2892.4743120653657,31712592.7346486
BLOUNT - 000417,William Blount High,William Blount High,BLOUNT,000417,2,1.0000000000000002,11546668.245416183,11546668.245416181
BLOUNT - 000418,Lanier,Lanier,BLOUNT,000418,2,0.9998447129917185,127695714.96562241,127715547.53090952
BLOUNT - 000418,Lanier,Lanier,BLOUNT,000418,5,1.6550434669351232e-05,2113.74782567074,127715547.53090952
BLOUNT - 000419,William Blount Academy,William Blount Academy,BLOUNT,000419,2,0.9999999999999996,66257948.708698735,66257948.708698764
BLOUNT - 000420,Maryville High School,Maryville High School,BLOUNT,000420,2,1.0000000000000004,7719221.697098386,7719221.697098383
BLOUNT - 000421,Miser Station,Miser Station,BLOUNT,000421,2,0.9993732292383417,37447459.02798174,37470944.72054429
BLOUNT - 000421,Miser Station,Miser Station,BLOUNT,000421,7,0.0006267707616574625,23485.69256252022,37470944.72054429
BLOUNT - 000423,Louisville,Louisville,BLOUNT,000423,2,0.9992060838461492,36940318.08893382,36969668.90628103
BLOUNT - 000423,Louisville,Louisville,BLOUNT,000423,6,0.0006179926085016894,22846.982122836413,36969668.90628103
BLOUNT - 000423,Louisville,Louisville,BLOUNT,000423,7,0.00017592354534920904,6503.835224379374,36969668.90628103
BLOUNT - 000424,Heritage,Heritage,BLOUNT,000424,2,0.9999999999999992,23605746.32309383,23605746.32309385
BLOUNT - 000425,Chilhowee View,Chilhowee View,BLOUNT,000425,2,0.9999999999999992,38456666.249569744,38456666.24956977
BLOUNT - 000426,Walland,Walland,BLOUNT,000426,2,0.9997005263005994,78964413.36663297,78988068.21563001
BLOUNT - 000426,Walland,Walland,BLOUNT,000426,8,0.00029947369940205,23654.848997156205,78988068.21563001
BLOUNT - 000427,Montvale,Montvale,BLOUNT,000427,2,0.9999999999999993,60475024.526633434,60475024.52663347
BLOUNT - 000429,Porter,Porter,BLOUNT,000429,2,0.9996651563971717,45869026.93636606,45884391.03117252
BLOUNT - 000429,Porter,Porter,BLOUNT,000429,6,0.00033484360282645594,15364.09480637573,45884391.03117252
BLOUNT - 000430,John Sevier,John Sevier,BLOUNT,000430,2,1.0000000000000007,4389205.602424386,4389205.602424383
BLOUNT - 000431,Eagleton Cafeteria,Eagleton Cafeteria,BLOUNT,000431,2,1.0000000000000002,26261897.19466413,26261897.194664128
BLOUNT - 000432,Maryville College,Maryville College,BLOUNT,000432,2,1.0,5396309.628854086,5396309.628854086
BLOUNT - 000433,Fairview,Fairview,BLOUNT,000433,2,0.9999999999999998,8454774.653953442,8454774.653953444
BLOUNT - 000434,Carpenters,Carpenters,BLOUNT,000434,2,1.0,70929860.3500571,70929860.3500571
BLOUNT - 000435,Happy Valley,Happy Valley,BLOUNT,000435,2,1.0000000000000007,25661027.73087786,25661027.730877843
BLOUNT - 000436,Pellissippi Campus,Pellissippi Campus,BLOUNT,000436,2,1.0000000000000002,11844166.131461328,11844166.131461324
BRADLEY - 000501,101 McDonald Ruritan,101 McDonald Ruritan,BRADLEY,000501,1,0.9998107846396977,60989599.28241487,61001141.63540826
BRADLEY - 000501,101 McDonald Ruritan,101 McDonald Ruritan,BRADLEY,000501,11,0.00018921536030395677,11542.352993496472,61001141.63540826
BRADLEY - 000502,701 Stuart School,701 Stuart School,BRADLEY,000502,1,1.0000000000000007,16633620.197326498,16633620.197326489
BRADLEY - 000503,604 Black Fox School,604 Black Fox School,BRADLEY,000503,1,0.9999143170396573,51958614.255364485,51963066.604739666
BRADLEY - 000503,604 Black Fox School,604 Black Fox School,BRADLEY,000503,10,4.835506285498982e-05,2512.677351810209,51963066.604739666
BRADLEY - 000503,604 Black Fox School,604 Black Fox School,BRADLEY,000503,11,3.7327897488760336e-05,1939.6720234233478,51963066.604739666
BRADLEY - 000504,201 E.L. Ross School,201 E.L. Ross School,BRADLEY,000504,1,0.9999999999999993,34005568.64195731,34005568.641957335
BRADLEY - 000505,202 Walker Valley High,202 Walker Valley High,BRADLEY,000505,1,0.9999887840372118,119169687.53496748,119171024.15273981
BRADLEY - 000505,202 Walker Valley High,202 Walker Valley High,BRADLEY,000505,2,1.1215962788647188e-05,1336.617772382105,119171024.15273981
BRADLEY - 000506,302 Senior Center,302 Senior Center,BRADLEY,000506,1,1.0000000000000002,14349873.495280055,14349873.495280052
BRADLEY - 000507,702 Cleveland High,702 Cleveland High,BRADLEY,000507,1,1.0000000000000002,8583374.491271598,8583374.491271596
BRADLEY - 000508,402 Michigan Ave School,402 Michigan Ave School,BRADLEY,000508,1,0.9999119214314602,80683677.14635293,80690784.27512623
BRADLEY - 000508,402 Michigan Ave School,402 Michigan Ave School,BRADLEY,000508,2,8.80785685394274e-05,7107.128773276857,80690784.27512623
BRADLEY - 000509,301 Lee University,301 Lee University,BRADLEY,000509,1,1.0000000000000004,6370249.060331393,6370249.06033139
BRADLEY - 000510,502 5 Points Museum,502 5 Points Museum,BRADLEY,000510,1,0.9999999999999997,6172850.590859371,6172850.590859373
BRADLEY - 000511,601 Valley View School,601 Valley View School,BRADLEY,000511,1,0.0966652470330951,9679749.083235184,100136805.93937908
BRADLEY - 000511,601 Valley View School,601 Valley View School,BRADLEY,000511,2,0.9033010573373835,90453682.68342951,100136805.93937908
BRADLEY - 000512,401 Oak Grove School,401 Oak Grove School,BRADLEY,000512,1,0.9997380635782309,63672863.1953535,63689545.807086304
BRADLEY - 000512,401 Oak Grove School,401 Oak Grove School,BRADLEY,000512,2,0.00026193642176780796,16682.611732725083,63689545.807086304
BRADLEY - 000513,603 Waterville School,603 Waterville School,BRADLEY,000513,1,0.999902391752814,15101040.498144574,15102514.628125526
BRADLEY - 000513,603 Waterville School,603 Waterville School,BRADLEY,000513,2,9.760824718701128e-05,1474.12998096753,15102514.628125526
BRADLEY - 000514,501 Blythe/Bower School,501 Blythe/Bower School,BRADLEY,000514,1,1.0000000000000004,15481001.67917956,15481001.679179553
BRADLEY - 000515,602 Blue Springs School,602 Blue Springs School,BRADLEY,000515,1,0.9993141719245325,117683944.63208304,117764710.9771705
BRADLEY - 000515,602 Blue Springs School,602 Blue Springs School,BRADLEY,000515,10,1.4948236296912853e-05,1760.3747271243915,117764710.9771705
BRADLEY - 000515,602 Blue Springs School,602 Blue Springs School,BRADLEY,000515,2,0.0006630243953593975,78080.87629031266,117764710.9771705
BRADLEY - 000516,102 Prospect School,102 Prospect School,BRADLEY,000516,1,0.9995866654009465,50709451.27551736,50730419.913292035
BRADLEY - 000516,102 Prospect School,102 Prospect School,BRADLEY,000516,11,0.00041333459905472034,20968.637774738163,50730419.913292035
BRADLEY - 000517,103 Hopewell School,103 Hopewell School,BRADLEY,000517,1,0.9998004169174383,96592000.31153983,96611282.28906932
BRADLEY - 000517,103 Hopewell School,103 Hopewell School,BRADLEY,000517,11,0.00019958308256241811,19281.977529560405,96611282.28906932
CAMPBELL - 000601,College Hill,College Hill,CAMPBELL,000601,12,1.0000000000000002,2855567.365457904,2855567.365457903
CAMPBELL - 000602,Caryville,Caryville,CAMPBELL,000602,12,0.9999999999999997,86524807.32177697,86524807.321777
CAMPBELL - 000603,West LaFollette,West LaFollette,CAMPBELL,000603,12,0.9999999999999998,4093490.3148599365,4093490.3148599374
CAMPBELL - 000604,Valley View,Valley View,CAMPBELL,000604,12,1.0000000000000004,80195164.30385849,80195164.30385846
CAMPBELL - 000605,Elk Valley,Elk Valley,CAMPBELL,000605,12,1.0000000000000009,100816584.45496897,100816584.45496888
CAMPBELL - 000607,LaFollette Elementary School,LaFollette Elementary School,CAMPBELL,000607,12,1.0,27853715.25168891,27853715.25168891
CAMPBELL - 000608,East LaFollette,East LaFollette,CAMPBELL,000608,12,1.0,5177214.77439123,5177214.77439123
CAMPBELL - 000609,Jacksboro,Jacksboro,CAMPBELL,000609,12,1.0000000000000004,8104049.839980337,8104049.839980333
CAMPBELL - 000610,Campbell County High School,Campbell County High School,CAMPBELL,000610,12,1.0000000000000007,15803949.706156097,15803949.706156086
CAMPBELL - 000611,Jacksboro Station,Jacksboro Station,CAMPBELL,000611,12,1.0,27268250.35900202,27268250.35900202
CAMPBELL - 000612,Pinecrest,Pinecrest,CAMPBELL,000612,12,0.9995804944838003,33542171.017772216,33556248.04893171
CAMPBELL - 000612,Pinecrest,Pinecrest,CAMPBELL,000612,5,0.0004195055162007141,14077.031159526303,33556248.04893171
CAMPBELL - 000613,Ridgewood,Ridgewood,CAMPBELL,000613,12,0.9997081906498235,53252596.86156689,53268141.003178135
CAMPBELL - 000613,Ridgewood,Ridgewood,CAMPBELL,000613,5,0.000291809350178049,15544.1416113301,53268141.003178135
CAMPBELL - 000614,Clinchmore,Clinchmore,CAMPBELL,000614,12,0.9995860528163454,163922117.75621969,163990000.95526263
CAMPBELL - 000614,Clinchmore,Clinchmore,CAMPBELL,000614,5,0.0004139471836536887,67883.19904279668,163990000.95526263
CAMPBELL - 000615,Demory,Demory,CAMPBELL,000615,12,0.9996732525224944,72778810.32908678,72802598.39446802
CAMPBELL - 000615,Demory,Demory,CAMPBELL,000615,5,0.00032674747750572247,23788.065381254586,72802598.39446802
CAMPBELL - 000616,Alder Springs,Alder Springs,CAMPBELL,000616,12,0.9995412240003343,63857238.31827061,63886547.93316384
CAMPBELL - 000616,Alder Springs,Alder Springs,CAMPBELL,000616,5,8.571027208950927e-05,5475.7334062109485,63886547.93316384
CAMPBELL - 000616,Alder Springs,Alder Springs,CAMPBELL,000616,8,0.00037306572757639047,23833.88148702971,63886547.93316384
CAMPBELL - 000617,Well Springs,Well Springs,CAMPBELL,000617,12,0.99905602229709,36752674.40036792,36787400.88655284
CAMPBELL - 000617,Well Springs,Well Springs,CAMPBELL,000617,8,0.0009439777029101221,34726.48618492194,36787400.88655284
CAMPBELL - 000618,Habersham,Habersham,CAMPBELL,000618,12,0.9999959058215397,302541301.4764405,302542540.13959163
CAMPBELL - 000618,Habersham,Habersham,CAMPBELL,000618,8,4.094178460412293e-06,1238.6631511979376,302542540.13959163
CAMPBELL - 000619,White Oak,White Oak,CAMPBELL,000619,12,0.9998450622824225,98465103.60162634,98480361.92412907
CAMPBELL - 000619,White Oak,White Oak,CAMPBELL,000619,8,0.00015256698701010389,15024.85209842893,98480361.92412907
CAMPBELL - 000620,Newcomb,Newcomb,CAMPBELL,000620,12,0.9999957707819604,78647418.05363175,78647750.67211767
CAMPBELL - 000621,Jellico,Jellico,CAMPBELL,000621,12,0.9998888783557579,27457969.967902537,27461021.48176216
CANNON - 000701,Westside,Westside,CANNON,000701,14,0.9999105186793985,184004284.29729655,184020750.7170888
CANNON - 000701,Westside,Westside,CANNON,000701,16,8.948132060266469e-05,16466.41979245886,184020750.7170888
CANNON - 000702,Gassaway,Gassaway,CANNON,000702,14,0.9999777430840018,63773245.07028236,63774664.4976329
CANNON - 000702,Gassaway,Gassaway,CANNON,000702,16,4.630160955103841e-06,295.286961481787,63774664.4976329
CANNON - 000702,Gassaway,Gassaway,CANNON,000702,17,1.762675504675395e-05,1124.1403892886908,63774664.4976329
CANNON - 000703,Woodland,Woodland,CANNON,000703,14,0.9998954034629383,135416762.1921524,135430927.79821116
CANNON - 000703,Woodland,Woodland,CANNON,000703,16,0.0001045965370611274,14165.606058668462,135430927.79821116
CANNON - 000704,Eastside,Eastside,CANNON,000704,14,0.999978074163537,80663062.31909418,80664830.96298619
CANNON - 000704,Eastside,Eastside,CANNON,000704,16,2.1925836465272563e-05,1768.6438921932897,80664830.96298619
CANNON - 000705,Woodbury,Woodbury,CANNON,000705,14,1.0,5091893.283392361,5091893.283392361
CANNON - 000706,Auburntown,Auburntown,CANNON,000706,14,0.9999428547845546,74251970.12477411,74256213.51209342
CANNON - 000706,Auburntown,Auburntown,CANNON,000706,17,5.714521544511311e-05,4243.387319286898,74256213.51209342
CANNON - 000707,Pleasant Ridge,Pleasant Ridge,CANNON,000707,14,0.9999999999999997,50562327.28122234,50562327.28122236
CANNON - 000708,2 Short Mountain,2 Short Mountain,CANNON,000708,14,0.9999443703627677,48646302.81908113,48649009.14581162
CANNON - 000708,2 Short Mountain,2 Short Mountain,CANNON,000708,16,5.5629637233613186e-05,2706.3267305562304,48649009.14581162
CANNON - 000709,4 Short Mountain,4 Short Mountain,CANNON,000709,14,0.9997921894167542,45687345.418896936,45696841.7062244
CANNON - 000709,4 Short Mountain,4 Short Mountain,CANNON,000709,16,0.00020781058324564636,9496.287327454469,45696841.7062244
CARROLL - 000801,2 Trezevant,2 Trezevant,CARROLL,000801,24,0.9999999999999996,126101091.50769654,126101091.5076966
CARROLL - 000802,7 Macedonia,7 Macedonia,CARROLL,000802,24,1.000000000000001,37496802.52302991,37496802.523029864
