district,CVAP_TOT24
1,159936
2,164686
3,169436
4,175194
5,158205
6,163562
7,159579
8,168662
9,165612
10,164155
11,168459
12,173208
13,155200
14,149908
15,167710
16,164532
17,164082
18,162755
19,150764
20,163135
21,150178
22,160473
23,167779
24,165643
25,155304
26,171391
27,159332
28,164716
29,148399
30,133150
31,146732
32,148559
33,134917
