county,office,district,party,candidate,votes
HAMBLEN,President,,I,Cathy Gordon Brown,14
HAMBLEN,President,,I,Harry Browne,48
HAMBLEN,President,,I,Patrick J. Buchanan,53
HAMBLEN,President,,I,Howard Phillips,3
HAMBLEN,President,,I,John Hagelin,6
HAMBLEN,President,,I,Randall Venson,6
HAMBLEN,President,,I,Write-Ins,0
HAMBLEN,President,,I,Ralph Nader,181
HAMILTON,President,,D,Al Gore,51708
HAMILTON,President,,R,George W. Bush,66605
HAMILTON,President,,I,Cathy Gordon Brown,57
HAMILTON,President,,I,Harry Browne,306
HAMILTON,President,,I,Patrick J. Buchanan,265
HAMILTON,President,,I,Howard Phillips,34
HAMILTON,President,,I,John Hagelin,44
HAMILTON,President,,I,Randall Venson,12
HAMILTON,President,,I,Write-Ins,58
HAMILTON,President,,I,Ralph Nader,1290
HANCOCK,President,,D,Al Gore,690
HANCOCK,President,,R,George W. Bush,1343
HANCOCK,President,,I,Cathy Gordon Brown,0
HANCOCK,President,,I,Harry Browne,12
HANCOCK,President,,I,Patrick J. Buchanan,11
HANCOCK,President,,I,Howard Phillips,1
HANCOCK,President,,I,John Hagelin,1
HANCOCK,President,,I,Randall Venson,0
HANCOCK,President,,I,Write-Ins,0
HANCOCK,President,,I,Ralph Nader,17
HARDEMAN,President,,D,Al Gore,4953
HARDEMAN,President,,R,George W. Bush,3729
HARDEMAN,President,,I,Cathy Gordon Brown,18
HARDEMAN,President,,I,Harry Browne,14
HARDEMAN,President,,I,Patrick J. Buchanan,30
HARDEMAN,President,,I,Howard Phillips,7
HARDEMAN,President,,I,John Hagelin,9
HARDEMAN,President,,I,Randall Venson,4
HARDEMAN,President,,I,Write-Ins,1
HARDEMAN,President,,I,Ralph Nader,38
HARDIN,President,,D,Al Gore,3735
HARDIN,President,,R,George W. Bush,4951
HARDIN,President,,I,Cathy Gordon Brown,8
HARDIN,President,,I,Harry Browne,4
HARDIN,President,,I,Patrick J. Buchanan,14
HARDIN,President,,I,Howard Phillips,2
HARDIN,President,,I,John Hagelin,0
HARDIN,President,,I,Randall Venson,3
HARDIN,President,,I,Write-Ins,16
HARDIN,President,,I,Ralph Nader,49
HAWKINS,President,,D,Al Gore,6753
HAWKINS,President,,R,George W. Bush,10071
HAWKINS,President,,I,Cathy Gordon Brown,18
HAWKINS,President,,I,Harry Browne,40
HAWKINS,President,,I,Patrick J. Buchanan,47
HAWKINS,President,,I,Howard Phillips,2
HAWKINS,President,,I,John Hagelin,9
HAWKINS,President,,I,Randall Venson,7
HAWKINS,President,,I,Write-Ins,4
HAWKINS,President,,I,Ralph Nader,147
HAYWOOD,President,,D,Al Gore,3887
HAYWOOD,President,,R,George W. Bush,2554
HAYWOOD,President,,I,Cathy Gordon Brown,3
HAYWOOD,President,,I,Harry Browne,2
HAYWOOD,President,,I,Patrick J. Buchanan,7
HAYWOOD,President,,I,Howard Phillips,2
HAYWOOD,President,,I,John Hagelin,2
HAYWOOD,President,,I,Randall Venson,1
HAYWOOD,President,,I,Write-Ins,0
HAYWOOD,President,,I,Ralph Nader,20
HENDERSON,President,,D,Al Gore,3166
HENDERSON,President,,R,George W. Bush,5153
HENDERSON,President,,I,Cathy Gordon Brown,6
HENDERSON,President,,I,Harry Browne,6
HENDERSON,President,,I,Patrick J. Buchanan,20
HENDERSON,President,,I,Howard Phillips,2
HENDERSON,President,,I,John Hagelin,0
HENDERSON,President,,I,Randall Venson,0
HENDERSON,President,,I,Write-Ins,0
HENDERSON,President,,I,Ralph Nader,46
HENRY,President,,D,Al Gore,6093
HENRY,President,,R,George W. Bush,5944
HENRY,President,,I,Cathy Gordon Brown,14
HENRY,President,,I,Harry Browne,22
HENRY,President,,I,Patrick J. Buchanan,55
HENRY,President,,I,Howard Phillips,3
HENRY,President,,I,John Hagelin,11
HENRY,President,,I,Randall Venson,1
HENRY,President,,I,Write-Ins,41
HENRY,President,,I,Ralph Nader,125
HICKMAN,President,,D,Al Gore,4239
HICKMAN,President,,R,George W. Bush,2914
HICKMAN,President,,I,Cathy Gordon Brown,3
HICKMAN,President,,I,Harry Browne,11
HICKMAN,President,,I,Patrick J. Buchanan,20
HICKMAN,President,,I,Howard Phillips,1
HICKMAN,President,,I,John Hagelin,3
HICKMAN,President,,I,Randall Venson,4
HICKMAN,President,,I,Write-Ins,11
HICKMAN,President,,I,Ralph Nader,58
HOUSTON,President,,D,Al Gore,2081
HOUSTON,President,,R,George W. Bush,993
HOUSTON,President,,I,Cathy Gordon Brown,12
HOUSTON,President,,I,Harry Browne,9
HOUSTON,President,,I,Patrick J. Buchanan,11
HOUSTON,President,,I,Howard Phillips,2
HOUSTON,President,,I,John Hagelin,2
HOUSTON,President,,I,Randall Venson,1
HOUSTON,President,,I,Write-Ins,0
HOUSTON,President,,I,Ralph Nader,16
HUMPHREYS,President,,D,Al Gore,4205
HUMPHREYS,President,,R,George W. Bush,2387
HUMPHREYS,President,,I,Cathy Gordon Brown,1
HUMPHREYS,President,,I,Harry Browne,10
HUMPHREYS,President,,I,Patrick J. Buchanan,10
HUMPHREYS,President,,I,Howard Phillips,1
HUMPHREYS,President,,I,John Hagelin,1
HUMPHREYS,President,,I,Randall Venson,0
HUMPHREYS,President,,I,Write-Ins,1
HUMPHREYS,President,,I,Ralph Nader,65
JACKSON,President,,D,Al Gore,3304
JACKSON,President,,R,George W. Bush,1384
JACKSON,President,,I,Cathy Gordon Brown,5
JACKSON,President,,I,Harry Browne,10
JACKSON,President,,I,Patrick J. Buchanan,10
JACKSON,President,,I,Howard Phillips,2
JACKSON,President,,I,John Hagelin,2
JACKSON,President,,I,Randall Venson,1
JACKSON,President,,I,Write-Ins,0
JACKSON,President,,I,Ralph Nader,36
JEFFERSON,President,,D,Al Gore,5226
JEFFERSON,President,,R,George W. Bush,8657
JEFFERSON,President,,I,Cathy Gordon Brown,8
JEFFERSON,President,,I,Harry Browne,22
JEFFERSON,President,,I,Patrick J. Buchanan,38
JEFFERSON,President,,I,Howard Phillips,2
JEFFERSON,President,,I,John Hagelin,10
JEFFERSON,President,,I,Randall Venson,2
JEFFERSON,President,,I,Write-Ins,1
JEFFERSON,President,,I,Ralph Nader,121
JOHNSON,President,,D,Al Gore,1813
JOHNSON,President,,R,George W. Bush,3740
JOHNSON,President,,I,Cathy Gordon Brown,12
JOHNSON,President,,I,Harry Browne,13
JOHNSON,President,,I,Patrick J. Buchanan,12
JOHNSON,President,,I,Howard Phillips,6
JOHNSON,President,,I,John Hagelin,7
JOHNSON,President,,I,Randall Venson,0
JOHNSON,President,,I,Write-Ins,0
JOHNSON,President,,I,Ralph Nader,54
KNOX,President,,D,Al Gore,60969
KNOX,President,,R,George W. Bush,86851
KNOX,President,,I,Cathy Gordon Brown,79
KNOX,President,,I,Harry Browne,501
KNOX,President,,I,Patrick J. Buchanan,306
KNOX,President,,I,Howard Phillips,46
KNOX,President,,I,John Hagelin,43
KNOX,President,,I,Randall Venson,11
KNOX,President,,I,Write-Ins,8
KNOX,President,,I,Ralph Nader,1772
LAKE,President,,D,Al Gore,1419
LAKE,President,,R,George W. Bush,781
LAKE,President,,I,Cathy Gordon Brown,0
LAKE,President,,I,Harry Browne,4
LAKE,President,,I,Patrick J. Buchanan,6
LAKE,President,,I,Howard Phillips,0
LAKE,President,,I,John Hagelin,1
LAKE,President,,I,Randall Venson,2
LAKE,President,,I,Write-Ins,0
LAKE,President,,I,Ralph Nader,11
LAUDERDALE,President,,D,Al Gore,4224
LAUDERDALE,President,,R,George W. Bush,3329
LAUDERDALE,President,,I,Cathy Gordon Brown,7
LAUDERDALE,President,,I,Harry Browne,3
LAUDERDALE,President,,I,Patrick J. Buchanan,21
LAUDERDALE,President,,I,Howard Phillips,2
LAUDERDALE,President,,I,John Hagelin,3
LAUDERDALE,President,,I,Randall Venson,2
LAUDERDALE,President,,I,Write-Ins,0
LAUDERDALE,President,,I,Ralph Nader,27
LAWRENCE,President,,D,Al Gore,6643
LAWRENCE,President,,R,George W. Bush,7613
LAWRENCE,President,,I,Cathy Gordon Brown,21
LAWRENCE,President,,I,Harry Browne,19
LAWRENCE,President,,I,Patrick J. Buchanan,48
LAWRENCE,President,,I,Howard Phillips,14
LAWRENCE,President,,I,John Hagelin,14
LAWRENCE,President,,I,Randall Venson,0
LAWRENCE,President,,I,Write-Ins,0
LAWRENCE,President,,I,Ralph Nader,98
LEWIS,President,,D,Al Gore,2281
LEWIS,President,,R,George W. Bush,2037
LEWIS,President,,I,Cathy Gordon Brown,7
LEWIS,President,,I,Harry Browne,4
LEWIS,President,,I,Patrick J. Buchanan,18
LEWIS,President,,I,Howard Phillips,1
LEWIS,President,,I,John Hagelin,7
LEWIS,President,,I,Randall Venson,2
LEWIS,President,,I,Write-Ins,0
LEWIS,President,,I,Ralph Nader,63
LINCOLN,President,,D,Al Gore,5060
LINCOLN,President,,R,George W. Bush,5435
LINCOLN,President,,I,Cathy Gordon Brown,9
LINCOLN,President,,I,Harry Browne,21
LINCOLN,President,,I,Patrick J. Buchanan,36
LINCOLN,President,,I,Howard Phillips,2
LINCOLN,President,,I,John Hagelin,6
LINCOLN,President,,I,Randall Venson,0
LINCOLN,President,,I,Write-Ins,18
LINCOLN,President,,I,Ralph Nader,72
LOUDON,President,,D,Al Gore,5905
LOUDON,President,,R,George W. Bush,10266
LOUDON,President,,I,Cathy Gordon Brown,13
LOUDON,President,,I,Harry Browne,44
LOUDON,President,,I,Patrick J. Buchanan,38
LOUDON,President,,I,Howard Phillips,3
LOUDON,President,,I,John Hagelin,5
LOUDON,President,,I,Randall Venson,0
LOUDON,President,,I,Write-Ins,0
LOUDON,President,,I,Ralph Nader,132
MACON,President,,D,Al Gore,3059
MACON,President,,R,George W. Bush,3366
MACON,President,,I,Cathy Gordon Brown,7
MACON,President,,I,Harry Browne,10
MACON,President,,I,Patrick J. Buchanan,10
MACON,President,,I,Howard Phillips,4
MACON,President,,I,John Hagelin,1
MACON,President,,I,Randall Venson,4
MACON,President,,I,Write-Ins,0
MACON,President,,I,Ralph Nader,30
MADISON,President,,D,Al Gore,15781
MADISON,President,,R,George W. Bush,17862
MADISON,President,,I,Cathy Gordon Brown,17
MADISON,President,,I,Harry Browne,31
MADISON,President,,I,Patrick J. Buchanan,48
MADISON,President,,I,Howard Phillips,4
MADISON,President,,I,John Hagelin,12
MADISON,President,,I,Randall Venson,2
MADISON,President,,I,Write-Ins,0
MADISON,President,,I,Ralph Nader,173
MARION,President,,D,Al Gore,5441
MARION,President,,R,George W. Bush,4651
MARION,President,,I,Cathy Gordon Brown,7
MARION,President,,I,Harry Browne,17
MARION,President,,I,Patrick J. Buchanan,50
MARION,President,,I,Howard Phillips,1
MARION,President,,I,John Hagelin,4
MARION,President,,I,Randall Venson,5
MARION,President,,I,Write-Ins,0
MARION,President,,I,Ralph Nader,74
MARSHALL,President,,D,Al Gore,5107
MARSHALL,President,,R,George W. Bush,4105
MARSHALL,President,,I,Cathy Gordon Brown,5
MARSHALL,President,,I,Harry Browne,19
MARSHALL,President,,I,Patrick J. Buchanan,22
MARSHALL,President,,I,Howard Phillips,2
MARSHALL,President,,I,John Hagelin,3
MARSHALL,President,,I,Randall Venson,0
MARSHALL,President,,I,Write-Ins,2
MARSHALL,President,,I,Ralph Nader,94
MAURY,President,,D,Al Gore,11127
MAURY,President,,R,George W. Bush,11930
MAURY,President,,I,Cathy Gordon Brown,16
MAURY,President,,I,Harry Browne,49
MAURY,President,,I,Patrick J. Buchanan,37
MAURY,President,,I,Howard Phillips,4
MAURY,President,,I,John Hagelin,8
MAURY,President,,I,Randall Venson,5
MAURY,President,,I,Write-Ins,17
MAURY,President,,I,Ralph Nader,207
MCMINN,President,,D,Al Gore,6142
MCMINN,President,,R,George W. Bush,10155
MCMINN,President,,I,Cathy Gordon Brown,22
MCMINN,President,,I,Harry Browne,57
MCMINN,President,,I,Patrick J. Buchanan,67
MCMINN,President,,I,Howard Phillips,8
MCMINN,President,,I,John Hagelin,7
MCMINN,President,,I,Randall Venson,0
MCMINN,President,,I,Write-Ins,0
MCMINN,President,,I,Ralph Nader,142
MCNAIRY,President,,D,Al Gore,4003
MCNAIRY,President,,R,George W. Bush,4897
MCNAIRY,President,,I,Cathy Gordon Brown,6
MCNAIRY,President,,I,Harry Browne,9
MCNAIRY,President,,I,Patrick J. Buchanan,23
MCNAIRY,President,,I,Howard Phillips,0
MCNAIRY,President,,I,John Hagelin,2
MCNAIRY,President,,I,Randall Venson,2
MCNAIRY,President,,I,Write-Ins,0
MCNAIRY,President,,I,Ralph Nader,47
MEIGS,President,,D,Al Gore,1555
MEIGS,President,,R,George W. Bush,1797
MEIGS,President,,I,Cathy Gordon Brown,2
MEIGS,President,,I,Harry Browne,6
MEIGS,President,,I,Patrick J. Buchanan,12
MEIGS,President,,I,Howard Phillips,3
MEIGS,President,,I,John Hagelin,1
MEIGS,President,,I,Randall Venson,0
MEIGS,President,,I,Write-Ins,2
MEIGS,President,,I,Ralph Nader,12
MONROE,President,,D,Al Gore,5327
MONROE,President,,R,George W. Bush,7514
MONROE,President,,I,Cathy Gordon Brown,12
MONROE,President,,I,Harry Browne,18
MONROE,President,,I,Patrick J. Buchanan,40
MONROE,President,,I,Howard Phillips,3
MONROE,President,,I,John Hagelin,10
MONROE,President,,I,Randall Venson,0
MONROE,President,,I,Write-Ins,1
MONROE,President,,I,Ralph Nader,78
MONTGOMERY,President,,D,Al Gore,18818
MONTGOMERY,President,,R,George W. Bush,19644
MONTGOMERY,President,,I,Cathy Gordon Brown,35
MONTGOMERY,President,,I,Harry Browne,72
MONTGOMERY,President,,I,Patrick J. Buchanan,81
MONTGOMERY,President,,I,Howard Phillips,11
MONTGOMERY,President,,I,John Hagelin,15
MONTGOMERY,President,,I,Randall Venson,4
MONTGOMERY,President,,I,Write-Ins,5
MONTGOMERY,President,,I,Ralph Nader,359
MOORE,President,,D,Al Gore,1107
MOORE,President,,R,George W. Bush,1145
MOORE,President,,I,Cathy Gordon Brown,3
MOORE,President,,I,Harry Browne,6
MOORE,President,,I,Patrick J. Buchanan,7
MOORE,President,,I,Howard Phillips,2
MOORE,President,,I,John Hagelin,2
MOORE,President,,I,Randall Venson,2
MOORE,President,,I,Write-Ins,0
