"county","office","district","party","candidate","votes"
"DICKSON","Governor","","I","Irwin W. Gibbs","44"
"DICKSON","Governor","","D","John Jay Hooker","2291"
"DICKSON","Governor","","I","Karl Smithson","21"
"DICKSON","Governor","","I","Lonnie L. Creech","36"
"DICKSON","Governor","","I","Thomas E. Smith II","16"
"DICKSON","Governor","","I","Write-Ins","0"
"DYER","Governor","","R","Don Sundquist","2934"
"DYER","Governor","","I","George Alexander Hamilton, Sr","50"
"DYER","Governor","","I","Irwin W. Gibbs","35"
"DYER","Governor","","D","John Jay Hooker","1482"
"DYER","Governor","","I","Karl Smithson","10"
"DYER","Governor","","I","Lonnie L. Creech","23"
"DYER","Governor","","I","Thomas E. Smith II","12"
"DYER","Governor","","I","Write-Ins","0"
"FAYETTE","Governor","","R","Don Sundquist","3875"
"FAYETTE","Governor","","I","George Alexander Hamilton, Sr","34"
"FAYETTE","Governor","","I","Irwin W. Gibbs","59"
"FAYETTE","Governor","","D","John Jay Hooker","1471"
"FAYETTE","Governor","","I","Karl Smithson","7"
"FAYETTE","Governor","","I","Lonnie L. Creech","17"
"FAYETTE","Governor","","I","Thomas E. Smith II","8"
"FAYETTE","Governor","","I","Write-Ins","2"
"FENTRESS","Governor","","R","Don Sundquist","1455"
"FENTRESS","Governor","","I","George Alexander Hamilton, Sr","7"
"FENTRESS","Governor","","I","Irwin W. Gibbs","9"
"FENTRESS","Governor","","D","John Jay Hooker","808"
"FENTRESS","Governor","","I","Karl Smithson","3"
"FENTRESS","Governor","","I","Lonnie L. Creech","14"
"FENTRESS","Governor","","I","Thomas E. Smith II","9"
"FENTRESS","Governor","","I","Write-Ins","0"
"FRANKLIN","Governor","","R","Don Sundquist","4238"
"FRANKLIN","Governor","","I","George Alexander Hamilton, Sr","40"
"FRANKLIN","Governor","","I","Irwin W. Gibbs","30"
"FRANKLIN","Governor","","D","John Jay Hooker","2088"
"FRANKLIN","Governor","","I","Karl Smithson","21"
"FRANKLIN","Governor","","I","Lonnie L. Creech","26"
"FRANKLIN","Governor","","I","Thomas E. Smith II","20"
"FRANKLIN","Governor","","I","Write-Ins","1"
"GIBSON","Governor","","R","Don Sundquist","7493"
"GIBSON","Governor","","I","George Alexander Hamilton, Sr","77"
"GIBSON","Governor","","I","Irwin W. Gibbs","41"
"GIBSON","Governor","","D","John Jay Hooker","2802"
"GIBSON","Governor","","I","Karl Smithson","13"
"GIBSON","Governor","","I","Lonnie L. Creech","72"
"GIBSON","Governor","","I","Thomas E. Smith II","17"
"GIBSON","Governor","","I","Write-Ins","0"
"GILES","Governor","","R","Don Sundquist","2340"
"GILES","Governor","","I","George Alexander Hamilton, Sr","24"
"GILES","Governor","","I","Irwin W. Gibbs","19"
"GILES","Governor","","D","John Jay Hooker","1520"
"GILES","Governor","","I","Karl Smithson","14"
"GILES","Governor","","I","Lonnie L. Creech","14"
"GILES","Governor","","I","Thomas E. Smith II","3"
"GILES","Governor","","I","Write-Ins","1"
"GRAINGER","Governor","","R","Don Sundquist","1690"
"GRAINGER","Governor","","I","George Alexander Hamilton, Sr","12"
"GRAINGER","Governor","","I","Irwin W. Gibbs","4"
"GRAINGER","Governor","","D","John Jay Hooker","619"
"GRAINGER","Governor","","I","Karl Smithson","1"
"GRAINGER","Governor","","I","Lonnie L. Creech","12"
"GRAINGER","Governor","","I","Thomas E. Smith II","1"
"GRAINGER","Governor","","I","Write-Ins","4"
"GREENE","Governor","","R","Don Sundquist","6844"
"GREENE","Governor","","I","George Alexander Hamilton, Sr","82"
"GREENE","Governor","","I","Irwin W. Gibbs","45"
"GREENE","Governor","","D","John Jay Hooker","1902"
"GREENE","Governor","","I","Karl Smithson","33"
"GREENE","Governor","","I","Lonnie L. Creech","56"
"GREENE","Governor","","I","Thomas E. Smith II","35"
"GREENE","Governor","","I","Write-Ins","0"
"GRUNDY","Governor","","R","Don Sundquist","969"
"GRUNDY","Governor","","I","George Alexander Hamilton, Sr","8"
"GRUNDY","Governor","","I","Irwin W. Gibbs","5"
"GRUNDY","Governor","","D","John Jay Hooker","865"
"GRUNDY","Governor","","I","Karl Smithson","1"
"GRUNDY","Governor","","I","Lonnie L. Creech","9"
"GRUNDY","Governor","","I","Thomas E. Smith II","1"
"GRUNDY","Governor","","I","Write-Ins","9"
"HAMBLEN","Governor","","R","Don Sundquist","8091"
"HAMBLEN","Governor","","I","George Alexander Hamilton, Sr","47"
"HAMBLEN","Governor","","I","Irwin W. Gibbs","35"
"HAMBLEN","Governor","","D","John Jay Hooker","2432"
"HAMBLEN","Governor","","I","Karl Smithson","11"
"HAMBLEN","Governor","","I","Lonnie L. Creech","37"
"HAMBLEN","Governor","","I","Thomas E. Smith II","9"
"HAMBLEN","Governor","","I","Write-Ins","0"
"HAMILTON","Governor","","R","Don Sundquist","43318"
"HAMILTON","Governor","","I","George Alexander Hamilton, Sr","289"
"HAMILTON","Governor","","I","Irwin W. Gibbs","184"
"HAMILTON","Governor","","D","John Jay Hooker","14301"
"HAMILTON","Governor","","I","Karl Smithson","67"
"HAMILTON","Governor","","I","Lonnie L. Creech","149"
"HAMILTON","Governor","","I","Thomas E. Smith II","156"
"HAMILTON","Governor","","I","Write-Ins","150"
"HANCOCK","Governor","","R","Don Sundquist","698"
"HANCOCK","Governor","","I","George Alexander Hamilton, Sr","2"
"HANCOCK","Governor","","I","Irwin W. Gibbs","5"
"HANCOCK","Governor","","D","John Jay Hooker","241"
"HANCOCK","Governor","","I","Karl Smithson","3"
"HANCOCK","Governor","","I","Lonnie L. Creech","6"
"HANCOCK","Governor","","I","Thomas E. Smith II","2"
"HANCOCK","Governor","","I","Write-Ins","0"
"HARDEMAN","Governor","","R","Don Sundquist","1993"
"HARDEMAN","Governor","","I","George Alexander Hamilton, Sr","32"
"HARDEMAN","Governor","","I","Irwin W. Gibbs","25"
"HARDEMAN","Governor","","D","John Jay Hooker","1201"
"HARDEMAN","Governor","","I","Karl Smithson","11"
"HARDEMAN","Governor","","I","Lonnie L. Creech","19"
"HARDEMAN","Governor","","I","Thomas E. Smith II","7"
"HARDEMAN","Governor","","I","Write-Ins","0"
"HARDIN","Governor","","R","Don Sundquist","2782"
"HARDIN","Governor","","I","George Alexander Hamilton, Sr","22"
"HARDIN","Governor","","I","Irwin W. Gibbs","23"
"HARDIN","Governor","","D","John Jay Hooker","1232"
"HARDIN","Governor","","I","Karl Smithson","6"
"HARDIN","Governor","","I","Lonnie L. Creech","9"
"HARDIN","Governor","","I","Thomas E. Smith II","3"
"HARDIN","Governor","","I","Write-Ins","18"
"HAWKINS","Governor","","R","Don Sundquist","7204"
"HAWKINS","Governor","","I","George Alexander Hamilton, Sr","32"
"HAWKINS","Governor","","I","Irwin W. Gibbs","48"
"HAWKINS","Governor","","D","John Jay Hooker","2129"
"HAWKINS","Governor","","I","Karl Smithson","7"
"HAWKINS","Governor","","I","Lonnie L. Creech","38"
"HAWKINS","Governor","","I","Thomas E. Smith II","21"
"HAWKINS","Governor","","I","Write-Ins","5"
"HAYWOOD","Governor","","R","Don Sundquist","1530"
"HAYWOOD","Governor","","I","George Alexander Hamilton, Sr","21"
"HAYWOOD","Governor","","I","Irwin W. Gibbs","16"
"HAYWOOD","Governor","","D","John Jay Hooker","898"
"HAYWOOD","Governor","","I","Karl Smithson","3"
"HAYWOOD","Governor","","I","Lonnie L. Creech","12"
"HAYWOOD","Governor","","I","Thomas E. Smith II","2"
"HAYWOOD","Governor","","I","Write-Ins","0"
"HENDERSON","Governor","","R","Don Sundquist","3080"
"HENDERSON","Governor","","I","George Alexander Hamilton, Sr","29"
"HENDERSON","Governor","","I","Irwin W. Gibbs","19"
"HENDERSON","Governor","","D","John Jay Hooker","929"
"HENDERSON","Governor","","I","Karl Smithson","6"
"HENDERSON","Governor","","I","Lonnie L. Creech","17"
"HENDERSON","Governor","","I","Thomas E. Smith II","5"
"HENDERSON","Governor","","I","Write-Ins","0"
"HENRY","Governor","","R","Don Sundquist","4736"
"HENRY","Governor","","I","George Alexander Hamilton, Sr","61"
"HENRY","Governor","","I","Irwin W. Gibbs","36"
"HENRY","Governor","","D","John Jay Hooker","2364"
"HENRY","Governor","","I","Karl Smithson","15"
"HENRY","Governor","","I","Lonnie L. Creech","30"
"HENRY","Governor","","I","Thomas E. Smith II","24"
"HENRY","Governor","","I","Write-Ins","0"
"HICKMAN","Governor","","R","Don Sundquist","1975"
"HICKMAN","Governor","","I","George Alexander Hamilton, Sr","31"
"HICKMAN","Governor","","I","Irwin W. Gibbs","29"
"HICKMAN","Governor","","D","John Jay Hooker","1403"
"HICKMAN","Governor","","I","Karl Smithson","7"
"HICKMAN","Governor","","I","Lonnie L. Creech","21"
"HICKMAN","Governor","","I","Thomas E. Smith II","8"
"HICKMAN","Governor","","I","Write-Ins","8"
"HOUSTON","Governor","","R","Don Sundquist","620"
"HOUSTON","Governor","","I","George Alexander Hamilton, Sr","8"
"HOUSTON","Governor","","I","Irwin W. Gibbs","3"
"HOUSTON","Governor","","D","John Jay Hooker","526"
"HOUSTON","Governor","","I","Karl Smithson","2"
"HOUSTON","Governor","","I","Lonnie L. Creech","6"
"HOUSTON","Governor","","I","Thomas E. Smith II","4"
"HOUSTON","Governor","","I","Write-Ins","0"
"HUMPHREYS","Governor","","R","Don Sundquist","2208"
"HUMPHREYS","Governor","","I","George Alexander Hamilton, Sr","35"
"HUMPHREYS","Governor","","I","Irwin W. Gibbs","31"
"HUMPHREYS","Governor","","D","John Jay Hooker","1506"
"HUMPHREYS","Governor","","I","Karl Smithson","7"
"HUMPHREYS","Governor","","I","Lonnie L. Creech","18"
"HUMPHREYS","Governor","","I","Thomas E. Smith II","2"
"HUMPHREYS","Governor","","I","Write-Ins","0"
"JACKSON","Governor","","R","Don Sundquist","1381"
"JACKSON","Governor","","I","George Alexander Hamilton, Sr","7"
"JACKSON","Governor","","I","Irwin W. Gibbs","6"
"JACKSON","Governor","","D","John Jay Hooker","1040"
"JACKSON","Governor","","I","Karl Smithson","3"
"JACKSON","Governor","","I","Lonnie L. Creech","6"
"JACKSON","Governor","","I","Thomas E. Smith II","2"
"JACKSON","Governor","","I","Write-Ins","7"
"JEFFERSON","Governor","","R","Don Sundquist","4348"
"JEFFERSON","Governor","","I","George Alexander Hamilton, Sr","27"
"JEFFERSON","Governor","","I","Irwin W. Gibbs","25"
"JEFFERSON","Governor","","D","John Jay Hooker","1149"
"JEFFERSON","Governor","","I","Karl Smithson","7"
"JEFFERSON","Governor","","I","Lonnie L. Creech","25"
"JEFFERSON","Governor","","I","Thomas E. Smith II","11"
"JEFFERSON","Governor","","I","Write-Ins","5"
"JOHNSON","Governor","","R","Don Sundquist","1886"
"JOHNSON","Governor","","I","George Alexander Hamilton, Sr","31"
"JOHNSON","Governor","","I","Irwin W. Gibbs","13"
"JOHNSON","Governor","","D","John Jay Hooker","599"
"JOHNSON","Governor","","I","Karl Smithson","5"
"JOHNSON","Governor","","I","Lonnie L. Creech","9"
"JOHNSON","Governor","","I","Thomas E. Smith II","3"
"JOHNSON","Governor","","I","Write-Ins","0"
"KNOX","Governor","","R","Don Sundquist","48558"
"KNOX","Governor","","I","George Alexander Hamilton, Sr","585"
"KNOX","Governor","","I","Irwin W. Gibbs","294"
"KNOX","Governor","","D","John Jay Hooker","15498"
"KNOX","Governor","","I","Karl Smithson","111"
"KNOX","Governor","","I","Lonnie L. Creech","287"
"KNOX","Governor","","I","Thomas E. Smith II","127"
"KNOX","Governor","","I","Write-Ins","17"
"LAKE","Governor","","R","Don Sundquist","284"
"LAKE","Governor","","I","George Alexander Hamilton, Sr","5"
"LAKE","Governor","","I","Irwin W. Gibbs","3"
"LAKE","Governor","","D","John Jay Hooker","455"
"LAKE","Governor","","I","Karl Smithson","2"
"LAKE","Governor","","I","Lonnie L. Creech","6"
"LAKE","Governor","","I","Thomas E. Smith II","1"
"LAKE","Governor","","I","Write-Ins","3"
"LAUDERDALE","Governor","","R","Don Sundquist","1711"
"LAUDERDALE","Governor","","I","George Alexander Hamilton, Sr","23"
"LAUDERDALE","Governor","","I","Irwin W. Gibbs","23"
"LAUDERDALE","Governor","","D","John Jay Hooker","1122"
"LAUDERDALE","Governor","","I","Karl Smithson","4"
"LAUDERDALE","Governor","","I","Lonnie L. Creech","10"
"LAUDERDALE","Governor","","I","Thomas E. Smith II","9"
"LAUDERDALE","Governor","","I","Write-Ins","0"
"LAWRENCE","Governor","","R","Don Sundquist","5358"
"LAWRENCE","Governor","","I","George Alexander Hamilton, Sr","43"
"LAWRENCE","Governor","","I","Irwin W. Gibbs","21"
"LAWRENCE","Governor","","D","John Jay Hooker","2523"
"LAWRENCE","Governor","","I","Karl Smithson","17"
"LAWRENCE","Governor","","I","Lonnie L. Creech","24"
"LAWRENCE","Governor","","I","Thomas E. Smith II","8"
"LAWRENCE","Governor","","I","Write-Ins","1"
"LEWIS","Governor","","R","Don Sundquist","1217"
"LEWIS","Governor","","I","George Alexander Hamilton, Sr","10"
"LEWIS","Governor","","I","Irwin W. Gibbs","6"
"LEWIS","Governor","","D","John Jay Hooker","679"
"LEWIS","Governor","","I","Karl Smithson","6"
"LEWIS","Governor","","I","Lonnie L. Creech","10"
"LEWIS","Governor","","I","Thomas E. Smith II","2"
"LEWIS","Governor","","I","Write-Ins","2"
"LINCOLN","Governor","","R","Don Sundquist","3495"
"LINCOLN","Governor","","I","George Alexander Hamilton, Sr","42"
"LINCOLN","Governor","","I","Irwin W. Gibbs","26"
"LINCOLN","Governor","","D","John Jay Hooker","1748"
"LINCOLN","Governor","","I","Karl Smithson","4"
"LINCOLN","Governor","","I","Lonnie L. Creech","10"
"LINCOLN","Governor","","I","Thomas E. Smith II","7"
"LINCOLN","Governor","","I","Write-Ins","3"
"LOUDON","Governor","","R","Don Sundquist","5636"
"LOUDON","Governor","","I","George Alexander Hamilton, Sr","40"
"LOUDON","Governor","","I","Irwin W. Gibbs","15"
"LOUDON","Governor","","D","John Jay Hooker","1310"
"LOUDON","Governor","","I","Karl Smithson","6"
"LOUDON","Governor","","I","Lonnie L. Creech","34"
"LOUDON","Governor","","I","Thomas E. Smith II","6"
"LOUDON","Governor","","I","Write-Ins","0"
"MACON","Governor","","R","Don Sundquist","2099"
"MACON","Governor","","I","George Alexander Hamilton, Sr","15"
"MACON","Governor","","I","Irwin W. Gibbs","8"
"MACON","Governor","","D","John Jay Hooker","634"
"MACON","Governor","","I","Karl Smithson","5"
"MACON","Governor","","I","Lonnie L. Creech","6"
"MACON","Governor","","I","Thomas E. Smith II","2"
"MACON","Governor","","I","Write-Ins","0"
"MADISON","Governor","","R","Don Sundquist","12100"
"MADISON","Governor","","I","George Alexander Hamilton, Sr","98"
"MADISON","Governor","","I","Irwin W. Gibbs","63"
"MADISON","Governor","","D","John Jay Hooker","4265"
"MADISON","Governor","","I","Karl Smithson","20"
"MADISON","Governor","","I","Lonnie L. Creech","50"
"MADISON","Governor","","I","Thomas E. Smith II","37"
"MADISON","Governor","","I","Write-Ins","0"
"MARION","Governor","","R","Don Sundquist","2908"
"MARION","Governor","","I","George Alexander Hamilton, Sr","22"
"MARION","Governor","","I","Irwin W. Gibbs","15"
"MARION","Governor","","D","John Jay Hooker","2151"
"MARION","Governor","","I","Karl Smithson","5"
"MARION","Governor","","I","Lonnie L. Creech","24"
"MARION","Governor","","I","Thomas E. Smith II","6"
"MARION","Governor","","I","Write-Ins","0"
"MARSHALL","Governor","","R","Don Sundquist","2491"
"MARSHALL","Governor","","I","George Alexander Hamilton, Sr","30"
"MARSHALL","Governor","","I","Irwin W. Gibbs","22"
"MARSHALL","Governor","","D","John Jay Hooker","1340"
"MARSHALL","Governor","","I","Karl Smithson","5"
"MARSHALL","Governor","","I","Lonnie L. Creech","13"
"MARSHALL","Governor","","I","Thomas E. Smith II","11"
"MARSHALL","Governor","","I","Write-Ins","0"
"MAURY","Governor","","R","Don Sundquist","6298"
"MAURY","Governor","","I","George Alexander Hamilton, Sr","51"
"MAURY","Governor","","I","Irwin W. Gibbs","45"
"MAURY","Governor","","D","John Jay Hooker","2623"
"MAURY","Governor","","I","Karl Smithson","17"
"MAURY","Governor","","I","Lonnie L. Creech","31"
"MAURY","Governor","","I","Thomas E. Smith II","16"
"MAURY","Governor","","I","Write-Ins","41"
"MCMINN","Governor","","R","Don Sundquist","6618"
"MCMINN","Governor","","I","George Alexander Hamilton, Sr","57"
"MCMINN","Governor","","I","Irwin W. Gibbs","56"
"MCMINN","Governor","","D","John Jay Hooker","1876"
"MCMINN","Governor","","I","Karl Smithson","18"
"MCMINN","Governor","","I","Lonnie L. Creech","36"
"MCMINN","Governor","","I","Thomas E. Smith II","15"
"MCMINN","Governor","","I","Write-Ins","0"
"MCNAIRY","Governor","","R","Don Sundquist","2463"
"MCNAIRY","Governor","","I","George Alexander Hamilton, Sr","13"
"MCNAIRY","Governor","","I","Irwin W. Gibbs","18"
"MCNAIRY","Governor","","D","John Jay Hooker","1064"
"MCNAIRY","Governor","","I","Karl Smithson","1"
"MCNAIRY","Governor","","I","Lonnie L. Creech","18"
"MCNAIRY","Governor","","I","Thomas E. Smith II","4"
"MCNAIRY","Governor","","I","Write-Ins","8"
"MEIGS","Governor","","R","Don Sundquist","948"
"MEIGS","Governor","","I","George Alexander Hamilton, Sr","12"
"MEIGS","Governor","","I","Irwin W. Gibbs","3"
"MEIGS","Governor","","D","John Jay Hooker","461"
"MEIGS","Governor","","I","Karl Smithson","2"
"MEIGS","Governor","","I","Lonnie L. Creech","6"
"MEIGS","Governor","","I","Thomas E. Smith II","0"
"MEIGS","Governor","","I","Write-Ins","0"
"MONROE","Governor","","R","Don Sundquist","3685"
"MONROE","Governor","","I","George Alexander Hamilton, Sr","32"
"MONROE","Governor","","I","Irwin W. Gibbs","13"
"MONROE","Governor","","D","John Jay Hooker","1468"
"MONROE","Governor","","I","Karl Smithson","4"
"MONROE","Governor","","I","Lonnie L. Creech","19"
"MONROE","Governor","","I","Thomas E. Smith II","3"
"MONROE","Governor","","I","Write-Ins","2"
"MONTGOMERY","Governor","","R","Don Sundquist","16114"
"MONTGOMERY","Governor","","I","George Alexander Hamilton, Sr","132"
"MONTGOMERY","Governor","","I","Irwin W. Gibbs","96"
"MONTGOMERY","Governor","","D","John Jay Hooker","4934"
"MONTGOMERY","Governor","","I","Karl Smithson","51"
