audit_label,scope,lines_year,contest_type,year,district,has_allocated_result,has_reference_result,calc_dem_votes,ref_dem_votes,dem_delta,calc_rep_votes,ref_rep_votes,rep_delta,calc_other_votes,ref_other_votes,other_delta,calc_total_votes,ref_total_votes,total_delta,abs_total_delta,total_delta_pct_of_ref,calc_margin_pct,ref_margin_pct,margin_pct_delta,abs_margin_pct_delta
congressional_2022,congressional,2022,governor,2022,3,True,True,58777.2709,58741.0,36.2709,139224.0342,138881.0,343.0342,4252.5705,4263.0,-10.4295,202253.8756,201885.0,368.8756,368.8756,0.1827,39.7751,39.6959,0.0793,0.0793
congressional_2022,congressional,2022,governor,2022,4,True,True,45814.1807,45814.0,0.1807,128553.3307,128550.0,3.3307,4037.6956,4038.0,-0.3044,178405.207,178402.0,3.207,3.207,0.0018,46.3771,46.3762,0.0009,0.0009
congressional_2022,congressional,2022,governor,2022,5,True,True,88127.5784,85797.0,2330.5784,129656.9549,125560.0,4096.9549,4013.8818,3891.0,122.8818,221798.4152,215248.0,6550.4152,6550.4152,3.0432,18.7239,18.4731,0.2508,0.2508
congressional_2022,congressional,2022,governor,2022,6,True,True,60682.9669,61157.0,-474.0331,135481.4291,135610.0,-128.5709,4750.2735,4774.0,-23.7265,200914.6695,201541.0,-626.3305,626.3305,-0.3108,37.229,36.9419,0.2871,0.2871
congressional_2022,congressional,2022,governor,2022,7,True,True,73583.5416,75535.0,-1951.4584,108265.809,112602.0,-4336.191,4754.2256,4873.0,-118.7744,186603.5762,193010.0,-6406.4238,6406.4238,-3.3192,18.5861,19.2047,-0.6186,0.6186
congressional_2022,congressional,2022,governor,2022,8,True,True,73537.928,95219.0,-21681.072,158754.0979,165241.0,-6486.9021,5217.9659,6045.0,-827.0341,237509.9918,266505.0,-28995.0082,28995.0082,-10.8797,35.879,26.2742,9.6048,9.6048
congressional_2022,congressional,2022,governor,2022,9,True,True,69021.3148,47255.0,21766.3148,41178.4429,34338.0,6840.4429,2661.9432,1826.0,835.9432,112861.7009,83419.0,29442.7009,29442.7009,35.295,-24.6699,-15.4845,-9.1854,9.1854
congressional_2022,congressional,2022,president,2020,1,True,True,74203.5573,74207.0,-3.4427,256810.8685,256824.0,-13.1315,5693.7113,5694.0,-0.2887,336708.1371,336725.0,-16.8629,16.8629,-0.005,54.2331,54.2333,-0.0002,0.0002
congressional_2022,congressional,2022,president,2020,2,True,True,122624.0343,122626.0,-1.9657,226520.777,226522.0,-1.223,6957.644,6958.0,-0.356,356102.4553,356106.0,-3.5447,3.5447,-0.001,29.1761,29.1756,0.0005,0.0005
congressional_2022,congressional,2022,president,2020,3,True,True,115112.2772,115390.0,-277.7228,225934.6779,226521.0,-586.3221,6442.1346,6453.0,-10.8654,347489.0898,348364.0,-874.9102,874.9102,-0.2511,31.8923,31.9008,-0.0085,0.0085
congressional_2022,congressional,2022,president,2020,4,True,True,98046.8033,98046.0,0.8033,220537.5355,220537.0,0.5355,6010.1213,6010.0,0.1213,324594.4601,324593.0,1.4601,1.4601,0.0004,37.7365,37.7368,-0.0003,0.0003
congressional_2022,congressional,2022,president,2020,5,True,True,143718.4111,157339.0,-13620.5889,190831.6288,197046.0,-6214.3712,8047.9539,8327.0,-279.0461,342597.9938,362712.0,-20114.0062,20114.0062,-5.5454,13.7517,10.9473,2.8045,2.8045
congressional_2022,congressional,2022,president,2020,6,True,True,114733.2402,121727.0,-6993.7598,221956.2505,224221.0,-2264.7495,6591.2367,6709.0,-117.7633,343280.7274,352657.0,-9376.2726,9376.2726,-2.6588,31.2348,29.0634,2.1714,2.1714
congressional_2022,congressional,2022,president,2020,7,True,True,128119.3312,134603.0,-6483.6688,183215.153,185313.0,-2097.847,7481.9322,7590.0,-108.0678,318816.4164,327506.0,-8689.5836,8689.5836,-2.6533,17.2814,15.4837,1.7977,1.7977
congressional_2022,congressional,2022,president,2020,8,True,True,111054.0133,111055.0,-0.9867,244440.3893,244452.0,-11.6107,5280.4797,5283.0,-2.5203,360774.8823,360790.0,-15.1177,15.1177,-0.0042,36.9722,36.9736,-0.0014,0.0014
congressional_2022,congressional,2022,president,2020,9,True,True,208712.763,208718.0,-5.237,71046.9663,71039.0,7.9663,4639.3558,4641.0,-1.6442,284399.0851,284398.0,1.0851,1.0851,0.0004,-48.4059,-48.4107,0.0048,0.0048
congressional_2022,congressional,2022,us_senate,2020,1,True,True,67056.4308,67059.0,-2.5692,249575.6569,249588.0,-12.3431,6648.74,6649.0,-0.26,323280.8277,323296.0,-15.1723,15.1723,-0.0047,56.4584,56.4588,-0.0004,0.0004
congressional_2022,congressional,2022,us_senate,2020,2,True,True,112416.6379,112418.0,-1.3621,229042.6701,229045.0,-2.3299,5647.0181,5647.0,0.0181,347106.326,347110.0,-3.674,3.674,-0.0011,33.5995,33.5994,0.0001,0.0001
congressional_2022,congressional,2022,us_senate,2020,3,True,True,106477.1211,106723.0,-245.8789,225883.2308,226441.0,-557.7692,6520.4794,6548.0,-27.5206,338880.8313,339712.0,-831.1687,831.1687,-0.2447,35.2354,35.241,-0.0056,0.0056
congressional_2022,congressional,2022,us_senate,2020,4,True,True,88207.1096,88207.0,0.1096,213717.5949,213717.0,0.5949,7672.2936,7672.0,0.2936,309596.998,309596.0,0.998,0.998,0.0003,40.54,40.5399,0.0,0.0
congressional_2022,congressional,2022,us_senate,2020,5,True,True,129434.5716,142005.0,-12570.4284,197456.9936,204208.0,-6751.0064,8858.3276,9166.0,-307.6724,335749.8929,355379.0,-19629.1071,19629.1071,-5.5234,20.2598,17.5033,2.7566,2.7566
congressional_2022,congressional,2022,us_senate,2020,6,True,True,103798.7625,110207.0,-6408.2375,215999.0456,218508.0,-2508.9544,7923.629,8067.0,-143.371,327721.4371,336782.0,-9060.5629,9060.5629,-2.6903,34.2365,32.1576,2.0789,2.0789
congressional_2022,congressional,2022,us_senate,2020,7,True,True,115472.3435,121421.0,-5948.6565,181774.1171,184102.0,-2327.8829,9113.19,9246.0,-132.81,306359.6506,314769.0,-8409.3494,8409.3494,-2.6716,21.6418,19.9133,1.7285,1.7285
congressional_2022,congressional,2022,us_senate,2020,8,True,True,96810.4565,96811.0,-0.5435,242997.8857,243011.0,-13.1143,7465.0077,7465.0,0.0077,347273.3499,347287.0,-13.6501,13.6501,-0.0039,42.0958,42.0977,-0.002,0.002
congressional_2022,congressional,2022,us_senate,2020,9,True,True,195833.7611,195839.0,-5.2389,72315.4244,72306.0,9.4244,8084.7661,8085.0,-0.2339,276233.9516,276230.0,3.9516,3.9516,0.0014,-44.7151,-44.7211,0.0059,0.0059
congressional_2026,congressional,2026,president,2024,1,True,True,71686.6167,71688.0,-1.3833,273336.1394,273347.0,-10.8606,3572.1121,3572.0,0.1121,348594.8682,348607.0,-12.1318,12.1318,-0.0035,57.8464,57.8471,-0.0007,0.0007
congressional_2026,congressional,2026,president,2024,2,True,True,118880.3399,118880.0,0.3399,243383.9795,243382.0,1.9795,5051.3072,5051.0,0.3072,367315.6266,367313.0,2.6266,2.6266,0.0007,33.8955,33.8953,0.0002,0.0002
congressional_2026,congressional,2026,president,2024,3,True,True,114316.4174,114325.0,-8.5826,244058.5153,244076.0,-17.4847,4785.4182,4786.0,-0.5818,363160.3509,363187.0,-26.6491,26.6491,-0.0073,35.7258,35.7257,0.0002,0.0002
congressional_2026,congressional,2026,president,2024,4,True,True,119747.6669,109887.0,9860.6669,192450.5242,181956.0,10494.5242,4644.2827,4301.0,343.2827,316842.4739,296144.0,20698.4739,20698.4739,6.9893,22.9461,24.3358,-1.3897,1.3897
congressional_2026,congressional,2026,president,2024,5,True,True,122672.0048,116220.0,6452.0048,203885.1523,217991.0,-14105.8477,4510.6811,4272.0,238.6811,331067.8382,338483.0,-7415.1618,7415.1618,-2.1907,24.5307,30.0668,-5.5361,5.5361
congressional_2026,congressional,2026,president,2024,6,True,True,122842.4446,134107.0,-11264.5554,227231.9274,229680.0,-2448.0726,4592.1921,4848.0,-255.8079,354666.5641,368635.0,-13968.4359,13968.4359,-3.7892,29.4331,25.9262,3.5069,3.5069
congressional_2026,congressional,2026,president,2024,7,True,True,139296.6199,135638.0,3658.6199,207988.503,215821.0,-7832.497,5197.7445,5197.0,0.7445,352482.8674,356656.0,-4173.1326,4173.1326,-1.1701,19.488,22.4819,-2.9939,2.9939
congressional_2026,congressional,2026,president,2024,8,True,True,126059.5859,116253.0,9806.5859,171994.5971,175365.0,-3370.4029,4088.8197,3939.0,149.8197,302143.0027,295557.0,6586.0027,6586.0027,2.2283,15.2031,20.0002,-4.7971,4.7971
congressional_2026,congressional,2026,president,2024,9,True,True,120749.3845,111362.0,9387.3845,202509.2704,225266.0,-22756.7296,4368.8928,4303.0,65.8928,327627.5477,340931.0,-13303.4523,13303.4523,-3.9021,24.9551,33.4097,-8.4546,8.4546
congressional_2026,congressional,2026,us_senate,2024,1,True,True,68573.4927,68574.0,-0.5073,267485.1142,267495.0,-9.8858,6099.4737,6100.0,-0.5263,342158.0806,342169.0,-10.9194,10.9194,-0.0032,58.1344,58.1353,-0.0009,0.0009
congressional_2026,congressional,2026,us_senate,2024,2,True,True,120505.2609,120505.0,0.2609,238270.4856,238269.0,1.4856,5809.835,5811.0,-1.165,364585.5816,364585.0,0.5816,0.5816,0.0002,32.3011,32.3008,0.0003,0.0003
congressional_2026,congressional,2026,us_senate,2024,3,True,True,112025.8717,112034.0,-8.1283,238999.5955,239017.0,-17.4045,7278.6172,7279.0,-0.3828,358304.0844,358330.0,-25.9156,25.9156,-0.0072,35.4374,35.4374,-0.0,0.0
congressional_2026,congressional,2026,us_senate,2024,4,True,True,118298.9293,108494.0,9804.9293,185325.5195,174459.0,10866.5195,6864.4549,6655.0,209.4549,310488.9037,289608.0,20880.9037,20880.9037,7.2101,21.5874,22.7773,-1.1899,1.1899
congressional_2026,congressional,2026,us_senate,2024,5,True,True,116846.5428,110505.0,6341.5428,200554.6114,213272.0,-12717.3886,7105.4098,6967.0,138.4098,324506.564,330744.0,-6237.436,6237.436,-1.8859,25.7955,31.0715,-5.276,5.276
congressional_2026,congressional,2026,us_senate,2024,6,True,True,121978.1078,133063.0,-11084.8922,217973.0571,220657.0,-2683.9429,6930.6715,7131.0,-200.3285,346881.8364,360851.0,-13969.1636,13969.1636,-3.8712,27.6737,24.2743,3.3994,3.3994
congressional_2026,congressional,2026,us_senate,2024,7,True,True,135894.412,132528.0,3366.412,200627.3775,208658.0,-8030.6225,7886.6312,7715.0,171.6312,344408.4207,348901.0,-4492.5793,4492.5793,-1.2876,18.7954,21.8199,-3.0245,3.0245
congressional_2026,congressional,2026,us_senate,2024,8,True,True,117969.5046,108521.0,9448.5046,171156.4784,174309.0,-3152.5216,6410.4656,6274.0,136.4656,295536.4486,289104.0,6432.4486,6432.4486,2.225,17.9968,22.7558,-4.7591,4.7591
congressional_2026,congressional,2026,us_senate,2024,9,True,True,115355.595,107203.0,8152.595,198324.7521,219245.0,-20920.2479,7017.6085,7109.0,-91.3915,320697.9556,333557.0,-12859.0444,12859.0444,-3.8551,25.8714,33.5901,-7.7186,7.7186
congressional_2026,congressional,2026,governor,2022,1,True,True,38055.243,38057.0,-1.757,149558.6023,149566.0,-7.3977,4045.5902,4046.0,-0.4098,191659.4355,191669.0,-9.5645,9.5645,-0.005,58.1779,58.1779,-0.0,0.0
congressional_2026,congressional,2026,governor,2022,2,True,True,65131.5709,65244.0,-112.4291,138452.0778,139041.0,-588.9222,3904.1467,3920.0,-15.8533,207487.7954,208205.0,-717.2046,717.2046,-0.3445,35.3373,35.4444,-0.1071,0.1071
congressional_2026,congressional,2026,governor,2022,3,True,True,58887.1055,58966.0,-78.8945,140310.1143,140566.0,-255.8857,4229.7082,4255.0,-25.2918,203426.9281,203787.0,-360.0719,360.0719,-0.1767,40.0257,40.0418,-0.0161,0.0161
congressional_2026,congressional,2026,governor,2022,4,True,True,59412.9841,57662.0,1750.9841,100695.0125,98633.0,2062.0125,3789.6246,3715.0,74.6246,163897.6211,160010.0,3887.6211,3887.6211,2.4296,25.1877,25.6053,-0.4176,0.4176
congressional_2026,congressional,2026,governor,2022,5,True,True,51006.5787,86139.0,-35132.4213,106569.6287,140958.0,-34388.3713,3621.9431,5504.0,-1882.0569,161198.1505,232601.0,-71402.8495,71402.8495,-30.6976,34.4688,23.5678,10.901,10.901
congressional_2026,congressional,2026,governor,2022,6,True,True,70455.2473,79087.0,-8631.7527,126431.7203,128456.0,-2024.2797,4458.3852,4783.0,-324.6148,201345.3528,212326.0,-10980.6472,10980.6472,-5.1716,27.8012,23.2515,4.5497,4.5497
congressional_2026,congressional,2026,governor,2022,7,True,True,82564.4165,75168.0,7396.4165,119973.3717,118549.0,1424.3717,4998.6309,4732.0,266.6309,207536.4192,198449.0,9087.4192,9087.4192,4.5792,18.0252,21.86,-3.8348,3.8348
congressional_2026,congressional,2026,governor,2022,8,True,True,90361.1772,108850.0,-18488.8228,134365.124,146072.0,-11706.876,4974.2718,5721.0,-746.7282,229700.5729,260643.0,-30942.4271,30942.4271,-11.8716,19.1571,14.2808,4.8763,4.8763
congressional_2026,congressional,2026,governor,2022,9,True,True,56854.3638,71943.0,-15088.6362,112761.9783,137794.0,-25032.0217,3616.3207,4795.0,-1178.6793,173232.6628,214532.0,-41299.3372,41299.3372,-19.2509,32.2731,30.6952,1.5779,1.5779
congressional_2026,congressional,2026,president,2020,1,True,True,74204.0097,74207.0,-2.9903,256812.4915,256824.0,-11.5085,5693.743,5694.0,-0.257,336710.2442,336725.0,-14.7558,14.7558,-0.0044,54.2331,54.2333,-0.0002,0.0002
congressional_2026,congressional,2026,president,2020,2,True,True,122626.523,122626.0,0.523,226524.5569,226522.0,2.5569,6957.8443,6958.0,-0.1557,356108.9242,356106.0,2.9242,2.9242,0.0008,29.1759,29.1756,0.0003,0.0003
congressional_2026,congressional,2026,president,2020,3,True,True,115852.0546,116135.0,-282.9454,226322.9799,226919.0,-596.0201,6455.4828,6467.0,-11.5172,348630.5174,349521.0,-890.4826,890.4826,-0.2548,31.6871,31.6959,-0.0088,0.0088
congressional_2026,congressional,2026,president,2020,4,True,True,119838.2162,126868.0,-7029.7838,171687.3949,174286.0,-2598.6051,7233.9809,7363.0,-129.0191,298759.592,308517.0,-9757.408,9757.408,-3.1627,17.3548,15.3697,1.9852,1.9852
congressional_2026,congressional,2026,president,2020,5,True,True,139102.1741,121918.0,17184.1741,178231.2292,217171.0,-38939.7708,5494.4894,6347.0,-852.5106,322827.8927,345436.0,-22608.1073,22608.1073,-6.5448,12.1207,27.5747,-15.454,15.454
congressional_2026,congressional,2026,president,2020,6,True,True,126037.084,136581.0,-10543.916,206511.1363,210307.0,-3795.8637,7426.6311,7606.0,-179.3689,339974.8514,354494.0,-14519.1486,14519.1486,-4.0957,23.6706,20.7975,2.8731,2.8731
congressional_2026,congressional,2026,president,2020,7,True,True,131195.7738,140006.0,-8810.2262,198117.5831,200718.0,-2600.4169,7485.0376,7637.0,-151.9624,336798.3945,348361.0,-11562.6055,11562.6055,-3.3191,19.87,17.4279,2.4421,2.4421
congressional_2026,congressional,2026,president,2020,8,True,True,143383.6026,136628.0,6755.6026,197398.4729,204154.0,-6755.5271,5353.3662,5356.0,-2.6338,346135.4417,346138.0,-2.5583,2.5583,-0.0007,15.6051,19.5084,-3.9033,3.9033
congressional_2026,congressional,2026,president,2020,9,True,True,144078.9676,116268.0,27810.9676,179684.0224,219441.0,-39756.9776,5043.8127,6198.0,-1154.1873,328806.8027,341907.0,-13100.1973,13100.1973,-3.8315,10.8286,30.1757,-19.3472,19.3472
congressional_2026,congressional,2026,us_senate,2020,1,True,True,67056.8359,67059.0,-2.1641,249577.2578,249588.0,-10.7422,6648.7702,6649.0,-0.2298,323282.8639,323296.0,-13.1361,13.1361,-0.0041,56.4584,56.4588,-0.0004,0.0004
congressional_2026,congressional,2026,us_senate,2020,2,True,True,112418.6454,112418.0,0.6454,229046.1026,229045.0,1.1026,5648.284,5647.0,1.284,347113.032,347110.0,3.032,3.032,0.0009,33.5993,33.5994,-0.0002,0.0002
congressional_2026,congressional,2026,us_senate,2020,3,True,True,107072.5907,107323.0,-250.4093,226278.4667,226847.0,-568.5333,6566.0042,6594.0,-27.9958,339917.0616,340764.0,-846.9384,846.9384,-0.2485,35.0691,35.0753,-0.0062,0.0062
congressional_2026,congressional,2026,us_senate,2020,4,True,True,109860.2199,116320.0,-6459.7801,167824.6836,170666.0,-2841.3164,8561.9152,8717.0,-155.0848,286246.8187,295703.0,-9456.1813,9456.1813,-3.1979,20.2498,18.3786,1.8712,1.8712
congressional_2026,congressional,2026,us_senate,2020,5,True,True,126290.347,108164.0,18126.347,176775.1529,215836.0,-39060.8471,8863.7735,8287.0,576.7735,311929.2734,332287.0,-20357.7266,20357.7266,-6.1265,16.1847,32.4033,-16.2186,16.2186
congressional_2026,congressional,2026,us_senate,2020,6,True,True,115303.872,124983.0,-9679.128,203481.8611,207652.0,-4170.1389,8124.7479,8350.0,-225.2521,326910.4809,340985.0,-14074.5191,14074.5191,-4.1276,26.9731,24.2442,2.729,2.729
congressional_2026,congressional,2026,us_senate,2020,7,True,True,116834.3059,124946.0,-8111.6941,197911.9332,200827.0,-2915.0668,8771.1429,8961.0,-189.8571,323517.382,334734.0,-11216.618,11216.618,-3.3509,25.0613,22.669,2.3922,2.3922
congressional_2026,congressional,2026,us_senate,2020,8,True,True,129516.1104,122953.0,6563.1104,199872.5435,206436.0,-6563.4565,6846.1492,6846.0,0.1492,336234.803,336235.0,-0.197,0.197,-0.0001,20.9248,24.8288,-3.904,3.904
congressional_2026,congressional,2026,us_senate,2020,9,True,True,131148.5541,103727.0,27421.5541,177990.2192,217084.0,-39093.7808,7902.4206,7973.0,-70.5794,317041.1939,328784.0,-11742.8061,11742.8061,-3.5716,14.7746,34.4777,-19.703,19.703
state_house_2022,state_house,2022,president,2024,1,True,True,6898.5375,6482.0,416.5375,23633.2964,22681.0,952.2964,319.6403,304.0,15.6403,30851.4742,29467.0,1384.4742,1384.4742,4.6984,54.243,54.9734,-0.7304,0.7304
state_house_2022,state_house,2022,president,2024,2,True,True,6541.3431,7590.0,-1048.6569,22013.2836,24498.0,-2484.7164,292.0486,327.0,-34.9514,28846.6754,32415.0,-3568.3246,3568.3246,-11.0083,53.6351,52.161,1.4741,1.4741
state_house_2022,state_house,2022,president,2024,3,True,True,6847.9423,5581.0,1266.9423,31826.8488,27046.0,4780.8488,317.6962,280.0,37.6962,38992.4873,32907.0,6085.4873,6085.4873,18.493,64.0608,65.2293,-1.1685,1.1685
state_house_2022,state_house,2022,president,2024,4,True,True,5596.1594,5590.0,6.1594,23976.0608,23886.0,90.0608,297.7453,297.0,0.7453,29869.9656,29773.0,96.9656,96.9656,0.3257,61.5331,61.4517,0.0814,0.0814
state_house_2022,state_house,2022,president,2024,5,True,True,5145.4294,5145.0,0.4294,25586.3458,25586.0,0.3458,364.0057,364.0,0.0057,31095.781,31095.0,0.781,0.781,0.0025,65.7353,65.7373,-0.0019,0.0019
state_house_2022,state_house,2022,president,2024,6,True,True,9883.7819,9517.0,366.7819,23936.9813,23077.0,859.9813,431.4758,427.0,4.4758,34252.239,33021.0,1231.239,1231.239,3.7287,41.0286,41.0648,-0.0362,0.0362
state_house_2022,state_house,2022,president,2024,7,True,True,8245.3499,8614.0,-368.6501,18359.7165,19222.0,-862.2835,372.4469,377.0,-4.5531,26977.5133,28213.0,-1235.4867,1235.4867,-4.3791,37.4918,37.5997,-0.1078,0.1078
state_house_2022,state_house,2022,president,2024,8,True,True,8440.6305,8368.0,72.6305,26817.3635,26371.0,446.3635,460.122,467.0,-6.878,35718.1161,35206.0,512.1161,512.1161,1.4546,51.4493,51.1362,0.3132,0.3132
state_house_2022,state_house,2022,president,2024,9,True,True,3836.0569,4152.0,-315.9431,23787.3512,25335.0,-1547.6488,219.7971,229.0,-9.2029,27843.2052,29716.0,-1872.7948,1872.7948,-6.3023,71.6559,71.2848,0.3711,0.3711
state_house_2022,state_house,2022,president,2024,10,True,True,5377.5252,5455.0,-77.4748,23178.2143,23536.0,-357.7857,223.7039,229.0,-5.2961,28779.4434,29220.0,-440.5566,440.5566,-1.5077,61.8521,61.8789,-0.0268,0.0268
state_house_2022,state_house,2022,president,2024,11,True,True,5000.3763,5039.0,-38.6237,26646.245,26862.0,-215.755,274.3598,274.0,0.3598,31920.981,32175.0,-254.019,254.019,-0.7895,67.8108,67.826,-0.0152,0.0152
state_house_2022,state_house,2022,president,2024,12,True,True,6179.8416,5952.0,227.8416,25760.9797,24242.0,1518.9797,322.8989,320.0,2.8989,32263.7202,30514.0,1749.7202,1749.7202,5.7342,60.6909,59.9397,0.7512,0.7512
state_house_2022,state_house,2022,president,2024,13,True,True,12159.7584,11319.0,840.7584,18836.8529,16548.0,2288.8529,468.7052,410.0,58.7052,31465.3164,28277.0,3188.3164,3188.3164,11.2753,21.2205,18.4921,2.7284,2.7284
state_house_2022,state_house,2022,president,2024,14,True,True,9983.4973,15529.0,-5545.5027,13755.1625,25812.0,-12056.8375,434.2987,643.0,-208.7013,24172.9586,41984.0,-17811.0414,17811.0414,-42.4234,15.6028,24.4927,-8.8898,8.8898
state_house_2022,state_house,2022,president,2024,15,True,True,12593.3831,12273.0,320.3831,8568.8333,6100.0,2468.8333,424.6908,410.0,14.6908,21586.9072,18783.0,2803.9072,2803.9072,14.9279,-18.6435,-32.8648,14.2213,14.2213
state_house_2022,state_house,2022,president,2024,16,True,True,13419.864,10316.0,3103.864,26992.202,22171.0,4821.202,560.744,444.0,116.744,40972.81,32931.0,8041.81,8041.81,24.4202,33.1252,35.9995,-2.8743,2.8743
state_house_2022,state_house,2022,president,2024,17,True,True,5247.0396,5358.0,-110.9604,23575.4269,24523.0,-947.5731,290.0369,288.0,2.0369,29112.5034,30169.0,-1056.4966,1056.4966,-3.5019,62.9571,63.5255,-0.5684,0.5684
state_house_2022,state_house,2022,president,2024,18,True,True,13879.5202,15610.0,-1730.4798,20635.0208,18880.0,1755.0208,559.5464,611.0,-51.4536,35074.0874,35101.0,-26.9126,26.9126,-0.0767,19.2607,9.316,9.9447,9.9447
state_house_2022,state_house,2022,president,2024,19,True,True,17917.8863,8032.0,9885.8863,38096.4199,25062.0,13034.4199,765.8895,396.0,369.8895,56780.1957,33490.0,23290.1957,23290.1957,69.5437,35.538,50.851,-15.313,15.313
