crosswalk,precinct_key,county_norm,prec_id,dominant_district,dominant_weight,total_weight,split_count
congressional_2026,HENRY - 004108,HENRY,004108,5,0.99993194,1.0,2
congressional_2026,HICKMAN - 004201,HICKMAN,004201,5,0.9999783011,1.0,2
congressional_2026,HICKMAN - 004203,HICKMAN,004203,5,0.9999023152,1.0,2
congressional_2026,HICKMAN - 004211,HICKMAN,004211,5,0.9997887943,1.0,2
congressional_2026,HOUSTON - 004305,HOUSTON,004305,5,0.9999662443,1.0,2
congressional_2026,HOUSTON - 004306,HOUSTON,004306,5,0.9999928061,1.0,2
congressional_2026,HOUSTON - 004307,HOUSTON,004307,5,0.9999271192,1.0,2
congressional_2026,HUMPHREYS - 004405,HUMPHREYS,004405,5,0.9998920444,1.0,2
congressional_2026,HUMPHREYS - 004406,HUMPHREYS,004406,5,0.9998441326,1.0,2
congressional_2026,HUMPHREYS - 004407,HUMPHREYS,004407,5,0.9999695035,1.0,2
congressional_2026,JEFFERSON - 004602,JEFFERSON,004602,1,0.999620348,1.0,2
congressional_2026,JEFFERSON - 004605,JEFFERSON,004605,1,0.9998699335,1.0,2
congressional_2026,JEFFERSON - 004607,JEFFERSON,004607,1,0.6238905061,1.0,2
congressional_2026,JEFFERSON - 004608,JEFFERSON,004608,1,0.9998699131,1.0,2
congressional_2026,KNOX - 004810,KNOX,004810,2,0.9989183793,1.0,2
congressional_2026,KNOX - 004815,KNOX,004815,2,0.9998551953,1.0,2
congressional_2026,KNOX - 004817,KNOX,004817,2,0.9997337308,1.0,2
congressional_2026,KNOX - 004822,KNOX,004822,2,0.9990101421,1.0,2
congressional_2026,KNOX - 004823,KNOX,004823,2,0.9999999989,1.0,2
congressional_2026,KNOX - 004844,KNOX,004844,2,0.9993828151,1.0,2
congressional_2026,KNOX - 004846,KNOX,004846,2,0.9990479197,1.0,2
congressional_2026,KNOX - 004849,KNOX,004849,2,0.9976769949,1.0,2
congressional_2026,KNOX - 004890,KNOX,004890,2,0.9991278973,1.0,2
congressional_2026,KNOX - 004892,KNOX,004892,2,0.9997435447,1.0,2
congressional_2026,LAUDERDALE - 005052,LAUDERDALE,005052,5,0.9993782502,1.0,2
congressional_2026,LAUDERDALE - 005054,LAUDERDALE,005054,5,0.9997071276,1.0,2
congressional_2026,LAUDERDALE - 005063,LAUDERDALE,005063,5,0.9994941728,1.0,2
congressional_2026,LAUDERDALE - 005064,LAUDERDALE,005064,5,0.9984839948,1.0,2
congressional_2026,LAWRENCE - 005160,LAWRENCE,005160,9,0.9999495704,1.0,2
congressional_2026,LAWRENCE - 005161,LAWRENCE,005161,9,0.9999399928,1.0,2
congressional_2026,LAWRENCE - 005162,LAWRENCE,005162,9,0.9999608093,1.0,2
congressional_2026,LAWRENCE - 005174,LAWRENCE,005174,9,0.9999869896,1.0,2
congressional_2026,LEWIS - 005252,LEWIS,005252,5,0.9998591023,1.0,3
congressional_2026,LEWIS - 005253,LEWIS,005253,5,0.9998080393,1.0,2
congressional_2026,LEWIS - 005254,LEWIS,005254,5,0.9999121007,1.0,2
congressional_2026,LEWIS - 005255,LEWIS,005255,5,0.9999109147,1.0,2
congressional_2026,LINCOLN - 000006,LINCOLN,000006,9,0.9997299089,0.999818144,2
congressional_2026,LINCOLN - 000008,LINCOLN,000008,9,0.9999709533,1.0,2
congressional_2026,LINCOLN - 000011,LINCOLN,000011,9,0.9999953644,1.0,2
congressional_2026,LOUDON - 005451,LOUDON,005451,2,0.9995025182,1.0,2
congressional_2026,LOUDON - 005452,LOUDON,005452,2,0.9999883925,1.0,2
congressional_2026,LOUDON - 005454,LOUDON,005454,2,0.9995995065,1.0,2
congressional_2026,LOUDON - 005455,LOUDON,005455,2,0.9993529929,1.0,2
congressional_2026,LOUDON - 005456,LOUDON,005456,2,0.9998632216,1.0,2
congressional_2026,LOUDON - 005462,LOUDON,005462,2,0.9999824681,1.0,2
congressional_2026,LOUDON - 005463,LOUDON,005463,2,0.9995551457,1.0,2
congressional_2026,MACON - 005551,MACON,005551,7,0.9998333635,0.9999836209,2
congressional_2026,MACON - 005552,MACON,005552,7,0.9998633196,1.0,2
congressional_2026,MADISON - 005658,MADISON,005658,8,0.9999578934,1.0,2
congressional_2026,MADISON - 005659,MADISON,005659,8,0.9999431019,1.0,2
congressional_2026,MADISON - 005661,MADISON,005661,8,0.9999617073,1.0,2
congressional_2026,MARION - 005751,MARION,005751,4,0.9992588338,1.0,2
congressional_2026,MARION - 005753,MARION,005753,4,0.9995899521,0.9999166959,2
congressional_2026,MARION - 005761,MARION,005761,4,0.9993923664,1.0,2
congressional_2026,MARION - 005762,MARION,005762,4,0.9999981076,1.0,2
congressional_2026,MARION - 005765,MARION,005765,4,0.9999791439,1.0,2
congressional_2026,MARSHALL - 005854,MARSHALL,005854,9,0.999956347,1.0,2
congressional_2026,MAURY - 005951,MAURY,005951,5,0.9998291599,1.0,2
congressional_2026,MAURY - 005953,MAURY,005953,5,0.9999999972,1.0,2
congressional_2026,MAURY - 005956,MAURY,005956,5,0.9920094423,1.0,2
congressional_2026,MAURY - 005957,MAURY,005957,5,0.9990652367,1.0,2
congressional_2026,MAURY - 005958,MAURY,005958,5,0.8533636738,1.0,2
congressional_2026,MAURY - 005959,MAURY,005959,9,0.9944746581,1.0,2
congressional_2026,MAURY - 005960,MAURY,005960,9,0.9950866487,1.0,2
congressional_2026,MAURY - 005961,MAURY,005961,5,0.9999202625,1.0,2
congressional_2026,MAURY - 005964,MAURY,005964,5,0.6851391679,1.0,2
congressional_2026,MAURY - 005965,MAURY,005965,9,0.99981818,1.0,2
congressional_2026,MAURY - 005966,MAURY,005966,9,0.9999358419,1.0,2
congressional_2026,MAURY - 005967,MAURY,005967,5,0.5678973384,1.0,2
congressional_2026,MAURY - 005968,MAURY,005968,5,0.9993582195,1.0,2
congressional_2026,MAURY - 005971,MAURY,005971,5,0.9999510789,1.0,2
congressional_2026,MCMINN - 006053,MCMINN,006053,3,0.9999857343,1.0,2
congressional_2026,MCNAIRY - 006151,MCNAIRY,006151,9,0.9999855568,1.0,2
congressional_2026,MCNAIRY - 006152,MCNAIRY,006152,9,0.9999928539,1.0,2
congressional_2026,MCNAIRY - 006154,MCNAIRY,006154,9,0.9998838614,1.0,2
congressional_2026,MCNAIRY - 006159,MCNAIRY,006159,9,0.9997495976,1.0,2
congressional_2026,MCNAIRY - 006160,MCNAIRY,006160,9,0.9999575331,1.0,2
congressional_2026,MONROE - 006351,MONROE,006351,3,0.9997840712,1.0,2
congressional_2026,MONROE - 006354,MONROE,006354,3,0.999685047,1.0,2
congressional_2026,MONROE - 006358,MONROE,006358,3,0.9996558117,1.0,2
congressional_2026,MONROE - 006363,MONROE,006363,3,0.9996482916,0.9998352116,2
congressional_2026,MONTGOMERY - 006452,MONTGOMERY,006452,5,0.9598985369,1.0,2
congressional_2026,MONTGOMERY - 006454,MONTGOMERY,006454,5,0.9997789884,0.9999956465,2
congressional_2026,MONTGOMERY - 006455,MONTGOMERY,006455,7,0.9998602709,1.0,2
congressional_2026,MONTGOMERY - 006457,MONTGOMERY,006457,7,0.6143256552,1.0,2
congressional_2026,MONTGOMERY - 006458,MONTGOMERY,006458,7,0.9937981731,1.0,2
congressional_2026,MONTGOMERY - 006460,MONTGOMERY,006460,7,0.9999965599,1.0,2
congressional_2026,MONTGOMERY - 006463,MONTGOMERY,006463,7,0.9196654063,1.0,2
congressional_2026,MONTGOMERY - 006470,MONTGOMERY,006470,5,0.726434217,1.0,2
congressional_2026,MONTGOMERY - 006473,MONTGOMERY,006473,7,0.9999708043,1.0,2
congressional_2026,MOORE - 006551,MOORE,006551,9,0.9995316739,1.0,2
congressional_2026,MOORE - 006553,MOORE,006553,9,0.9992063114,1.0,2
congressional_2026,MOORE - 006555,MOORE,006555,9,0.9997309528,1.0,2
congressional_2026,MORGAN - 006651,MORGAN,006651,6,0.9996069475,1.0,2
congressional_2026,MORGAN - 006652,MORGAN,006652,6,0.9996329636,1.0,2
congressional_2026,MORGAN - 006653,MORGAN,006653,6,0.9993222302,1.0,2
congressional_2026,MORGAN - 006654,MORGAN,006654,6,0.9999261202,1.0,2
congressional_2026,MORGAN - 006662,MORGAN,006662,6,0.9989129114,1.0,2
congressional_2026,OBION - 006757,OBION,006757,5,0.9999057928,1.0,2
congressional_2026,PERRY - 006952,PERRY,006952,8,0.9996999969,1.0,2
congressional_2026,PERRY - 006953,PERRY,006953,8,0.9995882541,1.0,2
congressional_2026,PERRY - 006954,PERRY,006954,8,0.9996285347,1.0,2
congressional_2026,PERRY - 006957,PERRY,006957,8,0.9999378157,1.0,2
congressional_2026,PERRY - 006959,PERRY,006959,8,0.9995491245,1.0,3
congressional_2026,RHEA - 007352,RHEA,007352,3,0.7308704171,1.0,2
congressional_2026,RHEA - 007353,RHEA,007353,3,0.9999794124,1.0,2
congressional_2026,RHEA - 007361,RHEA,007361,3,0.9999996829,1.0,2
congressional_2026,RHEA - 007362,RHEA,007362,3,0.9996197935,1.0,2
congressional_2026,ROANE - 007451,ROANE,007451,3,0.9997004682,1.0,2
congressional_2026,ROANE - 007453,ROANE,007453,3,0.9997250484,1.0,2
congressional_2026,ROANE - 007457,ROANE,007457,3,0.9997933527,1.0,2
congressional_2026,ROANE - 007458,ROANE,007458,3,0.9997846641,1.0,2
congressional_2026,ROANE - 007459,ROANE,007459,3,0.999722157,1.0,2
congressional_2026,ROANE - 007461,ROANE,007461,3,0.9998378397,1.0,2
congressional_2026,ROANE - 007464,ROANE,007464,3,0.9991451032,1.0,2
congressional_2026,ROANE - 007465,ROANE,007465,3,0.9990625031,1.0,2
congressional_2026,ROANE - 007466,ROANE,007466,3,0.9980947036,1.0,2
congressional_2026,ROANE - 007470,ROANE,007470,3,0.9994959759,1.0,2
congressional_2026,ROANE - 007472,ROANE,007472,3,0.9988971911,1.0,2
congressional_2026,ROANE - 007473,ROANE,007473,3,0.9998672306,1.0,2
congressional_2026,ROANE - 007474,ROANE,007474,3,0.9998128645,1.0,2
congressional_2026,RUTHERFORD - 007652,RUTHERFORD,007652,4,0.9999712805,1.0,2
congressional_2026,RUTHERFORD - 007653,RUTHERFORD,007653,4,0.9999921822,1.0,2
congressional_2026,RUTHERFORD - 007654,RUTHERFORD,007654,4,0.9999061625,1.0,2
congressional_2026,RUTHERFORD - 007655,RUTHERFORD,007655,4,0.9999272142,1.0,2
congressional_2026,RUTHERFORD - 007659,RUTHERFORD,007659,4,0.9994902933,1.0,2
congressional_2026,RUTHERFORD - 007660,RUTHERFORD,007660,4,0.9999582964,1.0,2
congressional_2026,RUTHERFORD - 007661,RUTHERFORD,007661,4,0.9999564014,1.0,2
congressional_2026,RUTHERFORD - 007662,RUTHERFORD,007662,4,0.9997089932,1.0,2
congressional_2026,RUTHERFORD - 007665,RUTHERFORD,007665,4,0.9998703801,1.0,2
congressional_2026,RUTHERFORD - 007666,RUTHERFORD,007666,4,0.9996443615,1.0,2
congressional_2026,RUTHERFORD - 007667,RUTHERFORD,007667,4,0.9997629652,1.0,2
congressional_2026,RUTHERFORD - 007669,RUTHERFORD,007669,9,0.9996830941,1.0,2
congressional_2026,RUTHERFORD - 007670,RUTHERFORD,007670,4,0.9486421213,1.0,2
congressional_2026,RUTHERFORD - 007671,RUTHERFORD,007671,9,0.9997576046,1.0,2
congressional_2026,RUTHERFORD - 007672,RUTHERFORD,007672,9,0.9997320751,1.0,2
congressional_2026,RUTHERFORD - 007673,RUTHERFORD,007673,4,0.6347298071,1.0,2
congressional_2026,RUTHERFORD - 007674,RUTHERFORD,007674,9,0.9990003881,1.0,2
congressional_2026,RUTHERFORD - 007676,RUTHERFORD,007676,4,0.9999899165,1.0,2
congressional_2026,RUTHERFORD - 007691,RUTHERFORD,007691,4,0.7289950785,1.0,2
congressional_2026,RUTHERFORD - 007693,RUTHERFORD,007693,4,0.9996514593,1.0,2
congressional_2026,RUTHERFORD - 007698,RUTHERFORD,007698,4,0.9999928583,1.0,2
congressional_2026,RUTHERFORD - 007699,RUTHERFORD,007699,4,0.999826897,1.0,2
congressional_2026,SCOTT - 007754,SCOTT,007754,6,0.9997796053,1.0,3
congressional_2026,SCOTT - 007755,SCOTT,007755,6,0.9995951602,0.999993285,2
congressional_2026,SCOTT - 007760,SCOTT,007760,6,0.999960292,1.0,2
congressional_2026,SEQUATCHIE - 007851,SEQUATCHIE,007851,4,0.9998913486,1.0,2
congressional_2026,SEQUATCHIE - 007852,SEQUATCHIE,007852,4,0.9998994105,1.0,2
congressional_2026,SEVIER - 007956,SEVIER,007956,1,0.9996692814,0.9996701104,2
congressional_2026,SEVIER - 007958,SEVIER,007958,1,0.9998061923,1.0,2
congressional_2026,SEVIER - 007959,SEVIER,007959,1,0.9998883359,1.0,2
congressional_2026,SEVIER - 007960,SEVIER,007960,1,0.9998013454,1.0,2
congressional_2026,SEVIER - 007965,SEVIER,007965,1,0.9998305652,1.0,2
congressional_2026,SEVIER - 007967,SEVIER,007967,1,0.9995669379,1.0,2
congressional_2026,SEVIER - 007968,SEVIER,007968,1,0.9993933882,1.0,2
congressional_2026,SEVIER - 007969,SEVIER,007969,1,0.9999706695,1.0,2
congressional_2026,SEVIER - 007970,SEVIER,007970,1,0.9997503917,1.0,2
congressional_2026,SHELBY - 008061,SHELBY,008061,8,0.9677395097,1.0,2
congressional_2026,SHELBY - 008068,SHELBY,008068,9,0.9999291341,1.0,2
congressional_2026,SHELBY - 008069,SHELBY,008069,9,0.9998778722,1.0,2
congressional_2026,SHELBY - 008070,SHELBY,008070,8,0.9995808687,1.0,2
congressional_2026,SHELBY - 008071,SHELBY,008071,8,0.9997737535,1.0,2
congressional_2026,SHELBY - 008072,SHELBY,008072,9,0.5881372057,1.0,2
congressional_2026,SHELBY - 008073,SHELBY,008073,8,0.9975894602,1.0,2
congressional_2026,SHELBY - 008075,SHELBY,008075,8,0.9942454209,1.0,2
congressional_2026,SHELBY - 008076,SHELBY,008076,8,0.9996080219,1.0,2
congressional_2026,SHELBY - 008081,SHELBY,008081,9,0.5541650214,1.0,2
congressional_2026,SHELBY - 008082,SHELBY,008082,9,0.6850946947,1.0,2
congressional_2026,SHELBY - 008090,SHELBY,008090,8,0.9971593271,1.0,2
congressional_2026,SHELBY - 008094,SHELBY,008094,8,0.9999999891,1.0,2
congressional_2026,SHELBY - 008098,SHELBY,008098,8,0.5906372353,1.0,2
congressional_2026,SHELBY - 008106,SHELBY,008106,5,0.9997485772,1.0,2
congressional_2026,SHELBY - 008113,SHELBY,008113,5,0.5532182984,1.0,2
congressional_2026,SHELBY - 008114,SHELBY,008114,5,0.9997200012,1.0,2
congressional_2026,SHELBY - 008117,SHELBY,008117,5,0.5497546447,1.0,2
congressional_2026,SHELBY - 008118,SHELBY,008118,9,0.9580151941,1.0,2
congressional_2026,SHELBY - 008119,SHELBY,008119,5,0.9997531209,1.0,3
congressional_2026,SHELBY - 008125,SHELBY,008125,8,0.9995997997,1.0,3
congressional_2026,SHELBY - 008136,SHELBY,008136,8,0.999750805,1.0,2
congressional_2026,SHELBY - 008139,SHELBY,008139,9,0.9991858933,1.0,3
congressional_2026,SHELBY - 008141,SHELBY,008141,8,0.8709292829,1.0,2
congressional_2026,SHELBY - 008146,SHELBY,008146,5,0.9998306556,1.0,2
congressional_2026,SHELBY - 008149,SHELBY,008149,8,0.7931025547,1.0,2
congressional_2026,SHELBY - 008152,SHELBY,008152,8,0.9998979722,1.0,2
congressional_2026,SHELBY - 008158,SHELBY,008158,9,0.999713372,1.0,2
congressional_2026,SHELBY - 008159,SHELBY,008159,8,0.5489393343,1.0,2
congressional_2026,SHELBY - 008164,SHELBY,008164,5,0.8315287408,1.0,2
congressional_2026,SHELBY - 008167,SHELBY,008167,9,0.9999989709,1.0,2
congressional_2026,SHELBY - 008170,SHELBY,008170,9,0.8620378094,1.0,2
congressional_2026,SHELBY - 008172,SHELBY,008172,5,0.910430839,1.0,2
congressional_2026,SHELBY - 008176,SHELBY,008176,8,0.9991549895,1.0,2
congressional_2026,SHELBY - 008177,SHELBY,008177,8,0.9991547813,1.0,2
congressional_2026,SHELBY - 008178,SHELBY,008178,8,0.9998042499,1.0,2
congressional_2026,SHELBY - 008187,SHELBY,008187,5,0.9999929414,1.0,2
congressional_2026,SHELBY - 008192,SHELBY,008192,9,0.9990539305,1.0,2
congressional_2026,SHELBY - 008194,SHELBY,008194,9,0.9979402932,1.0,2
congressional_2026,SHELBY - 008204,SHELBY,008204,5,0.9991417179,1.0,2
congressional_2026,SHELBY - 008205,SHELBY,008205,5,0.9996064137,0.9999702567,2
congressional_2026,SHELBY - 008206,SHELBY,008206,9,0.9990973023,1.0,2
congressional_2026,SHELBY - 008207,SHELBY,008207,5,0.9995082753,1.0,2
congressional_2026,SHELBY - 008209,SHELBY,008209,9,0.9997127416,1.0,2
congressional_2026,SHELBY - 008213,SHELBY,008213,9,0.9994437917,0.9994557131,2
congressional_2026,SHELBY - 008221,SHELBY,008221,8,0.9198046995,1.0,2
congressional_2026,SHELBY - 008222,SHELBY,008222,8,0.9347403921,1.0,2
congressional_2026,SHELBY - 008229,SHELBY,008229,5,0.9995602385,1.0,2
congressional_2026,SHELBY - 008231,SHELBY,008231,8,0.9992254968,1.0,2
congressional_2026,SHELBY - 008232,SHELBY,008232,8,0.9990851726,1.0,2
congressional_2026,SHELBY - 008233,SHELBY,008233,8,0.9998569585,1.0,2
congressional_2026,SHELBY - 008234,SHELBY,008234,5,0.9996923724,1.0,2
congressional_2026,SHELBY - 008239,SHELBY,008239,5,0.6642804749,1.0,2
congressional_2026,SHELBY - 008245,SHELBY,008245,9,0.9346848956,1.0,2
congressional_2026,SHELBY - 008260,SHELBY,008260,5,0.8155307012,0.9999627148,2
congressional_2026,SHELBY - 008262,SHELBY,008262,8,0.9998875883,1.0,2
congressional_2026,SHELBY - 008263,SHELBY,008263,9,0.5334782185,1.0,2
congressional_2026,SHELBY - 008270,SHELBY,008270,8,0.999981773,1.0,2
congressional_2026,SHELBY - 008271,SHELBY,008271,9,0.7086061572,1.0,2
congressional_2026,SMITH - 008301,SMITH,008301,6,0.9999746501,1.0,2
congressional_2026,SMITH - 008303,SMITH,008303,6,0.9999040176,1.0,2
congressional_2026,SMITH - 008308,SMITH,008308,6,0.9999409462,1.0,2
congressional_2026,STEWART - 008404,STEWART,008404,5,0.9999667031,1.0,2
congressional_2026,STEWART - 008407,STEWART,008407,5,0.9999900277,1.0,2
congressional_2026,SUMNER - 008601,SUMNER,008601,6,0.6505274465,1.0,2
congressional_2026,SUMNER - 008602,SUMNER,008602,6,0.9997358771,1.0,2
congressional_2026,SUMNER - 008603,SUMNER,008603,7,0.8046622824,1.0,2
congressional_2026,SUMNER - 008607,SUMNER,008607,7,0.9996324482,1.0,2
congressional_2026,SUMNER - 008611,SUMNER,008611,7,0.9998898836,1.0,2
congressional_2026,SUMNER - 008618,SUMNER,008618,7,0.9994022907,1.0,2
congressional_2026,SUMNER - 008620,SUMNER,008620,7,0.8007596159,1.0,2
congressional_2026,SUMNER - 008621,SUMNER,008621,6,0.5636770651,1.0,2
congressional_2026,SUMNER - 008622,SUMNER,008622,7,0.9992548009,1.0,2
congressional_2026,SUMNER - 008623,SUMNER,008623,7,0.8339282985,1.0,2
congressional_2026,SUMNER - 008624,SUMNER,008624,7,0.9998922929,1.0,2
congressional_2026,SUMNER - 008631,SUMNER,008631,7,0.8303192815,1.0,2
congressional_2026,SUMNER - 008633,SUMNER,008633,7,0.8054272612,1.0,2
congressional_2026,TIPTON - 008701,TIPTON,008701,5,0.7634632453,1.0,2
congressional_2026,TIPTON - 008702,TIPTON,008702,8,0.9388346376,1.0,2
congressional_2026,TIPTON - 008704,TIPTON,008704,5,0.9997046595,1.0,2
congressional_2026,TIPTON - 008707,TIPTON,008707,5,0.9997453414,1.0,2
congressional_2026,TIPTON - 008708,TIPTON,008708,8,0.9980610277,1.0,2
congressional_2026,TIPTON - 008709,TIPTON,008709,8,0.9997500396,1.0,2
congressional_2026,TROUSDALE - 008802,TROUSDALE,008802,7,0.9995743083,1.0,2
congressional_2026,TROUSDALE - 008806,TROUSDALE,008806,7,0.9995592812,1.0,2
congressional_2026,TROUSDALE - 008810,TROUSDALE,008810,7,0.9996945936,1.0,2
congressional_2026,UNION - 009005,UNION,009005,2,0.9999118294,1.0,2
congressional_2026,UNION - 009006,UNION,009006,2,0.999985867,1.0,2
congressional_2026,VAN BUREN - 009101,VAN BUREN,009101,4,0.9998757097,1.0,2
congressional_2026,VAN BUREN - 009103,VAN BUREN,009103,4,0.9997821513,1.0,2
congressional_2026,VAN BUREN - 009106,VAN BUREN,009106,4,0.999744386,1.0,2
congressional_2026,WARREN - 009210,WARREN,009210,4,0.9999679359,1.0,2
congressional_2026,WARREN - 009218,WARREN,009218,4,0.9999004572,1.0,2
congressional_2026,WARREN - 009219,WARREN,009219,4,0.9999728025,1.0,2
congressional_2026,WARREN - 009221,WARREN,009221,4,0.9999082959,1.0,2
congressional_2026,WAYNE - 009401,WAYNE,009401,9,0.9987108834,1.0,2
congressional_2026,WAYNE - 009402,WAYNE,009402,9,0.9995452514,1.0,2
congressional_2026,WAYNE - 009409,WAYNE,009409,9,0.9999993782,1.0,2
congressional_2026,WAYNE - 009410,WAYNE,009410,9,0.9999455882,1.0,2
congressional_2026,WEAKLEY - 009502,WEAKLEY,009502,5,0.9999340142,1.0,2
congressional_2026,WEAKLEY - 009506,WEAKLEY,009506,5,0.9999596081,1.0,2
congressional_2026,WEAKLEY - 009507,WEAKLEY,009507,5,0.9987606089,1.0,2
congressional_2026,WHITE - 009603,WHITE,009603,6,0.9996748972,1.0,2
congressional_2026,WHITE - 009605,WHITE,009605,6,0.9999127405,1.0,2
congressional_2026,WHITE - 009606,WHITE,009606,6,0.9997987583,1.0,2
congressional_2026,WILLIAMSON - 009701,WILLIAMSON,009701,5,0.9999126928,1.0,2
congressional_2026,WILLIAMSON - 009702,WILLIAMSON,009702,5,0.9999782872,1.0,2
congressional_2026,WILLIAMSON - 009705,WILLIAMSON,009705,9,0.9999304273,1.0,2
congressional_2026,WILLIAMSON - 009706,WILLIAMSON,009706,5,0.9995904886,1.0,2
congressional_2026,WILLIAMSON - 009707,WILLIAMSON,009707,5,0.9998625573,1.0,2
congressional_2026,WILLIAMSON - 009708,WILLIAMSON,009708,9,0.9996342066,1.0,2
congressional_2026,WILLIAMSON - 009711,WILLIAMSON,009711,5,0.9652931364,1.0,2
congressional_2026,WILLIAMSON - 009714,WILLIAMSON,009714,9,0.9999959975,1.0,2
congressional_2026,WILLIAMSON - 009715,WILLIAMSON,009715,9,0.9998695972,1.0,2
congressional_2026,WILLIAMSON - 009716,WILLIAMSON,009716,9,0.9999629271,1.0,2
congressional_2026,WILLIAMSON - 009717,WILLIAMSON,009717,9,0.9996783697,1.0,2
congressional_2026,WILLIAMSON - 009720,WILLIAMSON,009720,9,0.9995710363,1.0,2
congressional_2026,WILLIAMSON - 009722,WILLIAMSON,009722,9,0.999861028,1.0,3
congressional_2026,WILLIAMSON - 009723,WILLIAMSON,009723,9,0.9997597368,1.0,2
congressional_2026,WILLIAMSON - 009725,WILLIAMSON,009725,9,0.998873528,1.0,2
congressional_2026,WILLIAMSON - 009726,WILLIAMSON,009726,5,0.9986365622,1.0,2
congressional_2026,WILLIAMSON - 009727,WILLIAMSON,009727,5,0.9993454299,1.0,3
congressional_2026,WILLIAMSON - 009728,WILLIAMSON,009728,5,0.9995967923,1.0,2
congressional_2026,WILLIAMSON - 009729,WILLIAMSON,009729,5,0.9999914506,1.0,3
congressional_2026,WILLIAMSON - 009738,WILLIAMSON,009738,5,0.9995268318,1.0,2
congressional_2026,WILLIAMSON - 009739,WILLIAMSON,009739,5,0.999085915,1.0,2
congressional_2026,WILLIAMSON - 009740,WILLIAMSON,009740,9,0.9998682588,1.0,2
congressional_2026,WILLIAMSON - 009999,WILLIAMSON,009999,5,0.9998571909,1.0,2
congressional_2026,WILSON - 009806,WILSON,009806,6,0.9995574515,1.0,2
congressional_2026,WILSON - 009807,WILSON,009807,6,0.9997569905,1.0,2
congressional_2026,WILSON - 009812,WILSON,009812,6,0.9998684122,1.0,2
congressional_2026,WILSON - 009816,WILSON,009816,6,0.9999406326,1.0,2
congressional_2026,WILSON - 009817,WILSON,009817,6,0.9999613045,1.0,2
congressional_2026,WILSON - 009818,WILSON,009818,6,0.9997379142,1.0,2
congressional_2026,WILSON - 009822,WILSON,009822,6,0.9994268487,1.0,2
state_house_2022,ANDERSON - 000001,ANDERSON,000001,41,0.9990731133,1.0,2
state_house_2022,ANDERSON - 000002,ANDERSON,000002,33,0.504356422,1.0,3
state_house_2022,ANDERSON - 000004,ANDERSON,000004,33,0.9989925994,1.0,4
state_house_2022,ANDERSON - 000010,ANDERSON,000010,41,0.998889539,1.0,5
state_house_2022,ANDERSON - 000011,ANDERSON,000011,33,0.5771021452,1.0,2
state_house_2022,ANDERSON - 000013,ANDERSON,000013,33,0.9996742082,1.0,2
state_house_2022,ANDERSON - 000015,ANDERSON,000015,33,0.5749704507,1.0,3
state_house_2022,ANDERSON - 000016,ANDERSON,000016,33,0.5093346075,1.0,3
state_house_2022,ANDERSON - 000018,ANDERSON,000018,41,0.9999777362,1.0,2
state_house_2022,ANDERSON - 000020,ANDERSON,000020,33,0.9994153134,1.0,2
state_house_2022,ANDERSON - 000024,ANDERSON,000024,41,0.9992373213,1.0,4
state_house_2022,ANDERSON - 000026,ANDERSON,000026,33,0.999183562,1.0,3
state_house_2022,BEDFORD - 000101,BEDFORD,000101,62,0.9999570006,1.0,2
state_house_2022,BEDFORD - 000102,BEDFORD,000102,62,0.9995632483,1.0,3
state_house_2022,BEDFORD - 000103,BEDFORD,000103,62,0.9998640474,1.0,3
state_house_2022,BEDFORD - 000104,BEDFORD,000104,62,0.9999295814,1.0,3
state_house_2022,BEDFORD - 000105,BEDFORD,000105,62,0.9999289822,1.0,2
state_house_2022,BEDFORD - 000107,BEDFORD,000107,62,0.9998319886,1.0,2
state_house_2022,BENTON - 000201,BENTON,000201,74,0.9999911721,1.0,2
state_house_2022,BENTON - 000203,BENTON,000203,74,0.9999998486,1.0,2
state_house_2022,BENTON - 000204,BENTON,000204,74,0.9998601375,1.0,3
state_house_2022,BENTON - 000206,BENTON,000206,74,0.9999813807,1.0,2
state_house_2022,BLEDSOE - 000301,BLEDSOE,000301,31,0.9999486505,1.0,2
state_house_2022,BLEDSOE - 000302,BLEDSOE,000302,31,0.9998690876,1.0,3
state_house_2022,BLEDSOE - 000307,BLEDSOE,000307,31,0.9999536529,1.0,2
state_house_2022,BLEDSOE - 000309,BLEDSOE,000309,31,0.9999981037,1.0,2
state_house_2022,BLEDSOE - 000310,BLEDSOE,000310,31,0.9999665157,1.0,2
state_house_2022,BLOUNT - 000401,BLOUNT,000401,8,0.9997868264,0.999834086,2
state_house_2022,BLOUNT - 000402,BLOUNT,000402,8,0.9999133286,1.0,2
state_house_2022,BLOUNT - 000403,BLOUNT,000403,8,0.999753446,1.0,2
state_house_2022,BLOUNT - 000404,BLOUNT,000404,20,0.9960557283,1.0,2
state_house_2022,BLOUNT - 000405,BLOUNT,000405,8,0.9993575391,1.0,3
state_house_2022,BLOUNT - 000406,BLOUNT,000406,8,0.9994794525,1.0,3
state_house_2022,BLOUNT - 000407,BLOUNT,000407,20,0.9979333782,1.0,2
state_house_2022,BLOUNT - 000408,BLOUNT,000408,8,0.9987396647,1.0,2
state_house_2022,BLOUNT - 000409,BLOUNT,000409,8,0.9157428041,1.0,2
state_house_2022,BLOUNT - 000410,BLOUNT,000410,8,0.9985794793,1.0,4
state_house_2022,BLOUNT - 000411,BLOUNT,000411,20,0.9960440123,1.0,2
state_house_2022,BLOUNT - 000412,BLOUNT,000412,20,0.9994500624,1.0,2
