audit_label,scope,lines_year,contest_type,year,precinct_key,county_norm,prec_id,split_count,district_weights,dominant_district,dominant_area_weight,total_area_weight,non_dominant_area_weight,normalized_dominant_share,normalized_non_dominant_share,unallocated_area_weight,dem_votes,rep_votes,other_votes,total_votes,cvap_total,cvap_to_total_vote_ratio,dem_share_pct,rep_share_pct,margin_pct,non_dominant_vote_exposure,unallocated_vote_exposure,non_dominant_cvap_exposure,unallocated_cvap_exposure,diagnostic_priority,has_precinct_votes,has_precinct_cvap
state_house_2022,state_house,2022,president,2024,DAVIDSON - 001898,DAVIDSON,001898,2,50:0.554036;56:0.445964,50,0.55403622,1.0,0.44596378,0.55403622,0.44596378,0.0,2844.0,807.0,64.0,3715.0,8337.0,2.2441,76.5545,21.7227,-54.8318,1656.7554,0.0,3718.0,0.0,high,True,True
state_house_2022,state_house,2022,us_senate,2024,DAVIDSON - 001898,DAVIDSON,001898,2,50:0.554036;56:0.445964,50,0.55403622,1.0,0.44596378,0.55403622,0.44596378,0.0,2840.0,835.0,51.0,3726.0,8337.0,2.2375,76.2211,22.4101,-53.8111,1661.661,0.0,3718.0,0.0,high,True,True
state_house_2022,state_house,2022,governor,2022,DAVIDSON - 001898,DAVIDSON,001898,2,50:0.554036;56:0.445964,50,0.55403622,1.0,0.44596378,0.55403622,0.44596378,0.0,1392.0,770.0,48.0,2210.0,8337.0,3.7724,62.9864,34.8416,-28.1448,985.58,0.0,3718.0,0.0,high,True,True
state_house_2022,state_house,2022,president,2020,DAVIDSON - 001898,DAVIDSON,001898,2,50:0.554036;56:0.445964,50,0.55403622,1.0,0.44596378,0.55403622,0.44596378,0.0,2736.0,1652.0,155.0,4543.0,8337.0,1.8351,60.2245,36.3636,-23.8609,2026.0135,0.0,3718.0,0.0,high,True,True
state_house_2022,state_house,2022,us_senate,2020,DAVIDSON - 001898,DAVIDSON,001898,2,50:0.554036;56:0.445964,50,0.55403622,1.0,0.44596378,0.55403622,0.44596378,0.0,2537.0,1713.0,156.0,4406.0,8337.0,1.8922,57.5806,38.8788,-18.7018,1964.9164,0.0,3718.0,0.0,high,True,True
state_senate_2022,state_senate,2022,president,2024,MONTGOMERY - 006471,MONTGOMERY,006471,2,22:0.763215;23:0.236785,22,0.76321512,1.0,0.23678488,0.76321512,0.23678488,0.0,2701.0,3744.0,88.0,6533.0,13337.0,2.0415,41.3439,57.309,15.9651,1546.9156,0.0,3157.9999,0.0,high,True,True
state_senate_2022,state_senate,2022,us_senate,2024,MONTGOMERY - 006471,MONTGOMERY,006471,2,22:0.763215;23:0.236785,22,0.76321512,1.0,0.23678488,0.76321512,0.23678488,0.0,2512.0,3646.0,162.0,6320.0,13337.0,2.1103,39.7468,57.6899,17.943,1496.4804,0.0,3157.9999,0.0,high,True,True
state_senate_2022,state_senate,2022,governor,2022,MONTGOMERY - 006471,MONTGOMERY,006471,2,22:0.763215;23:0.236785,22,0.76321512,1.0,0.23678488,0.76321512,0.23678488,0.0,801.0,1524.0,68.0,2393.0,13337.0,5.5733,33.4726,63.6858,30.2131,566.6262,0.0,3157.9999,0.0,medium,True,True
state_senate_2022,state_senate,2022,president,2020,MONTGOMERY - 006471,MONTGOMERY,006471,2,22:0.763215;23:0.236785,22,0.76321512,1.0,0.23678488,0.76321512,0.23678488,0.0,2921.0,3745.0,180.0,6846.0,13337.0,1.9481,42.6673,54.7035,12.0362,1621.0293,0.0,3157.9999,0.0,high,True,True
state_senate_2022,state_senate,2022,us_senate,2020,MONTGOMERY - 006471,MONTGOMERY,006471,2,22:0.763215;23:0.236785,22,0.76321512,1.0,0.23678488,0.76321512,0.23678488,0.0,2585.0,3681.0,232.0,6498.0,13337.0,2.0525,39.7815,56.6482,16.8667,1538.6282,0.0,3157.9999,0.0,high,True,True
state_senate_2022,state_senate,2022,president,2024,KNOX - 004888,KNOX,004888,2,5:0.536211;7:0.463789,5,0.53621103,1.0,0.46378897,0.53621103,0.46378897,0.0,1982.0,4478.0,76.0,6536.0,6255.0,0.957,30.3244,68.5129,38.1885,3031.3247,0.0,2901.0,0.0,high,True,True
state_senate_2022,state_senate,2022,us_senate,2024,KNOX - 004888,KNOX,004888,2,5:0.536211;7:0.463789,5,0.53621103,1.0,0.46378897,0.53621103,0.46378897,0.0,2005.0,4435.0,90.0,6530.0,6255.0,0.9579,30.7044,67.9173,37.2129,3028.542,0.0,2901.0,0.0,high,True,True
state_senate_2022,state_senate,2022,governor,2022,KNOX - 004888,KNOX,004888,2,5:0.536211;7:0.463789,5,0.53621103,1.0,0.46378897,0.53621103,0.46378897,0.0,578.0,1491.0,29.0,2098.0,6255.0,2.9814,27.55,71.0677,43.5176,973.0293,0.0,2901.0,0.0,high,True,True
state_senate_2022,state_senate,2022,president,2020,KNOX - 004888,KNOX,004888,2,5:0.536211;7:0.463789,5,0.53621103,1.0,0.46378897,0.53621103,0.46378897,0.0,1133.0,2564.0,69.0,3766.0,6255.0,1.6609,30.085,68.0828,37.9979,1746.6293,0.0,2901.0,0.0,high,True,True
state_senate_2022,state_senate,2022,us_senate,2020,KNOX - 004888,KNOX,004888,2,5:0.536211;7:0.463789,5,0.53621103,1.0,0.46378897,0.53621103,0.46378897,0.0,1061.0,2599.0,42.0,3702.0,6255.0,1.6896,28.6602,70.2053,41.5451,1716.9468,0.0,2901.0,0.0,high,True,True
congressional_2026,congressional,2026,president,2024,SHELBY - 008159,SHELBY,008159,2,8:0.548939;9:0.451061,8,0.54893933,1.0,0.45106067,0.54893933,0.45106067,0.0,1417.0,1065.0,46.0,2528.0,6193.0,2.4498,56.0522,42.1282,-13.9241,1140.2814,0.0,2793.4187,0.0,high,True,True
congressional_2026,congressional,2026,us_senate,2024,SHELBY - 008159,SHELBY,008159,2,8:0.548939;9:0.451061,8,0.54893933,1.0,0.45106067,0.54893933,0.45106067,0.0,1362.0,1084.0,58.0,2504.0,6193.0,2.4732,54.393,43.2907,-11.1022,1129.4559,0.0,2793.4187,0.0,high,True,True
congressional_2026,congressional,2026,governor,2022,SHELBY - 008159,SHELBY,008159,2,8:0.548939;9:0.451061,8,0.54893933,1.0,0.45106067,0.54893933,0.45106067,0.0,341.0,130.0,17.0,488.0,6193.0,12.6906,69.877,26.6393,-43.2377,220.1176,0.0,2793.4187,0.0,low,True,True
congressional_2026,congressional,2026,president,2020,SHELBY - 008159,SHELBY,008159,2,8:0.548939;9:0.451061,8,0.54893933,1.0,0.45106067,0.54893933,0.45106067,0.0,1437.0,346.0,42.0,1825.0,6193.0,3.3934,78.7397,18.9589,-59.7808,823.1857,0.0,2793.4187,0.0,high,True,True
congressional_2026,congressional,2026,us_senate,2020,SHELBY - 008159,SHELBY,008159,2,8:0.548939;9:0.451061,8,0.54893933,1.0,0.45106067,0.54893933,0.45106067,0.0,1356.0,349.0,69.0,1774.0,6193.0,3.491,76.4374,19.6731,-56.7644,800.1816,0.0,2793.4187,0.0,high,True,True
state_house_2022,state_house,2022,president,2024,RUTHERFORD - 007665,RUTHERFORD,007665,2,34:0.612678;13:0.387322,34,0.61267802,1.0,0.38732198,0.61267802,0.38732198,0.0,2019.0,5428.0,93.0,7540.0,7162.0,0.9499,26.7772,71.9894,45.2122,2920.4077,0.0,2774.0,0.0,high,True,True
state_house_2022,state_house,2022,us_senate,2024,RUTHERFORD - 007665,RUTHERFORD,007665,2,34:0.612678;13:0.387322,34,0.61267802,1.0,0.38732198,0.61267802,0.38732198,0.0,1983.0,5276.0,167.0,7426.0,7162.0,0.9644,26.7035,71.0477,44.3442,2876.253,0.0,2774.0,0.0,high,True,True
state_house_2022,state_house,2022,governor,2022,RUTHERFORD - 007665,RUTHERFORD,007665,2,34:0.612678;13:0.387322,34,0.61267802,1.0,0.38732198,0.61267802,0.38732198,0.0,954.0,2907.0,71.0,3932.0,7162.0,1.8215,24.2625,73.9318,49.6694,1522.95,0.0,2774.0,0.0,high,True,True
state_house_2022,state_house,2022,president,2020,RUTHERFORD - 007665,RUTHERFORD,007665,2,34:0.612678;13:0.387322,34,0.61267802,1.0,0.38732198,0.61267802,0.38732198,0.0,1285.0,3007.0,82.0,4374.0,7162.0,1.6374,29.3781,68.7471,39.369,1694.1463,0.0,2774.0,0.0,high,True,True
state_house_2022,state_house,2022,us_senate,2020,RUTHERFORD - 007665,RUTHERFORD,007665,2,34:0.612678;13:0.387322,34,0.61267802,1.0,0.38732198,0.61267802,0.38732198,0.0,1166.0,2960.0,88.0,4214.0,7162.0,1.6996,27.6697,70.2421,42.5724,1632.1748,0.0,2774.0,0.0,high,True,True
state_house_2022,state_house,2022,president,2024,KNOX - 004835,KNOX,004835,3,18:0.547776;14:0.451719;8:0.000505,18,0.54777559,1.0,0.45222441,0.54777559,0.45222441,0.0,1484.0,1999.0,81.0,3564.0,6059.0,1.7001,41.6386,56.0887,14.4501,1611.7278,0.0,2740.0277,0.0,high,True,True
state_house_2022,state_house,2022,us_senate,2024,KNOX - 004835,KNOX,004835,3,18:0.547776;14:0.451719;8:0.000505,18,0.54777559,1.0,0.45222441,0.54777559,0.45222441,0.0,1504.0,2000.0,60.0,3564.0,6059.0,1.7001,42.1998,56.1167,13.9169,1611.7278,0.0,2740.0277,0.0,high,True,True
state_house_2022,state_house,2022,governor,2022,KNOX - 004835,KNOX,004835,3,18:0.547776;14:0.451719;8:0.000505,18,0.54777559,1.0,0.45222441,0.54777559,0.45222441,0.0,1274.0,1824.0,32.0,3130.0,6059.0,1.9358,40.7029,58.2748,17.5719,1415.4624,0.0,2740.0277,0.0,high,True,True
state_house_2022,state_house,2022,president,2020,KNOX - 004835,KNOX,004835,3,18:0.547776;14:0.451719;8:0.000505,18,0.54777559,1.0,0.45222441,0.54777559,0.45222441,0.0,2209.0,2817.0,90.0,5116.0,6059.0,1.1843,43.1783,55.0625,11.8843,2313.5801,0.0,2740.0277,0.0,high,True,True
state_house_2022,state_house,2022,us_senate,2020,KNOX - 004835,KNOX,004835,3,18:0.547776;14:0.451719;8:0.000505,18,0.54777559,1.0,0.45222441,0.54777559,0.45222441,0.0,1990.0,3020.0,55.0,5065.0,6059.0,1.1962,39.2892,59.6249,20.3356,2290.5166,0.0,2740.0277,0.0,high,True,True
state_house_2022,state_house,2022,president,2024,SHELBY - 008241,SHELBY,008241,3,96:0.582089;97:0.281852;93:0.136059,96,0.58208885,1.0,0.41791115,0.58208885,0.41791115,0.0,1554.0,1198.0,47.0,2799.0,6514.0,2.3273,55.5198,42.801,-12.7188,1169.7333,0.0,2722.2732,0.0,high,True,True
state_house_2022,state_house,2022,us_senate,2024,SHELBY - 008241,SHELBY,008241,3,96:0.582089;97:0.281852;93:0.136059,96,0.58208885,1.0,0.41791115,0.58208885,0.41791115,0.0,1461.0,1236.0,56.0,2753.0,6514.0,2.3661,53.0694,44.8965,-8.1729,1150.5094,0.0,2722.2732,0.0,high,True,True
state_house_2022,state_house,2022,governor,2022,SHELBY - 008241,SHELBY,008241,3,96:0.582089;97:0.281852;93:0.136059,96,0.58208885,1.0,0.41791115,0.58208885,0.41791115,0.0,512.0,540.0,23.0,1075.0,6514.0,6.0595,47.6279,50.2326,2.6047,449.2545,0.0,2722.2732,0.0,high,True,True
state_house_2022,state_house,2022,president,2020,SHELBY - 008241,SHELBY,008241,3,96:0.582089;97:0.281852;93:0.136059,96,0.58208885,1.0,0.41791115,0.58208885,0.41791115,0.0,2155.0,1440.0,56.0,3651.0,6514.0,1.7842,59.0249,39.4412,-19.5837,1525.7936,0.0,2722.2732,0.0,high,True,True
state_house_2022,state_house,2022,us_senate,2020,SHELBY - 008241,SHELBY,008241,3,96:0.582089;97:0.281852;93:0.136059,96,0.58208885,1.0,0.41791115,0.58208885,0.41791115,0.0,1999.0,1522.0,71.0,3592.0,6514.0,1.8135,55.6514,42.3719,-13.2795,1501.1368,0.0,2722.2732,0.0,high,True,True
state_senate_2022,state_senate,2022,president,2024,RUTHERFORD - 007654,RUTHERFORD,007654,3,13:0.545520;14:0.454376;17:0.000103,13,0.54552033,1.0,0.45447967,0.54552033,0.45447967,0.0,52.0,240.0,5.0,297.0,5976.0,20.1212,17.5084,80.8081,63.2997,134.9805,0.0,2715.9705,0.0,low,True,True
state_senate_2022,state_senate,2022,us_senate,2024,RUTHERFORD - 007654,RUTHERFORD,007654,3,13:0.545520;14:0.454376;17:0.000103,13,0.54552033,1.0,0.45447967,0.54552033,0.45447967,0.0,54.0,228.0,9.0,291.0,5976.0,20.5361,18.5567,78.3505,59.7938,132.2536,0.0,2715.9705,0.0,low,True,True
state_senate_2022,state_senate,2022,governor,2022,RUTHERFORD - 007654,RUTHERFORD,007654,3,13:0.545520;14:0.454376;17:0.000103,13,0.54552033,1.0,0.45447967,0.54552033,0.45447967,0.0,27.0,121.0,5.0,153.0,5976.0,39.0588,17.6471,79.085,61.4379,69.5354,0.0,2715.9705,0.0,low,True,True
state_senate_2022,state_senate,2022,president,2020,RUTHERFORD - 007654,RUTHERFORD,007654,3,13:0.545520;14:0.454376;17:0.000103,13,0.54552033,1.0,0.45447967,0.54552033,0.45447967,0.0,940.0,2646.0,60.0,3646.0,5976.0,1.6391,25.7817,72.5727,46.791,1657.0329,0.0,2715.9705,0.0,high,True,True
state_senate_2022,state_senate,2022,us_senate,2020,RUTHERFORD - 007654,RUTHERFORD,007654,3,13:0.545520;14:0.454376;17:0.000103,13,0.54552033,1.0,0.45447967,0.54552033,0.45447967,0.0,850.0,2584.0,71.0,3505.0,5976.0,1.705,24.2511,73.7233,49.4722,1592.9512,0.0,2715.9705,0.0,high,True,True
state_house_2022,state_house,2022,president,2024,RUTHERFORD - 007686,RUTHERFORD,007686,2,48:0.661302;37:0.338698,48,0.66130159,1.0,0.33869841,0.66130159,0.33869841,0.0,1604.0,1125.0,47.0,2776.0,8007.0,2.8844,57.781,40.5259,-17.255,940.2268,0.0,2711.9582,0.0,high,True,True
state_house_2022,state_house,2022,us_senate,2024,RUTHERFORD - 007686,RUTHERFORD,007686,2,48:0.661302;37:0.338698,48,0.66130159,1.0,0.33869841,0.66130159,0.33869841,0.0,1563.0,1094.0,71.0,2728.0,8007.0,2.9351,57.2947,40.1026,-17.1921,923.9693,0.0,2711.9582,0.0,high,True,True
state_house_2022,state_house,2022,governor,2022,RUTHERFORD - 007686,RUTHERFORD,007686,2,48:0.661302;37:0.338698,48,0.66130159,1.0,0.33869841,0.66130159,0.33869841,0.0,617.0,542.0,29.0,1188.0,8007.0,6.7399,51.936,45.6229,-6.3131,402.3737,0.0,2711.9582,0.0,high,True,True
state_house_2022,state_house,2022,president,2020,RUTHERFORD - 007686,RUTHERFORD,007686,2,48:0.661302;37:0.338698,48,0.66130159,1.0,0.33869841,0.66130159,0.33869841,0.0,1387.0,885.0,60.0,2332.0,8007.0,3.4335,59.4768,37.9503,-21.5266,789.8447,0.0,2711.9582,0.0,high,True,True
state_house_2022,state_house,2022,us_senate,2020,RUTHERFORD - 007686,RUTHERFORD,007686,2,48:0.661302;37:0.338698,48,0.66130159,1.0,0.33869841,0.66130159,0.33869841,0.0,1260.0,891.0,85.0,2236.0,8007.0,3.5809,56.3506,39.8479,-16.5027,757.3296,0.0,2711.9582,0.0,high,True,True
congressional_2026,congressional,2026,president,2024,SUMNER - 008601,SUMNER,008601,2,6:0.650527;7:0.349473,6,0.65052745,1.0,0.34947255,0.65052745,0.34947255,0.0,1405.0,4013.0,69.0,5487.0,7683.0,1.4002,25.606,73.1365,47.5305,1917.5559,0.0,2684.9976,0.0,high,True,True
congressional_2026,congressional,2026,us_senate,2024,SUMNER - 008601,SUMNER,008601,2,6:0.650527;7:0.349473,6,0.65052745,1.0,0.34947255,0.65052745,0.34947255,0.0,1331.0,3964.0,98.0,5393.0,7683.0,1.4246,24.6801,73.5027,48.8225,1884.7055,0.0,2684.9976,0.0,high,True,True
congressional_2026,congressional,2026,governor,2022,SUMNER - 008601,SUMNER,008601,2,6:0.650527;7:0.349473,6,0.65052745,1.0,0.34947255,0.65052745,0.34947255,0.0,586.0,2193.0,42.0,2821.0,7683.0,2.7235,20.7728,77.7384,56.9656,985.8621,0.0,2684.9976,0.0,high,True,True
congressional_2026,congressional,2026,president,2020,SUMNER - 008601,SUMNER,008601,2,6:0.650527;7:0.349473,6,0.65052745,1.0,0.34947255,0.65052745,0.34947255,0.0,1393.0,3939.0,73.0,5405.0,7683.0,1.4215,25.7724,72.877,47.1045,1888.8992,0.0,2684.9976,0.0,high,True,True
congressional_2026,congressional,2026,us_senate,2020,SUMNER - 008601,SUMNER,008601,2,6:0.650527;7:0.349473,6,0.65052745,1.0,0.34947255,0.65052745,0.34947255,0.0,1152.0,4012.0,73.0,5237.0,7683.0,1.4671,21.9973,76.6087,54.6114,1830.1878,0.0,2684.9976,0.0,high,True,True
state_house_2022,state_house,2022,president,2024,KNOX - 004837,KNOX,004837,3,90:0.680552;18:0.318424;14:0.001024,90,0.6805524,1.0,0.3194476,0.6805524,0.3194476,0.0,313.0,395.0,11.0,719.0,8398.0,11.6801,43.5327,54.9374,11.4047,229.6828,0.0,2682.7209,0.0,medium,True,True
state_house_2022,state_house,2022,us_senate,2024,KNOX - 004837,KNOX,004837,3,90:0.680552;18:0.318424;14:0.001024,90,0.6805524,1.0,0.3194476,0.6805524,0.3194476,0.0,320.0,370.0,20.0,710.0,8398.0,11.8282,45.0704,52.1127,7.0423,226.8078,0.0,2682.7209,0.0,medium,True,True
state_house_2022,state_house,2022,governor,2022,KNOX - 004837,KNOX,004837,3,90:0.680552;18:0.318424;14:0.001024,90,0.6805524,1.0,0.3194476,0.6805524,0.3194476,0.0,1335.0,1069.0,43.0,2447.0,8398.0,3.432,54.5566,43.6861,-10.8705,781.6883,0.0,2682.7209,0.0,high,True,True
state_house_2022,state_house,2022,president,2020,KNOX - 004837,KNOX,004837,3,90:0.680552;18:0.318424;14:0.001024,90,0.6805524,1.0,0.3194476,0.6805524,0.3194476,0.0,2775.0,2017.0,102.0,4894.0,8398.0,1.716,56.7021,41.2137,-15.4884,1563.3766,0.0,2682.7209,0.0,high,True,True
state_house_2022,state_house,2022,us_senate,2020,KNOX - 004837,KNOX,004837,3,90:0.680552;18:0.318424;14:0.001024,90,0.6805524,1.0,0.3194476,0.6805524,0.3194476,0.0,2556.0,2161.0,91.0,4808.0,8398.0,1.7467,53.1614,44.9459,-8.2155,1535.9041,0.0,2682.7209,0.0,high,True,True
congressional_2022,congressional,2022,president,2024,WILLIAMSON - 009730,WILLIAMSON,009730,2,5:0.593208;7:0.406792,5,0.59320823,1.0,0.40679177,0.59320823,0.40679177,0.0,1658.0,2750.0,83.0,4491.0,6571.0,1.4631,36.9183,61.2336,24.3153,1826.9019,0.0,2673.0287,0.0,high,True,True
congressional_2022,congressional,2022,us_senate,2024,WILLIAMSON - 009730,WILLIAMSON,009730,2,5:0.593208;7:0.406792,5,0.59320823,1.0,0.40679177,0.59320823,0.40679177,0.0,1629.0,2795.0,73.0,4497.0,6571.0,1.4612,36.2241,62.1525,25.9284,1829.3426,0.0,2673.0287,0.0,high,True,True
congressional_2022,congressional,2022,governor,2022,WILLIAMSON - 009730,WILLIAMSON,009730,2,5:0.593208;7:0.406792,5,0.59320823,1.0,0.40679177,0.59320823,0.40679177,0.0,877.0,2353.0,55.0,3285.0,6571.0,2.0003,26.6971,71.6286,44.9315,1336.311,0.0,2673.0287,0.0,high,True,True
congressional_2022,congressional,2022,president,2020,WILLIAMSON - 009730,WILLIAMSON,009730,2,5:0.593208;7:0.406792,5,0.59320823,1.0,0.40679177,0.59320823,0.40679177,0.0,1682.0,3136.0,67.0,4885.0,6571.0,1.3451,34.4319,64.1965,29.7646,1987.1778,0.0,2673.0287,0.0,high,True,True
congressional_2022,congressional,2022,us_senate,2020,WILLIAMSON - 009730,WILLIAMSON,009730,2,5:0.593208;7:0.406792,5,0.59320823,1.0,0.40679177,0.59320823,0.40679177,0.0,1391.0,3410.0,65.0,4866.0,6571.0,1.3504,28.5861,70.0781,41.492,1979.4488,0.0,2673.0287,0.0,high,True,True
congressional_2022,congressional,2022,president,2024,SHELBY - 008058,SHELBY,008058,2,9:0.503994;8:0.496006,9,0.50399437,1.0,0.49600563,0.50399437,0.49600563,0.0,492.0,497.0,26.0,1015.0,5375.0,5.2956,48.4729,48.9655,0.4926,503.4457,0.0,2666.0303,0.0,high,True,True
congressional_2022,congressional,2022,us_senate,2024,SHELBY - 008058,SHELBY,008058,2,9:0.503994;8:0.496006,9,0.50399437,1.0,0.49600563,0.50399437,0.49600563,0.0,473.0,491.0,23.0,987.0,5375.0,5.4458,47.923,49.7467,1.8237,489.5576,0.0,2666.0303,0.0,medium,True,True
congressional_2022,congressional,2022,governor,2022,SHELBY - 008058,SHELBY,008058,2,9:0.503994;8:0.496006,9,0.50399437,1.0,0.49600563,0.50399437,0.49600563,0.0,4034.0,1054.0,173.0,5261.0,5375.0,1.0217,76.6774,20.0342,-56.6432,2609.4856,0.0,2666.0303,0.0,high,True,True
congressional_2022,congressional,2022,president,2020,SHELBY - 008058,SHELBY,008058,2,9:0.503994;8:0.496006,9,0.50399437,1.0,0.49600563,0.50399437,0.49600563,0.0,1375.0,2684.0,66.0,4125.0,5375.0,1.303,33.3333,65.0667,31.7333,2046.0232,0.0,2666.0303,0.0,high,True,True
congressional_2022,congressional,2022,us_senate,2020,SHELBY - 008058,SHELBY,008058,2,9:0.503994;8:0.496006,9,0.50399437,1.0,0.49600563,0.50399437,0.49600563,0.0,1216.0,2756.0,79.0,4051.0,5375.0,1.3268,30.0173,68.0326,38.0153,2009.3188,0.0,2666.0303,0.0,high,True,True
state_house_2022,state_house,2022,president,2024,DAVIDSON - 001893,DAVIDSON,001893,3,58:0.563598;51:0.288020;56:0.148382,58,0.56359755,1.0,0.43640245,0.56359755,0.43640245,0.0,544.0,235.0,18.0,797.0,5937.0,7.4492,68.256,29.4856,-38.7704,347.8128,0.0,2590.9213,0.0,medium,True,True
state_house_2022,state_house,2022,us_senate,2024,DAVIDSON - 001893,DAVIDSON,001893,3,58:0.563598;51:0.288020;56:0.148382,58,0.56359755,1.0,0.43640245,0.56359755,0.43640245,0.0,525.0,235.0,23.0,783.0,5937.0,7.5824,67.0498,30.0128,-37.037,341.7031,0.0,2590.9213,0.0,medium,True,True
state_house_2022,state_house,2022,governor,2022,DAVIDSON - 001893,DAVIDSON,001893,3,58:0.563598;51:0.288020;56:0.148382,58,0.56359755,1.0,0.43640245,0.56359755,0.43640245,0.0,624.0,389.0,14.0,1027.0,5937.0,5.7809,60.7595,37.8773,-22.8822,448.1853,0.0,2590.9213,0.0,high,True,True
state_house_2022,state_house,2022,president,2020,DAVIDSON - 001893,DAVIDSON,001893,3,58:0.563598;51:0.288020;56:0.148382,58,0.56359755,1.0,0.43640245,0.56359755,0.43640245,0.0,1507.0,864.0,56.0,2427.0,5937.0,2.4462,62.0931,35.5995,-26.4936,1059.1487,0.0,2590.9213,0.0,high,True,True
state_house_2022,state_house,2022,us_senate,2020,DAVIDSON - 001893,DAVIDSON,001893,3,58:0.563598;51:0.288020;56:0.148382,58,0.56359755,1.0,0.43640245,0.56359755,0.43640245,0.0,1366.0,966.0,46.0,2378.0,5937.0,2.4966,57.4432,40.6224,-16.8209,1037.765,0.0,2590.9213,0.0,high,True,True
state_house_2022,state_house,2022,president,2024,SUMNER - 008628,SUMNER,008628,2,45:0.731788;44:0.268212,45,0.73178808,1.0,0.26821192,0.73178808,0.26821192,0.0,2936.0,6414.0,119.0,9469.0,9362.0,0.9887,31.0064,67.7368,36.7304,2539.6987,0.0,2511.0,0.0,high,True,True
state_house_2022,state_house,2022,us_senate,2024,SUMNER - 008628,SUMNER,008628,2,45:0.731788;44:0.268212,45,0.73178808,1.0,0.26821192,0.73178808,0.26821192,0.0,2874.0,6236.0,161.0,9271.0,9362.0,1.0098,30.9999,67.2635,36.2636,2486.5927,0.0,2511.0,0.0,high,True,True
