precinct_key,county_norm,prec_id,current_2022_district,new_2026_district,dominant_district_changed,current_2022_dominant_weight,new_2026_dominant_weight,current_2022_split_count,new_2026_split_count
HAMILTON - 003372,HAMILTON,003372,3,3,0,1.0,1.0,1,1
HAMILTON - 003374,HAMILTON,003374,3,3,0,1.0,1.0,1,1
HAMILTON - 003375,HAMILTON,003375,3,3,0,1.0,1.0,1,1
HAMILTON - 003376,HAMILTON,003376,3,3,0,1.0,1.0,1,1
HAMILTON - 003377,HAMILTON,003377,3,3,0,1.0,1.0,1,1
HAMILTON - 003378,HAMILTON,003378,3,3,0,1.0,1.0,1,1
HAMILTON - 003379,HAMILTON,003379,3,3,0,1.0,1.0,1,1
HAMILTON - 003380,HAMILTON,003380,3,3,0,1.0,1.0,1,1
HAMILTON - 003381,HAMILTON,003381,3,3,0,1.0,1.0,1,1
HAMILTON - 003382,HAMILTON,003382,3,3,0,1.0,1.0,1,1
HAMILTON - 003383,HAMILTON,003383,3,3,0,1.0,1.0,1,1
HAMILTON - 003384,HAMILTON,003384,3,3,0,1.0,1.0,1,1
HAMILTON - 003385,HAMILTON,003385,3,3,0,1.0,1.0,1,1
HAMILTON - 003386,HAMILTON,003386,3,3,0,1.0,1.0,1,1
HAMILTON - 003387,HAMILTON,003387,3,3,0,1.0,1.0,1,1
HAMILTON - 003388,HAMILTON,003388,3,3,0,0.9999824168,0.9997938842,1,1
HAMILTON - 003389,HAMILTON,003389,3,3,0,1.0,1.0,1,1
HAMILTON - 003390,HAMILTON,003390,3,3,0,1.0,1.0,1,1
HAMILTON - 003391,HAMILTON,003391,3,3,0,0.9998744431,0.9997103144,1,1
HAMILTON - 003392,HAMILTON,003392,3,3,0,1.0,1.0,1,1
HAMILTON - 003393,HAMILTON,003393,3,3,0,1.0,1.0,1,1
HAMILTON - 003394,HAMILTON,003394,3,3,0,0.9993691362,0.9987688061,1,1
HAMILTON - 003395,HAMILTON,003395,3,3,0,0.9994012302,0.9990552587,1,1
HAMILTON - 003396,HAMILTON,003396,3,3,0,1.0,1.0,1,1
HAMILTON - 003397,HAMILTON,003397,3,3,0,1.0,1.0,1,1
HAMILTON - 003398,HAMILTON,003398,3,3,0,1.0,1.0,1,1
HAMILTON - 003399,HAMILTON,003399,3,3,0,1.0,1.0,1,1
HAMILTON - 003400,HAMILTON,003400,3,3,0,1.0,1.0,1,1
HAMILTON - 003401,HAMILTON,003401,3,3,0,0.9999140773,0.999967563,2,2
HAMILTON - 003402,HAMILTON,003402,3,3,0,1.0,1.0,1,1
HAMILTON - 003403,HAMILTON,003403,3,3,0,0.9999897788,0.999999568,2,2
HAMILTON - 003404,HAMILTON,003404,3,3,0,1.0,1.0,1,1
HAMILTON - 003405,HAMILTON,003405,3,3,0,1.0,1.0,1,1
HAMILTON - 003406,HAMILTON,003406,3,3,0,1.0,1.0,1,1
HAMILTON - 003407,HAMILTON,003407,3,3,0,1.0,1.0,1,1
HAMILTON - 003408,HAMILTON,003408,3,3,0,1.0,1.0,1,1
HAMILTON - 003409,HAMILTON,003409,3,3,0,1.0,1.0,1,1
HAMILTON - 003410,HAMILTON,003410,3,3,0,1.0,1.0,1,1
HAMILTON - 003411,HAMILTON,003411,3,3,0,1.0,1.0,1,1
HAMILTON - 003412,HAMILTON,003412,3,3,0,1.0,1.0,1,1
HAMILTON - 003413,HAMILTON,003413,3,3,0,1.0,1.0,1,1
HAMILTON - 003414,HAMILTON,003414,3,3,0,1.0,1.0,1,1
HAMILTON - 003415,HAMILTON,003415,3,3,0,1.0,1.0,1,1
HAMILTON - 003416,HAMILTON,003416,3,3,0,1.0,1.0,1,1
HAMILTON - 003417,HAMILTON,003417,3,3,0,1.0,1.0,1,1
HAMILTON - 003418,HAMILTON,003418,3,3,0,1.0,1.0,1,1
HAMILTON - 003419,HAMILTON,003419,3,3,0,0.999976909,0.9996571007,1,1
HAMILTON - 003420,HAMILTON,003420,3,3,0,1.0,1.0,1,1
HAMILTON - 003421,HAMILTON,003421,3,3,0,0.9987281402,0.9987154896,2,2
HAMILTON - 003422,HAMILTON,003422,3,3,0,1.0,1.0,1,1
HAMILTON - 003423,HAMILTON,003423,3,3,0,1.0,1.0,1,1
HAMILTON - 003424,HAMILTON,003424,3,3,0,1.0,1.0,1,1
HAMILTON - 003425,HAMILTON,003425,3,3,0,1.0,1.0,1,1
HAMILTON - 003426,HAMILTON,003426,3,3,0,0.9999990696,0.9998775209,1,1
HAMILTON - 003427,HAMILTON,003427,3,3,0,1.0,1.0,1,1
HAMILTON - 003428,HAMILTON,003428,3,3,0,1.0,1.0,1,1
HAMILTON - 003429,HAMILTON,003429,3,3,0,0.9999972708,1.0,2,1
HAMILTON - 003430,HAMILTON,003430,3,3,0,1.0,1.0,1,1
HAMILTON - 003431,HAMILTON,003431,3,3,0,0.9998952753,0.9999246499,2,2
HAMILTON - 003432,HAMILTON,003432,3,3,0,1.0,1.0,1,1
HAMILTON - 003433,HAMILTON,003433,3,3,0,1.0,1.0,1,1
HAMILTON - 003434,HAMILTON,003434,3,3,0,1.0,1.0,1,1
HAMILTON - 003435,HAMILTON,003435,3,3,0,1.0,1.0,1,1
HAMILTON - 003436,HAMILTON,003436,3,3,0,1.0,1.0,1,1
HAMILTON - 003437,HAMILTON,003437,3,3,0,1.0,1.0,1,1
HAMILTON - 003438,HAMILTON,003438,3,3,0,1.0,1.0,1,1
HAMILTON - 003439,HAMILTON,003439,3,3,0,1.0,1.0,1,1
HAMILTON - 003440,HAMILTON,003440,3,3,0,1.0,1.0,1,1
HAMILTON - 003441,HAMILTON,003441,3,3,0,1.0,1.0,1,1
HAMILTON - 003442,HAMILTON,003442,3,3,0,1.0,1.0,1,1
HAMILTON - 003443,HAMILTON,003443,3,3,0,1.0,1.0,1,1
HAMILTON - 003444,HAMILTON,003444,3,3,0,1.0,1.0,1,1
HAMILTON - 003445,HAMILTON,003445,3,3,0,1.0,1.0,1,1
HAMILTON - 003446,HAMILTON,003446,3,3,0,1.0,1.0,1,1
HAMILTON - 003447,HAMILTON,003447,3,3,0,1.0,1.0,1,1
HAMILTON - 003448,HAMILTON,003448,3,3,0,1.0,1.0,1,1
HAMILTON - 003449,HAMILTON,003449,3,3,0,1.0,1.0,1,1
HAMILTON - 003450,HAMILTON,003450,3,3,0,1.0,1.0,1,1
HAMILTON - 003451,HAMILTON,003451,3,3,0,1.0,1.0,1,1
HAMILTON - 003452,HAMILTON,003452,3,3,0,1.0,1.0,1,1
HAMILTON - 003453,HAMILTON,003453,3,3,0,1.0,1.0,1,1
HAMILTON - 003454,HAMILTON,003454,3,3,0,1.0,1.0,1,1
HAMILTON - 003455,HAMILTON,003455,3,3,0,0.9996524471,0.9998508814,2,2
HAMILTON - 003456,HAMILTON,003456,3,3,0,0.9999976436,1.0,2,1
HAMILTON - 003457,HAMILTON,003457,3,3,0,1.0,1.0,1,1
HAMILTON - 003458,HAMILTON,003458,3,3,0,1.0,1.0,1,1
HAMILTON - 003459,HAMILTON,003459,3,3,0,1.0,1.0,1,1
HAMILTON - 003460,HAMILTON,003460,3,3,0,1.0,1.0,1,1
HAMILTON - 003461,HAMILTON,003461,3,3,0,1.0,1.0,1,1
HAMILTON - 003462,HAMILTON,003462,3,3,0,1.0,1.0,1,1
HAMILTON - 003463,HAMILTON,003463,3,3,0,0.999895521,0.9996094346,1,1
HAMILTON - 003464,HAMILTON,003464,3,3,0,1.0,1.0,1,1
HAMILTON - 003465,HAMILTON,003465,3,3,0,1.0,1.0,1,1
HAMILTON - 003466,HAMILTON,003466,3,3,0,1.0,1.0,1,1
HAMILTON - 003467,HAMILTON,003467,3,3,0,1.0,1.0,1,1
HAMILTON - 003468,HAMILTON,003468,3,3,0,1.0,1.0,1,1
HAMILTON - 003469,HAMILTON,003469,3,3,0,1.0,1.0,1,1
HAMILTON - 003470,HAMILTON,003470,3,3,0,1.0,1.0,1,1
HAMILTON - 003471,HAMILTON,003471,3,3,0,0.9993136815,0.9993576044,2,2
HAMILTON - 003472,HAMILTON,003472,3,3,0,1.0,1.0,1,1
HAMILTON - 003473,HAMILTON,003473,3,3,0,1.0,1.0,1,1
HAMILTON - 003474,HAMILTON,003474,3,3,0,0.9997615518,0.9992905488,1,1
HAMILTON - 003475,HAMILTON,003475,3,3,0,1.0,1.0,1,1
HAMILTON - 003476,HAMILTON,003476,3,3,0,1.0,1.0,1,1
HAMILTON - 003477,HAMILTON,003477,3,3,0,1.0,1.0,1,1
HANCOCK - 000001,HANCOCK,000001,1,1,0,0.9996523765,0.9996080984,2,2
HANCOCK - 000002,HANCOCK,000002,1,1,0,1.0,1.0,1,1
HANCOCK - 000003,HANCOCK,000003,1,1,0,0.9999712521,0.9999982484,1,1
HANCOCK - 000004,HANCOCK,000004,1,1,0,0.9999424055,0.9999786234,1,1
HANCOCK - 000005,HANCOCK,000005,1,1,0,0.9998928079,0.9998894723,2,2
HANCOCK - 000006,HANCOCK,000006,1,1,0,1.0,1.0,1,1
HANCOCK - 000007,HANCOCK,000007,1,1,0,0.9999299645,0.9999342273,2,2
HARDEMAN - 003601,HARDEMAN,003601,8,9,1,1.0,1.0,1,1
HARDEMAN - 003602,HARDEMAN,003602,8,9,1,1.0,1.0,1,1
HARDEMAN - 003603,HARDEMAN,003603,8,9,1,1.0,0.999999997,1,2
HARDEMAN - 003604,HARDEMAN,003604,8,9,1,1.0,1.0,1,1
HARDEMAN - 003605,HARDEMAN,003605,8,9,1,0.999985505,0.9999544465,1,1
HARDEMAN - 003606,HARDEMAN,003606,8,9,1,1.0,1.0,1,1
HARDEMAN - 003607,HARDEMAN,003607,8,9,1,1.0,0.9999285806,1,2
HARDEMAN - 003608,HARDEMAN,003608,8,9,1,1.0,0.9999962933,1,2
HARDEMAN - 003609,HARDEMAN,003609,8,9,1,1.0,0.9999790734,1,2
HARDEMAN - 003610,HARDEMAN,003610,8,9,1,1.0,1.0,1,1
HARDEMAN - 003611,HARDEMAN,003611,8,9,1,0.99994752,0.9998758227,1,1
HARDEMAN - 003612,HARDEMAN,003612,8,9,1,0.9999945149,0.9999592046,1,1
HARDEMAN - 003613,HARDEMAN,003613,8,9,1,0.9999294334,0.9998725128,1,1
HARDIN - 003701,HARDIN,003701,8,9,1,1.0,1.0,1,1
HARDIN - 003702,HARDIN,003702,8,9,1,1.0,1.0,1,1
HARDIN - 003703,HARDIN,003703,8,9,1,1.0,1.0,1,1
HARDIN - 003704,HARDIN,003704,8,9,1,1.0,1.0,1,1
HARDIN - 003705,HARDIN,003705,8,9,1,1.0,1.0,1,1
HARDIN - 003706,HARDIN,003706,8,9,1,0.9996933821,0.9998270678,2,2
HARDIN - 003707,HARDIN,003707,8,9,1,1.0,1.0,1,1
HARDIN - 003708,HARDIN,003708,8,9,1,1.0,1.0,1,1
HARDIN - 003709,HARDIN,003709,8,9,1,0.9999999384,1.0,2,1
HARDIN - 003710,HARDIN,003710,8,9,1,1.0,1.0,1,1
HARDIN - 003711,HARDIN,003711,8,9,1,0.9997597558,1.0,2,1
HARDIN - 003712,HARDIN,003712,8,9,1,1.0,1.0,1,1
HARDIN - 003713,HARDIN,003713,8,9,1,0.999946381,0.9999179043,1,1
HARDIN - 003714,HARDIN,003714,8,9,1,0.9999117432,0.9998170642,1,1
HARDIN - 003715,HARDIN,003715,8,9,1,0.9999789371,0.999926302,2,1
HARDIN - 003716,HARDIN,003716,8,9,1,1.0,1.0,1,1
HARDIN - 003717,HARDIN,003717,8,9,1,1.0,0.9999964014,1,2
HARDIN - 003718,HARDIN,003718,8,9,1,0.9996354456,0.9996360254,2,2
HAWKINS - 003801,HAWKINS,003801,1,1,0,1.0,1.0,1,1
HAWKINS - 003802,HAWKINS,003802,1,1,0,1.0,1.0,1,1
HAWKINS - 003803,HAWKINS,003803,1,1,0,1.0,1.0,1,1
HAWKINS - 003805,HAWKINS,003805,1,1,0,1.0,1.0,1,1
HAWKINS - 003806,HAWKINS,003806,1,1,0,1.0,1.0,1,1
HAWKINS - 003808,HAWKINS,003808,1,1,0,0.9997938847,0.9999203917,1,1
HAWKINS - 003809,HAWKINS,003809,1,1,0,1.0,1.0,1,1
HAWKINS - 003811,HAWKINS,003811,1,1,0,0.9999661656,0.9999805259,1,1
HAWKINS - 003812,HAWKINS,003812,1,1,0,1.0,1.0,1,1
HAWKINS - 003813,HAWKINS,003813,1,1,0,1.0,1.0,1,1
HAWKINS - 003814,HAWKINS,003814,1,1,0,1.0,1.0,1,1
HAWKINS - 003816,HAWKINS,003816,1,1,0,1.0,1.0,1,1
HAWKINS - 003817,HAWKINS,003817,1,1,0,0.9999137778,0.9999085153,2,2
HAWKINS - 003818,HAWKINS,003818,1,1,0,1.0,1.0,1,1
HAWKINS - 003819,HAWKINS,003819,1,1,0,1.0,1.0,1,1
HAWKINS - 003820,HAWKINS,003820,1,1,0,1.0,1.0,1,1
HAWKINS - 003823,HAWKINS,003823,1,1,0,1.0,1.0,1,1
HAWKINS - 003824,HAWKINS,003824,1,1,0,1.0,1.0,1,1
HAWKINS - 003825,HAWKINS,003825,1,1,0,1.0,1.0,1,1
HAWKINS - 003826,HAWKINS,003826,1,1,0,1.0,1.0,1,1
HAYWOOD - 003901,HAYWOOD,003901,8,8,0,1.0,1.0,1,1
HAYWOOD - 003902,HAYWOOD,003902,8,8,0,1.0,1.0,1,1
HAYWOOD - 003903,HAYWOOD,003903,8,8,0,1.0,1.0,1,1
HAYWOOD - 003904,HAYWOOD,003904,8,8,0,1.0,1.0,1,1
HAYWOOD - 003905,HAYWOOD,003905,8,8,0,1.0,0.999981844,1,2
HAYWOOD - 003906,HAYWOOD,003906,8,8,0,1.0,0.999945518,1,2
HAYWOOD - 003910,HAYWOOD,003910,8,8,0,1.0,1.0,1,1
HAYWOOD - 003912,HAYWOOD,003912,8,8,0,1.0,1.0,1,1
HAYWOOD - 003913,HAYWOOD,003913,8,8,0,1.0,0.9999723355,1,2
HAYWOOD - 003914,HAYWOOD,003914,8,8,0,1.0,0.9998817448,1,2
HAYWOOD - 003915,HAYWOOD,003915,8,8,0,1.0,1.0,1,1
HENDERSON - 004001,HENDERSON,004001,8,8,0,1.0,1.0,1,1
HENDERSON - 004002,HENDERSON,004002,8,8,0,1.0,1.0,1,1
HENDERSON - 004003,HENDERSON,004003,8,8,0,1.0,1.0,1,1
HENDERSON - 004004,HENDERSON,004004,8,8,0,1.0,1.0,1,1
HENDERSON - 004005,HENDERSON,004005,8,8,0,1.0,1.0,1,1
HENDERSON - 004006,HENDERSON,004006,8,8,0,1.0,1.0,1,1
HENDERSON - 004007,HENDERSON,004007,8,8,0,1.0,1.0,1,1
HENDERSON - 004008,HENDERSON,004008,8,8,0,0.9999988702,1.0,2,1
HENDERSON - 004009,HENDERSON,004009,8,8,0,0.9999460596,1.0,2,1
HENDERSON - 004010,HENDERSON,004010,8,8,0,1.0,1.0,1,1
HENDERSON - 004011,HENDERSON,004011,8,8,0,1.0,1.0,1,1
HENDERSON - 004012,HENDERSON,004012,8,8,0,0.9999715485,1.0,2,1
HENDERSON - 004013,HENDERSON,004013,8,8,0,1.0,1.0,1,1
HENDERSON - 004014,HENDERSON,004014,8,8,0,0.9999999996,1.0,2,1
HENDERSON - 004015,HENDERSON,004015,8,8,0,0.999999681,0.9998956996,2,2
HENRY - 004101,HENRY,004101,8,5,1,0.9999737023,0.9999890811,1,1
HENRY - 004102,HENRY,004102,8,5,1,1.0,0.9999475387,1,2
HENRY - 004103,HENRY,004103,8,5,1,0.9999844815,1.0,2,1
HENRY - 004104,HENRY,004104,8,5,1,1.0,1.0,1,1
HENRY - 004105,HENRY,004105,8,5,1,1.0,1.0,1,1
HENRY - 004106,HENRY,004106,8,5,1,1.0,1.0,1,1
HENRY - 004107,HENRY,004107,8,5,1,0.9999556233,0.9999814827,1,1
HENRY - 004108,HENRY,004108,8,5,1,1.0,0.99993194,1,2
HENRY - 004109,HENRY,004109,8,5,1,1.0,1.0,1,1
HENRY - 004110,HENRY,004110,8,5,1,1.0,1.0,1,1
HENRY - 004111,HENRY,004111,8,5,1,0.9991789581,1.0,2,1
HENRY - 004112,HENRY,004112,8,5,1,0.9999139694,1.0,2,1
HENRY - 004113,HENRY,004113,8,5,1,0.9997380965,1.0,2,1
HICKMAN - 004201,HICKMAN,004201,7,5,1,1.0,0.9999783011,1,2
HICKMAN - 004202,HICKMAN,004202,7,5,1,1.0,1.0,1,1
HICKMAN - 004203,HICKMAN,004203,7,5,1,1.0,0.9999023152,1,2
HICKMAN - 004204,HICKMAN,004204,7,5,1,1.0,1.0,1,1
HICKMAN - 004205,HICKMAN,004205,7,5,1,1.0,1.0,1,1
HICKMAN - 004206,HICKMAN,004206,7,5,1,0.9999856314,1.0,2,1
HICKMAN - 004207,HICKMAN,004207,7,5,1,1.0,1.0,1,1
HICKMAN - 004208,HICKMAN,004208,7,5,1,0.9997433956,1.0,2,1
HICKMAN - 004209,HICKMAN,004209,7,5,1,1.0,1.0,1,1
HICKMAN - 004210,HICKMAN,004210,7,5,1,0.9998639955,1.0,2,1
HICKMAN - 004211,HICKMAN,004211,7,5,1,0.9998141972,0.9997887943,2,2
HICKMAN - 004212,HICKMAN,004212,7,5,1,1.0,1.0,1,1
HICKMAN - 004213,HICKMAN,004213,7,5,1,1.0,1.0,1,1
HICKMAN - 004214,HICKMAN,004214,7,5,1,1.0,1.0,1,1
HOUSTON - 004301,HOUSTON,004301,7,5,1,1.0,1.0,1,1
HOUSTON - 004302,HOUSTON,004302,7,5,1,1.0,1.0,1,1
HOUSTON - 004303,HOUSTON,004303,7,5,1,1.0,1.0,1,1
HOUSTON - 004304,HOUSTON,004304,7,5,1,1.0,1.0,1,1
HOUSTON - 004305,HOUSTON,004305,7,5,1,1.0,0.9999662443,1,2
HOUSTON - 004306,HOUSTON,004306,7,5,1,1.0,0.9999928061,1,2
HOUSTON - 004307,HOUSTON,004307,7,5,1,1.0,0.9999271192,1,2
HUMPHREYS - 004401,HUMPHREYS,004401,7,5,1,1.0,1.0,1,1
HUMPHREYS - 004402,HUMPHREYS,004402,7,5,1,1.0,1.0,1,1
HUMPHREYS - 004403,HUMPHREYS,004403,7,5,1,1.0,1.0,1,1
HUMPHREYS - 004404,HUMPHREYS,004404,7,5,1,1.0,1.0,1,1
HUMPHREYS - 004405,HUMPHREYS,004405,7,5,1,1.0,0.9998920444,1,2
HUMPHREYS - 004406,HUMPHREYS,004406,7,5,1,1.0,0.9998441326,1,2
HUMPHREYS - 004407,HUMPHREYS,004407,7,5,1,1.0,0.9999695035,1,2
HUMPHREYS - 004408,HUMPHREYS,004408,7,5,1,1.0,1.0,1,1
JACKSON - 004501,JACKSON,004501,6,6,0,1.0,1.0,1,1
JACKSON - 004502,JACKSON,004502,6,6,0,1.0,1.0,1,1
JACKSON - 004503,JACKSON,004503,6,6,0,1.0,1.0,1,1
JACKSON - 004504,JACKSON,004504,6,6,0,1.0,1.0,1,1
JACKSON - 004505,JACKSON,004505,6,6,0,1.0,1.0,1,1
JACKSON - 004506,JACKSON,004506,6,6,0,1.0,1.0,1,1
JACKSON - 004507,JACKSON,004507,6,6,0,1.0,1.0,1,1
JACKSON - 004508,JACKSON,004508,6,6,0,1.0,1.0,1,1
JACKSON - 004509,JACKSON,004509,6,6,0,1.0,1.0,1,1
JACKSON - 004510,JACKSON,004510,6,6,0,1.0,1.0,1,1
JACKSON - 004511,JACKSON,004511,6,6,0,1.0,1.0,1,1
JACKSON - 004512,JACKSON,004512,6,6,0,1.0,1.0,1,1
JEFFERSON - 004601,JEFFERSON,004601,1,1,0,1.0,1.0,1,1
JEFFERSON - 004602,JEFFERSON,004602,1,1,0,0.9995956129,0.999620348,2,2
JEFFERSON - 004603,JEFFERSON,004603,1,1,0,1.0,1.0,1,1
JEFFERSON - 004604,JEFFERSON,004604,1,1,0,1.0,1.0,1,1
JEFFERSON - 004605,JEFFERSON,004605,1,1,0,0.9998135809,0.9998699335,2,2
JEFFERSON - 004606,JEFFERSON,004606,1,1,0,1.0,1.0,1,1
JEFFERSON - 004607,JEFFERSON,004607,1,1,0,0.6238411171,0.6238905061,2,2
JEFFERSON - 004608,JEFFERSON,004608,1,1,0,0.9998603241,0.9998699131,2,2
JEFFERSON - 004609,JEFFERSON,004609,1,1,0,1.0,1.0,1,1
JEFFERSON - 004610,JEFFERSON,004610,1,1,0,1.0,1.0,1,1
JEFFERSON - 004611,JEFFERSON,004611,1,1,0,1.0,1.0,1,1
JOHNSON - 004701,JOHNSON,004701,1,1,0,0.9992087262,0.9991709178,1,1
JOHNSON - 004702,JOHNSON,004702,1,1,0,1.0,1.0,1,1
JOHNSON - 004703,JOHNSON,004703,1,1,0,0.999758444,0.9997292564,1,1
JOHNSON - 004704,JOHNSON,004704,1,1,0,0.9997333053,0.9996956071,1,1
JOHNSON - 004705,JOHNSON,004705,1,1,0,1.0,1.0,1,1
JOHNSON - 004706,JOHNSON,004706,1,1,0,0.9999936634,1.0,1,1
JOHNSON - 004707,JOHNSON,004707,1,1,0,1.0,1.0,1,1
JOHNSON - 004708,JOHNSON,004708,1,1,0,1.0,1.0,1,1
JOHNSON - 004709,JOHNSON,004709,1,1,0,0.9998222822,0.999788522,1,1
JOHNSON - 004710,JOHNSON,004710,1,1,0,0.9983944295,0.998327036,1,1
KNOX - 004801,KNOX,004801,2,2,0,1.0,1.0,1,1
KNOX - 004802,KNOX,004802,2,2,0,1.0,1.0,1,1
KNOX - 004803,KNOX,004803,2,2,0,1.0,1.0,1,1
KNOX - 004804,KNOX,004804,2,2,0,1.0,1.0,1,1
KNOX - 004805,KNOX,004805,2,2,0,1.0,1.0,1,1
KNOX - 004806,KNOX,004806,2,2,0,1.0,1.0,1,1
KNOX - 004807,KNOX,004807,2,2,0,1.0,1.0,1,1
KNOX - 004808,KNOX,004808,2,2,0,1.0,1.0,1,1
KNOX - 004809,KNOX,004809,2,2,0,1.0,1.0,1,1
KNOX - 004810,KNOX,004810,2,2,0,0.9988081972,0.9989183793,2,2
KNOX - 004811,KNOX,004811,2,2,0,1.0,1.0,1,1
KNOX - 004812,KNOX,004812,2,2,0,1.0,1.0,1,1
KNOX - 004813,KNOX,004813,2,2,0,1.0,1.0,1,1
KNOX - 004814,KNOX,004814,2,2,0,1.0,1.0,1,1
KNOX - 004815,KNOX,004815,2,2,0,0.9998772505,0.9998551953,2,2
KNOX - 004816,KNOX,004816,2,2,0,1.0,1.0,1,1
KNOX - 004817,KNOX,004817,2,2,0,0.9998344157,0.9997337308,2,2
KNOX - 004818,KNOX,004818,2,2,0,1.0,1.0,1,1
KNOX - 004819,KNOX,004819,2,2,0,1.0,1.0,1,1
KNOX - 004820,KNOX,004820,2,2,0,1.0,1.0,1,1
KNOX - 004821,KNOX,004821,2,2,0,1.0,1.0,1,1
KNOX - 004822,KNOX,004822,2,2,0,0.9991961509,0.9990101421,2,2
KNOX - 004823,KNOX,004823,2,2,0,1.0,0.9999999989,1,2
KNOX - 004824,KNOX,004824,2,2,0,1.0,1.0,1,1
KNOX - 004826,KNOX,004826,2,2,0,1.0,1.0,1,1
KNOX - 004827,KNOX,004827,2,2,0,1.0,1.0,1,1
KNOX - 004828,KNOX,004828,2,2,0,1.0,1.0,1,1
KNOX - 004829,KNOX,004829,2,2,0,1.0,1.0,1,1
KNOX - 004831,KNOX,004831,2,2,0,1.0,1.0,1,1
KNOX - 004832,KNOX,004832,2,2,0,1.0,1.0,1,1
KNOX - 004833,KNOX,004833,2,2,0,1.0,1.0,1,1
KNOX - 004834,KNOX,004834,2,2,0,1.0,1.0,1,1
KNOX - 004835,KNOX,004835,2,2,0,1.0,1.0,1,1
KNOX - 004836,KNOX,004836,2,2,0,1.0,1.0,1,1
KNOX - 004837,KNOX,004837,2,2,0,1.0,1.0,1,1
KNOX - 004838,KNOX,004838,2,2,0,1.0,1.0,1,1
KNOX - 004839,KNOX,004839,2,2,0,1.0,1.0,1,1
KNOX - 004840,KNOX,004840,2,2,0,1.0,1.0,1,1
KNOX - 004841,KNOX,004841,2,2,0,1.0,1.0,1,1
KNOX - 004842,KNOX,004842,2,2,0,1.0,1.0,1,1
KNOX - 004844,KNOX,004844,2,2,0,0.9993552483,0.9993828151,2,2
KNOX - 004845,KNOX,004845,2,2,0,1.0,1.0,1,1
KNOX - 004846,KNOX,004846,2,2,0,0.9989416749,0.9990479197,2,2
KNOX - 004847,KNOX,004847,2,2,0,1.0,1.0,1,1
KNOX - 004848,KNOX,004848,2,2,0,1.0,1.0,1,1
KNOX - 004849,KNOX,004849,2,2,0,0.9974208599,0.9976769949,2,2
KNOX - 004850,KNOX,004850,2,2,0,1.0,1.0,1,1
KNOX - 004851,KNOX,004851,2,2,0,1.0,1.0,1,1
KNOX - 004852,KNOX,004852,2,2,0,1.0,1.0,1,1
KNOX - 004853,KNOX,004853,2,2,0,1.0,1.0,1,1
KNOX - 004854,KNOX,004854,2,2,0,1.0,1.0,1,1
KNOX - 004855,KNOX,004855,2,2,0,1.0,1.0,1,1
KNOX - 004856,KNOX,004856,2,2,0,1.0,1.0,1,1
KNOX - 004857,KNOX,004857,2,2,0,1.0,1.0,1,1
KNOX - 004858,KNOX,004858,2,2,0,1.0,1.0,1,1
KNOX - 004859,KNOX,004859,2,2,0,1.0,1.0,1,1
KNOX - 004860,KNOX,004860,2,2,0,1.0,1.0,1,1
KNOX - 004861,KNOX,004861,2,2,0,1.0,1.0,1,1
KNOX - 004862,KNOX,004862,2,2,0,1.0,1.0,1,1
KNOX - 004863,KNOX,004863,2,2,0,1.0,1.0,1,1
KNOX - 004864,KNOX,004864,2,2,0,1.0,1.0,1,1
KNOX - 004865,KNOX,004865,2,2,0,1.0,1.0,1,1
KNOX - 004867,KNOX,004867,2,2,0,1.0,1.0,1,1
KNOX - 004868,KNOX,004868,2,2,0,1.0,1.0,1,1
KNOX - 004870,KNOX,004870,2,2,0,1.0,1.0,1,1
KNOX - 004871,KNOX,004871,2,2,0,1.0,1.0,1,1
KNOX - 004872,KNOX,004872,2,2,0,1.0,1.0,1,1
KNOX - 004873,KNOX,004873,2,2,0,1.0,1.0,1,1
KNOX - 004875,KNOX,004875,2,2,0,1.0,1.0,1,1
KNOX - 004876,KNOX,004876,2,2,0,1.0,1.0,1,1
KNOX - 004877,KNOX,004877,2,2,0,1.0,1.0,1,1
KNOX - 004879,KNOX,004879,2,2,0,1.0,1.0,1,1
KNOX - 004880,KNOX,004880,2,2,0,1.0,1.0,1,1
KNOX - 004881,KNOX,004881,2,2,0,1.0,1.0,1,1
KNOX - 004882,KNOX,004882,2,2,0,1.0,1.0,1,1
KNOX - 004883,KNOX,004883,2,2,0,1.0,1.0,1,1
KNOX - 004884,KNOX,004884,2,2,0,1.0,1.0,1,1
KNOX - 004885,KNOX,004885,2,2,0,1.0,1.0,1,1
KNOX - 004886,KNOX,004886,2,2,0,1.0,1.0,1,1
KNOX - 004887,KNOX,004887,2,2,0,1.0,1.0,1,1
KNOX - 004888,KNOX,004888,2,2,0,1.0,1.0,1,1
KNOX - 004890,KNOX,004890,2,2,0,0.999043744,0.9991278973,2,2
KNOX - 004891,KNOX,004891,2,2,0,1.0,1.0,1,1
KNOX - 004892,KNOX,004892,2,2,0,0.999738364,0.9997435447,2,2
KNOX - 004893,KNOX,004893,2,2,0,1.0,1.0,1,1
KNOX - 004894,KNOX,004894,2,2,0,1.0,1.0,1,1
KNOX - 004895,KNOX,004895,2,2,0,1.0,1.0,1,1
KNOX - 004896,KNOX,004896,2,2,0,1.0,1.0,1,1
KNOX - 004897,KNOX,004897,2,2,0,1.0,1.0,1,1
LAKE - 004951,LAKE,004951,8,5,1,0.9999180391,0.9999185985,1,1
LAKE - 004952,LAKE,004952,8,5,1,0.9999729614,0.9999467832,1,1
