geoid,nyt_key,prctseq,label,vtd20,vtd_name,weight,county_norm,county_fp
47065-Eastside,Eastside,30,Eastside,003379,Courthouse 1,0.039067928645078714,HAMILTON,065
47065-Eastside,Eastside,30,Eastside,003400,Eastside 2,0.02094838805430692,HAMILTON,065
47065-Eastside,Eastside,30,Eastside,003385,Downtown 2,0.013582920383528822,HAMILTON,065
47065-Fairmount,Fairmount,31,Fairmount,003401,Fairmount,1.0,HAMILTON,065
47065-Falling Water A,Falling Water A,32,Falling Water A,003402,Falling Water,0.3198706172461083,HAMILTON,065
47065-Falling Water A,Falling Water A,32,Falling Water A,003439,Northwoods 2,0.3017469024733618,HAMILTON,065
47065-Falling Water A,Falling Water A,32,Falling Water A,003461,Soddy Daisy 2,0.21139713491838535,HAMILTON,065
47065-Falling Water A,Falling Water A,32,Falling Water A,003447,Pleasant Grove 2,0.09827722784724907,HAMILTON,065
47065-Falling Water A,Falling Water A,32,Falling Water A,003446,Pleasant Grove 1,0.06870811751489535,HAMILTON,065
47065-Falling Water B,Falling Water B,33,Falling Water B,003402,Falling Water,1.0,HAMILTON,065
47065-Flat Top Mountain,Flat Top Mountain,34,Flat Top Mountain,003403,Flat Top Mountain,0.990245523645797,HAMILTON,065
47065-Flat Top Mountain,Flat Top Mountain,34,Flat Top Mountain,003460,Soddy Daisy 1,0.009754476354203066,HAMILTON,065
47065-Ganns,Ganns,35,Ganns,003404,Ganns,0.8536497041402464,HAMILTON,065
47065-Ganns,Ganns,35,Ganns,003446,Pleasant Grove 1,0.11504820431083868,HAMILTON,065
47065-Ganns,Ganns,35,Ganns,003424,Middle Valley 1,0.031302091548914876,HAMILTON,065
47065-Glenwood,Glenwood,36,Glenwood,003396,Eastdale,0.6166523109660643,HAMILTON,065
47065-Glenwood,Glenwood,36,Glenwood,003405,Glenwood,0.38334768903393573,HAMILTON,065
47065-Harrison,Harrison,37,Harrison,003407,Harrison 2,0.6440931150378384,HAMILTON,065
47065-Harrison,Harrison,37,Harrison,003406,Harrison 1,0.19032266528302588,HAMILTON,065
47065-Harrison,Harrison,37,Harrison,003432,Murray Hills 1,0.10806387070415821,HAMILTON,065
47065-Harrison,Harrison,37,Harrison,003433,Murray Hills 2,0.0575203489749776,HAMILTON,065
47065-Harrison Bay,Harrison Bay,38,Harrison Bay,003409,Harrison 4,0.3255569010431174,HAMILTON,065
47065-Harrison Bay,Harrison Bay,38,Harrison Bay,003458,Snowhill 1,0.28226188369944194,HAMILTON,065
47065-Harrison Bay,Harrison Bay,38,Harrison Bay,003410,Harrison 5,0.28187747466502966,HAMILTON,065
47065-Harrison Bay,Harrison Bay,38,Harrison Bay,003459,Snowhill 2,0.11030374059241099,HAMILTON,065
47065-Hixson,Hixson,39,Hixson,003412,Hixson 2,0.5135287298953036,HAMILTON,065
47065-Hixson,Hixson,39,Hixson,003411,Hixson 1,0.48059763651583615,HAMILTON,065
47065-Hixson,Hixson,39,Hixson,003438,Northwoods 1,0.005873633588860301,HAMILTON,065
47065-Hunter,Hunter,40,Hunter,003408,Harrison 3,0.4209410134720312,HAMILTON,065
47065-Hunter,Hunter,40,Hunter,003468,Summit 3,0.2998995172638577,HAMILTON,065
47065-Hunter,Hunter,40,Hunter,003443,Ooltewah 4,0.128001384603049,HAMILTON,065
47065-Hunter,Hunter,40,Hunter,003409,Harrison 4,0.08678778548803537,HAMILTON,065
47065-Hunter,Hunter,40,Hunter,003407,Harrison 2,0.029828305174755876,HAMILTON,065
47065-Hunter,Hunter,40,Hunter,003467,Summit 2,0.01961040386791787,HAMILTON,065
47065-Hunter,Hunter,40,Hunter,003442,Ooltewah 3,0.014931590130352999,HAMILTON,065
47065-Hurricane Creek,Hurricane Creek,41,Hurricane Creek,003474,Westview 2,0.5707307395100453,HAMILTON,065
47065-Hurricane Creek,Hurricane Creek,41,Hurricane Creek,003355,Apison 1,0.21961491975128797,HAMILTON,065
47065-Hurricane Creek,Hurricane Creek,41,Hurricane Creek,003475,Westview 3,0.09935695999154082,HAMILTON,065
47065-Hurricane Creek,Hurricane Creek,41,Hurricane Creek,003388,East Brainerd 2,0.09721451053360533,HAMILTON,065
47065-Hurricane Creek,Hurricane Creek,41,Hurricane Creek,003387,East Brainerd 1,0.013082870213520734,HAMILTON,065
47065-Kingspoint,Kingspoint,42,Kingspoint,003414,Kingspoint 1,0.36476072793317127,HAMILTON,065
47065-Kingspoint,Kingspoint,42,Kingspoint,003415,Kingspoint 2,0.315325260114818,HAMILTON,065
47065-Kingspoint,Kingspoint,42,Kingspoint,003390,East Chattanooga 2,0.13906283015987392,HAMILTON,065
47065-Kingspoint,Kingspoint,42,Kingspoint,003416,Kingspoint 3,0.06730510906769216,HAMILTON,065
47065-Kingspoint,Kingspoint,42,Kingspoint,003381,Dalewood,0.06005769614637158,HAMILTON,065
47065-Kingspoint,Kingspoint,42,Kingspoint,003389,East Chattanooga 1,0.05348837657807319,HAMILTON,065
47065-Lake Hills,Lake Hills,43,Lake Hills,003417,Lake Hills,0.9324980270230188,HAMILTON,065
47065-Lake Hills,Lake Hills,43,Lake Hills,003362,Bonny Oaks,0.0675019729769812,HAMILTON,065
47065-Lakesite,Lakesite,44,Lakesite,003418,Lakesite,0.9070773771346186,HAMILTON,065
47065-Lakesite,Lakesite,44,Lakesite,003404,Ganns,0.07664551689009082,HAMILTON,065
47065-Lakesite,Lakesite,44,Lakesite,003424,Middle Valley 1,0.016277105975290675,HAMILTON,065
47065-Lookout Mountain,Lookout Mountain,45,Lookout Mountain,003419,Lookout Mountain,0.9258630209542568,HAMILTON,065
47065-Lookout Mountain,Lookout Mountain,45,Lookout Mountain,003421,Lookout Valley 2,0.0667139563249981,HAMILTON,065
47065-Lookout Mountain,Lookout Mountain,45,Lookout Mountain,003463,St Elmo 1,0.0074230227207450665,HAMILTON,065
47065-Lookout Valley,Lookout Valley,46,Lookout Valley,003421,Lookout Valley 2,0.67320898866825,HAMILTON,065
47065-Lookout Valley,Lookout Valley,46,Lookout Valley,003420,Lookout Valley 1,0.3138981198408661,HAMILTON,065
47065-Lookout Valley,Lookout Valley,46,Lookout Valley,003464,St Elmo 2,0.012892891490883891,HAMILTON,065
47065-Lupton City,Lupton City,47,Lupton City,003422,Lupton City,0.5297206246753805,HAMILTON,065
47065-Lupton City,Lupton City,47,Lupton City,003437,Northgate 2,0.23401877728547152,HAMILTON,065
47065-Lupton City,Lupton City,47,Lupton City,003436,Northgate 1,0.21835004085393975,HAMILTON,065
47065-Lupton City,Lupton City,47,Lupton City,003465,Stuart Heights,0.017910557185208183,HAMILTON,065
47065-Meadowview,Meadowview,48,Meadowview,003361,Birchwood,0.3850416598337708,HAMILTON,065
47065-Meadowview,Meadowview,48,Meadowview,003423,Meadowview,0.31360355717461913,HAMILTON,065
47065-Meadowview,Meadowview,48,Meadowview,003458,Snowhill 1,0.26395809021566685,HAMILTON,065
47065-Meadowview,Meadowview,48,Meadowview,003459,Snowhill 2,0.03739669277594335,HAMILTON,065
47065-Middle Valley,Middle Valley,49,Middle Valley,003424,Middle Valley 1,1.0,HAMILTON,065
47065-Missionary Ridge,Missionary Ridge,50,Missionary Ridge,003426,Missionary Ridge,1.0,HAMILTON,065
47065-Mountain Creek A,Mountain Creek A,51,Mountain Creek A,003428,Mountain Creek 1,0.9890294754274461,HAMILTON,065
47065-Mountain Creek A,Mountain Creek A,51,Mountain Creek A,003450,Red Bank 3,0.010970524572553913,HAMILTON,065
47065-Mountain Creek B,Mountain Creek B,52,Mountain Creek B,003471,Valdeau,0.782629147070653,HAMILTON,065
47065-Mountain Creek B,Mountain Creek B,52,Mountain Creek B,003428,Mountain Creek 1,0.20833943119144066,HAMILTON,065
47065-Mountain Creek B,Mountain Creek B,52,Mountain Creek B,003472,Walden,0.009031421737906418,HAMILTON,065
47065-Mountain Creek C,Mountain Creek C,53,Mountain Creek C,003430,Mountain Creek 3,0.8357934886125877,HAMILTON,065
47065-Mountain Creek C,Mountain Creek C,53,Mountain Creek C,003429,Mountain Creek 2,0.14684098415518154,HAMILTON,065
47065-Mountain Creek C,Mountain Creek C,53,Mountain Creek C,003427,Moccasin Bend,0.009495706725121011,HAMILTON,065
47065-Mountain Creek C,Mountain Creek C,53,Mountain Creek C,003448,Red Bank 1,0.00786982050710969,HAMILTON,065
47065-Mowbray A,Mowbray A,54,Mowbray A,003431,Mowbray,1.0,HAMILTON,065
47065-Mowbray B,Mowbray B,55,Mowbray B,003431,Mowbray,0.9947598944400845,HAMILTON,065
47065-Mowbray B,Mowbray B,55,Mowbray B,003460,Soddy Daisy 1,0.0052401055599154665,HAMILTON,065
47065-Murray Hills,Murray Hills,56,Murray Hills,003432,Murray Hills 1,0.9047893413571982,HAMILTON,065
47065-Murray Hills,Murray Hills,56,Murray Hills,003433,Murray Hills 2,0.09521065864280182,HAMILTON,065
47065-North Chattanooga A,North Chattanooga A,57,North Chattanooga A,003427,Moccasin Bend,0.9647170943297274,HAMILTON,065
47065-North Chattanooga A,North Chattanooga A,57,North Chattanooga A,003435,North Chattanooga 2,0.03528290567027253,HAMILTON,065
47065-North Chattanooga B,North Chattanooga B,58,North Chattanooga B,003427,Moccasin Bend,1.0,HAMILTON,065
47065-Northgate,Northgate,59,Northgate,003413,Hixson 3,0.7327388148933452,HAMILTON,065
47065-Northgate,Northgate,59,Northgate,003412,Hixson 2,0.11734498316368482,HAMILTON,065
47065-Northgate,Northgate,59,Northgate,003437,Northgate 2,0.1162943399020326,HAMILTON,065
47065-Northgate,Northgate,59,Northgate,003386,DuPont,0.03362186204093742,HAMILTON,065
47065-Northshore,Northshore,60,Northshore,003434,North Chattanooga 1,0.651708277631561,HAMILTON,065
47065-Northshore,Northshore,60,Northshore,003435,North Chattanooga 2,0.25773423374763366,HAMILTON,065
47065-Northshore,Northshore,60,Northshore,003454,Riverview,0.05771720596579045,HAMILTON,065
47065-Northshore,Northshore,60,Northshore,003465,Stuart Heights,0.032840282655014943,HAMILTON,065
47065-Northwoods,Northwoods,61,Northwoods,003438,Northwoods 1,0.3667682228092179,HAMILTON,065
47065-Northwoods,Northwoods,61,Northwoods,003428,Mountain Creek 1,0.3129480513637415,HAMILTON,065
47065-Northwoods,Northwoods,61,Northwoods,003439,Northwoods 2,0.20153702672447493,HAMILTON,065
47065-Northwoods,Northwoods,61,Northwoods,003436,Northgate 1,0.11874669910256572,HAMILTON,065
47065-Ooltewah,Ooltewah,62,Ooltewah,003443,Ooltewah 4,0.8398280509391678,HAMILTON,065
47065-Ooltewah,Ooltewah,62,Ooltewah,003370,Collegedale 4,0.10731614014632239,HAMILTON,065
47065-Ooltewah,Ooltewah,62,Ooltewah,003442,Ooltewah 3,0.0528558089145098,HAMILTON,065
47065-Ooltewah Georgetown,Ooltewah Georgetown,63,Ooltewah Georgetown,003361,Birchwood,0.8176080812852744,HAMILTON,065
47065-Ooltewah Georgetown,Ooltewah Georgetown,63,Ooltewah Georgetown,003459,Snowhill 2,0.16603281125393285,HAMILTON,065
47065-Ooltewah Georgetown,Ooltewah Georgetown,63,Ooltewah Georgetown,003443,Ooltewah 4,0.016359107460792725,HAMILTON,065
47065-Ooltewah Ringgold,Ooltewah Ringgold,64,Ooltewah Ringgold,003355,Apison 1,0.5142353159806454,HAMILTON,065
47065-Ooltewah Ringgold,Ooltewah Ringgold,64,Ooltewah Ringgold,003440,Ooltewah 1,0.2843089639676981,HAMILTON,065
47065-Ooltewah Ringgold,Ooltewah Ringgold,64,Ooltewah Ringgold,003356,Apison 2,0.20145572005165638,HAMILTON,065
47065-Pleasant Grove A,Pleasant Grove A,65,Pleasant Grove A,003446,Pleasant Grove 1,1.0,HAMILTON,065
47065-Pleasant Grove B,Pleasant Grove B,66,Pleasant Grove B,003446,Pleasant Grove 1,0.929340938578606,HAMILTON,065
47065-Pleasant Grove B,Pleasant Grove B,66,Pleasant Grove B,003424,Middle Valley 1,0.07065906142139391,HAMILTON,065
47065-Possum Creek,Possum Creek,67,Possum Creek,003360,Bakewell 2,0.8666650547983068,HAMILTON,065
47065-Possum Creek,Possum Creek,67,Possum Creek,003359,Bakewell 1,0.13333494520169314,HAMILTON,065
47065-Red Bank A,Red Bank A,68,Red Bank A,003448,Red Bank 1,0.9117868142157972,HAMILTON,065
47065-Red Bank A,Red Bank A,68,Red Bank A,003449,Red Bank 2,0.08821318578420279,HAMILTON,065
47065-Red Bank B,Red Bank B,69,Red Bank B,003450,Red Bank 3,0.8490956478670034,HAMILTON,065
47065-Red Bank B,Red Bank B,69,Red Bank B,003449,Red Bank 2,0.136534376482616,HAMILTON,065
47065-Red Bank B,Red Bank B,69,Red Bank B,003428,Mountain Creek 1,0.01436997565038055,HAMILTON,065
47065-Red Bank C,Red Bank C,70,Red Bank C,003450,Red Bank 3,0.9108519190344149,HAMILTON,065
47065-Red Bank C,Red Bank C,70,Red Bank C,003449,Red Bank 2,0.0891480809655851,HAMILTON,065
47065-Ridgedale,Ridgedale,71,Ridgedale,003399,Eastside 1,0.5239544881987233,HAMILTON,065
47065-Ridgedale,Ridgedale,71,Ridgedale,003451,Ridgedale 1,0.467706083412187,HAMILTON,065
47065-Ridgedale,Ridgedale,71,Ridgedale,003379,Courthouse 1,0.008339428389089723,HAMILTON,065
47065-Ridgeside,Ridgeside,72,Ridgeside,003453,Ridgeside,0.9405988023116718,HAMILTON,065
47065-Ridgeside,Ridgeside,72,Ridgeside,003396,Eastdale,0.059401197688328244,HAMILTON,065
47065-Riverview,Riverview,73,Riverview,003454,Riverview,0.8896324860719578,HAMILTON,065
47065-Riverview,Riverview,73,Riverview,003465,Stuart Heights,0.11036751392804224,HAMILTON,065
47065-Sale Creek,Sale Creek,74,Sale Creek,003455,Sale Creek,0.6101442341247824,HAMILTON,065
47065-Sale Creek,Sale Creek,74,Sale Creek,003359,Bakewell 1,0.34794938406115494,HAMILTON,065
47065-Sale Creek,Sale Creek,74,Sale Creek,003360,Bakewell 2,0.04190638181406275,HAMILTON,065
47065-Savannah Bay,Savannah Bay,75,Savannah Bay,003459,Snowhill 2,0.8005785369451177,HAMILTON,065
47065-Savannah Bay,Savannah Bay,75,Savannah Bay,003443,Ooltewah 4,0.19942146305488223,HAMILTON,065
47065-Sequoyah,Sequoyah,76,Sequoyah,003382,Dallas 1,0.6175694197827641,HAMILTON,065
47065-Sequoyah,Sequoyah,76,Sequoyah,003383,Dallas 2,0.36996019422434534,HAMILTON,065
47065-Sequoyah,Sequoyah,76,Sequoyah,003460,Soddy Daisy 1,0.01247038599289043,HAMILTON,065
47065-Signal Mountain A,Signal Mountain A,77,Signal Mountain A,003457,Signal Mountain 2,0.9899914399849958,HAMILTON,065
47065-Signal Mountain A,Signal Mountain A,77,Signal Mountain A,003471,Valdeau,0.010008560015004135,HAMILTON,065
47065-Signal Mountain B,Signal Mountain B,78,Signal Mountain B,003456,Signal Mountain 1,0.5642398259043988,HAMILTON,065
47065-Signal Mountain B,Signal Mountain B,78,Signal Mountain B,003401,Fairmount,0.4357601740956011,HAMILTON,065
47065-Silverdale,Silverdale,79,Silverdale,003374,Concord 3,0.29513766768224126,HAMILTON,065
47065-Silverdale,Silverdale,79,Silverdale,003470,Tyner 2,0.22569279240851914,HAMILTON,065
47065-Silverdale,Silverdale,79,Silverdale,003469,Tyner 1,0.16489516053360723,HAMILTON,065
47065-Silverdale,Silverdale,79,Silverdale,003375,Concord 4,0.1504136938313685,HAMILTON,065
47065-Silverdale,Silverdale,79,Silverdale,003377,Concord 6,0.10837124020385604,HAMILTON,065
47065-Silverdale,Silverdale,79,Silverdale,003378,Concord 7,0.055489445340407825,HAMILTON,065
47065-Soddy Daisy A,Soddy Daisy A,80,Soddy Daisy A,003461,Soddy Daisy 2,0.8477374333390155,HAMILTON,065
47065-Soddy Daisy A,Soddy Daisy A,80,Soddy Daisy A,003462,Soddy Daisy 3,0.15226256666098445,HAMILTON,065
47065-Soddy Daisy B,Soddy Daisy B,81,Soddy Daisy B,003460,Soddy Daisy 1,0.9497756566458004,HAMILTON,065
47065-Soddy Daisy B,Soddy Daisy B,81,Soddy Daisy B,003382,Dallas 1,0.05022434335419961,HAMILTON,065
47065-Soddy Daisy C,Soddy Daisy C,82,Soddy Daisy C,003460,Soddy Daisy 1,0.9489841000735828,HAMILTON,065
47065-Soddy Daisy C,Soddy Daisy C,82,Soddy Daisy C,003359,Bakewell 1,0.01753377868163381,HAMILTON,065
47065-Soddy Daisy C,Soddy Daisy C,82,Soddy Daisy C,003360,Bakewell 2,0.01260770830970999,HAMILTON,065
47065-Soddy Daisy C,Soddy Daisy C,82,Soddy Daisy C,003403,Flat Top Mountain,0.011437054575149923,HAMILTON,065
47065-Soddy Daisy C,Soddy Daisy C,82,Soddy Daisy C,003431,Mowbray,0.009437358359923393,HAMILTON,065
47065-St Elmo,St Elmo,83,St. Elmo,003463,St Elmo 1,0.535541099210046,HAMILTON,065
47065-St Elmo,St Elmo,83,St. Elmo,003385,Downtown 2,0.28232613199953344,HAMILTON,065
47065-St Elmo,St Elmo,83,St. Elmo,003427,Moccasin Bend,0.09216152135239052,HAMILTON,065
47065-St Elmo,St Elmo,83,St. Elmo,003464,St Elmo 2,0.03568759381801066,HAMILTON,065
47065-St Elmo,St Elmo,83,St. Elmo,003352,Alton Park 1,0.03556736533721302,HAMILTON,065
47065-St Elmo,St Elmo,83,St. Elmo,003353,Alton Park 2,0.0100868441451635,HAMILTON,065
47065-St Elmo,St Elmo,83,St. Elmo,003420,Lookout Valley 1,0.008629444137642888,HAMILTON,065
47065-Stuart Heights,Stuart Heights,84,Stuart Heights,003465,Stuart Heights,0.7088130934912303,HAMILTON,065
47065-Stuart Heights,Stuart Heights,84,Stuart Heights,003422,Lupton City,0.2773693267423072,HAMILTON,065
47065-Stuart Heights,Stuart Heights,84,Stuart Heights,003428,Mountain Creek 1,0.013817579766462525,HAMILTON,065
47065-Summit,Summit,85,Summit,003441,Ooltewah 2,0.445541946522702,HAMILTON,065
47065-Summit,Summit,85,Summit,003440,Ooltewah 1,0.19382605305941963,HAMILTON,065
47065-Summit,Summit,85,Summit,003378,Concord 7,0.1708372271585687,HAMILTON,065
47065-Summit,Summit,85,Summit,003467,Summit 2,0.0802517029906195,HAMILTON,065
47065-Summit,Summit,85,Summit,003469,Tyner 1,0.07285390342306959,HAMILTON,065
47065-Summit,Summit,85,Summit,003442,Ooltewah 3,0.01895591197662838,HAMILTON,065
47065-Summit,Summit,85,Summit,003443,Ooltewah 4,0.009429735210859037,HAMILTON,065
47065-Summit,Summit,85,Summit,003367,Collegedale 1,0.008303519658133076,HAMILTON,065
47065-Tyner,Tyner,86,Tyner,003469,Tyner 1,1.0,HAMILTON,065
47065-Valleybrook,Valleybrook,87,Valleybrook,003413,Hixson 3,0.4329217910000847,HAMILTON,065
47065-Valleybrook,Valleybrook,87,Valleybrook,003412,Hixson 2,0.3590226630084698,HAMILTON,065
47065-Valleybrook,Valleybrook,87,Valleybrook,003446,Pleasant Grove 1,0.1605275833161318,HAMILTON,065
47065-Valleybrook,Valleybrook,87,Valleybrook,003404,Ganns,0.04752796267531373,HAMILTON,065
47065-Walden,Walden,88,Walden,003472,Walden,0.9077908200672072,HAMILTON,065
47065-Walden,Walden,88,Walden,003401,Fairmount,0.09220917993279278,HAMILTON,065
47065-Westview A,Westview A,89,Westview A,003475,Westview 3,0.9017157573856293,HAMILTON,065
47065-Westview A,Westview A,89,Westview A,003387,East Brainerd 1,0.08086316572121816,HAMILTON,065
47065-Westview A,Westview A,89,Westview A,003375,Concord 4,0.017421076893152594,HAMILTON,065
47065-Westview B,Westview B,90,Westview B,003473,Westview 1,0.9365586094581287,HAMILTON,065
47065-Westview B,Westview B,90,Westview B,003475,Westview 3,0.0634413905418713,HAMILTON,065
47065-Wolftever,Wolftever,91,Wolftever,003466,Summit 1,0.3879809963860458,HAMILTON,065
47065-Wolftever,Wolftever,91,Wolftever,003407,Harrison 2,0.28453978812823616,HAMILTON,065
47065-Wolftever,Wolftever,91,Wolftever,003408,Harrison 3,0.17721268791144099,HAMILTON,065
47065-Wolftever,Wolftever,91,Wolftever,003409,Harrison 4,0.1371059143612081,HAMILTON,065
47065-Wolftever,Wolftever,91,Wolftever,003467,Summit 2,0.013160613213069126,HAMILTON,065
47065-Woodmore,Woodmore,92,Woodmore,003476,Woodmore 1,1.0,HAMILTON,065
47149-1-1,1-1,1,1-1,007651,1-1 LaVergne Lake Elementary School,0.5726082107248781,RUTHERFORD,149
47149-1-1,1-1,1,1-1,007654,3-1 Leanna Church of Christ,0.40129826947316993,RUTHERFORD,149
47149-1-1,1-1,1,1-1,007660,5-2 LaVergne Middle School,0.026093519801952066,RUTHERFORD,149
47149-10-1,10-1,14,10-1,007671,10-1 Rock Springs Elementary School,0.9251479637762456,RUTHERFORD,149
47149-10-1,10-1,14,10-1,007699,12-3 LaVergne High School,0.044176982408055766,RUTHERFORD,149
47149-10-1,10-1,14,10-1,007659,5-1 Cedar Grove Elementary School,0.030675053815698555,RUTHERFORD,149
47149-10-2,10-2,15,10-2,007669,9-1 Stewarts Creek Elementary School,0.5056841725089009,RUTHERFORD,149
47149-10-2,10-2,15,10-2,007672,10-2 Lifepoint Church,0.49431582749109926,RUTHERFORD,149
47149-11-1,11-1,16,11-1,007673,11-1 Smyrna Middle School,1.0,RUTHERFORD,149
47149-11-2,11-2,17,11-2,007674,11-2 StewartsboroElementary School,0.5626752639978849,RUTHERFORD,149
47149-11-2,11-2,17,11-2,007672,10-2 Lifepoint Church,0.43732473600211513,RUTHERFORD,149
47149-12-1,12-1,18,12-1,007675,12-1 TN National Guard Armory,0.7251594458068943,RUTHERFORD,149
47149-12-1,12-1,18,12-1,007676,12-2 Smyrna Elementary School,0.2528423079091208,RUTHERFORD,149
47149-12-1,12-1,18,12-1,007660,5-2 LaVergne Middle School,0.012273712775214779,RUTHERFORD,149
47149-12-1,12-1,18,12-1,007651,1-1 LaVergne Lake Elementary School,0.009724533508770117,RUTHERFORD,149
47149-12-2,12-2,19,12-2,007655,3-2 Old Jefferson Church of Christ,1.0,RUTHERFORD,149
47149-13-1,13-1,20,13-1,007678,13-2 Cason Lane Academy,0.34461309473300145,RUTHERFORD,149
47149-13-1,13-1,20,13-1,007663,7-1 New Heights Chapel,0.31648215257359674,RUTHERFORD,149
47149-13-1,13-1,20,13-1,007694,20-2 Blackman High School,0.30850043339053473,RUTHERFORD,149
47149-13-1,13-1,20,13-1,007677,13-1 Bellwood-Bowdoin Pre-School,0.030404319302867168,RUTHERFORD,149
47149-14-1,14-1,21,14-1,007683,16-1 Central Magnet School,1.0,RUTHERFORD,149
47149-14-2,14-2,22,14-2,007692,19-2 New Vision Baptist Church,0.5051726884902539,RUTHERFORD,149
47149-14-2,14-2,22,14-2,007680,14-2 Siegel Elementary School,0.23096653901724906,RUTHERFORD,149
47149-14-2,14-2,22,14-2,007679,14-1 Siegel Middle School,0.19640328112375985,RUTHERFORD,149
47149-14-2,14-2,22,14-2,007654,3-1 Leanna Church of Christ,0.04868024835454763,RUTHERFORD,149
47149-14-2,14-2,22,14-2,007698,2-1 Lascassas Elementary School,0.018777243014189596,RUTHERFORD,149
47149-15-1,15-1,23,15-1,007681,15-1 John Pittard Elementary,0.6301847241641995,RUTHERFORD,149
47149-15-1,15-1,23,15-1,007682,15-2 Northfield Elementary School,0.2766876453853925,RUTHERFORD,149
47149-15-1,15-1,23,15-1,007684,16-2 Mitchell-Neilson Primary School,0.09312763045040819,RUTHERFORD,149
47149-15-2,15-2,24,15-2,007680,14-2 Siegel Elementary School,0.5519346376172932,RUTHERFORD,149
47149-15-2,15-2,24,15-2,007682,15-2 Northfield Elementary School,0.38619302820405743,RUTHERFORD,149
47149-15-2,15-2,24,15-2,007679,14-1 Siegel Middle School,0.06187233417864926,RUTHERFORD,149
47149-16-1,16-1,25,16-1,007683,16-1 Central Magnet School,0.9794338977858809,RUTHERFORD,149
47149-16-1,16-1,25,16-1,007682,15-2 Northfield Elementary School,0.020566102214119173,RUTHERFORD,149
47149-16-2,16-2,26,16-2,007677,13-1 Bellwood-Bowdoin Pre-School,0.47616881108305914,RUTHERFORD,149
47149-16-2,16-2,26,16-2,007692,19-2 New Vision Baptist Church,0.21549529205228038,RUTHERFORD,149
47149-16-2,16-2,26,16-2,007685,16-3 Lane Agri-Park,0.21314025522614358,RUTHERFORD,149
47149-16-2,16-2,26,16-2,007683,16-1 Central Magnet School,0.08951748833588842,RUTHERFORD,149
47149-16-2,16-2,26,16-2,007664,7-2 Barfield Elementary School,0.005678153302628407,RUTHERFORD,149
47149-17-1,17-1,27,17-1,007686,17-1 North Boulevard Church of Christ,0.6172187574356044,RUTHERFORD,149
47149-17-1,17-1,27,17-1,007682,15-2 Northfield Elementary School,0.20880244448788005,RUTHERFORD,149
47149-17-1,17-1,27,17-1,007687,17-2 Kingwood Heights Church of Christ,0.09381680064965754,RUTHERFORD,149
47149-17-1,17-1,27,17-1,007688,17-3 Wesley Foundation,0.0801619974268579,RUTHERFORD,149
47149-18-1,18-1,28,18-1,007689,18-1 Patterson Park Community Center,0.8747012656822715,RUTHERFORD,149
47149-18-1,18-1,28,18-1,007690,18-2 Riverdale High School,0.05754915482823995,RUTHERFORD,149
47149-18-1,18-1,28,18-1,007695,21-1 Hobgood Elementary School,0.05184486818439537,RUTHERFORD,149
47149-18-1,18-1,28,18-1,007683,16-1 Central Magnet School,0.015904711305093237,RUTHERFORD,149
47149-18-2,18-2,29,18-2,007690,18-2 Riverdale High School,0.5265369707806637,RUTHERFORD,149
47149-18-2,18-2,29,18-2,007689,18-1 Patterson Park Community Center,0.28077778620906824,RUTHERFORD,149
47149-18-2,18-2,29,18-2,007677,13-1 Bellwood-Bowdoin Pre-School,0.11792389706144471,RUTHERFORD,149
47149-18-2,18-2,29,18-2,007662,6-2 Christiana Middle School,0.06205177726708823,RUTHERFORD,149
47149-18-2,18-2,29,18-2,007664,7-2 Barfield Elementary School,0.012709568681735091,RUTHERFORD,149
47149-19-1,19-1,30,19-1,007693,20-1 Blackman United Methodist Church,0.4426408401706987,RUTHERFORD,149
47149-19-1,19-1,30,19-1,007691,19-1 Creekmont General Baptist Church,0.17008039981663567,RUTHERFORD,149
47149-19-1,19-1,30,19-1,007663,7-1 New Heights Chapel,0.1583119659782622,RUTHERFORD,149
47149-19-1,19-1,30,19-1,007670,9-2 Browns Chapel Elementary School,0.08555496815027089,RUTHERFORD,149
47149-19-1,19-1,30,19-1,007692,19-2 New Vision Baptist Church,0.06583843741340313,RUTHERFORD,149
47149-19-1,19-1,30,19-1,007674,11-2 StewartsboroElementary School,0.043225313033208757,RUTHERFORD,149
47149-19-1,19-1,30,19-1,007694,20-2 Blackman High School,0.03434807543752058,RUTHERFORD,149
47149-2-1,2-1,2,2-1,007652,2-3 Milton Fire Station,0.507421372612621,RUTHERFORD,149
47149-2-1,2-1,2,2-1,007698,2-1 Lascassas Elementary School,0.30292974449620136,RUTHERFORD,149
47149-2-1,2-1,2,2-1,007653,2-2 Wilson Elementary School,0.15647768167441178,RUTHERFORD,149
47149-2-1,2-1,2,2-1,007654,3-1 Leanna Church of Christ,0.0331712012167658,RUTHERFORD,149
47149-2-2,2-2,3,2-2,007653,2-2 Wilson Elementary School,0.7333473302274194,RUTHERFORD,149
47149-2-2,2-2,3,2-2,007698,2-1 Lascassas Elementary School,0.2666526697725806,RUTHERFORD,149
47149-20-1,20-1,31,20-1,007694,20-2 Blackman High School,0.6098850811479775,RUTHERFORD,149
47149-20-1,20-1,31,20-1,007685,16-3 Lane Agri-Park,0.3002531378019115,RUTHERFORD,149
47149-20-1,20-1,31,20-1,007693,20-1 Blackman United Methodist Church,0.0898617810501111,RUTHERFORD,149
